timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.101273733854,[-2.88343082  1.30860534],-0.101273733854,"[ 1.01713612  1.4676265   0.12369502 -1.09780147  1.29959802 -0.49711867
  0.26790399 -0.33303698  0.15834878  0.79117958  0.        ]","[[ 0.09425552  0.0505679   0.14946691 -0.05707072]
 [ 0.00470166  0.00058936  0.          0.        ]]",[-0.41894677 -0.34078476],[-3.38574219  0.91858965]
1,-0.0982779834732,[-1.96560598  0.57429946],-0.0982779834732,"[ 1.02167121  1.46406106  0.06582331 -0.99288649  1.299596   -0.49711831
 -0.17903078  0.32072643  0.1612133   0.7444506   0.        ]","[[ 0.05464265  0.09032284  0.14946691 -0.05707072]
 [-3.95280763  3.96169643  0.          0.        ]]",[-0.41894677 -0.34078476],[-2.46237636  0.23152378]
2,-0.0879367966572,[-0.73140317 -0.52283332],-0.0879367966572,"[ 1.02088163  1.44594831 -0.10691249 -0.7277018   1.29959399 -0.49711795
 -0.6170516   0.68333607  0.16316341  0.58276317  0.        ]","[[-0.06332837  0.19160042  0.14946691 -0.05707072]
 [-7.83138702  6.1587248   0.          0.        ]]",[-0.41894677 -0.34078476],[-0.79165161 -0.21028358]
3,-0.06858212804,[ 1.3448464   0.44720024],-0.06858212804,"[ 0.97707768  1.41505739 -0.37300339 -0.46790301  1.29959197 -0.49711759
 -0.92623008  0.32169038  0.14303008  0.25907133  0.        ]","[[ -0.24742424   0.29279027   0.14946691  -0.05707072]
 [-10.56910024   3.96754239   0.           0.        ]]",[-0.41894677 -0.34078476],[ 1.34184444  0.36711806]
4,-0.0536434626369,[ 0.73768403 -0.79554325],-0.0536434626369,"[ 0.89201097  1.37406444 -0.60761383 -0.22784543  1.29958995 -0.49711723
 -0.45593905  0.60070208  0.08956023 -0.0270379   0.        ]","[[-0.41702459  0.38910236  0.14946691 -0.05707072]
 [-6.4047844   5.65805496  0.          0.        ]]",[-0.41894677 -0.34078476],[ 0.56309819  0.05659896]
5,-0.0475606545002,[ 0.9586949   0.07552243],-0.0475606545002,"[ 0.82459054  1.33145048 -0.73523378 -0.03443424  1.29958793 -0.49711688
 -0.11192651  0.0621233   0.04597229 -0.15284426  0.        ]","[[-0.51455743  0.46952251  0.14946691 -0.05707072]
 [-3.35863467  2.39485035  0.          0.        ]]",[-0.41894677 -0.34078476],[ 0.30664778  0.70396304]
6,-0.0462069680235,[-0.73936256  1.25534304],-0.0462069680235,"[ 0.80248866  1.3009777  -0.77122599  0.08292832  1.29958592 -0.49711652
  0.32388637  0.10342131  0.03270702 -0.15338542  0.        ]","[[-0.54301156  0.51992995  0.14946691 -0.05707072]
 [ 0.50038576  2.64507186  0.          0.        ]]",[-0.41894677 -0.34078476],[-1.14616704  0.59040129]
7,-0.0459230244939,[ 0.56229841 -0.39270245],-0.0459230244939,"[ 0.78676301  1.23810164 -0.79548108  0.28856308  1.2995839  -0.49711616
 -0.00771825  0.74846358  0.02167474 -0.07807486  0.        ]","[[-0.56246442  0.61204433  0.14946691 -0.05707072]
 [-2.43589221  6.55332986  0.          0.        ]]",[-0.41894677 -0.34078476],[-0.51618469 -0.29575264]
8,-0.0458186862135,[-1.41155115 -0.4530218 ],-0.0458186862135,"[  7.65054817e-01   1.14798575e+00  -8.27324729e-01   5.25334986e-01
   1.29958188e+00  -4.97115802e-01   2.49025082e-01   4.70284162e-01
  -1.05401102e-03   1.08721493e-02   0.00000000e+00]","[[-0.58837269  0.72620003  0.14946691 -0.05707072]
 [-0.16249263  4.86786787  0.          0.        ]]",[-0.41894677 -0.34078476],[-1.38214064 -0.12503427]
9,-0.0431173600416,[-0.58305233  1.42902056],-0.0431173600416,"[ 0.72722119  1.07883407 -0.87885058  0.67488387  1.29957986 -0.49711544
 -0.19734887  0.15853161 -0.03105723  0.01497869  0.        ]","[[-0.63127904  0.80460585  0.14946691 -0.05707072]
 [-4.11502158  2.97898867  0.          0.        ]]",[-0.41894677 -0.34078476],[ 0.25735432  0.06031549]
