timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.0794071874489,[-2.47949817 -0.10180353],-0.0794071874489,"[ 0.97805468  1.63239744 -0.04448762 -1.25299026  1.71287448 -0.80854083
  0.33039571 -0.3491803  -0.30883446  0.65069433  0.        ]","[[-0.02932799 -0.06757785  0.19740032 -0.09206436]
 [-0.00255203 -0.00355353  0.          0.        ]]",[-0.20408385 -0.21323296],[-2.31299996  0.57581377]
1,-0.0706413131707,[ 1.03916919 -0.00252909],-0.0706413131707,"[ 0.97498351  1.63203228 -0.10347977 -1.26416002  1.71286905 -0.80853975
 -0.07827097 -0.41137195 -0.31580415  0.55816813  0.        ]","[[-0.0690675  -0.07167721  0.19740032 -0.09206436]
 [-3.95822853 -0.40504938  0.          0.        ]]",[-0.20408385 -0.21323296],[-1.10328066  0.71512365]
2,-0.0616257778579,[-0.67814758  0.90220339],-0.0616257778579,"[ 0.96961635  1.63124952 -0.16075692 -1.28632311  1.71286362 -0.80853867
  0.33850561 -0.41192231 -0.32656994  0.46364881  0.        ]","[[-0.107756   -0.07981392  0.19740032 -0.09206436]
 [ 0.07594658 -0.4086049   0.          0.        ]]",[-0.20408385 -0.21323296],[-1.85690117  0.70934826]
3,-0.0593469554118,[-2.44367378  0.81930439],-0.0593469554118,"[ 0.96481512  1.63355561 -0.19827453 -1.21064129  1.71285819 -0.8085376
  0.06105606  0.14285305 -0.32890925  0.43968062  0.        ]","[[-0.13318213 -0.05205179  0.19740032 -0.09206436]
 [-2.60961283  3.17287844  0.          0.        ]]",[-0.20408385 -0.21323296],[-1.39391029  0.08098599]
4,-0.0506560046311,[-1.16766842 -1.98911126],-0.0506560046311,"[ 0.93928484  1.63407556 -0.33188147 -0.95012916  1.71285275 -0.80853652
 -0.34242703  0.6358725  -0.34295003  0.34926585  0.        ]","[[-0.22455941  0.04333996  0.19740032 -0.09206436]
 [-6.51510827  6.35568331  0.          0.        ]]",[-0.20408385 -0.21323296],[-0.37743631 -0.53317076]
5,-0.0250987837335,[ 1.59905752  0.01893046],-0.0250987837335,"[ 0.85882488  1.6246814  -0.57045798 -0.71574817  1.71284732 -0.80853544
 -0.73764148  0.00326079 -0.40771886  0.08604097  0.        ]","[[ -0.39324346   0.12947799   0.19740032  -0.09206436]
 [-10.34057093   2.27171516   0.           0.        ]]",[-0.20408385 -0.21323296],[ 1.54150176  0.12209111]
6,-0.0107554907773,[ 0.090772  -1.1365494],-0.0107554907773,"[ 0.74019529  1.61591201 -0.7883139  -0.59230106  1.71284189 -0.80853436
 -0.307823    0.00764974 -0.51432211 -0.2004814   0.        ]","[[-0.55831241  0.17519646  0.19740032 -0.09206436]
 [-6.18017375  2.30004904  0.          0.        ]]",[-0.20408385 -0.21323296],[ 1.40734756  0.13737151]
7,-0.0322863716656,[ 1.55054204  1.23357387],-0.0322863716656,"[ 0.63221818  1.6146059  -0.93213024 -0.57666746  1.71283645 -0.80853328
 -0.25793738 -0.61278224 -0.62483998 -0.42149097  0.        ]","[[-0.67707119  0.18101057  0.19740032 -0.09206436]
 [-5.69731165 -1.70528808  0.          0.        ]]",[-0.20408385 -0.21323296],[ 2.17860937  0.87071931]
8,-0.0468056755567,[-0.69074776  0.47768057],-0.0468056755567,"[ 0.55702881  1.61322709 -1.0142961  -0.56069936  1.71283102 -0.8085322
  0.1622388   0.00554974 -0.70233798 -0.5473991   0.        ]","[[-0.7502114   0.18695549  0.19740032 -0.09206436]
 [-1.63024848  2.28648567  0.          0.        ]]",[-0.20408385 -0.21323296],[ 1.36914337  0.13492152]
9,-0.0522683799501,[ 2.14546007 -0.23524973],-0.0522683799501,"[ 0.49107661  1.59557922 -1.0773702  -0.38935694  1.71282559 -0.80853113
 -0.11680814  0.29167999 -0.73804608 -0.58771033  0.        ]","[[-0.80991639  0.25121859  0.19740032 -0.09206436]
 [-4.33125987  4.13366054  0.          0.        ]]",[-0.20408385 -0.21323296],[ 2.01151109 -0.28453296]
