timestep,rewards,actions,original_rewards,obs,human_obs,logstd_action_dist,avg_action_dist
0,-0.343932508271,[ 1.56602669  3.4517561 ],-0.343932508271,"[ 0.99530773  2.12957743  0.17108104 -0.8338014  -1.17894084  0.24191613
  0.40025048 -0.37210472  2.36530624 -0.19465185  0.        ]","[[ 0.08483925 -0.01209571 -0.13426765  0.03119539]
 [ 0.00372467 -0.00403748  0.          0.        ]]",[-0.03841127 -0.06766934],[ 1.68070722  2.74714804]
1,-0.342229415669,[ 1.24735413  3.30619883],-0.342229415669,"[ 0.98935735  2.12913689  0.23203053 -0.70799963 -1.17893581  0.24191567
  0.74377002  0.18356878  2.35469861 -0.08710936  0.        ]","[[ 0.12458806  0.02753674 -0.13426765  0.03119539]
 [ 3.95799621  3.95409592  0.          0.        ]]",[-0.03841127 -0.06766934],[ 1.34061933  2.59089923]
2,-0.334933566668,[ 0.35116653  4.40011946],-0.334933566668,"[ 0.95851798  2.1151389   0.41089067 -0.33500121 -1.17893078  0.24191522
  1.08050021  0.72824307  2.28586322  0.22444531  0.        ]","[[ 0.24263818  0.14554586 -0.13426765  0.03119539]
 [ 7.83413707  7.83388563  0.          0.        ]]",[-0.03841127 -0.06766934],[ 0.73170906  2.37142372]
3,-0.317545851489,[ 0.74819789 -0.02861952],-0.317545851489,"[ 0.88083987  2.05094799  0.65743725  0.26440917 -1.17892575  0.24191476
  1.18761547  1.26226668  2.08160556  0.64622659  0.        ]","[[  0.41169178   0.34038992  -0.13426765   0.03119539]
 [  9.06719728  11.63783366   0.           0.        ]]",[-0.03841127 -0.06766934],[ 0.08942827  2.04129338]
4,-0.28709958732,[ 0.38010644  0.40577429],-0.28709958732,"[ 0.73323237  1.9130607   0.93751159  0.91680216 -1.17892073  0.2419143
  1.42923746  1.2138335   1.70349465  1.03102321  0.        ]","[[  0.62094141   0.56968575  -0.13426765   0.03119539]
 [ 11.84859407  11.29287682   0.           0.        ]]",[-0.03841127 -0.06766934],[-0.64212859  1.74223137]
5,-0.242420010011,[-0.03353522  2.26490103],-0.242420010011,"[ 0.49130249  1.70443911  1.2196036   1.5025305  -1.1789157   0.24191384
  1.53957284  1.40787908  1.17442735  1.24823042  0.        ]","[[  0.87065608   0.80941225  -0.13426765   0.03119539]
 [ 13.118772    12.67513988   0.           0.        ]]",[-0.03841127 -0.06766934],[-1.18302822  1.29897702]
6,-0.182796579354,[-1.72100642  2.48960916],-0.182796579354,"[ 0.18087845  1.380254    1.43435218  2.03385589 -1.17891067  0.24191339
  1.50557582  1.9284452   0.59010948  1.17657149  0.        ]","[[  1.12910395   1.10012059  -0.13426765   0.03119539]
 [ 12.72753219  16.38331635   0.           0.        ]]",[-0.03841127 -0.06766934],[-1.46583605  0.71109414]
7,-0.115408152603,[-2.14895648 -0.71331899],-0.115408152603,"[-0.10559722  0.90425959  1.54194592  2.36101582 -1.17890564  0.24191293
  1.14011316  2.43882677  0.16086264  0.80363067  0.        ]","[[  1.34144603   1.4642656   -0.13426765   0.03119539]
 [  8.52072262  20.01906431   0.           0.        ]]",[-0.03841127 -0.06766934],[-1.29689837  0.21404937]
8,-0.0619623867078,[-1.41962444 -0.01805935],-0.0619623867078,"[-0.28769607  0.40394571  1.57456257  2.27103375 -1.17890062  0.24191247
  0.78190217  1.98671963  0.02850928  0.36226186  0.        ]","[[  1.47049338   1.83233636  -0.13426765   0.03119539]
 [  4.39735733  16.7987267    0.           0.        ]]",[-0.03841127 -0.06766934],[-1.01780057  0.22890538]
9,-0.0468188855104,[-1.87573306  1.65912778],-0.0468188855104,"[-0.35530782 -0.00830097  1.5801434   1.83617597 -1.17889559  0.24191202
  0.43059557  1.9300179   0.10085367  0.03353484  0.        ]","[[  1.51786907   2.1642599   -0.13426765   0.03119539]
 [  0.35345638  16.39494105   0.           0.        ]]",[-0.03841127 -0.06766934],[-0.79208446  0.28051087]
10,-0.073783541611,[-0.42299489 -0.96259668],-0.073783541611,"[-0.30859462 -0.3630227   1.57664195  1.03077722 -1.17889056  0.24191156
  0.08614263  2.44029521  0.30449286 -0.20375991  0.        ]","[[  1.48515699   2.52863105  -0.13426765   0.03119539]
 [ -3.61155457  20.0300156    0.           0.        ]]",[-0.03841127 -0.06766934],[-0.61805505  0.24569705]
11,-0.110820278742,[-0.09302432 -0.37127392],-0.110820278742,"[-0.18327877 -0.56844214  1.55901328  0.00401719 -1.17888553  0.2419111
 -0.05311466  1.84953273  0.56095581 -0.34830736  0.        ]","[[  1.39684385   2.88701008  -0.13426765   0.03119539]
 [ -5.21454954  15.82190348   0.           0.        ]]",[-0.03841127 -0.06766934],[-0.38105398  0.44629246]
