timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.316222602353,[-4.00191093 -0.02747512],-0.316222602353,[-2.86140585  0.67918813],"[[ 0.08069152  0.09028302 -0.04503906 -0.16278168]
 [ 0.00134002  0.00120363  0.          0.        ]]","[ 0.98803045  1.51940337  0.11009821 -0.92729044 -0.39346724 -1.412157
  0.28381012 -0.33977114  1.98460009  1.95197073  0.        ]",[-0.26961669 -0.27188635]
1,-0.312012572965,[-3.1862925 -0.0621452],-0.312012572965,[-2.73382258  0.63744497],"[[ 0.04102791  0.08923073 -0.04503906 -0.16278168]
 [-3.95452975 -0.10608155  0.          0.        ]]","[ 0.99183394  1.51951919  0.05178307 -0.93009158 -0.39346694 -1.41215418
 -0.15604404 -0.35707754  1.9933215   1.8560659   0.        ]",[-0.26961669 -0.27188635]
2,-0.298681972996,[-3.23891475 -0.71730089],-0.298681972996,[-2.57398891  0.67382902],"[[-0.07696751  0.08467627 -0.04503906 -0.16278168]
 [-7.83210106 -0.34856359  0.          0.        ]]","[ 0.98849038  1.52001555 -0.12190309 -0.94222212 -0.39346664 -1.41215136
 -0.58719203 -0.39619318  2.0001712   1.56742872  0.        ]",[-0.26961669 -0.27188635]
3,-0.272587931091,[-2.07794677  2.5538255 ],-0.272587931091,[-2.2595892   1.09545362],"[[ -0.27173466   0.04929196  -0.04503906  -0.16278168]
 [-11.63196201  -3.18043554   0.           0.        ]]","[ 0.9352835   1.52300435 -0.40401187 -1.0366145  -0.39346633 -1.41214853
 -1.00969873 -0.8530153   1.94204271  1.06104226  0.        ]",[-0.26961669 -0.27188635]
4,-0.233470364391,[-1.5829574   0.54857979],-0.233470364391,[-1.50737035  0.66607255],"[[ -0.54177162   0.02605715  -0.04503906  -0.16278168]
 [-15.35932133   0.84353932   0.           0.        ]]","[ 0.76728681  1.52410664 -0.76822997 -1.09869286 -0.39346603 -1.41214571
 -1.42414243 -0.20388799  1.72933353  0.43519441  0.        ]",[-0.26961669 -0.27188635]
5,-0.183347266451,[ 0.72421532  0.0861857 ],-0.183347266451,[ 0.80864745  0.53549588],"[[ -0.88560895   0.06456808  -0.04503906  -0.16278168]
 [-19.01225065   3.00034913   0.           0.        ]]","[ 0.41401116  1.52189944 -1.14923119 -0.99583269 -0.39346573 -1.41214289
 -1.8303075   0.14403773  1.3169787  -0.16105831  0.        ]",[-0.26961669 -0.27188635]
6,-0.130918668529,[ 0.65442262  1.15524171],-0.130918668529,[ 1.84592581  0.67349386],"[[ -1.23333788   0.12738925  -0.04503906  -0.16278168]
 [-15.77143499   3.28083181   0.           0.        ]]","[-0.06189711  1.51429122 -1.39861702 -0.82866052 -0.39346542 -1.41214007
 -1.46995763  0.18928369  0.7832378  -0.55866012  0.        ]",[-0.26961669 -0.27188635]
7,-0.0914633862359,[ 2.59577961 -0.22924042],-0.0914633862359,[ 1.97464085 -0.15977764],"[[ -1.51967804   0.23206932  -0.04503906  -0.16278168]
 [-12.87223649   7.17420016   0.           0.        ]]","[-0.50352444  1.49065636 -1.47977186 -0.55339969 -0.39346512 -1.41213725
 -1.14759379  0.81734239  0.33793233 -0.70508799  0.        ]",[-0.26961669 -0.27188635]
8,-0.0668754611208,[ 1.32238665 -0.8093835 ],-0.0668754611208,[ 1.70663667 -0.10750657],"[[-1.73487432  0.36500339 -0.04503906 -0.16278168]
 [-8.66139795  6.1227307   0.          0.        ]]","[-0.84175286  1.44129133 -1.4619088  -0.21393091 -0.39346482 -1.41213442
 -0.67938983  0.6477237   0.04895522 -0.71601248  0.        ]",[-0.26961669 -0.27188635]
9,-0.0531492498475,[ 1.10278147 -0.04053031],-0.0531492498475,[ 1.23702443  0.51193732],"[[-1.86667989  0.45407043 -0.04503906 -0.16278168]
 [-4.53289108  2.79508702  0.          0.        ]]","[-1.04402516  1.39649586 -1.41767792  0.00445184 -0.39346451 -1.4121316
 -0.22034067  0.1109237  -0.11786437 -0.69126358  0.        ]",[-0.26961669 -0.27188635]
