timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0600480264836,[ 1.02690013 -0.1880705 ],-0.0600480264836,[ 0.61498207  0.8006773 ],"[[-0.02427228  0.0450834   0.19380168  0.05769893]
 [ 0.00119968  0.00085209  0.          0.        ]]","[ 0.94733855  1.91788961 -0.01853215 -0.7641117   1.68514704  0.50049487
  0.3675416  -0.36944757 -0.2040828  -0.67695218  0.        ]",[-0.09681326 -0.13897373]
1,-0.0528158938131,[ 0.76596798 -0.69765261],-0.0528158938131,[-0.23579437  0.68200511],"[[ 0.01544489  0.03761319  0.19380168  0.05769893]
 [ 3.95734413 -0.74538089  0.          0.        ]]","[ 0.9475958   1.91828212  0.04317813 -0.78670579  1.68513878  0.50049407
  0.73410915 -0.47867448 -0.20500872 -0.60751958  0.        ]",[-0.09681326 -0.13897373]
2,-0.0353864709432,[-1.53062789  0.58630614],-0.0353864709432,[-1.06836545  0.80707943],"[[  1.24218791e-01  -4.87414711e-03   1.93801679e-01   5.76989334e-02]
 [  6.91021015e+00  -3.49418763e+00   0.00000000e+00   0.00000000e+00]]","[ 0.9363613   1.91918042  0.21170258 -0.9153018   1.68513052  0.50049327
  1.00771379 -0.88102141 -0.2163355  -0.440148    0.        ]",[-0.09681326 -0.13897373]
3,-0.0209564398531,[-2.57562737  0.85729653],-0.0209564398531,[-0.70647794  0.83494914],"[[ 0.22135184 -0.05075514  0.19380168  0.05769893]
 [ 2.81672673 -1.10188968  0.          0.        ]]","[ 0.91164214  1.91749981  0.36032788 -1.05413199  1.68512226  0.50049247
  0.62841789 -0.53085449 -0.23663584 -0.30016713  0.        ]",[-0.09681326 -0.13897373]
4,-0.016754284204,[ 0.43126014  1.02543955],-0.016754284204,[-0.18531418  0.68261707],"[[ 0.23742354 -0.03849985  0.19380168  0.05769893]
 [-1.19619001  2.3160217   0.          0.        ]]","[ 0.90622914  1.91820361  0.3846462  -1.01706519  1.685114    0.50049167
  0.25658765 -0.0305666  -0.24429864 -0.25740226  0.        ]",[-0.09681326 -0.13897373]
5,-0.0104178740562,[-0.64424117  0.4520907 ],-0.0104178740562,[-0.71837276  0.09236687],"[[ 0.2308388   0.04708162  0.19380168  0.05769893]
 [ 0.53196788  6.22908647  0.          0.        ]]","[ 0.90848896  1.9177119   0.374693   -0.75805798  1.68510574  0.50049087
  0.41671532  0.54219787 -0.25980445 -0.18535347  0.        ]",[-0.09681326 -0.13897373]
6,-0.00859094212798,[-0.67948484 -1.07293009],-0.00859094212798,[-0.45106068 -0.15741992],"[[ 0.21579596  0.18839656  0.19380168  0.05769893]
 [-2.02772682  7.8968439   0.          0.        ]]","[ 0.91341957  1.89600244  0.35189852 -0.33355938  1.68509748  0.50049007
  0.17953769  0.78631042 -0.295031   -0.07797476  0.        ]",[-0.09681326 -0.13897373]
7,-0.00664615090681,[-0.12685524 -0.02556301],-0.00664615090681,[ 0.24293333  0.24400806],"[[ 0.14869027  0.30504706  0.19380168  0.05769893]
 [-4.67405478  3.78190945  0.          0.        ]]","[ 0.93142176  1.85874288  0.24937057  0.0086979   1.68508922  0.50048927
 -0.06566724  0.18399578 -0.30362468 -0.09313198  0.        ]",[-0.09681326 -0.13897373]
8,-0.0090534567543,[ 0.1425879   0.90947259],-0.0090534567543,[ 0.59028774  0.1877915 ],"[[ 0.05110207  0.37891967  0.19380168  0.05769893]
 [-5.08340562  3.60593531  0.          0.        ]]","[ 0.94582429  1.82633081  0.09854651  0.21933968  1.68508096  0.50048848
 -0.10359702  0.15823772 -0.28654731 -0.20465985  0.        ]",[-0.09681326 -0.13897373]
9,-0.015964318623,[-0.15425978 -1.18639967],-0.015964318623,[ 0.56899726 -0.35816813],"[[-0.04391113  0.4864506   0.19380168  0.05769893]
 [-4.42010822  7.13539677  0.          0.        ]]","[ 0.94632763  1.76736412 -0.04903568  0.51473364  1.6850727   0.50048768
 -0.04213662  0.67485483 -0.29101485 -0.2809238   0.        ]",[-0.09681326 -0.13897373]
