timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.358577133995,[ 1.07113956  1.62539008],-0.358577133995,[ 1.724635    2.88758349],"[[-0.09412446  0.0576653  -0.1490773  -0.01006537]
 [ 0.00301545 -0.00405867  0.          0.        ]]","[ 0.97939456  2.11346826 -0.11564462 -0.63898571 -1.28599603 -0.07987667
  0.38882498 -0.37677081  2.4899585  -0.14218333  0.        ]",[-0.05023877 -0.07588541]
1,-0.358949838459,[ 1.90132476  3.28153853],-0.358949838459,[ 1.37683189  2.73427749],"[[-0.05438961  0.09729734 -0.1490773  -0.01006537]
 [ 3.95731223  3.9540757   0.          0.        ]]","[ 0.9836227   2.10925825 -0.054223   -0.51225672 -1.2859903  -0.07987653
  0.73498435  0.1855497   2.49198212 -0.03224487  0.        ]",[-0.05023877 -0.07588541]
2,-0.357686680936,[ 2.22023495  3.81226953],-0.357686680936,[ 0.7717852   2.54376101],"[[ 0.06364739  0.21530602 -0.1490773  -0.01006537]
 [ 7.83351921  7.83386166  0.          0.        ]]","[ 0.98283559  2.08415759  0.12864503 -0.13858069 -1.28598458 -0.0798764
  1.07430597  0.73673877  2.45957532  0.29160771  0.        ]",[-0.05023877 -0.07588541]
3,-0.347922189061,[-0.6450584   1.65656444],-0.347922189061,[-0.07474629  2.25014019],"[[  2.58442844e-01   4.10139442e-01  -1.49077298e-01  -1.00653725e-02]
 [  1.16334916e+01   1.16367899e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93806516  2.00238142  0.42623072  0.45508866 -1.28597885 -0.07987626
  1.40695074  1.27700556  2.28591767  0.78644306  0.        ]",[-0.05023877 -0.07588541]
4,-0.323586385859,[ 0.5177635   1.69028454],-0.323586385859,[-0.35836637  1.95003939],"[[  4.63195395e-01   6.80299350e-01  -1.49077298e-01  -1.00653725e-02]
 [  8.85113852e+00   1.53667558e+01   0.00000000e+00   0.00000000e+00]]","[ 0.83447769  1.81154222  0.72267281  1.19372473 -1.28597313 -0.07987613
  1.16337774  1.80689893  1.91665756  1.22889663  0.        ]",[-0.05023877 -0.07588541]
5,-0.281393061347,[-2.36192376  2.50939908],-0.281393061347,[-0.98215127  1.28168559],"[[  6.59020782e-01   1.02430097e+00  -1.49077298e-01  -1.00653725e-02]
 [  1.07254788e+01   1.90212106e+01   0.00000000e+00   0.00000000e+00]]","[ 0.68513106  1.45949275  0.97927485  1.91643085 -1.2859674  -0.07987599
  1.32745206  2.32605056  1.39040658  1.45203317  0.        ]",[-0.05023877 -0.07588541]
6,-0.222202593582,[-1.4753684   2.94754006],-0.222202593582,[-0.95406306  0.68305534],"[[  8.31722286e-01   1.44068202e+00  -1.49077298e-01  -1.00653725e-02]
 [  6.55859047e+00   2.26049293e+01   0.00000000e+00   0.00000000e+00]]","[ 0.51719333  0.92676082  1.1757533   2.35645296 -1.28596168 -0.07987586
  0.9626784   2.83513122  0.84866272  1.34274298  0.        ]",[-0.05023877 -0.07588541]
7,-0.159932567885,[-1.66509915 -0.22945098],-0.159932567885,[-0.79974413  0.40863657],"[[  9.21912932e-01   1.92802383e+00  -1.49077298e-01  -1.00653725e-02]
 [  2.47397206e+00   2.61174978e+01   0.00000000e+00   0.00000000e+00]]","[ 0.41770272  0.27179222  1.26514038  2.18105942 -1.28595595 -0.07987572
  0.60510835  3.33407319  0.53073487  0.93866875  0.        ]",[-0.05023877 -0.07588541]
8,-0.120942413642,[-0.14820414  1.39516621],-0.120942413642,[-0.40442213  0.52125853],"[[  9.31212462e-01   2.43607268e+00  -1.49077298e-01  -1.00653725e-02]
 [ -1.53112102e+00   2.46920796e+01   0.00000000e+00   0.00000000e+00]]","[ 0.40702824 -0.29051123  1.27379267  1.25591198 -1.28595023 -0.07987559
  0.25450053  3.13151916  0.51072285  0.45602353  0.        ]",[-0.05023877 -0.07588541]
9,-0.129749313347,[-1.00137251  1.22380194],-0.129749313347,[-0.22476658  0.54474121],"[[  8.95020192e-01   2.96473715e+00  -1.49077298e-01  -1.00653725e-02]
 [ -2.08640179e+00   2.81627968e+01   0.00000000e+00   0.00000000e+00]]","[ 0.44814225 -0.59533658  1.23949393 -0.25956431 -1.2859445  -0.07987545
  0.2058906   3.62448173  0.72050513  0.02290695  0.        ]",[-0.05023877 -0.07588541]
10,-0.149821026981,[-0.75878023  1.59223086],-0.149821026981,[ 0.32951084  1.25744796],"[[ 0.81396874  3.21894026 -0.1490773  -0.01006537]
 [-6.00557896  0.62850982  0.          0.        ]]","[ 0.53587267 -0.61256019  1.15701486 -1.07169148 -1.28593878 -0.07987532
 -0.13719651 -0.28694653  0.88205971 -0.14551317  0.        ]",[-0.05023877 -0.07588541]
