timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.64535165 -0.94512224],[ 1.33426085 -1.08765126],-0.0392668941811,-0.0392668941811,"[ 1.11294484  1.36980478 -0.02117995  1.33916485  1.59465612  0.31735362
 -0.18288917  0.28339413 -0.09887913 -0.29290741  0.        ]","[[ 0.02183934  0.01838224  0.18489324  0.03689211]
 [ 0.00468202 -0.00444918  0.          0.        ]]",[-0.77238321 -0.75393254]
1,[ 0.54069763 -0.59739798],[ 0.53265583  0.02777528],-0.0361784168193,-0.0361784168193,"[ 1.11058459  1.36972333  0.0376689   1.23844716  1.59465429  0.31735351
  0.37589397 -0.35131277 -0.10057308 -0.23806828  0.        ]","[[ 0.06163799 -0.02144914  0.18489324  0.03689211]
 [ 3.96200239 -3.96548307  0.          0.        ]]",[-0.77238321 -0.75393254]
2,[-0.6364038  -0.83077937],[-0.49963746 -0.28833176],-0.0274295239049,-0.0274295239049,"[ 1.09485348  1.36361284  0.18409901  1.04305791  1.59465246  0.3173534
  0.66234989 -0.32123469 -0.11315931 -0.06780672  0.        ]","[[ 0.16123247 -0.09887552  0.18489324  0.03689211]
 [ 5.99069362 -3.77777477  0.          0.        ]]",[-0.77238321 -0.75393254]
3,[-0.13872045 -0.45848131],[-0.28864593 -0.42791741],-0.0216378311122,-0.0216378311122,"[ 1.06551415  1.34759363  0.32703571  0.8272114   1.59465063  0.31735328
  0.36658957 -0.4920577  -0.13522686  0.08463919  0.        ]","[[ 0.26003082 -0.18512711  0.18489324  0.03689211]
 [ 3.89611185 -4.84383528  0.          0.        ]]",[-0.77238321 -0.75393254]
4,[ 0.40806615  0.08616361],[-0.36833226 -0.04002005],-0.019891850127,-0.019891850127,"[ 1.03856708  1.31215383  0.42011552  0.55012917  1.5946488   0.31735317
  0.19456062 -0.74811782 -0.15188028  0.09986515  0.        ]","[[ 0.32572946 -0.29803706  0.18489324  0.03689211]
 [ 2.67779892 -6.44183793  0.          0.        ]]",[-0.77238321 -0.75393254]
5,[ 1.13363004  0.51700908],[ 1.27911594 -0.65512788],-0.0200846149781,-0.0200846149781,"[ 1.02011607  1.25206525  0.47360516  0.24501059  1.59464698  0.31735306
 -0.01866956 -0.75298192 -0.16694803  0.01199769  0.        ]","[[ 0.36413426 -0.42717836  0.18489324  0.03689211]
 [ 1.16769778 -6.47219579  0.          0.        ]]",[-0.77238321 -0.75393254]
6,[-0.03174901  0.98142076],[ 0.59336074  1.44307161],-0.019326189117,-0.019326189117,"[ 0.98572634  1.15436309  0.55939323 -0.09604514  1.59464515  0.31735295
  0.53680207 -1.14833539 -0.20280672 -0.04594581  0.        ]","[[ 0.4269576  -0.58137772  0.18489324  0.03689211]
 [ 5.10156106 -8.93949188  0.          0.        ]]",[-0.77238321 -0.75393254]
7,[-1.86218071  0.22509006],[-1.42193266 -0.10987589],-0.00918382113814,-0.00918382113814,"[ 0.90260634  1.04538057  0.72201404 -0.37220711  1.59464332  0.31735283
  0.85383535 -0.48560632 -0.26486891  0.08667698  0.        ]","[[ 0.55151548 -0.7186709   0.18489324  0.03689211]
 [ 7.3468003  -4.80358541  0.          0.        ]]",[-0.77238321 -0.75393254]
8,[-0.61976558  0.72908854],[-0.33168293  0.52488952],-0.00718328114339,-0.00718328114339,"[ 0.81722944  0.95467618  0.85078312 -0.55298711  1.59464149  0.31735272
  0.27469255 -0.53985206 -0.3251051   0.21639565  0.        ]","[[ 0.65730032 -0.81813888  0.18489324  0.03689211]
 [ 3.24530086 -5.14211927  0.          0.        ]]",[-0.77238321 -0.75393254]
9,[-0.49332777  0.51045871],[-0.47070826 -0.54074492],-0.00737853349045,-0.00737853349045,"[ 0.77142897  0.87425329  0.90943597 -0.686742    1.59463966  0.31735261
  0.08023361 -0.19043697 -0.36390461  0.22639609  0.        ]","[[ 0.70838888 -0.8991025   0.18489324  0.03689211]
 [ 1.86813959 -2.96151836  0.          0.        ]]",[-0.77238321 -0.75393254]
10,[ 0.64315516  1.36379957],[ 0.66560794  1.38029622],-0.00419068023179,-0.00419068023179,"[ 0.75431995  0.78939939  0.92985525 -0.80633805  1.59463783  0.31735249
 -0.18787659 -0.52403975 -0.39146745  0.15389965  0.        ]","[[ 0.72670116 -0.97922138  0.18489324  0.03689211]
 [-0.03062113 -5.0434402   0.          0.        ]]",[-0.77238321 -0.75393254]
11,[-0.88805467  0.20778599],[-0.57157508 -0.18657077],-0.00639890704966,-0.00639890704966,"[ 0.72960739  0.7225809   0.95806851 -0.88731003  1.594636    0.31735238
  0.18391548  0.12631742 -0.41951869  0.12986037  0.        ]","[[ 0.75250639 -1.0393681   0.18489324  0.03689211]
 [ 2.60241521 -0.98474597  0.          0.        ]]",[-0.77238321 -0.75393254]
12,[ 0.0012636   0.59160954],[ 0.1096962   1.30897554],-0.0087325432601,-0.0087325432601,"[ 0.7011693   0.69189812  0.98880482 -0.92099428  1.59463418  0.31735227
 -0.14266596  0.01117139 -0.43935351  0.16144527  0.        ]","[[ 0.78134923 -1.06627281  0.18489324  0.03689211]
 [ 0.28956193 -1.7033393   0.          0.        ]]",[-0.77238321 -0.75393254]
13,[-0.75418949 -0.49814942],[-0.59452249 -0.5466065 ],-0.0099267554516,-0.0099267554516,"[ 0.69103389  0.6987788   0.99934042 -0.91362188  1.59463235  0.31735215
 -0.08234294  0.65103299 -0.44170343  0.19471061  0.        ]","[[ 0.79142679 -1.06027459  0.18489324  0.03689211]
 [ 0.71676979  2.28985408  0.          0.        ]]",[-0.77238321 -0.75393254]
14,[ 0.40534797  0.20151302],[ 0.04144344  0.28685025],-0.00952064648855,-0.00952064648855,"[ 0.70049323  0.72566317  0.98951231 -0.88380585  1.59463052  0.31735204
 -0.41641957  0.29706586 -0.43076086  0.20648904  0.        ]","[[ 0.78202397 -1.03664119  0.18489324  0.03689211]
 [-1.64916378  0.0808485   0.          0.        ]]",[-0.77238321 -0.75393254]
15,[ 0.38327101 -0.05863335],[-0.06056374  0.39849208],-0.00610508771824,-0.00610508771824,"[ 0.73105794  0.74028904  0.9564483  -0.86689018  1.59462869  0.31735193
 -0.38870248  0.47880169 -0.4140593   0.14916581  0.        ]","[[ 0.75101013 -1.02364481  0.18489324  0.03689211]
 [-1.4528723   1.21501001  0.          0.        ]]",[-0.77238321 -0.75393254]
16,[ 0.36956406 -0.42180368],[-0.04536123 -0.11568144],-0.00352685823506,-0.00352685823506,"[ 0.76077722  0.78445115  0.92223057 -0.81270537  1.59462686  0.31735181
 -0.41854225  0.72779222 -0.39009549  0.13000226  0.        ]","[[ 0.71983238 -0.98375403  0.18489324  0.03689211]
 [-1.66419871  2.7688891   0.          0.        ]]",[-0.77238321 -0.75393254]
