timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.28487182 -0.54080886],[ 1.31956575 -0.33041567],-0.182750799423,-0.182750799423,"[ 1.05462104  1.58961194 -0.1107457   1.12647132  0.46475133  0.76709051
 -0.22029708  0.29617349  1.02244452 -0.89207676  0.        ]","[[-0.03514636  0.01094122  0.05416639  0.08944294]
 [ 0.00236411 -0.00415749  0.          0.        ]]",[-0.4207707  -0.39614767]
1,[ 2.10455084 -0.55763602],[ 1.28900349 -2.63626558],-0.179323805814,-0.179323805814,"[ 1.05549811  1.58968215 -0.0513576   1.09243987  0.46475101  0.76708983
  0.26301149  0.10851539  1.02327528 -0.81534762  0.        ]","[[  4.59606033e-03  -2.28325316e-03   5.41663948e-02   8.94429420e-02]
 [  3.95870280e+00  -1.31391938e+00   0.00000000e+00   0.00000000e+00]]",[-0.4207707  -0.39614767]
2,[ 1.81432593 -0.61974055],[ 1.28879553 -0.008924  ],-0.170495520734,-0.170495520734,"[ 1.04463528  1.58671696  0.1246862   0.9233522   0.46475069  0.76708914
  0.73688519 -0.4552879   1.01506277 -0.62001342  0.        ]","[[ 0.12269037 -0.0680436   0.05416639  0.08944294]
 [ 7.83781004 -5.24899222  0.          0.        ]]",[-0.4207707  -0.39614767]
3,[ 0.97798753 -0.90164506],[-0.08765208 -0.07997175],-0.155538002042,-0.155538002042,"[ 0.98315312  1.57069382  0.40849145  0.65699697  0.46475038  0.76708846
  1.20120142 -0.44566386  0.96798456 -0.29807225  0.        ]","[[  0.31758178  -0.17234972   0.05416639   0.08944294]
 [ 11.63868777  -5.1818233    0.           0.        ]]",[-0.4207707  -0.39614767]
4,[ 0.5346812  -0.99732202],[ 0.62375523 -0.37256367],-0.137760518752,-0.137760518752,"[ 0.84620793  1.54043033  0.71604783  0.39178911  0.46475006  0.76708778
  1.13073977 -0.47628479  0.85852655  0.0765253   0.        ]","[[  0.54456845  -0.27813058   0.05416639   0.08944294]
 [ 11.06190469  -5.39554448   0.           0.        ]]",[-0.4207707  -0.39614767]
5,[-0.81459469 -1.00770998],[-1.31504357 -1.66377017],-0.12038067471,-0.12038067471,"[ 0.62865223  1.48862751  1.00175441  0.09674632  0.46474974  0.76708709
  1.40552954 -0.67243105  0.6847174   0.43112462  0.        ]","[[  0.78837554  -0.39977748   0.05416639   0.08944294]
 [ 13.31133702  -6.76455129   0.           0.        ]]",[-0.4207707  -0.39614767]
6,[-0.46893489 -0.51600873],[-0.29676461 -0.39423311],-0.107029272727,-0.107029272727,"[ 0.37532606  1.38469262  1.20925674 -0.2977604   0.46474942  0.76708641
  0.8902843  -1.22030302  0.50750531  0.64223316  0.        ]","[[  1.01228467  -0.57343443   0.05416639   0.08944294]
 [  9.09357441 -10.58843484   0.           0.        ]]",[-0.4207707  -0.39614767]
7,[-0.46130517 -0.12420651],[ 0.14244254 -0.70395267],-0.0965709166323,-0.0965709166323,"[ 0.15895466  1.20215549  1.32401199 -0.74543429  0.46474911  0.76708572
  0.72495909 -1.41382744  0.39570625  0.66366385  0.        ]","[[  1.18057804  -0.79875525   0.05416639   0.08944294]
 [  7.74023627 -11.93915522   0.           0.        ]]",[-0.4207707  -0.39614767]
8,[-0.55344522  0.25093204],[-0.29090206  1.06773217],-0.0836643983087,-0.0836643983087,"[-0.05977003  0.93117485  1.39656697 -1.15045802  0.46474879  0.76708504
  0.77520871 -1.77930718  0.29361535  0.59551445  0.        ]","[[  1.33951014  -1.06313248   0.05416639   0.08944294]
 [  8.15158257 -14.49005175   0.           0.        ]]",[-0.4207707  -0.39614767]
9,[-0.60149193  0.46360275],[-1.06340919  0.12198721],-0.0689843933292,-0.0689843933292,"[-0.27375938  0.63823597  1.43140946 -1.38819213  0.46474847  0.76708436
  0.61477444 -1.17080826  0.18250181  0.50530848  0.        ]","[[  1.48936478  -1.31032161   0.05416639   0.08944294]
 [  6.83828088 -10.24303654   0.           0.        ]]",[-0.4207707  -0.39614767]
