timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.38265085 -1.96659875],[-2.13124376 -1.71383196],-0.33591067098,-0.33591067098,"[ 1.10076016  1.40878528 -0.00982713  1.38001111 -1.0824435  -0.21993008
 -0.19488249  0.28634214  2.95672406  0.61842048  0.        ]","[[ 0.03199393  0.04911852 -0.12427325 -0.02494532]
 [ 0.00472249  0.00325585  0.          0.        ]]",[-0.69009346 -0.69522482]
1,[-2.08714771 -1.68542755],[-2.34571244 -1.50498674],-0.335159461018,-0.335159461018,"[ 1.10144788  1.41029326 -0.06850749  1.27956381 -1.08244263 -0.21993
 -0.7315409  -0.33009301  2.96078167  0.45190753  0.        ]","[[-0.00758762  0.00947058 -0.12427325 -0.02494532]
 [-3.94971526 -3.95486341  0.          0.        ]]",[-0.69009346 -0.69522482]
2,[-1.94878721 -1.54990828],[-1.22158176 -1.38817085],-0.330748017634,-0.330748017634,"[ 1.0902791   1.40269829 -0.24281233  0.98094692 -1.08244176 -0.21992991
 -1.25759201 -0.93432709  2.92323652 -0.04103234  0.        ]","[[-0.12547359 -0.10855376 -0.12427325 -0.02494532]
 [-7.82599686 -7.83464176  0.          0.        ]]",[-0.69009346 -0.69522482]
3,[-1.53270984 -1.45740306],[-0.839412   -1.12007537],-0.316504813332,-0.316504813332,"[ 1.02905378  1.35097398 -0.52383967  0.49826672 -1.08244089 -0.21992983
 -1.77327934 -1.52659223  2.70487745 -0.7997357   0.        ]","[[ -0.32011838  -0.30340282  -0.12427325  -0.02494532]
 [-11.62592366 -11.63757555   0.           0.        ]]",[-0.69009346 -0.69522482]
4,[-0.97228825 -1.10431337],[-0.93399802 -0.69777035],-0.283902570281,-0.283902570281,"[ 0.86546095  1.20232558 -0.87433725 -0.11982905 -1.08244002 -0.21992974
 -2.19267711 -2.10714234  2.14329534 -1.59083435  0.        ]","[[ -0.58364169  -0.57355625  -0.12427325  -0.02494532]
 [-14.71634589 -15.36530435   0.           0.        ]]",[-0.69009346 -0.69522482]
5,[ 0.76557648  0.88884139],[ 1.11221004  0.8518876 ],-0.225858997727,-0.225858997727,"[ 0.5483577   0.91283445 -1.22981401 -0.73859808 -1.08243916 -0.21992966
 -2.65485487 -2.48974952  1.21671059 -1.98439334  0.        ]","[[ -0.91213523  -0.90551252  -0.12427325  -0.02494532]
 [-18.12202638 -17.82206366   0.           0.        ]]",[-0.69009346 -0.69522482]
6,[ 0.64245546  1.62248766],[ 1.08023678  1.27185926],-0.156738585139,-0.156738585139,"[ 0.15046357  0.55153491 -1.45536045 -1.12873657 -1.08243829 -0.21992957
 -2.06975206 -1.90950316  0.36117004 -1.69758279  0.        ]","[[ -1.23132105  -1.2245721   -0.12427325  -0.02494532]
 [-13.81063351 -14.09632157   0.           0.        ]]",[-0.69009346 -0.69522482]
7,[ 0.47971943  1.22122681],[ 0.00574324  1.4833326 ],-0.101433654527,-0.101433654527,"[-0.1739229   0.24899941 -1.53170674 -1.26469482 -1.08243742 -0.21992949
 -1.49600232 -1.24943074 -0.08696811 -1.15419975  0.        ]","[[-1.46511841 -1.46397379 -0.12427325 -0.02494532]
 [-9.58287585 -9.85799858  0.          0.        ]]",[-0.69009346 -0.69522482]
8,[ 1.33456433  1.16035461],[ 1.08394187  1.35077728],-0.0605571592092,-0.0605571592092,"[-0.44375625  0.04718491 -1.53476513 -1.27614291 -1.08243655 -0.2199294
 -1.46740417 -0.60231929 -0.289822   -0.6605529   0.        ]","[[-1.65466308 -1.6194442  -0.12427325 -0.02494532]
 [-9.37215815 -5.70289162  0.          0.        ]]",[-0.69009346 -0.69522482]
9,[ 0.73234212  0.24189517],[ 0.1101369   0.17555056],-0.0345845314469,-0.0345845314469,"[-0.6490234  -0.04760557 -1.50101363 -1.26034723 -1.08243568 -0.21992932
 -0.90525483  0.03186482 -0.37552302 -0.32341627  0.        ]","[[-1.80054657 -1.69264499 -0.12427325 -0.02494532]
 [-5.22986759 -1.63079012  0.          0.        ]]",[-0.69009346 -0.69522482]
