timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.54560089 -2.34948516],[ 1.59273046 -3.33538766],-0.163892252306,-0.163892252306,"[ 1.09444134  1.42268546  0.02153464  1.34940025  0.38677079  0.1696243
 -0.19880475  0.28589349  1.25345603  0.07876443  0.        ]","[[ 0.0535963   0.04137003  0.045521    0.01993545]
 [ 0.00243134 -0.00411051  0.          0.        ]]",[-0.67384797 -0.65965235]
1,[ 1.49271083 -2.18424463],[ 1.35188974 -1.09821044],-0.163548956744,-0.163548956744,"[ 1.09027761  1.42379172  0.08040061  1.2483511   0.38677062  0.16962424
  0.33198493 -0.32585892  1.25059212  0.13005399  0.        ]","[[  9.33503887e-02   1.54535054e-03   4.55209979e-02   1.99354509e-02]
 [  3.95979602e+00  -3.96515132e+00   0.00000000e+00   0.00000000e+00]]",[-0.67384797 -0.65965235]
2,[ 0.87139851 -2.02528214],[ 0.52999446 -1.80254532],-0.162163747906,-0.162163747906,"[ 1.06470999  1.41497003  0.25365183  0.9488745   0.38677045  0.16962417
  0.85227313 -0.9254931   1.23297184  0.28116303  0.        ]","[[ 0.21146617 -0.11671297  0.045521    0.01993545]
 [ 7.83886764 -7.84772972  0.          0.        ]]",[-0.67384797 -0.65965235]
3,[ 0.14493187 -1.82939315],[ 0.16524436 -1.42192861],-0.158916320525,-0.158916320525,"[ 0.99058744  1.36125074  0.50340855  0.46571301  0.38677028  0.1696241
  1.11289342 -1.5131277   1.18358131  0.47251027  0.        ]","[[  0.38773903  -0.31184348   0.045521     0.01993545]
 [  9.78195856 -11.65261992   0.           0.        ]]",[-0.67384797 -0.65965235]
4,[-0.43920258 -1.68681312],[-1.71745007 -1.60156154],-0.152045249802,-0.152045249802,"[ 0.8568874   1.21008971  0.76565044 -0.15139427  0.38677011  0.16962404
  1.17482553 -2.08901933  1.0944537   0.6015309   0.        ]","[[  0.58801113  -0.58230912   0.045521     0.01993545]
 [ 10.24370834 -15.38149279   0.           0.        ]]",[-0.67384797 -0.65965235]
5,[ 0.0661213  -1.43349314],[-1.31281649 -0.87152146],-0.138964762735,-0.138964762735,"[ 0.71258194  0.90584269  0.95539594 -0.7849622   0.38676994  0.16962397
  0.6171442  -2.65326615  0.97831243  0.51019628  0.        ]","[[  0.75117043  -0.92659516   0.045521     0.01993545]
 [  6.08585421 -19.03499651   0.           0.        ]]",[-0.67384797 -0.65965235]
6,[ 1.08295953 -0.98198354],[ 1.73558733 -0.70467349],-0.118030714556,-0.118030714556,"[ 0.63058559  0.42609372  1.03969325 -1.22525132  0.38676977  0.1696239
  0.07024276 -3.12783288  0.8026588   0.14119069  0.        ]","[[  8.31980498e-01  -1.33812544e+00   4.55209979e-02   1.99354509e-02]
 [  2.00836946e+00  -2.21078671e+01   0.00000000e+00   0.00000000e+00]]",[-0.67384797 -0.65965235]
7,[ 0.29659757 -1.0382123 ],[ 0.77999983 -0.76920882],-0.0888252313213,-0.0888252313213,"[ 0.54383836 -0.17241354  1.11560218 -1.22500052  0.3867696   0.16962384
  0.59558111 -3.49123505  0.47534353 -0.21169004  0.        ]","[[  9.11443987e-01  -1.80389337e+00   4.55209979e-02   1.99354509e-02]
 [  5.92508918e+00  -2.44609934e+01   0.00000000e+00   0.00000000e+00]]",[-0.67384797 -0.65965235]
8,[-0.40766168 -1.20216727],[-0.65306791 -1.84465714],-0.0527072934693,-0.0527072934693,"[ 0.36765098 -0.7548754   1.23711851 -0.61607349  0.38676943  0.16962377
  0.99385582 -3.88680695  0.00655885 -0.35261589  0.        ]","[[  1.05973715e+00  -2.31881404e+00   4.55209979e-02   1.99354509e-02]
 [  8.89447467e+00  -2.70224693e+01   0.00000000e+00   0.00000000e+00]]",[-0.67384797 -0.65965235]
9,[ 0.07611483 -1.27722359],[ 0.19874721 -1.28234869],-0.0422340240444,-0.0422340240444,"[ 0.17363897 -1.12990736  1.33119403  0.62149377  0.38676926  0.1696237
  0.6233356  -4.41565105 -0.58119826 -0.33010532  0.        ]","[[  1.20991072e+00  -2.89362190e+00   4.55209979e-02   1.99354509e-02]
 [  6.13202389e+00  -3.04469681e+01   0.00000000e+00   0.00000000e+00]]",[-0.67384797 -0.65965235]
