timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.51990962 -2.24224067],[-1.07717722 -2.39939195],-0.396335309079,-0.396335309079,"[ 1.03323018  1.92083495 -0.07366213  0.69552659 -1.30969925 -1.47663834
 -0.28000995  0.33013256  2.55403851  1.66990267  0.        ]","[[ 0.00568632 -0.06724703 -0.1504132  -0.17153274]
 [-0.00331507  0.00210811  0.          0.        ]]",[-0.26488248 -0.26513621]
1,[-2.14035344 -1.83128464],[-1.14405328 -2.28525978],-0.390360701537,-0.390360701537,"[ 1.03241763  1.9162639  -0.13395309  0.58339171 -1.3096961  -1.47663417
 -0.68484582 -0.21020087  2.54653405  1.55049869  0.        ]","[[-0.03405448 -0.1069177  -0.1504132  -0.17153274]
 [-3.95760846 -3.95598805  0.          0.        ]]",[-0.26488248 -0.26513621]
2,[-1.48802948 -1.32694399],[-1.25804871 -0.89556667],-0.370141619038,-0.370141619038,"[ 1.01664548  1.89048132 -0.31218784  0.25321962 -1.30969294 -1.47663
 -1.08168653 -0.73983832  2.48484272  1.20340385  0.        ]","[[-0.15209742 -0.22496425 -0.1504132  -0.17153274]
 [-7.83381783 -7.83573591  0.          0.        ]]",[-0.26488248 -0.26513621]
3,[-0.63160694 -0.73273289],[-0.36173004 -1.45498743],-0.329789549241,-0.329789549241,"[ 0.94757149  1.8111666  -0.59816888 -0.25965926 -1.30968978 -1.47662583
 -1.4707357  -1.20253205  2.26516174  0.69081456  0.        ]","[[ -0.34690045  -0.41568586  -0.1504132   -0.17153274]
 [-11.63394297 -11.22511291   0.           0.        ]]",[-0.26488248 -0.26513621]
4,[ 0.08031888 -0.07110062],[-0.44120605  0.28556552],-0.266299325581,-0.266299325581,"[ 0.78879158  1.63153692 -0.92853622 -0.89291568 -1.30968662 -1.47662166
 -1.59365805 -1.71262147  1.80320129  0.21132304  0.        ]","[[ -0.59162439  -0.67767883  -0.1504132   -0.17153274]
 [-12.83465211 -14.96170235   0.           0.        ]]",[-0.26488248 -0.26513621]
5,[ 0.67221159  0.56739575],[ 1.36669981  0.93333829],-0.187965976334,-0.187965976334,"[ 0.52974608  1.35691777 -1.23547458 -1.44250769 -1.30968347 -1.47661749
 -1.74660784 -1.51767649  1.17754086  0.00725638  0.        ]","[[ -0.86330665  -0.96258568  -0.1504132   -0.17153274]
 [-14.32867264 -13.53370675   0.           0.        ]]",[-0.26488248 -0.26513621]
6,[ 0.5232414   0.67942071],[ 1.3325676  0.506922 ],-0.12174976172,-0.12174976172,"[ 0.23790755  1.08843822 -1.43959894 -1.75177212 -1.30968031 -1.47661332
 -1.31276455 -0.97667408  0.65186789  0.11126057  0.        ]","[[ -1.1073654   -1.19349764  -0.1504132   -0.17153274]
 [-10.09106889  -9.57071595   0.           0.        ]]",[-0.26488248 -0.26513621]
7,[ 0.36388439  0.75873023],[ 2.45744042 -1.08299009],-0.0872347552307,-0.0872347552307,"[ 0.02454127  0.87418898 -1.53038109 -1.89023665 -1.30967715 -1.47660915
 -0.88734071 -0.67689216  0.35346195  0.32036355  0.        ]","[[-1.26749608 -1.36287876 -0.1504132  -0.17153274]
 [-5.93568367 -7.37473093  0.          0.        ]]",[-0.26488248 -0.26513621]
8,[ 0.31443033  0.81798524],[ 0.86659771  0.0611652 ],-0.0811846171062,-0.0811846171062,"[-0.08348159  0.63046673 -1.56122857 -1.95064487 -1.30967399 -1.47660498
 -0.47015662 -1.19759458  0.20814304  0.55451019  0.        ]","[[ -1.34532499  -1.54864374  -0.1504132   -0.17153274]
 [ -1.8607735  -11.18904769   0.           0.        ]]",[-0.26488248 -0.26513621]
9,[ 0.07390299  0.75939363],[-1.58895434  1.09744968],-0.0947441996001,-0.0947441996001,"[-0.0869049   0.34231968 -1.56204755 -1.8964603  -1.30967084 -1.47660081
 -0.11531285 -1.13436125  0.17977924  0.78133437  0.        ]","[[ -1.34776631  -1.76777768  -0.1504132   -0.17153274]
 [  1.60521873 -10.72586169   0.           0.        ]]",[-0.26488248 -0.26513621]
10,[ 0.40445378  1.08989418],[ 0.37033541 -0.65790875],-0.110530049,-0.110530049,"[-0.09804452  0.1233392  -1.56465921 -1.75967654 -1.30966768 -1.47659664
 -0.52386867 -0.56477562  0.18378502  0.96645893  0.        ]","[[-1.35570111 -1.94043183 -0.1504132  -0.17153274]
 [-2.38541791 -6.55348223  0.          0.        ]]",[-0.26488248 -0.26513621]
11,[ 0.42606783  1.10081089],[-0.85756666  0.50960265],-0.127916534312,-0.127916534312,"[-0.14390524 -0.0623649  -1.57440302 -1.56840227 -1.30966452 -1.47659247
 -0.36897143 -0.90270044  0.19897789  1.14963167  0.        ]","[[-1.38822919 -2.09633811 -0.1504132  -0.17153274]
 [-0.87244025 -9.0288913   0.          0.        ]]",[-0.26488248 -0.26513621]
12,[ 0.73863304  1.28452015],[ 1.53812832  2.0838474 ],-0.147730841641,-0.147730841641,"[-0.21683236 -0.23467269 -1.58656918 -1.31287708 -1.30966136 -1.4765883
 -0.71480008 -0.60281319  0.2381567   1.33801534  0.        ]","[[-1.43956974 -2.2548751  -0.1504132  -0.17153274]
 [-4.25037853 -6.83213496  0.          0.        ]]",[-0.26488248 -0.26513621]
13,[ 0.44193283  1.18479133],[-0.03729115  0.2027668 ],-0.160484078667,-0.160484078667,"[-0.28037578 -0.32866092 -1.59390044 -1.13174653 -1.30965821 -1.47658414
 -0.30092105 -0.04382251  0.27451783  1.45138813  0.        ]","[[-1.48401731 -2.35043366 -0.1504132  -0.17153274]
 [-0.20776273 -2.73736757  0.          0.        ]]",[-0.26488248 -0.26513621]
14,[ 0.4471797   1.19325602],[ 0.75103011  1.72420163],-0.165716614697,-0.165716614697,"[-0.28839516 -0.37106251 -1.59460762 -1.03757055 -1.30965505 -1.47657997
 -0.31561722  0.073179    0.29995769  1.49132706  0.        ]","[[-1.48961287 -2.39658175 -0.1504132  -0.17153274]
 [-0.35131246 -1.88029806  0.          0.        ]]",[-0.26488248 -0.26513621]
15,[ 0.07728699  0.99617434],[ 0.16999782  1.84964231],-0.164269584635,-0.164269584635,"[-0.25563679 -0.36882175 -1.59139259 -1.04276688 -1.30965189 -1.4765758
 -0.01051517  0.6187941   0.30325385  1.47375429  0.        ]","[[-1.46673856 -2.39408668 -0.1504132  -0.17153274]
 [ 2.62880757  2.11648807  0.          0.        ]]",[-0.26488248 -0.26513621]
16,[-0.24933349  0.57550251],[-0.05553242  1.29288908],-0.152491430754,-0.152491430754,"[-0.17182246 -0.29226928 -1.57951645 -1.20603907 -1.30964873 -1.47657163
  0.05303713  1.15361165  0.27531747  1.36511242  0.        ]","[[-1.40793375 -2.31244935 -0.1504132  -0.17153274]
 [ 3.2495621   6.03418902  0.          0.        ]]",[-0.26488248 -0.26513621]
17,[-0.51900131  0.04186842],[ 0.11021977  0.66788197],-0.132364862853,-0.132364862853,"[-0.08414272 -0.1263525  -1.56134506 -1.48346097 -1.30964558 -1.47656746
  0.02389121  1.67784118  0.23648697  1.17183261  0.        ]","[[-1.34579816 -2.15323594 -0.1504132  -0.17153274]
 [ 2.96487662  9.87435516  0.          0.        ]]",[-0.26488248 -0.26513621]
18,[-0.85321105 -0.52520382],[-0.40798235 -1.17175148],-0.108469165435,-0.108469165435,"[ 0.00359805  0.13477764 -1.53705964 -1.76902207 -1.30964242 -1.47656329
  0.06245592  2.01216132  0.23197547  0.8988126   0.        ]","[[ -1.28272036  -1.93117665  -0.1504132   -0.17153274]
 [  3.34156146  12.32341147   0.           0.        ]]",[-0.26488248 -0.26513621]
19,[-0.7639398  -0.41337246],[-0.53751082 -0.4499834 ],-0.0946880510809,-0.0946880510809,"[ 0.07195935  0.39557007 -1.51371038 -1.91679389 -1.30963926 -1.47655912
 -0.10965365  1.4383463   0.28209156  0.65054641  0.        ]","[[-1.23275755 -1.72688197 -0.1504132  -0.17153274]
 [ 1.66046601  8.12007036  0.          0.        ]]",[-0.26488248 -0.26513621]
20,[-0.60661006 -0.34818208],[-1.03021882 -0.54954979],-0.0907559836548,-0.0907559836548,"[ 0.08757925  0.58375622 -1.50780632 -1.95103415 -1.30963611 -1.47655495
 -0.33080777  1.17321186  0.32545531  0.49945276  0.        ]","[[-1.22122236 -1.58396712 -0.1504132  -0.17153274]
 [-0.49967655  6.17789603  0.          0.        ]]",[-0.26488248 -0.26513621]
21,[-0.08868125 -0.00012682],[ 1.77708364  0.72777734],-0.0853725297452,-0.0853725297452,"[ 0.01997879  0.71653973 -1.53181343 -1.94045758 -1.30963295 -1.47655078
 -0.73492274  0.85956433  0.30378434  0.43511483  0.        ]","[[-1.2708204  -1.4834616  -0.1504132  -0.17153274]
 [-4.44690628  3.88033911  0.          0.        ]]",[-0.26488248 -0.26513621]
22,[-0.58435023 -0.54444647],[-0.42908291 -0.98114185],-0.0807818641073,-0.0807818641073,"[-0.04693501  0.85495858 -1.5517867  -1.89853958 -1.30962979 -1.47654661
 -0.32082049  1.24235685  0.28697345  0.36827168  0.        ]","[[-1.31917532 -1.37772015 -0.1504132  -0.17153274]
 [-0.40213963  6.68443441  0.          0.        ]]",[-0.26488248 -0.26513621]
