timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 0.06001282 -1.38503194],[ 0.19982472 -2.22529435],-0.415004861353,-0.415004861353,"[ 1.0569573   1.68657139 -0.04364156  0.77477062 -1.65018563  0.71399874
  0.04018281  0.28386904  2.45154071 -0.54229297  0.        ]","[[-0.03325873  0.0912901  -0.19627091  0.0888935 ]
 [-0.00183225 -0.00328497  0.          0.        ]]",[-0.05535946 -0.15024072]
1,[ 0.0587559  -1.38166463],[ 0.03885923 -2.16470025],-0.415741137091,-0.415741137091,"[ 1.05727049  1.69010003 -0.03148587  0.68138457 -1.65016372  0.7139949
  0.11544172 -0.25367839  2.45263273 -0.56274129  0.        ]","[[-0.02534843  0.05149413 -0.19627091  0.0888935 ]
 [ 0.79021987 -3.96311399  0.          0.        ]]",[-0.05535946 -0.15024072]
2,[ 0.05629931 -1.38033891],[ 0.71323771  0.58748601],-0.417605095238,-0.417605095238,"[ 1.05766172  1.68895227 -0.00503973  0.40345751 -1.65014182  0.71399105
  0.12870526 -0.78054743  2.45094025 -0.63347058  0.        ]","[[-0.00814337 -0.0667093  -0.19627091  0.0888935 ]
 [ 0.92981386 -7.84429395  0.          0.        ]]",[-0.05535946 -0.15024072]
3,[ 0.0537345  -1.40471172],[-0.37729918 -1.45955568],-0.417584604249,-0.417584604249,"[ 1.05666922  1.66709043  0.06675628  0.09585837 -1.65011992  0.71398721
  0.39495977 -0.44382503  2.44296815 -0.66852262  0.        ]","[[ 0.03856749 -0.19870832 -0.19627091  0.0888935 ]
 [ 3.73195481 -5.36386742  0.          0.        ]]",[-0.05535946 -0.15024072]
4,[ 0.04619617 -1.39284372],[ 0.24969522 -2.75901325],-0.416196060205,-0.416196060205,"[ 1.05110979  1.61811173  0.15714156 -0.23459249 -1.65009802  0.71398337
  0.24625928 -0.96684006  2.42713681 -0.69478009  0.        ]","[[ 0.09750531 -0.34464192 -0.19627091  0.0888935 ]
 [ 2.16701111 -9.21665683  0.          0.        ]]",[-0.05535946 -0.15024072]
5,[ 0.03645721 -1.37255979],[-0.93247506 -0.62755344],-0.413076401776,-0.413076401776,"[ 1.04205352  1.4959523   0.23773357 -0.70310502 -1.65007612  0.71397952
  0.33616515 -1.47961751  2.38170479 -0.78794205  0.        ]","[[  0.15033937  -0.56687551  -0.19627091   0.0888935 ]
 [  3.11320919 -12.99410597   0.           0.        ]]",[-0.05535946 -0.15024072]
6,[ 0.02485548 -1.32067037],[-0.86412156 -1.85309834],-0.405660633451,-0.405660633451,"[ 1.03651744  1.26705688  0.27510692 -1.2058307  -1.65005422  0.71397568
 -0.02020211 -1.7818173   2.27994791 -0.95173173  0.        ]","[[  0.1749758   -0.8490948   -0.19627091   0.0888935 ]
 [ -0.63724706 -15.22043615   0.           0.        ]]",[-0.05535946 -0.15024072]
7,[ 0.00192098 -1.22405076],[-0.38731505 -1.1018544 ],-0.389190469933,-0.389190469933,"[ 1.04632291  0.90519915  0.2038007  -1.62402633 -1.65003233  0.71397184
 -0.34391491 -2.27823915  2.06602608 -1.19337898  0.        ]","[[  0.12805264  -1.1901977   -0.19627091   0.0888935 ]
 [ -4.04404508 -18.87769375   0.           0.        ]]",[-0.05535946 -0.15024072]
8,[-0.01792494 -1.07256699],[-2.0288382  -2.26309163],-0.354960360502,-0.354960360502,"[ 1.0569252   0.39918241  0.05755191 -1.79107709 -1.65001043  0.713968
 -0.4821302  -2.7648703   1.70900714 -1.37010962  0.        ]","[[  0.03258024  -1.60372541  -0.19627091   0.0888935 ]
 [ -5.49865343 -22.46313904   0.           0.        ]]",[-0.05535946 -0.15024072]
9,[-0.0366139  -0.86931789],[-0.69059204  0.61200639],-0.298149077599,-0.298149077599,"[ 1.04833289 -0.17858627 -0.17053216 -1.48433063 -1.64998853  0.71396415
 -0.84821418 -3.24176997  1.26516687 -1.32103303  0.        ]","[[ -0.11604469  -2.08824691  -0.19627091   0.0888935 ]
 [ -9.35138728 -25.97733176   0.           0.        ]]",[-0.05535946 -0.15024072]
