timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.71894598  0.52706957],[ 2.37837951  0.15105511],-0.13148980364,-0.13148980364,"[ 1.0383203   1.70699758  0.00927689  1.24570427  1.63166395  1.28997752
 -0.24053676  0.30990784 -0.20735192 -1.17534462  0.        ]","[[ 0.05032546  0.08904223  0.18987457  0.15043099]
 [-0.00082103  0.0006735   0.          0.        ]]",[-0.33811814 -0.32616335]
1,[ 1.21876705  0.2225033 ],[ 1.32529926  0.81690588],-0.122515148834,-0.122515148834,"[ 1.03426547  1.70628256  0.06857586  1.26148197  1.63165989  1.28997519
  0.21353714  0.3933344  -0.21666531 -1.08324457  0.        ]","[[ 0.08999744  0.09504124  0.18987457  0.15043099]
 [ 3.9548503   0.59724332  0.          0.        ]]",[-0.33811814 -0.32616335]
2,[ 0.0092847  -0.52097392],[ 0.68844015  0.02593124],-0.0930490295215,-0.0930490295215,"[ 1.00875058  1.69961042  0.24332608  1.37759841  1.63165584  1.28997286
  0.65851557  0.8438098  -0.2717444  -0.78494865  0.        ]","[[ 0.20798777  0.13930615  0.18987457  0.15043099]
 [ 7.83128815  3.81851295  0.          0.        ]]",[-0.33811814 -0.32616335]
3,[-1.25019383 -0.94280773],[-0.78157777 -1.03305018],-0.0501864136116,-0.0501864136116,"[ 0.9305007   1.68216294  0.50414687  1.57679092  1.63165179  1.28997053
  0.95336131  0.84744835 -0.42921503 -0.34411624  0.        ]","[[  0.39038456   0.21593759   0.18987457   0.15043099]
 [ 10.39984829   3.84453852   0.           0.        ]]",[-0.33811814 -0.32616335]
4,[-1.31691933 -0.57914197],[-2.76797119 -0.74662388],-0.0344690019075,-0.0344690019075,"[ 0.81339943  1.67127367  0.73661947  1.67034043  1.63164774  1.2899682
  0.57501116  0.28324268 -0.62765384 -0.00215812  0.        ]","[[ 0.56531208  0.25234865  0.18987457  0.15043099]
 [ 7.1038547  -0.18998423  0.          0.        ]]",[-0.33811814 -0.32616335]
5,[-0.818537  -0.1448783],[-0.92855754 -0.07690695],-0.0417698583017,-0.0417698583017,"[ 0.72841374  1.68131956  0.8600994   1.58452817  1.63164369  1.28996587
  0.10490531 -0.12944206 -0.7253558   0.13362123  0.        ]","[[ 0.66629958  0.21894031  0.18987457  0.15043099]
 [ 3.00852911 -3.14101079  0.          0.        ]]",[-0.33811814 -0.32616335]
6,[-0.10056428  0.06151594],[-0.95950457  1.29520601],-0.039775690693,-0.039775690693,"[ 0.70765188  1.6968847   0.88662044  1.41520757  1.63163964  1.28996354
 -0.32357453 -0.16313091 -0.70710882  0.12051401  0.        ]","[[ 0.6890188   0.15370306  0.18987457  0.15043099]
 [-0.72417181 -3.38191369  0.          0.        ]]",[-0.33811814 -0.32616335]
7,[ 0.7219733  -0.19642687],[ 0.14566954  0.09650903],-0.0334894465814,-0.0334894465814,"[ 0.75467584  1.70177842  0.82468379  1.34399703  1.63163559  1.28996121
 -0.75781902  0.40016283 -0.62559007  0.01488813  0.        ]","[[ 0.63658015  0.12647906  0.18987457  0.15043099]
 [-4.50709405  0.64608396  0.          0.        ]]",[-0.33811814 -0.32616335]
8,[ 0.87985581 -0.19883314],[ 1.38204514 -0.23155736],-0.0341130261572,-0.0341130261572,"[ 0.82282921  1.69889517  0.72111974  1.38751122  1.63163153  1.28995888
 -0.68145304  0.45177609 -0.54366255 -0.1131956   0.        ]","[[ 0.55311297  0.14310381  0.18987457  0.15043099]
 [-3.84183888  1.01516195  0.          0.        ]]",[-0.33811814 -0.32616335]
9,[ 0.32155445 -0.20822261],[ 0.02322926  1.77168363],-0.0367071467888,-0.0367071467888,"[ 0.84985769  1.69681452  0.67422085  1.41594948  1.63162748  1.28995655
 -0.21858708  0.32052773 -0.51264078 -0.1680352   0.        ]","[[ 0.51673292  0.15399043  0.18987457  0.15043099]
 [ 0.19040788  0.07663524  0.          0.        ]]",[-0.33811814 -0.32616335]
10,[ 0.028853   -0.74832511],[ 0.05288907 -0.32925523],-0.0348363778383,-0.0348363778383,"[ 0.84647498  1.68757768  0.68030566  1.52323396  1.63162343  1.28995422
 -0.20864487  0.87403803 -0.5422538  -0.1236862   0.        ]","[[ 0.52140997  0.19523542  0.18987457  0.15043099]
 [ 0.27701792  4.03467198  0.          0.        ]]",[-0.33811814 -0.32616335]
11,[-0.11295716 -0.6606797 ],[ 1.05619176 -0.03585202],-0.0340494585303,-0.0340494585303,"[ 0.84092723  1.66806436  0.69014587  1.69509052  1.63161938  1.28995189
 -0.18519435  0.68053793 -0.59342668 -0.055226    0.        ]","[[ 0.52900004  0.26204603  0.18987457  0.15043099]
 [ 0.48130534  2.65100077  0.          0.        ]]",[-0.33811814 -0.32616335]
12,[-1.12404466 -0.87971866],[-1.81587936 -0.58426179],-0.0383893341284,-0.0383893341284,"[ 0.80320984  1.64940346  0.75288247  1.82439625  1.63161533  1.28994956
  0.26783221  0.6531349  -0.68584402  0.06397815  0.        ]","[[ 0.57822273  0.3131      0.18987457  0.15043099]
 [ 4.42783168  2.4550524   0.          0.        ]]",[-0.33811814 -0.32616335]
13,[-0.54162478 -0.51449901],[-1.96342876 -1.11993317],-0.0462147763137,-0.0462147763137,"[ 0.76358486  1.63891666  0.81214583  1.88799781  1.63161128  1.28994723
 -0.19622903  0.32302627 -0.76442553  0.1549284   0.        ]","[[ 0.62621837  0.3385171   0.18987457  0.15043099]
 [ 0.38518012  0.0945228   0.          0.        ]]",[-0.33811814 -0.32616335]
14,[ 0.59544039  0.21194822],[-0.25698223 -0.01835199],-0.0391600204468,-0.0391600204468,"[ 0.79035062  1.65423142  0.77278717  1.79309983  1.63160723  1.2899449
 -0.65104112 -0.23075646 -0.69602162  0.0802819   0.        ]","[[ 0.59416915  0.30067592  0.18987457  0.15043099]
 [-3.5768995  -3.86544975  0.          0.        ]]",[-0.33811814 -0.32616335]
15,[ 1.24930584  0.404414  ],[ 2.73682496  1.5003304 ],-0.0347228855751,-0.0347228855751,"[ 0.85243007  1.68001291  0.66953241  1.59600693  1.63160318  1.28994257
 -0.75961069 -0.23016851 -0.55121007 -0.11417812  0.        ]","[[ 0.51314161  0.2234091   0.18987457  0.15043099]
 [-4.52270499 -3.86124664  0.          0.        ]]",[-0.33811814 -0.32616335]
16,[ 0.59199244 -0.16055384],[ 1.38423968 -0.71846954],-0.0412340957652,-0.0412340957652,"[ 0.8865262   1.68964839  0.60352292  1.50097566  1.63159912  1.28994024
 -0.29541236  0.33403355 -0.47909747 -0.2354892   0.        ]","[[ 0.46326059  0.1866633   0.18987457  0.15043099]
 [-0.47886763  0.17322752  0.          0.        ]]",[-0.33811814 -0.32616335]
17,[-0.07638635  0.02951619],[-0.57012346  0.13627758],-0.038887425387,-0.038887425387,"[ 0.86625008  1.69525261  0.64372205  1.4355994   1.63159507  1.28993791
  0.15990469 -0.06449779 -0.49392084 -0.20313663  0.        ]","[[ 0.49348005  0.16153484  0.18987457  0.15043099]
 [ 3.48760131 -2.67657223  0.          0.        ]]",[-0.33811814 -0.32616335]
18,[ 0.22093117  0.04066452],[ 0.76351831 -0.41418758],-0.0362387274071,-0.0362387274071,"[ 0.83282151  1.70366525  0.7042084   1.31112208  1.63159102  1.28993558
 -0.10693565  0.01849865 -0.51289874 -0.16241851  0.        ]","[[ 0.53990902  0.11395806  0.18987457  0.15043099]
 [ 1.16303815 -2.08308543  0.          0.        ]]",[-0.33811814 -0.32616335]
19,[-0.36111784  0.14455606],[-1.70749118 -0.22606614],-0.0340404715782,-0.0340404715782,"[ 0.7910954   1.70998099  0.77164188  1.15923691  1.63158697  1.28993326
  0.23720999 -0.20524491 -0.53487208 -0.11989261  0.        ]","[[ 0.59324966  0.05624366  0.18987457  0.15043099]
 [ 4.16104037 -3.68301934  0.          0.        ]]",[-0.33811814 -0.32616335]
20,[ 0.39221331  0.44912857],[-0.39371984  0.58955144],-0.0339901481348,-0.0339901481348,"[ 0.75520282  1.7115901   0.82392404  0.94299302  1.63158292  1.28993093
 -0.22630355 -0.32000869 -0.53424596 -0.1197823   0.        ]","[[ 0.63595738 -0.02565051  0.18987457  0.15043099]
 [ 0.12317571 -4.50366699  0.          0.        ]]",[-0.33811814 -0.32616335]
21,[ 0.77010244  0.30157426],[ 1.10063433  1.38036074],-0.0389008475961,-0.0389008475961,"[ 0.76652456  1.70663074  0.80793574  0.7696354   1.63157887  1.2899286
 -0.4054804   0.01899821 -0.48745395 -0.20634706  0.        ]","[[ 0.62276002 -0.09140155  0.18987457  0.15043099]
 [-1.43771178 -2.07951839  0.          0.        ]]",[-0.33811814 -0.32616335]
22,[-0.16257927 -0.38224399],[ 0.59380067  0.20147724],-0.0376656160214,-0.0376656160214,"[ 0.75692271  1.70645254  0.82151982  0.7657812   1.63157482  1.28992627
  0.05171013  0.57827172 -0.49774481 -0.1875051   0.        ]","[[ 0.63396611 -0.09286651  0.18987457  0.15043099]
 [ 2.54506461  1.9196993   0.          0.        ]]",[-0.33811814 -0.32616335]
23,[-1.03267562 -0.7040233 ],[-0.70513672 -1.18948006],-0.0324411552848,-0.0324411552848,"[ 0.6899138   1.71058596  0.9083073   0.88700596  1.63157077  1.28992394
  0.31554388  0.68439656 -0.60088385 -0.01519718  0.        ]","[[ 0.70792758 -0.04685852  0.18987457  0.15043099]
 [ 4.84343011  2.67857392  0.          0.        ]]",[-0.33811814 -0.32616335]
24,[-0.66893846 -0.15316485],[-0.23043436  0.491934  ],-0.0379203732124,-0.0379203732124,"[ 0.62302005  1.71127128  0.98334017  0.92216927  1.63156672  1.28992161
 -0.01548007  0.12340469 -0.68952204  0.10714613  0.        ]","[[ 0.77586338 -0.03353567  0.18987457  0.15043099]
 [ 1.95974702 -1.33292371  0.          0.        ]]",[-0.33811814 -0.32616335]
25,[-0.6839534  -0.40638256],[-0.15344795 -0.01786813],-0.0413132601172,-0.0413132601172,"[ 0.59229857  1.71094075  1.01459107  0.90409504  1.63156267  1.28991928
 -0.12465855  0.39954635 -0.72221025  0.14757255  0.        ]","[[ 0.80551565 -0.04038218  0.18987457  0.15043099]
 [ 1.00864923  0.64169015  0.          0.        ]]",[-0.33811814 -0.32616335]
26,[-0.65089709 -0.39977825],[-1.36144439 -0.54184882],-0.0442736330582,-0.0442736330582,"[ 0.57760822  1.71146768  1.02889653  0.93577085  1.63155861  1.28991695
 -0.19662624  0.38790926 -0.74792779  0.17840314  0.        ]","[[ 0.81939836 -0.02838326  0.18987457  0.15043099]
 [ 0.38170931  0.55847874  0.          0.        ]]",[-0.33811814 -0.32616335]
27,[ 0.34700415  0.09459008],[ 0.59647304 -0.42802469],-0.0389850844647,-0.0389850844647,"[ 0.61130268  1.71101055  0.9954738   0.90817484  1.63155456  1.28991462
 -0.65150095  0.08653814 -0.70029662  0.12062344  0.        ]","[[ 0.7872747  -0.03883563  0.18987457  0.15043099]
 [-3.58088512 -1.59653866  0.          0.        ]]",[-0.33811814 -0.32616335]
28,[ 0.25532514  0.31130886],[ 0.05655171 -0.40908731],-0.0328998493367,-0.0328998493367,"[ 0.65890152  1.70705217  0.94435959  0.77998973  1.63155051  1.28991229
 -0.37243543 -0.14618469 -0.61420973  0.0020424   0.        ]","[[ 0.7400484  -0.08746323  0.18987457  0.15043099]
 [-1.14984121 -3.2606721   0.          0.        ]]",[-0.33811814 -0.32616335]
29,[ 0.53386885  0.63556117],[ 0.17425531  0.57603105],-0.0341118821465,-0.0341118821465,"[ 0.67883929  1.69377114  0.92144264  0.56830165  1.63154646  1.28990996
 -0.34407664 -0.36369554 -0.54854994 -0.10867112  0.        ]","[[ 0.71953027 -0.16828208  0.18987457  0.15043099]
 [-0.90279939 -4.81602928  0.          0.        ]]",[-0.33811814 -0.32616335]
30,[ 0.51042885  0.41960299],[ 0.96156782  0.26767918],-0.0390768857343,-0.0390768857343,"[ 0.68930971  1.67480218  0.90901861  0.38086645  1.63154241  1.28990763
 -0.26300178 -0.0314311  -0.50410539 -0.20006196  0.        ]","[[ 0.70856044 -0.24076427  0.18987457  0.15043099]
 [-0.19652786 -2.44010688  0.          0.        ]]",[-0.33811814 -0.32616335]
31,[-0.30408651  0.14911602],[ 0.47445062 -0.40523353],-0.0379944754742,-0.0379944754742,"[ 0.65616115  1.66232917  0.94743052  0.28462796  1.63153836  1.2899053
  0.17405584  0.12334605 -0.52209854 -0.17706662  0.        ]","[[ 0.74283028 -0.27846197  0.18987457  0.15043099]
 [ 3.61084223 -1.33334247  0.          0.        ]]",[-0.33811814 -0.32616335]
32,[-0.87964272  0.26519224],[-0.18064593  0.83884971],-0.0349538088201,-0.0349538088201,"[ 0.56284447  1.64615466  1.04287118  0.17735456  1.63153431  1.28990297
  0.38138237 -0.0974462  -0.5979866  -0.06319134  0.        ]","[[ 0.83316822 -0.32096968  0.18987457  0.15043099]
 [ 5.416941   -2.91215942  0.          0.        ]]",[-0.33811814 -0.32616335]
33,[-1.24733818 -0.2414557 ],[-1.94075488 -0.54891279],-0.0398666074955,-0.0398666074955,"[ 0.45016343  1.63589673  1.13801469  0.11660619  1.63153026  1.28990064
  0.28690423  0.37516549 -0.70136648  0.07582665  0.        ]","[[ 0.93324935 -0.34530522  0.18987457  0.15043099]
 [ 4.5939102   0.46733913  0.          0.        ]]",[-0.33811814 -0.32616335]
