timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.76447272 -1.12300026],[-2.18136308 -0.09738021],-0.119286697353,-0.119286697353,"[ 1.06688663  1.52162911 -0.00329496  1.00251414  1.5976249  -1.01096147
 -0.20842414  0.29099743 -0.14722251  1.53681953  0.        ]","[[  3.28727843e-02  -5.80453019e-02   1.85170476e-01  -1.16174828e-01]
 [  1.75638778e-04   2.67198937e-03   0.00000000e+00   0.00000000e+00]]",[-0.48789093 -0.46007204]
1,[-1.31662071 -0.7125954 ],[-1.6755644  -1.67226647],-0.110711114939,-0.110711114939,"[ 1.06763051  1.52133449 -0.06244543  0.99283938  1.59762208 -1.01096045
 -0.71075758  0.23487389 -0.14881846  1.43464398  0.        ]","[[-0.00681277 -0.06184566  0.18517048 -0.11617483]
 [-3.95556037 -0.38143226  0.          0.        ]]",[-0.48789093 -0.46007204]
2,[ 1.12029314  0.63910997],[ 0.99590028  0.83958805],-0.0810173351855,-0.0810173351855,"[ 1.05645398  1.51615512 -0.23786797  0.87275941  1.59761925 -1.01095944
 -1.20298127 -0.34235697 -0.18131462  1.08731958  0.        ]","[[-0.12481421 -0.10911117  0.18517048 -0.11617483]
 [-7.83169136 -4.33195422  0.          0.        ]]",[-0.48789093 -0.46007204]
3,[ 0.27157754 -0.23120612],[-0.58816801 -0.83058416],-0.0510633872562,-0.0510633872562,"[ 1.02623326  1.50707627 -0.40718318  0.74027284  1.59761643 -1.01095842
 -0.68318439  0.15569524 -0.25414795  0.74953087  0.        ]","[[-0.24037941 -0.16155041  0.18517048 -0.11617483]
 [-3.73844398 -0.92332668  0.          0.        ]]",[-0.48789093 -0.46007204]
4,[ 2.01740074  0.90611088],[ 2.41364467  0.37478373],-0.0256617676549,-0.0256617676549,"[ 0.98626037  1.49483334 -0.54624079  0.61182418  1.59761361 -1.0109574
 -0.96910699 -0.32204395 -0.34908835  0.47093451  0.        ]","[[-0.33773875 -0.21282197  0.18517048 -0.11617483]
 [-5.99000919 -4.19293273  0.          0.        ]]",[-0.48789093 -0.46007204]
5,[ 1.16593146  0.51665729],[ 0.56237113  0.42746477],-0.0106888356889,-0.0106888356889,"[ 0.94438341  1.47346489 -0.65559742  0.44333449  1.59761079 -1.01095639
 -0.45178304 -0.09330544 -0.46343391  0.23181436  0.        ]","[[-0.4166657  -0.28097383  0.18517048 -0.11617483]
 [-1.91623484 -2.62746759  0.          0.        ]]",[-0.48789093 -0.46007204]
6,[ 0.38673988  0.06743276],[ 0.6728171  -0.31999026],-0.0137718323328,-0.0137718323328,"[ 0.93510747  1.46023672 -0.67682862  0.35790185  1.59760797 -1.01095537
 -0.16454046  0.16148301 -0.50351649  0.16632949  0.        ]","[[-0.43229566 -0.31602761  0.18517048 -0.11617483]
 [ 0.34571582 -0.88371897  0.          0.        ]]",[-0.48789093 -0.46007204]
7,[-0.53886032  0.10595194],[-0.4257465  -1.05252982],-0.0124677349801,-0.0124677349801,"[ 0.95462255  1.4476285  -0.63106533  0.28502444  1.59760514 -1.01095435
  0.17265062 -0.02123842 -0.48866935  0.20536291  0.        ]","[[-0.39874014 -0.34624901  0.18517048 -0.11617483]
 [ 3.00099641 -2.13424662  0.          0.        ]]",[-0.48789093 -0.46007204]
8,[ 0.5190568   1.25809479],[ 1.64782454  0.74616825],-0.0140571782285,-0.0140571782285,"[ 0.97721164  1.40791597 -0.57211834  0.09149768  1.59760232 -1.01095334
 -0.04858449 -0.59352552 -0.50192825  0.21503822  0.        ]","[[-0.35619961 -0.42823119  0.18517048 -0.11617483]
 [ 1.2588361  -6.05092423  0.          0.        ]]",[-0.48789093 -0.46007204]
9,[-1.45484018  0.31285179],[-1.91895873 -0.29948405],-0.0156106917075,-0.0156106917075,"[ 1.00683317  1.35518466 -0.4808303  -0.1131322   1.5975995  -1.01095232
  0.45049075 -0.14452538 -0.50157582  0.26355978  0.        ]","[[-0.29159169 -0.51841836  0.18517048 -0.11617483]
 [ 5.18890413 -2.97801426  0.          0.        ]]",[-0.48789093 -0.46007204]
