timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.76971292 -2.63617063],[-2.72789497 -2.61854629],-0.133685948059,-0.133685948059,"[ 1.09922752  1.35640281 -0.16660373  1.28186048  1.0433025  -1.03627225
 -0.16890508  0.28189032  0.53219152  1.55285381  0.        ]","[[-0.08281049 -0.00613801  0.12177759 -0.1191634 ]
 [ 0.00291465 -0.00237792  0.          0.        ]]",[-0.77345532 -0.74991173]
1,[-0.88861471 -1.71879077],[-1.20726932 -1.92219251],-0.12336714052,-0.12336714052,"[ 1.09343986  1.35504166 -0.22493471  1.18147531  1.0433018  -1.03627156
 -0.74346546 -0.35410251  0.51656426  1.3791491   0.        ]","[[-0.12242784 -0.04589749  0.12177759 -0.1191634 ]
 [-3.95148999 -3.960384    0.          0.        ]]",[-0.77345532 -0.74991173]
2,[ 2.09641933 -0.32936889],[ 2.36440052 -0.54719298],-0.0925292562362,-0.0925292562362,"[ 1.06312198  1.33877587 -0.39652399  0.88490661  1.0433011  -1.03627087
 -1.30667427 -0.97750657  0.41979383  0.87644075  0.        ]","[[-0.24034923 -0.1640311   0.12177759 -0.1191634 ]
 [-7.82777237 -7.8400477   0.          0.        ]]",[-0.77345532 -0.74991173]
3,[ 1.67071462  0.15206814],[ 1.66053546  0.27463475],-0.0579856341507,-0.0579856341507,"[ 1.01487088  1.28070285 -0.55959047  0.45258784  1.04330039 -1.03627018
 -0.7093112  -1.30096057  0.21330976  0.34772747  0.        ]","[[-0.35565427 -0.34102896  0.12177759 -0.1191634 ]
 [-3.71643318 -9.85302125  0.          0.        ]]",[-0.77345532 -0.74991173]
4,[ 0.65475225  0.27145672],[ 0.04277998 -0.9908874 ],-0.0382928905846,-0.0382928905846,"[ 0.99726931  1.17918773 -0.60633357  0.03087707  1.04329969 -1.03626949
 -0.12393018 -1.09511619  0.0236264   0.07539769  0.        ]","[[-0.38956049 -0.52523645  0.12177759 -0.1191634 ]
 [ 0.31244118 -8.57198474  0.          0.        ]]",[-0.77345532 -0.74991173]
5,[ 1.16909373  1.46363544],[ 0.50805228  1.78089447],-0.0256910085129,-0.0256910085129,"[ 1.00150372  1.01754916 -0.59550364 -0.39517561  1.04329899 -1.03626879
 -0.10008643 -1.69830282 -0.16570011 -0.07516949  0.        ]","[[ -0.38166453  -0.7343398    0.12177759  -0.1191634 ]
 [  0.47654508 -12.32583883   0.           0.        ]]",[-0.77345532 -0.74991173]
6,[ 0.27379584  1.43781209],[ 0.26247419  0.99398296],-0.0211846860741,-0.0211846860741,"[ 1.01663655  0.81844643 -0.55462278 -0.74041727  1.04329829 -1.0362681
  0.19037472 -1.02294394 -0.33850174 -0.13223372  0.        ]","[[-0.35207717 -0.93868675  0.12177759 -0.1191634 ]
 [ 2.47563803 -8.12284653  0.          0.        ]]",[-0.77345532 -0.74991173]
7,[-0.58750689  0.73298955],[-0.41879661  1.12693305],-0.0172253931414,-0.0172253931414,"[ 1.04348013  0.68431203 -0.47119688 -0.9060951   1.04329759 -1.03626741
  0.33398052 -0.36472513 -0.38685229 -0.07764055  0.        ]","[[-0.29264834 -1.06004397  0.12177759 -0.1191634 ]
 [ 3.46400235 -4.02651955  0.          0.        ]]",[-0.77345532 -0.74991173]
8,[-0.41779181 -0.11648788],[ 0.03354412  0.1080091 ],-0.0117830388789,-0.0117830388789,"[ 1.06300124  0.63793061 -0.39701634 -0.9537042   1.04329689 -1.03626672
  0.08309716  0.28441067 -0.35966261 -0.00446198  0.        ]","[[-0.24069275 -1.10004163  0.12177759 -0.1191634 ]
 [ 1.73730432  0.01328096  0.          0.        ]]",[-0.77345532 -0.74991173]
9,[-0.67543799 -0.33668169],[-1.1872524 -0.3554324],-0.00905960881103,-0.00905960881103,"[ 1.07426004  0.64326042 -0.34543479 -0.94846344  1.04329618 -1.03626603
  0.0973708   0.35308648 -0.30756514  0.05873292  0.        ]","[[-0.204961   -1.09548783  0.12177759 -0.1191634 ]
 [ 1.8355425   0.44067532  0.          0.        ]]",[-0.77345532 -0.74991173]
