timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.71455675 -1.63895488],[-1.21515978 -2.39614762],-0.322117378215,-0.322117378215,"[ 1.07428987  2.00077984 -0.1721174   0.56900479 -0.88632337 -0.90843698
 -0.17603881  0.33785948  1.9712531   0.72976577  0.        ]","[[ -8.39311901e-02  -4.34166175e-02  -1.03305460e-01  -1.02206582e-01]
 [  7.98180926e-05  -1.48576819e-03   0.00000000e+00   0.00000000e+00]]",[-0.10169169 -0.22087154]
1,[-0.47026503 -1.51085472],[-1.25460206 -2.19730654],-0.317417286132,-0.317417286132,"[ 1.06859002  1.99741905 -0.23231654  0.45510411 -0.88632054 -0.90843402
 -0.53865345 -0.20118456  1.95792942  0.62829494  0.        ]","[[-0.12360472 -0.08315844 -0.10330546 -0.10220658]
 [-3.95427494 -3.9595099   0.          0.        ]]",[-0.10169169 -0.22087154]
2,[-0.08953062 -1.35241425],[-0.50036335 -2.53138619],-0.301405906761,-0.301405906761,"[ 1.03890987  1.97514654 -0.40921595  0.11950168 -0.88631772 -0.90843107
 -0.8941052  -0.72955803  1.88353526  0.33606567  0.        ]","[[-0.24158148 -0.20127473 -0.10330546 -0.10220658]
 [-7.83053053 -7.83918878  0.          0.        ]]",[-0.10169169 -0.22087154]
3,[ 0.28372416 -1.18437731],[ 0.01891712 -1.74426086],-0.270994719969,-0.270994719969,"[ 0.96066811  1.89893343 -0.66142688 -0.41472603 -0.8863149  -0.90842811
 -1.0613113  -1.24756697  1.67340828 -0.06223987  0.        ]","[[ -0.41648623  -0.39622138  -0.10330546  -0.10220658]
 [ -9.65396715 -11.64278846   0.           0.        ]]",[-0.10169169 -0.22087154]
4,[ 0.42890283 -1.01738095],[-0.01934466 -0.52494247],-0.225800708466,-0.225800708466,"[ 0.83162958  1.71732199 -0.91433528 -1.08186497 -0.88631207 -0.90842515
 -1.03690007 -1.75540628  1.29678993 -0.40072966  0.        ]","[[ -0.60689352  -0.66649141  -0.10330546  -0.10220658]
 [ -9.38780303 -15.37177191   0.           0.        ]]",[-0.10169169 -0.22087154]
5,[ 0.46312967 -0.81057811],[ 0.45882366 -0.46151344],-0.16842846613,-0.16842846613,"[ 0.66513507  1.39975419 -1.13180148 -1.71006058 -0.88630925 -0.90842219
 -1.02699921 -1.99698739  0.81329175 -0.53461884  0.        ]","[[ -0.79356517  -0.99172595  -0.10330546  -0.10220658]
 [ -9.27987457 -17.14575605   0.           0.        ]]",[-0.10169169 -0.22087154]
6,[ 0.36219442 -0.6375559 ],[ 1.28841637 -1.1375306 ],-0.106059768027,-0.106059768027,"[ 0.48899857  0.96371536 -1.29326082 -2.10825624 -0.88630643 -0.90841924
 -0.84386461 -2.19964019  0.36098962 -0.40924752  0.        ]","[[ -0.9591251   -1.34957269  -0.10330546  -0.10220658]
 [ -7.2828078  -18.63394755   0.           0.        ]]",[-0.10169169 -0.22087154]
7,[ 0.30016696 -0.5392319 ],[-0.07762653  0.16826189],-0.0514005722346,-0.0514005722346,"[ 0.36625611  0.42394112 -1.37784411 -2.12789596 -0.88630361 -0.90841628
 -0.46792927 -2.68869014  0.0802832  -0.0755859   0.        ]","[[ -1.06364934  -1.75828438  -0.10330546  -0.10220658]
 [ -3.18322125 -22.22522014   0.           0.        ]]",[-0.10169169 -0.22087154]
8,[ 0.37140727 -0.43779227],[-0.43248631  0.3559854 ],-0.0491497170745,-0.0491497170745,"[ 0.28470157 -0.10193918 -1.42389562 -1.64220198 -0.88630078 -0.90841332
 -0.4905584  -2.5379895   0.01111668  0.33854336  0.        ]","[[ -1.12979097  -2.19168862  -0.10330546  -0.10220658]
 [ -3.43000475 -21.11889456   0.           0.        ]]",[-0.10169169 -0.22087154]
9,[ 0.43220669 -0.38580668],[-0.67630971  0.32509861],-0.0925877658871,-0.0925877658871,"[ 0.17599578 -0.4649461  -1.47425596 -0.79728337 -0.88629796 -0.90841037
 -0.64149329 -2.28905245  0.11185416  0.70427828  0.        ]","[[ -1.2149068   -2.59572807  -0.10330546  -0.10220658]
 [ -5.075972   -19.29115532   0.           0.        ]]",[-0.10169169 -0.22087154]
