timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.66685128 -1.38935626],[ 0.35151434 -1.14233617],-0.386452496915,-0.386452496915,"[ 1.02902518  1.95746055 -0.04981324  0.75142236 -1.24907047  1.30356834
 -0.26359317  0.33149866  2.45189031 -1.25633388  0.        ]","[[ 0.02290568 -0.03439036 -0.14537224  0.15294779]
 [-0.00284942 -0.00138502  0.          0.        ]]",[-0.24033834 -0.25705642]
1,[ 1.56915212 -1.35513604],[ 0.63702992 -0.91397114],-0.386923624641,-0.386923624641,"[ 1.02842946  1.95458228 -0.02858862  0.63838202 -1.2490674   1.30356496
 -0.12030101 -0.20576348  2.45100901 -1.26960248  0.        ]","[[ 0.03681648 -0.07415106 -0.14537224  0.15294779]
 [ 1.38928852 -3.96148434  0.          0.        ]]",[-0.24033834 -0.25705642]
2,[ 1.39122558 -1.38475037],[ 0.93010938 -1.90732708],-0.386800545847,-0.386800545847,"[ 1.02365895  1.93455979  0.05185     0.31460987 -1.24906433  1.30356158
  0.13639571 -0.68623133  2.44476307 -1.28358455  0.        ]","[[ 0.08962439 -0.18891361 -0.14537224  0.15294779]
 [ 3.88319585 -7.50296176  0.          0.        ]]",[-0.24033834 -0.25705642]
3,[ 1.11235869 -1.4561249 ],[ 2.33808155 -3.17661457],-0.383004253656,-0.383004253656,"[ 0.99991267  1.86468145  0.22364416 -0.19948127 -1.24906126  1.3035582
  0.50736643 -1.20344915  2.4230947  -1.25488607  0.        ]","[[  0.20344943  -0.37722383  -0.14537224   0.15294779]
 [  7.48731984 -11.31533059   0.           0.        ]]",[-0.24033834 -0.25705642]
4,[ 0.81712574 -1.5901258 ],[ 1.06689444 -1.39032394],-0.372515706249,-0.372515706249,"[ 0.92128319  1.6941089   0.49756688 -0.85345172 -1.24905819  1.30355482
  0.89947579 -1.71040367  2.36650787 -1.16535525  0.        ]","[[  0.39141716  -0.64102308  -0.14537224   0.15294779]
 [ 11.29682    -15.05207814   0.           0.        ]]",[-0.24033834 -0.25705642]
5,[ 0.48874053 -1.67541742],[ 0.55730422 -1.2920618 ],-0.352653056336,-0.352653056336,"[ 0.73372033  1.37018699  0.8448662  -1.5135223  -1.24905511  1.30355144
  1.28387566 -2.20724211  2.24609836 -1.02905906  0.        ]","[[  0.654823    -0.97881022  -0.14537224   0.15294779]
 [ 15.03143554 -18.71431232   0.           0.        ]]",[-0.24033834 -0.25705642]
6,[ 0.32748401 -1.64653778],[ 1.38111078 -2.12396978],-0.323170794966,-0.323170794966,"[ 0.40256721  0.86820649  1.17834197 -1.95116961 -1.24905204  1.30354806
  1.48043328 -2.69407252  2.03736818 -0.91415508  0.        ]","[[  0.97461147  -1.38910249  -0.14537224   0.15294779]
 [ 16.94110925 -22.30285752   0.           0.        ]]",[-0.24033834 -0.25705642]
7,[ 0.1925523  -1.56565285],[ 1.25927575 -0.39219663],-0.284855989306,-0.284855989306,"[-0.08670819  0.23508942  1.404552   -1.87115012 -1.24904897  1.30354468
  1.85348302 -3.17119542  1.72934128 -0.8739279   0.        ]","[[  1.34979681  -1.87044945  -0.14537224   0.15294779]
 [ 20.5655056  -25.81996125   0.           0.        ]]",[-0.24033834 -0.25705642]
8,[-0.12497523 -1.53003073],[-0.65933711 -2.58953775],-0.24396470423,-0.24396470423,"[-0.72030342 -0.35077712  1.40286975 -1.07964734 -1.2490459   1.3035413
  2.21920382 -3.31227192  1.34716318 -0.94295674  0.        ]","[[  1.79675671  -2.39728546  -0.14537224   0.15294779]
 [ 24.11875274 -26.86012075   0.           0.        ]]",[-0.24033834 -0.25705642]
9,[-0.2955732  -1.36267841],[-0.43314917 -0.35517659],-0.22165158748,-0.22165158748,"[-1.29593726 -0.68279501  1.1046686   0.35996657 -1.24904283  1.30353792
  1.9014581  -3.77712338  0.96981729 -1.21693803  0.        ]","[[  2.24816263  -2.96886821  -0.14537224   0.15294779]
 [ 21.03179565 -30.28699483   0.           0.        ]]",[-0.24033834 -0.25705642]
10,[-0.02926251 -0.6585831 ],[ 0.56048916 -1.24667355],-0.22383562913,-0.22383562913,"[-1.65847087 -0.69639556  0.63920247  1.12378489 -1.24903976  1.30353454
  1.68221733  0.26329899  0.8329271  -1.40426542  0.        ]","[[  2.64743008  -3.23813083  -0.14537224   0.15294779]
 [ 18.90183023  -0.50426283   0.           0.        ]]",[-0.24033834 -0.25705642]
11,[-0.24277252 -0.87147528],[-0.28335465 -0.96240124],-0.221510651851,-0.221510651851,"[-1.82266807 -0.70162127  0.0639746   0.95792368 -1.24903669  1.30353116
  1.87213353  0.91360497  0.88743755 -1.31606358  0.        ]","[[  3.04398108  -3.17974006  -0.14537224   0.15294779]
 [ 20.74703596   4.28927515   0.           0.        ]]",[-0.24033834 -0.25705642]
12,[-0.34848461 -0.91754919],[-0.13272172 -0.64482873],-0.211786166804,-0.211786166804,"[-1.76479484 -0.70152757 -0.53873382  0.73565715 -1.24903362  1.30352778
  1.71437347  0.76982256  0.87779782 -1.20090914  0.        ]","[[  3.4435444   -3.10166017  -0.14537224   0.15294779]
 [ 19.21438057   3.22943721   0.           0.        ]]",[-0.24033834 -0.25705642]
13,[-0.42193434 -0.93559843],[-0.11213577 -0.18902349],-0.202223100906,-0.202223100906,"[-1.5140732  -0.69721746 -1.0412275   0.59376239 -1.24903055  1.3035244
  1.62111967  0.57866945  0.82382101 -1.14055415  0.        ]","[[  3.81874225  -3.05171643  -0.14537224   0.15294779]
 [ 18.30842625   1.82041835   0.           0.        ]]",[-0.24033834 -0.25705642]
14,[-0.35330471 -0.91559619],[-0.93073432 -0.2185452 ],-0.196070446705,-0.196070446705,"[-1.12950994 -0.6932696  -1.39750559  0.51294565 -1.24902747  1.30352102
  1.53810541  0.47225641  0.76357566 -1.13247554  0.        ]","[[  4.17681909  -3.0231781   -0.14537224   0.15294779]
 [ 17.50194645   1.03603309   0.           0.        ]]",[-0.24033834 -0.25705642]
15,[-0.13109761 -0.81287014],[ 0.34192263 -1.00822069],-0.193939662265,-0.193939662265,"[-0.72030766 -0.69101796 -1.57242786  0.47466899 -1.2490244   1.30351765
  1.12314292  0.38734182  0.71966083 -1.15543459  0.        ]","[[  4.48640795  -3.00962935  -0.14537224   0.15294779]
 [ 13.47038168   0.41011625   0.           0.        ]]",[-0.24033834 -0.25705642]
16,[-0.07978714 -0.83122629],[ 0.90036548  0.19209601],-0.194547743963,-0.194547743963,"[-0.32239719 -0.69021608 -1.60898026  0.4619737  -1.24902133  1.30351427
  1.23503149  0.345784    0.69356945 -1.19116905  0.        ]","[[  4.76672266  -3.00513048  -0.14537224   0.15294779]
 [ 14.55746991   0.10378947   0.           0.        ]]",[-0.24033834 -0.25705642]
17,[-0.03537648 -0.91181421],[ 0.3682852  -1.55331184],-0.197193593328,-0.197193593328,"[ 0.12800097 -0.68839956 -1.50326524  0.43465827 -1.24901826  1.30351089
  1.57228369  0.44873444  0.67245763 -1.24477939  0.        ]","[[  5.09074772  -2.99544084  -0.14537224   0.15294779]
 [ 17.83411372   0.86265734   0.           0.        ]]",[-0.24033834 -0.25705642]
18,[ 0.03214152 -0.90865624],[ 0.59554714 -0.74635434],-0.20253599052,-0.20253599052,"[ 0.57027351 -0.69067637 -1.20568141  0.46924685 -1.24901519  1.30350751
  1.68601522  0.19031167  0.6767342  -1.30405707  0.        ]","[[  5.45851657  -3.00770869  -0.14537224   0.15294779]
 [ 18.93914085  -1.04221514   0.           0.        ]]",[-0.24033834 -0.25705642]
19,[-0.0048437  -0.98222113],[ 0.36671302 -0.85318622],-0.208434607612,-0.208434607612,"[ 0.90165823 -0.69178257 -0.71553403  0.48727444 -1.24901212  1.30350413
  1.89011941  0.34322996  0.70436174 -1.34723034  0.        ]","[[  5.85719638  -3.01409466  -0.14537224   0.15294779]
 [ 20.92221356   0.08497067   0.           0.        ]]",[-0.24033834 -0.25705642]
20,[ 0.02161929 -0.99985152],[-0.2149217  -0.94940389],-0.215847678774,-0.215847678774,"[ 1.02939819 -0.69118914 -0.08039341  0.47751644 -1.24900905  1.30350075
  1.99692131  0.3582751   0.7436573  -1.39713069  0.        ]","[[  6.28605265  -3.01063904  -0.14537224   0.15294779]
 [ 21.95995223   0.19587337   0.           0.        ]]",[-0.24033834 -0.25705642]
21,[ 0.20573276 -0.9364267 ],[ 0.20845716 -1.13561782],-0.222402360286,-0.222402360286,"[ 0.89977099 -0.69061658  0.55040749  0.46834299 -1.24900598  1.30349737
  1.86458296  0.34875083  0.79785843 -1.42230951  0.        ]","[[  6.71235211  -3.00738899  -0.14537224   0.15294779]
 [ 20.67427851   0.12567147   0.           0.        ]]",[-0.24033834 -0.25705642]
22,[ 0.35102794 -0.88391572],[-0.25163767 -1.26567399],-0.226781574634,-0.226781574634,"[ 0.54677265 -0.69028944  1.0588208   0.46320736 -1.24900291  1.30349399
  1.90739811  0.34015414  0.85475921 -1.41754254  0.        ]","[[  7.13001214  -3.00556897  -0.14537224   0.15294779]
 [ 21.09033859   0.06230684   0.           0.        ]]",[-0.24033834 -0.25705642]
23,[ 0.55829912 -0.77295911],[ 0.62006561 -1.33486182],-0.228484711946,-0.228484711946,"[ 0.04466046 -0.69013047  1.36593315  0.46074429 -1.24899984  1.30349061
  1.76187158  0.33561616  0.9035191  -1.38631046  0.        ]","[[  7.53763357  -3.00469601  -0.14537224   0.15294779]
 [ 19.67651582   0.02885954   0.           0.        ]]",[-0.24033834 -0.25705642]
24,[ 0.39152783 -0.79127866],[ 0.61241151 -0.13870926],-0.227427356574,-0.227427356574,"[-0.53976104 -0.69005742  1.43436476  0.45962575 -1.24899677  1.30348723
  1.97445548  0.33343933  0.93770343 -1.33377489  0.        ]","[[  7.95188764e+00  -3.00429965e+00  -1.45372239e-01   1.52947795e-01]
 [  2.17420089e+01   1.28164578e-02   0.00000000e+00   0.00000000e+00]]",[-0.24033834 -0.25705642]
25,[ 0.09104209 -0.8557319 ],[-1.3820558   0.25728972],-0.22327004235,-0.22327004235,"[-1.15053597 -0.68985772  1.21435397  0.45655915 -1.24899369  1.30348386
  2.17970852  0.34101305  0.95134301 -1.26247461  0.        ]","[[  8.40673731  -3.00321254  -0.14537224   0.15294779]
 [ 23.73630974   0.06864591   0.           0.        ]]",[-0.24033834 -0.25705642]
26,[ 0.01978799 -0.81971496],[-0.03908533  0.61887876],-0.216671358314,-0.216671358314,"[-1.5895881  -0.68764295  0.76162527  0.42392267 -1.24899062  1.30348048
  1.7238292   0.4790509   0.94196987 -1.18504266  0.        ]","[[  8.8370244   -2.99163061  -0.14537224   0.15294779]
 [ 19.30715554   1.08614127   0.           0.        ]]",[-0.24033834 -0.25705642]
