timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.27718544  0.03162838],[ 2.54227776  0.0700806 ],-0.263957061532,-0.263957061532,"[ 1.05266476  1.57534941 -0.17064656  0.85019175 -0.06714131  1.08226569
 -0.21900389  0.29569366  1.56488398 -1.53571126  0.        ]","[[-0.07643847 -0.09920999 -0.00740994  0.12567087]
 [-0.00035348 -0.00207278  0.          0.        ]]",[-0.43739563 -0.40516227]
1,[ 2.15797782 -0.03228873],[ 2.79081659  0.19281268],-0.259884253404,-0.259884253404,"[ 1.05591036  1.57568781 -0.11146416  0.8571703  -0.06714127  1.08226439
  0.266366    0.33531659  1.57336741 -1.43974077  0.        ]","[[-0.03675597 -0.09648228 -0.00740994  0.12567087]
 [ 3.95543274  0.27393062  0.          0.        ]]",[-0.43739563 -0.40516227]
2,[ 2.12991881 -0.2259613 ],[ 1.98456762  0.34659432],-0.246980606593,-0.246980606593,"[ 1.05211348  1.57718897  0.06468541  0.89063421 -0.06714124  1.08226309
  0.742112    0.4439268   1.57978725 -1.14662864  0.        ]","[[  8.12553227e-02  -8.34130369e-02  -7.40994156e-03   1.25670866e-01]
 [  7.83278579e+00   1.03047972e+00   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
3,[ 1.66193962 -0.77757204],[ 1.94633495 -1.23507591],-0.223315569264,-0.223315569264,"[ 1.00212209  1.58008702  0.35059062  0.97826018 -0.0671412   1.08226179
  1.20841764  0.63780828  1.52326796 -0.65253392  0.        ]","[[  2.76041790e-01  -4.92532446e-02  -7.40994156e-03   1.25670866e-01]
 [  1.16332068e+01   2.38100443e+00   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
4,[ 0.77436703 -1.06218839],[ 0.28294899 -0.98307399],-0.190292065106,-0.190292065106,"[ 0.8464937   1.580516    0.71929937  0.99727754 -0.06714116  1.08226049
  1.6657534   0.06239746  1.32831367 -0.0577544   0.        ]","[[  5.46103372e-01  -4.18482126e-02  -7.40994156e-03   1.25670866e-01]
 [  1.53605390e+01  -1.62713624e+00   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
5,[-0.28393626 -1.19261146],[ 0.17599964 -0.95921002],-0.15518236538,-0.15518236538,"[ 0.55246702  1.57344474  1.07703445  0.81461178 -0.06714113  1.08225919
  1.76599632 -0.49183119  1.00362457  0.4536216   0.        ]","[[  8.61511477e-01  -1.13125680e-01  -7.40994156e-03   1.25670866e-01]
 [  1.61775562e+01  -5.48772868e+00   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
6,[-1.49384558 -1.0274384 ],[-0.87314817 -1.67176761],-0.123566821234,-0.123566821234,"[ 0.14951201  1.53860074  1.3296703   0.4441406  -0.06714109  1.08225789
  1.81234969 -1.02147791  0.61963847  0.79158326  0.        ]","[[  1.18885314e+00  -2.59897181e-01  -7.40994156e-03   1.25670866e-01]
 [  1.65553737e+01  -9.17709499e+00   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
7,[-1.41223752 -0.58414882],[-1.62666828 -1.37399163],-0.100741170962,-0.100741170962,"[-0.26141818  1.43604862  1.4314334  -0.08541685 -0.06714105  1.08225659
  1.34855698 -1.56358359  0.30515386  0.91824779  0.        ]","[[  1.48203575e+00  -4.81326455e-01  -7.40994156e-03   1.25670866e-01]
 [  1.27754498e+01  -1.29532593e+01   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
8,[-0.54360867 -0.16947801],[-0.96812292 -0.26470696],-0.0867943378095,-0.0867943378095,"[-0.56932305  1.21344175  1.42574244 -0.6987647  -0.06714101  1.08225528
  0.8323133  -2.09495226  0.18060236  0.85534752  0.        ]","[[  1.69533180e+00  -7.77528503e-01  -7.40994156e-03   1.25670866e-01]
 [  8.56803444e+00  -1.66546587e+01   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
9,[ 0.48215491  0.20310119],[ 0.21736042  0.51306393],-0.0782741112127,-0.0782741112127,"[-0.75559438  0.86107752  1.38871366 -1.20685877 -0.06714098  1.08225398
  0.34151928 -2.19788682  0.21486302  0.65089549  0.        ]","[[  1.82656111e+00  -1.11781551e+00  -7.40994156e-03   1.25670866e-01]
 [  4.56803149e+00  -1.73717210e+01   0.00000000e+00   0.00000000e+00]]",[-0.43739563 -0.40516227]
