timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.61116838  0.18119311],[ 2.71224735 -0.90536927],-0.260085943867,-0.260085943867,"[ 1.03894978  1.75073357  0.01943622  0.84034857  0.13750344  1.56881042
 -0.26036004  0.31438049  1.2828175  -1.64834379  0.        ]","[[  5.60480421e-02  -5.69201953e-02   1.64562072e-02   1.79420492e-01]
 [  3.32848305e-03   5.87666859e-05   0.00000000e+00   0.00000000e+00]]",[-0.31535256 -0.31401989]
1,[ 2.34837079  0.14834666],[ 3.32624763  0.03578557],-0.256950662006,-0.256950662006,"[ 1.03455295  1.74724634  0.07883717  0.74403538  0.13750335  1.56880663
  0.17678136 -0.18518485  1.28025594 -1.60340132  0.        ]","[[ 0.09581846 -0.09290282  0.01645621  0.17942049]
 [ 3.96053432 -3.586362    0.          0.        ]]",[-0.31535256 -0.31401989]
2,[ 2.01597977 -0.11468019],[ 2.02738278  0.43296157],-0.244529838892,-0.244529838892,"[ 1.00802122  1.73577957  0.2535549   0.55874423  0.13750325  1.56880284
  0.60511663 -0.15576271  1.26359389 -1.42903858  0.        ]","[[ 0.21393309 -0.16251091  0.01645621  0.17942049]
 [ 7.83802456 -3.37513898  0.          0.        ]]",[-0.31535256 -0.31401989]
3,[ 1.72947598 -0.39840066],[ 1.76413186  0.21492201],-0.217995675922,-0.217995675922,"[ 0.92116551  1.72381946  0.53102274  0.42782428  0.13750315  1.56879905
  1.02491616  0.0921511   1.19633154 -1.07649917  0.        ]","[[  0.40882232  -0.21215666   0.01645621   0.17942049]
 [ 11.63825168  -1.59534777   0.           0.        ]]",[-0.31535256 -0.31401989]
4,[ 0.96528935 -0.77557003],[-0.01734767 -0.32570323],-0.175058245445,-0.175058245445,"[ 0.71811391  1.71719866  0.87625328  0.36745572  0.13750305  1.56879526
  1.43644949  0.21491638  1.00589069 -0.57605512  0.        ]","[[  0.67896552  -0.23522108   0.01645621   0.17942049]
 [ 15.36366427  -0.7140066    0.           0.        ]]",[-0.31535256 -0.31401989]
5,[ 0.07407526 -0.8352915 ],[ 0.29297626 -0.71099546],-0.124002558811,-0.124002558811,"[ 0.3927999   1.70857459  1.18170066  0.29701971  0.13750295  1.56879146
  1.39535428  0.03729854  0.67538888 -0.10700784  0.        ]","[[  0.9825065   -0.26229502   0.01645621   0.17942049]
 [ 14.9916776   -1.98913572   0.           0.        ]]",[-0.31535256 -0.31401989]
6,[-1.0671972  -0.72185141],[-1.4193101  -0.78423058],-0.074466745819,-0.074466745819,"[-0.01337556  1.68305335  1.37527465  0.12340216  0.13750286  1.56878767
  1.49075427 -0.34936732  0.27219106  0.20643166  0.        ]","[[  1.29100501  -0.32992941   0.01645621   0.17942049]
 [ 15.8553128   -4.76503352   0.           0.        ]]",[-0.31535256 -0.31401989]
7,[-1.13165152 -0.26127276],[-0.07187706 -1.25185938],-0.0381425688723,-0.0381425688723,"[-0.40769293  1.62099244  1.433502   -0.18761173  0.13750276  1.56878388
  1.01924666 -0.76850262 -0.07644039  0.33190258  0.        ]","[[  1.56528634  -0.45542008   0.01645621   0.17942049]
 [ 11.58701746  -7.7740336    0.           0.        ]]",[-0.31535256 -0.31401989]
8,[-1.33883405  0.06684753],[-1.47608895  0.97917109],-0.0196196796164,-0.0196196796164,"[-0.7352263   1.48981739  1.39705735 -0.6294874   0.13750266  1.56878009
  0.96269494 -1.29854353 -0.29468569  0.32292213  0.        ]","[[  1.7918905   -0.64907973   0.01645621   0.17942049]
 [ 11.07509647 -11.57924101   0.           0.        ]]",[-0.31535256 -0.31401989]
9,[-1.08807945  0.21292511],[-1.08147486  0.78167099],-0.0150357061975,-0.0150357061975,"[-0.98401242  1.32330124  1.31486368 -1.0048093   0.13750256  1.5687763
  0.50132435 -0.7263263  -0.43029869  0.26151218  0.        ]","[[ 1.9714884  -0.83944739  0.01645621  0.17942049]
 [ 6.89855708 -7.47126879  0.          0.        ]]",[-0.31535256 -0.31401989]
