timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.78330112 -0.50403565],[ 1.15727382 -0.06884472],-0.291358975957,-0.291358975957,"[ 1.10799542  1.37087763 -0.14223504  1.53722932 -0.57183308  0.81703615
 -0.1859836   0.2848896   2.44069174 -1.18940365  0.        ]","[[-0.06049667  0.09901614 -0.06529944  0.09434548]
 [-0.00398234  0.00293727  0.          0.        ]]",[-0.75337982 -0.75179088]
1,[ 1.79803181 -0.45594656],[ 1.11741314 -1.31581954],-0.288748133276,-0.288748133276,"[ 1.11028556  1.37122029 -0.08363496  1.53044666 -0.57183282  0.81703569
  0.36853032  0.24118816  2.43997417 -1.07979577  0.        ]","[[-0.02088389  0.09632384 -0.06529944  0.09434548]
 [ 3.95208827 -0.27125002  0.          0.        ]]",[-0.75337982 -0.75179088]
2,[ 1.83887148 -0.40936786],[ 2.59358145 -0.42136211],-0.282041852069,-0.282041852069,"[ 1.10390021  1.37557474  0.09079888  1.4165947  -0.57183257  0.81703524
  0.9122743  -0.38929615  2.42631544 -0.80957954  0.        ]","[[ 0.09707948  0.05120966 -0.06529944  0.09434548]
 [ 7.83132466 -4.22698072  0.          0.        ]]",[-0.75337982 -0.75179088]
3,[ 2.10952663 -0.51446217],[ 2.04839654 -0.61373487],-0.270696327581,-0.270696327581,"[ 1.05047129  1.37570265  0.37329978  1.16247967 -0.57183232  0.81703479
  1.44513457 -0.64211372  2.36765319 -0.40924352  0.        ]","[[  0.29184847  -0.04924501  -0.06529944   0.09434548]
 [ 11.63291979  -5.81318812   0.           0.        ]]",[-0.75337982 -0.75179088]
4,[ 2.03317237 -0.70851576],[ 1.28156176 -0.58129752],-0.252357144936,-0.252357144936,"[ 0.89198476  1.35402068  0.73616209  0.81221366 -0.57183207  0.81703434
  1.96750429 -1.01131131  2.21016422  0.11331612  0.        ]","[[  0.5618984   -0.18875022  -0.06529944   0.09434548]
 [ 15.35968574  -8.12957865   0.           0.        ]]",[-0.75337982 -0.75179088]
5,[ 0.41980067 -0.98203415],[ 0.98312725 -0.65772713],-0.225376225848,-0.225376225848,"[ 0.56618442  1.28728049  1.11238104  0.36523395 -0.57183182  0.81703389
  2.47956332 -1.35267719  1.89917509  0.67709074  0.        ]","[[  0.90574547  -0.37283167  -0.06529944   0.09434548]
 [ 19.01291483 -10.27135368   0.           0.        ]]",[-0.75337982 -0.75179088]
6,[-2.06770372 -0.6290524 ],[-1.17923119 -0.81699538],-0.188349290971,-0.188349290971,"[ 0.03990154  1.14670625  1.38206975 -0.1468025  -0.57183156  0.81703343
  2.9722172  -1.73541738  1.40132033  1.15298126  0.        ]","[[  1.32126792  -0.60235378  -0.06529944   0.09434548]
 [ 22.52773483 -12.6727229    0.           0.        ]]",[-0.75337982 -0.75179088]
7,[-1.48862791  0.34468746],[-1.25042309  0.48052326],-0.150304567496,-0.150304567496,"[-0.53334847  0.89610862  1.40974211 -0.67265251 -0.57183131  0.81703298
  2.35549008 -2.21060722  0.89475203  1.31014063  0.        ]","[[  1.72767778  -0.88572124  -0.06529944   0.09434548]
 [ 18.12783078 -15.6541461    0.           0.        ]]",[-0.75337982 -0.75179088]
8,[-0.92833829  1.14280725],[-1.08543906  1.20496451],-0.119784988704,-0.119784988704,"[-0.9628995   0.57034125  1.26322997 -1.04954236 -0.57183106  0.81703253
  1.75066161 -1.8576067   0.56372821  1.20270863  0.        ]","[[  2.04694138  -1.17658182  -0.06529944   0.09434548]
 [ 13.81278965 -13.43939428   0.           0.        ]]",[-0.75337982 -0.75179088]
9,[-0.25066575  1.39285266],[-0.65618674  1.79322616],-0.0965750712528,-0.0965750712528,"[-1.23793392  0.28599926  1.07018918 -1.2080883  -0.57183081  0.81703208
  1.1576397  -1.1838543   0.36075841  1.03144675  0.        ]","[[ 2.28074897 -1.40295579 -0.06529944  0.09434548]
 [ 9.58196723 -9.21219066  0.          0.        ]]",[-0.75337982 -0.75179088]
