timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-1.65697181 -3.15796208],[-2.21098474 -3.28853243],-0.0848641063263,-0.0848641063263,"[ 1.1115197   1.36613209 -0.10632187  1.52208852  1.29026483 -0.50223292
 -0.18416103  0.28475934  0.25703448  0.95257367  0.        ]","[[-0.03605053  0.09164899  0.14982172 -0.05756416]
 [-0.00099385  0.00415725  0.          0.        ]]",[-0.76467729 -0.75311661]
1,[ 0.87932992 -1.80177915],[ 1.41975157 -1.73670549],-0.0763502688342,-0.0763502688342,"[ 1.10836755  1.36986141 -0.16498538  1.42211509  1.29026371 -0.50223272
 -0.74114857 -0.34843813  0.2561927   0.77800076  0.        ]","[[-0.07574533  0.05201887  0.14982172 -0.05756416]
 [-3.95532186 -3.95398295  0.          0.        ]]",[-0.76467729 -0.75311661]
2,[ 0.47134933 -0.99236149],[ 0.61321028 -0.69869376],-0.0634962711404,-0.0634962711404,"[ 1.10315875  1.36877696 -0.22188574  1.12374002  1.29026259 -0.50223251
 -0.17271065 -0.96959436  0.23456602  0.48921876  0.        ]","[[-0.11436114 -0.06601897  0.14982172 -0.05756416]
 [ 0.08029429 -7.8368549   0.          0.        ]]",[-0.76467729 -0.75311661]
3,[ 0.08906668 -0.4656235 ],[-0.77268304  0.47096612],-0.0549839525206,-0.0549839525206,"[ 1.10688883  1.33119118 -0.18368785  0.66737219  1.29026146 -0.50223231
  0.16888831 -1.38749474  0.19220058  0.29513823  0.        ]","[[ -0.08842265  -0.24896637   0.14982172  -0.05756416]
 [  2.50547065 -10.44917219   0.           0.        ]]",[-0.76467729 -0.75311661]
4,[ 1.39224601 -0.13397396],[ 1.33009662 -0.13328806],-0.0462012032054,-0.0462012032054,"[ 1.10901029  1.24828383 -0.15574713  0.2197881   1.29026034 -0.5022321
 -0.26877159 -1.05588975  0.11605103  0.08761045  0.        ]","[[-0.06948807 -0.43715191  0.14982172 -0.05756416]
 [-0.60168798 -8.37630239  0.          0.        ]]",[-0.76467729 -0.75311661]
5,[ 0.24924079  0.1384287 ],[-0.20320832  1.06098636],-0.039897771241,-0.039897771241,"[ 1.11120307  1.13632646 -0.11469234 -0.15488395  1.29025922 -0.5022319
  0.29014785 -1.11401501  0.02975538 -0.05595721  0.        ]","[[-0.04170973 -0.60832377  0.14982172 -0.05756416]
 [ 3.36634923 -8.73965053  0.          0.        ]]",[-0.76467729 -0.75311661]
6,[ 0.15390843 -0.08829845],[-0.2606464  -0.10491833],-0.035273350057,-0.035273350057,"[ 1.11223604  1.0271265  -0.02799946 -0.41796425  1.2902581  -0.50223169
  0.16732841 -0.452855   -0.02269698 -0.06276795  0.        ]","[[ 0.01686848 -0.74164965  0.14982172 -0.05756416]
 [ 2.49439594 -4.60671694  0.          0.        ]]",[-0.76467729 -0.75311661]
7,[ 0.42572904  0.19032072],[ 0.60036735  0.25184879],-0.0315592384874,-0.0315592384874,"[ 1.11021641  0.93834367  0.02975953 -0.58781914  1.29025698 -0.50223149
  0.01513831 -0.50466511 -0.0673402  -0.07127121  0.        ]","[[ 0.05591585 -0.8370334   0.14982172 -0.05756416]
 [ 1.41392627 -4.93058498  0.          0.        ]]",[-0.76467729 -0.75311661]
8,[-0.40411192  0.14258334],[-0.0084337  -0.24510364],-0.0275783410893,-0.0275783410893,"[ 1.10419623  0.849715    0.10621252 -0.72885565  1.29025585 -0.50223128
  0.34573425 -0.32963272 -0.10046119 -0.03802237  0.        ]","[[ 0.10774282 -0.92466747  0.14982172 -0.05756416]
 [ 3.7609837  -3.83645263  0.          0.        ]]",[-0.76467729 -0.75311661]
9,[-0.58472389  0.36296833],[ 0.65046282 -0.10851938],-0.0235181908631,-0.0235181908631,"[ 1.08899443  0.75717125  0.21478886 -0.85180167  1.29025473 -0.50223108
  0.33059747 -0.47272491 -0.12086307  0.05108262  0.        ]","[[ 0.18188433 -1.01037107  0.14982172 -0.05756416]
 [ 3.65352142 -4.73092746  0.          0.        ]]",[-0.76467729 -0.75311661]
