timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.48958158 -2.35435104],[ 0.71135324 -2.57124866],-0.133648000484,-0.133648000484,"[ 1.07007376  1.48701773  0.03456145  1.29447954  0.6483867   0.1885451
 -0.20244375  0.28853454  0.88487205  0.10832348  0.        ]","[[ 0.05829363  0.04430197  0.07570628  0.02232635]
 [-0.00498323  0.00011246  0.          0.        ]]",[-0.53665781 -0.52991819]
1,[ 1.47206795 -2.00195527],[ 0.9766125 -2.6031868],-0.133516309321,-0.133516309321,"[ 1.06714322  1.48826388  0.07636423  1.19345453  0.64838628  0.18854501
  0.16366694 -0.29917324  0.88411401  0.12683187  0.        ]","[[ 0.08644437  0.00456537  0.07570628  0.02232635]
 [ 2.81067665 -3.96056904  0.          0.        ]]",[-0.53665781 -0.52991819]
2,[ 0.75624007 -1.73150933],[ 0.45875258 -1.94056325],-0.132449057064,-0.132449057064,"[ 1.04903643  1.47998603  0.21566079  0.89354476  0.64838585  0.18854492
  0.65897437 -0.87530133  0.87419914  0.20806247  0.        ]","[[ 0.18087753 -0.11360196  0.07570628  0.02232635]
 [ 6.61995505 -7.84321479  0.          0.        ]]",[-0.53665781 -0.52991819]
3,[ 0.19955543 -1.4243778 ],[ 0.44650396 -1.71749821],-0.129468108973,-0.129468108973,"[ 0.99476886  1.42750703  0.4305496   0.4092888   0.64838543  0.18854483
  0.87811395 -1.43989212  0.84074864  0.32125973  0.        ]","[[  0.33018619  -0.30864225   0.07570628   0.02232635]
 [  8.30530323 -11.64811703   0.           0.        ]]",[-0.53665781 -0.52991819]
4,[-0.35936549 -1.14648533],[-0.91440807 -1.09443357],-0.122746553885,-0.122746553885,"[ 0.88768255  1.27865538  0.67776079 -0.20984589  0.648385    0.18854474
  1.08662275 -1.99327841  0.76852675  0.40437387  0.        ]","[[  0.5123815   -0.57902332   0.07570628   0.02232635]
 [  9.90889566 -15.37752881   0.           0.        ]]",[-0.53665781 -0.52991819]
5,[ 0.24650311 -0.72481459],[ 0.4146807  -1.30392114],-0.109817779973,-0.109817779973,"[ 0.75930843  0.97805683  0.87509957 -0.84654771  0.64838457  0.18854465
  0.59088134 -2.53542564  0.65423046  0.32341431  0.        ]","[[  0.67230839  -0.92323215   0.07570628   0.02232635]
 [  6.0962869  -19.03123118   0.           0.        ]]",[-0.53665781 -0.52991819]
6,[ 0.05372039 -0.6158132 ],[ 0.23314916  0.13309758],-0.0883483953616,-0.0883483953616,"[ 0.62614756  0.4967126   1.02569099 -1.2938671   0.64838415  0.18854456
  0.78859799 -3.06707792  0.45700443  0.10427524  0.        ]","[[  8.09491193e-01  -1.33980685e+00   7.57062753e-02   2.23263485e-02]
 [  7.61687568e+00  -2.26142557e+01   0.00000000e+00   0.00000000e+00]]",[-0.53665781 -0.52991819]
7,[-0.10870276 -0.23905393],[ 0.08348771 -0.38130932],-0.0598358006167,-0.0598358006167,"[ 0.44737614 -0.06767578  1.17562907 -1.30473462  0.64838372  0.18854447
  0.8888783  -2.92240962  0.1581917  -0.06621259  0.        ]","[[  0.96956588  -1.78231099   0.07570628   0.02232635]
 [  8.38810938 -21.63938631   0.           0.        ]]",[-0.53665781 -0.52991819]
8,[-0.51254672 -0.27173907],[-0.89402287 -0.02100032],-0.0336731631977,-0.0336731631977,"[ 0.23561339 -0.58121058  1.30004773 -0.83484789  0.6483833   0.18854438
  0.91021385 -3.08281928 -0.2111774  -0.17614061  0.        ]","[[  1.13897456e+00  -2.22594616e+00   7.57062753e-02   2.23263485e-02]
 [  8.55220108e+00  -2.27205322e+01   0.00000000e+00   0.00000000e+00]]",[-0.53665781 -0.52991819]
9,[ 0.06137061  0.15363681],[ 0.52141157 -0.42080285],-0.0450245788458,-0.0450245788458,"[ 0.05581265 -0.94717196  1.37110137  0.04158003  0.64838287  0.18854429
  0.42792048 -3.02837526 -0.6391544  -0.25221696  0.        ]","[[  1.27280409e+00  -2.67667566e+00   7.57062753e-02   2.23263485e-02]
 [  4.84301889e+00  -2.23537134e+01   0.00000000e+00   0.00000000e+00]]",[-0.53665781 -0.52991819]
10,[-1.10914099  0.5295791 ],[-1.27728739 -0.07628505],-0.0720570805185,-0.0720570805185,"[-0.1071306  -1.0808329   1.41229364  1.01314211  0.64838245  0.1885442
  0.68392441 -1.10030426 -0.97453792 -0.23538626  0.        ]","[[ 1.3894139  -3.07520991  0.07570628  0.02232635]
 [ 6.81187667 -9.35981831  0.          0.        ]]",[-0.53665781 -0.52991819]
11,[-0.85238165  0.63500541],[-1.12076115 -0.35276844],-0.0818659102883,-0.0818659102883,"[-0.242825   -1.08346401  1.43118649  1.13697204  0.64838202  0.18854411
  0.15163715  0.49006621 -1.08341707 -0.21848681  0.        ]","[[ 1.48457975 -3.12394763  0.07570628  0.02232635]
 [ 2.71820663  1.35821271  0.          0.        ]]",[-0.53665781 -0.52991819]
12,[ 0.23293513  0.72791719],[ 0.20441292 -0.07367845],-0.077155246756,-0.077155246756,"[-0.26305483 -1.08134181  1.4328447   1.02910225  0.64838159  0.18854401
 -0.37017075  0.62199683 -1.03399452 -0.22061136  0.        ]","[[ 1.49867967 -3.08149881  0.07570628  0.02232635]
 [-1.29486974  2.24733885  0.          0.        ]]",[-0.53665781 -0.52991819]
13,[ 0.06575695  0.75754392],[-0.18267186  1.24322908],-0.0731561602407,-0.0731561602407,"[-0.23792124 -1.07702168  1.43073528  0.92372202  0.64838117  0.18854392
 -0.26160449  0.57211145 -0.99146944 -0.2223332   0.        ]","[[ 1.48115961 -3.03992514  0.07570628  0.02232635]
 [-0.45991907  1.91114752  0.          0.        ]]",[-0.53665781 -0.52991819]
14,[ 0.10065365  0.02048711],[ 0.7281777   0.68906272],-0.0657288795885,-0.0657288795885,"[-0.21448457 -1.06305945  1.42835412  0.72843026  0.64838074  0.18854383
 -0.35444125  1.1540263  -0.91270693 -0.22080409  0.        ]","[[ 1.46479766 -2.9623543   0.07570628  0.02232635]
 [-1.17390085  5.8328675   0.          0.        ]]",[-0.53665781 -0.52991819]
15,[-0.87098998 -0.80099612],[-1.50570331 -1.56618982],-0.0512828709508,-0.0512828709508,"[-0.22261939 -1.01752076  1.42922331  0.37671829  0.64838032  0.18854374
  0.0234585   1.54175403 -0.76574743 -0.19123824  0.        ]","[[ 1.47047996 -2.81947944  0.07570628  0.02232635]
 [ 1.7324143   8.44590625  0.          0.        ]]",[-0.53665781 -0.52991819]
16,[ 0.59480506  0.12286175],[ 0.26818401 -0.0649672 ],-0.038559327869,-0.038559327869,"[-0.21485722 -0.9558471   1.42839109  0.07647164  0.64837989  0.18854365
 -0.49582443  0.92939072 -0.6390962  -0.14682083  0.        ]","[[ 1.46505819 -2.69196805  0.07570628  0.02232635]
 [-2.26123726  4.31899474  0.          0.        ]]",[-0.53665781 -0.52991819]
17,[ 0.38221282  0.04046311],[ 0.12983492 -0.02731373],-0.0317550343892,-0.0317550343892,"[-0.1661173  -0.90556078  1.42216619 -0.10948682  0.64837947  0.18854356
 -0.3519469   0.87853587 -0.55993943 -0.12861198  0.        ]","[[ 1.43093554 -2.60902678  0.07570628  0.02232635]
 [-1.15472012  3.97627213  0.          0.        ]]",[-0.53665781 -0.52991819]
18,[ 0.26230276 -0.06429647],[ 0.34533401 -0.15000677],-0.0254448627096,-0.0254448627096,"[-0.14091222 -0.85157113  1.41825778 -0.27556018  0.64837904  0.18854347
 -0.28214068  0.85080759 -0.48672783 -0.09923301  0.        ]","[[ 1.41322763 -2.5313762   0.07570628  0.02232635]
 [-0.61786286  3.78940678  0.          0.        ]]",[-0.53665781 -0.52991819]
19,[-0.09546369 -0.14222702],[ 0.30922087 -0.09370794],-0.0195310784592,-0.0195310784592,"[-0.14301952 -0.79819431  1.41860053 -0.41594277  0.64837861  0.18854338
 -0.10278606  0.75154126 -0.42347046 -0.05519265  0.        ]","[[ 1.41471    -2.46230019  0.07570628  0.02232635]
 [ 0.76149772  3.1204223   0.          0.        ]]",[-0.53665781 -0.52991819]
20,[-0.51621622 -0.26889166],[-0.54514714  0.18319276],-0.0134013625403,-0.0134013625403,"[-0.18199956 -0.74962253  1.42438005 -0.52808017  0.64837819  0.18854329
  0.05442424  0.68731696 -0.37423521  0.0100758   0.        ]","[[ 1.44207084 -2.40423442  0.07570628  0.02232635]
 [ 1.97055325  2.68759708  0.          0.        ]]",[-0.53665781 -0.52991819]
21,[-0.07911225 -0.43580377],[ 1.2594838 -1.3286428],-0.00952512752448,-0.00952512752448,"[-0.2068135  -0.6956073   1.42747437 -0.63877542  0.64837776  0.1885432
 -0.23127204  0.78705868 -0.32609905  0.07472884  0.        ]","[[ 1.45943659 -2.34373813  0.07570628  0.02232635]
 [-0.22664748  3.35979266  0.          0.        ]]",[-0.53665781 -0.52991819]
