timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.28803456 -1.42820752],[ 1.82962234 -2.25420943],-0.371896012234,-0.371896012234,"[ 1.03113568  1.99340461 -0.00533338  1.10565654 -1.22751315  1.19704858
 -0.26325763  0.33594543  2.3895659  -0.94299509  0.        ]","[[ 0.0515488   0.09832567 -0.14362281  0.14083213]
 [-0.00476748  0.00331843  0.          0.        ]]",[-0.22071351 -0.24107815]
1,[ 1.12862098 -1.43018949],[ 1.67045426 -0.722112  ],-0.370383557422,-0.370383557422,"[ 1.02712554  1.997561    0.05516541  0.99106651 -1.22750996  1.19704556
  0.13523485 -0.20024072  2.38739674 -0.90777507  0.        ]","[[ 0.09116037  0.05864812 -0.14362281  0.14083213]
 [ 3.95274112 -3.95786804  0.          0.        ]]",[-0.22071351 -0.24107815]
2,[ 0.90882498 -1.49474525],[ 0.42339591 -1.08222106],-0.364718085354,-0.364718085354,"[ 1.00209218  1.99828332  0.23367931  0.68101399 -1.22750677  1.19704254
  0.52579917 -0.57686764  2.37246066 -0.79304573  0.        ]","[[ 0.20913209 -0.04842616 -0.14362281  0.14083213]
 [ 7.83151521 -6.7402796   0.          0.        ]]",[-0.22071351 -0.24107815]
3,[ 0.74580294 -1.49801719],[ 1.52295039 -1.84563036],-0.355656808388,-0.355656808388,"[ 0.93122633  1.96708258  0.48521677  0.1844258  -1.22750358  1.19703952
  0.67900489 -1.09484664  2.33439127 -0.64753136  0.        ]","[[  0.38102823  -0.22162631  -0.14362281   0.14083213]
 [  9.35303885 -10.56696743   0.           0.        ]]",[-0.22071351 -0.24107815]
4,[ 0.47241127 -1.57672966],[-0.13079149 -2.61933816],-0.341858435592,-0.341858435592,"[ 0.78033086  1.85422887  0.78789241 -0.49236712 -1.22750039  1.1970365
  1.05887432 -1.60265902  2.2559634  -0.49435176  0.        ]","[[  0.60593985  -0.47060734  -0.14362281   0.14083213]
 [ 13.12561129 -14.31857354   0.           0.        ]]",[-0.22071351 -0.24107815]
5,[ 0.40086806 -1.51903355],[-0.48075237 -2.97217366],-0.323745382832,-0.323745382832,"[ 0.53899247  1.59947339  1.07691769 -1.24454885 -1.2274972   1.19703348
  0.98079146 -2.10015383  2.13157922 -0.39266896  0.        ]","[[  0.86067225  -0.79385579  -0.14362281   0.14083213]
 [ 12.35017654 -17.99400578   0.           0.        ]]",[-0.22071351 -0.24107815]
6,[ 0.49834412 -1.33225071],[-0.47283958 -0.65205824],-0.306324028244,-0.306324028244,"[ 0.27495101  1.15835783  1.27071657 -1.86817395 -1.22749402  1.19703046
  0.7647757  -2.58773444  1.98649149 -0.44695986  0.        ]","[[  1.08615334  -1.18987827  -0.14362281   0.14083213]
 [ 10.2048988  -21.59627303   0.           0.        ]]",[-0.22071351 -0.24107815]
7,[ 0.65205234 -1.1415633 ],[ 1.44844863 -0.12332834],-0.288659821511,-0.288659821511,"[ 0.03496061  0.56321677  1.37805289 -2.06818051 -1.22749083  1.19702744
  0.5560295  -2.87920695  1.80335494 -0.64159067  0.        ]","[[  1.26945357  -1.64341031  -0.14362281   0.14083213]
 [  8.13181223 -23.74981137   0.           0.        ]]",[-0.22071351 -0.24107815]
8,[ 0.53870785 -1.01795042],[ 1.71266631 -1.08961685],-0.264312045467,-0.264312045467,"[-0.2437317  -0.03718953  1.4393062  -1.65189673 -1.22748764  1.19702442
  0.93834064 -2.88163189  1.54030573 -0.84038284  0.        ]","[[  1.47018187  -2.11858939  -0.14362281   0.14083213]
 [ 11.92862471 -23.76793166   0.           0.        ]]",[-0.22071351 -0.24107815]
9,[ 0.13321176 -1.05025482],[ 0.6768486 -0.824007 ],-0.233760056825,-0.233760056825,"[-0.63384009 -0.50685725  1.42357507 -0.59969632 -1.22748445  1.19702141
  1.31320741 -3.35378628  1.19337323 -1.01526322  0.        ]","[[  1.7461065   -2.62895015  -0.14362281   0.14083213]
 [ 15.65152409 -27.25646963   0.           0.        ]]",[-0.22071351 -0.24107815]
10,[ 0.18017006 -0.58870101],[ 0.64178602 -0.5285824 ],-0.213428363996,-0.213428363996,"[-1.08179483 -0.67877029  1.2505862   0.76327684 -1.22748126  1.19701839
  1.55193019 -1.19402704  0.90062767 -1.16150402  0.        ]","[[  2.08291987  -3.12157552  -0.14362281   0.14083213]
 [ 18.02237491 -11.30026476   0.           0.        ]]",[-0.22071351 -0.24107815]
11,[-0.00695212 -0.77546144],[-1.20661444 -1.9071991 ],-0.211455802131,-0.211455802131,"[-1.49319579 -0.67838877  0.87420323  0.91142541 -1.22747807  1.19701537
  1.77192209  0.62946966  0.83160436 -1.2200243   0.        ]","[[  2.46529055  -3.17271978  -0.14362281   0.14083213]
 [ 20.20723037   2.17167891   0.           0.        ]]",[-0.22071351 -0.24107815]
12,[ 0.00668272 -0.7775178 ],[ 0.87768301 -0.25957566],-0.208820733473,-0.208820733473,"[-1.73535963 -0.67845258  0.39146777  0.73572083 -1.22747488  1.19701235
  1.33296893  0.75441962  0.87198163 -1.1370551   0.        ]","[[  2.82569734  -3.11206191  -0.14362281   0.14083213]
 [ 15.84793434   3.09481382   0.           0.        ]]",[-0.22071351 -0.24107815]
13,[-0.21522368 -0.91753769],[-0.9597512   0.09636239],-0.201722890504,-0.201722890504,"[-1.80481838 -0.674543   -0.13444534  0.58417975 -1.22747169  1.19700933
  1.65127305  0.618079    0.86358952 -1.05254573  0.        ]","[[  3.17437353  -3.05966659  -0.14362281   0.14083213]
 [ 19.00914399   2.08754116   0.           0.        ]]",[-0.22071351 -0.24107815]
14,[-0.16772746 -0.89099443],[-1.87974395 -1.06838922],-0.192705422195,-0.192705422195,"[-1.70898023 -0.66823191 -0.6395135   0.45406092 -1.2274685   1.19700631
  1.2307505   0.66412165  0.81846353 -0.99014117  0.        ]","[[  3.5126545   -3.01450274  -0.14362281   0.14083213]
 [ 14.83286896   2.4277096    0.           0.        ]]",[-0.22071351 -0.24107815]
15,[-0.0907369  -0.78251827],[-0.27069674 -0.29344427],-0.187855610518,-0.187855610518,"[-1.53722964 -0.66524453 -0.98027176  0.40662988 -1.22746531  1.19700329
  0.80249803  0.28247067  0.77866522 -0.97773811  0.        ]","[[  3.76663926  -2.99797959  -0.14362281   0.14083213]
 [ 10.57980577  -0.39190718   0.           0.        ]]",[-0.22071351 -0.24107815]
16,[-0.05212361 -0.77187562],[-1.10244439 -0.23975776],-0.18622031061,-0.18622031061,"[-1.35060344 -0.66664693 -1.20780439  0.42819182 -1.22746212  1.19700028
  0.67349056  0.31852931  0.75534864 -0.98651725  0.        ]","[[ 3.96538066 -3.00549581 -0.14362281  0.14083213]
 [ 9.29861265 -0.12550527  0.          0.        ]]",[-0.22071351 -0.24107815]
17,[ 0.08408608 -0.68987119],[ 0.8347953  -1.42990216],-0.1849904854,-0.1849904854,"[-1.19071108 -0.66659442 -1.34582508  0.42737845 -1.22745893  1.19699726
  0.25628501  0.34674279  0.73686213 -0.99397497  0.        ]","[[ 4.10978126 -3.00521262 -0.14362281  0.14083213]
 [ 5.15525214  0.08293715  0.          0.        ]]",[-0.22071351 -0.24107815]
18,[ 0.03118938 -0.76429617],[ 0.20893652 -0.09489299],-0.184124073011,-0.184124073011,"[-1.0257047  -0.66642355 -1.45132443  0.4247098  -1.22745574  1.19699424
  0.57881643  0.33854312  0.72014226 -1.0036242   0.        ]","[[ 4.24502442 -3.00428296 -0.14362281  0.14083213]
 [ 8.35838993  0.02236143  0.          0.        ]]",[-0.22071351 -0.24107815]
