timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-3.28427267 -1.45615852],[-3.68917136 -1.59698017],-0.391525508582,-0.391525508582,"[ 1.05702188  1.57206899 -0.08169739  1.05143582 -1.43285988 -1.02295226
 -0.21736531  0.29560732  3.01802118  1.43058967  0.        ]","[[-0.0170106  -0.02303774 -0.1653652  -0.11777544]
 [ 0.00194744  0.0028964   0.          0.        ]]",[-0.44479352 -0.40732044]
1,[-3.03077054 -1.18066502],[-3.1638693  -0.51894868],-0.387295811668,-0.387295811668,"[ 1.05491007  1.56988939 -0.1408632   0.9497229  -1.4328575  -1.02295112
 -0.70482836 -0.27398363  3.01041046  1.28810802  0.        ]","[[-0.05664712 -0.06269278 -0.1653652  -0.11777544]
 [-3.95244038 -3.95521413  0.          0.        ]]",[-0.44479352 -0.40732044]
2,[-2.65451288 -0.98739427],[-3.10804072 -0.87701496],-0.373236198701,-0.373236198701,"[ 1.03524124  1.55571065 -0.31577808  0.69744891 -1.43285511 -1.02294997
 -1.18274984 -0.55819544  2.94947169  0.89489802  0.        ]","[[-0.17459474 -0.16161289 -0.1653652  -0.11777544]
 [-7.82943219 -5.93021465  0.          0.        ]]",[-0.44479352 -0.40732044]
3,[-1.69413543 -0.44217062],[-2.01671093  0.41763323],-0.344156367376,-0.344156367376,"[ 0.95971632  1.50982099 -0.59551444  0.31790974 -1.43285272 -1.02294883
 -1.65117862 -1.04080254  2.73464838  0.31050798  0.        ]","[[ -0.36930921  -0.31386569  -0.1653652   -0.11777544]
 [-11.62943312  -9.28387521   0.           0.        ]]",[-0.44479352 -0.40732044]
4,[-0.97268003 -0.19344215],[-1.23752013 -0.30520002],-0.296343827114,-0.296343827114,"[ 0.77161592  1.42699521 -0.94754372 -0.07749905 -1.43285033 -1.02294769
 -2.11062498 -0.77613867  2.27847481 -0.2883508   0.        ]","[[ -0.6392932   -0.48109072  -0.1653652   -0.11777544]
 [-15.35659441  -7.44472205   0.           0.        ]]",[-0.44479352 -0.40732044]
5,[ 0.33618295  0.8124125 ],[ 0.28057622  0.80639106],-0.227802060305,-0.227802060305,"[ 0.41286998  1.31841698 -1.29945262 -0.42394983 -1.43284794 -1.02294654
 -2.56089755 -0.92854641  1.56838935 -0.67560283  0.        ]","[[ -0.98307352  -0.64061201  -0.1653652   -0.11777544]
 [-19.00937793  -8.50381473   0.           0.        ]]",[-0.44479352 -0.40732044]
6,[ 1.17653489  1.2834661 ],[ 2.22763045  1.5461935 ],-0.148795800229,-0.148795800229,"[-0.06999644  1.20481741 -1.51330561 -0.68949466 -1.43284556 -1.0229454
 -2.37794046 -0.44476902  0.79505801 -0.65290896  0.        ]","[[ -1.3483714   -0.77695851  -0.1653652   -0.11777544]
 [-17.52526039  -5.14203292   0.           0.        ]]",[-0.44479352 -0.40732044]
7,[ 1.32778597  0.84034312],[ 0.94642154 -0.091652  ],-0.0842213000874,-0.0842213000874,"[-0.51170946  1.14732122 -1.544719   -0.79963391 -1.43284317 -1.02294426
 -1.84769223  0.13959467  0.2487052  -0.36987925  0.        ]","[[ -1.65571988  -0.83905572  -0.1653652   -0.11777544]
 [-13.2237968   -1.081273     0.           0.        ]]",[-0.44479352 -0.40732044]
8,[ 1.35711122  0.96942884],[ 0.34117966  0.84863857],-0.0390539812169,-0.0390539812169,"[-0.82913494  1.12317    -1.47925649 -0.84201863 -1.43284078 -1.02294312
 -1.35385797  0.09032986 -0.07320684 -0.05340827  0.        ]","[[-1.88000157 -0.8641156  -0.1653652  -0.11777544]
 [-9.21770752 -1.42361502  0.          0.        ]]",[-0.44479352 -0.40732044]
9,[ 1.45966601  0.53993738],[ 1.20181231  1.36080052],-0.0128277849374,-0.0128277849374,"[-1.05457376  1.12853622 -1.38252994 -0.83278122 -1.43283839 -1.02294197
 -1.16510803  0.57790937 -0.26463558  0.21188191  0.        ]","[[-2.04899331 -0.85859282 -0.1653652  -0.11777544]
 [-7.68653259  1.96458773  0.          0.        ]]",[-0.44479352 -0.40732044]
