timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-3.91148949 -1.62213516],[-3.56995172 -1.17736293],-0.213209006591,-0.213209006591,"[ 1.1127252   1.35670143  0.05236788  1.37479109  0.79734344 -1.39799757
 -0.1792875   0.28412402  0.84756348  2.63486454  0.        ]","[[ 0.07240561  0.02747321  0.09291214 -0.16050827]
 [ 0.00468273  0.00317163  0.          0.        ]]",[-0.78530163 -0.77064443]
1,[-2.13398123 -0.85652053],[-2.6409753  -0.57932901],-0.203148846914,-0.203148846914,"[ 1.11567805  1.35709981 -0.00612974  1.2745721   0.79734304 -1.3979963
 -0.74574687 -0.35663292  0.85512754  2.45716471  0.        ]","[[ 0.03282327 -0.01217639  0.09291214 -0.16050827]
 [-3.94975431 -3.954945    0.          0.        ]]",[-0.78530163 -0.77064443]
2,[ 0.1287885  -0.36658132],[ 0.16616439 -0.30800225],-0.173516384239,-0.173516384239,"[ 1.11131017  1.34871955 -0.18045321  1.01908263  0.79734264 -1.39799503
 -1.30110248 -0.71505937  0.82988942  1.95478612  0.        ]","[[-0.08507001 -0.11348998  0.09291214 -0.16050827]
 [-7.82668091 -6.16903629  0.          0.        ]]",[-0.78530163 -0.77064443]
3,[ 0.59682935 -0.29564929],[ 0.86023276  0.70317538],-0.133611999798,-0.133611999798,"[ 1.07794898  1.31691844 -0.39708283  0.68513833  0.79734224 -1.39799375
 -1.18472123 -0.89275904  0.6989022   1.33829338  0.        ]","[[-0.23345192 -0.24788432  0.09291214 -0.16050827]
 [-7.01423323 -7.26673419  0.          0.        ]]",[-0.78530163 -0.77064443]
4,[-0.55236214 -0.88921231],[-0.74074093 -0.82411507],-0.102286098642,-0.102286098642,"[ 1.03605326  1.27092878 -0.54577271  0.40575201  0.79734183 -1.39799248
 -0.67754776 -0.41894738  0.52888004  0.91443449  0.        ]","[[-0.33821342 -0.36385299  0.09291214 -0.16050827]
 [-3.47367308 -4.33988339  0.          0.        ]]",[-0.78530163 -0.77064443]
5,[ 1.64417398  0.35455841],[ 1.41227379 -0.52481959],-0.0714361640129,-0.0714361640129,"[ 0.98345818  1.2067525  -0.68025694  0.13240892  0.79734143 -1.3979912
 -1.08733008 -0.93311359  0.31259888  0.55628323  0.        ]","[[-0.43638838 -0.48251787  0.09291214 -0.16050827]
 [-6.33435536 -7.51601765  0.          0.        ]]",[-0.78530163 -0.77064443]
6,[ 0.99123544  1.10535383],[ 0.80180039  1.32319765],-0.0373814295244,-0.0373814295244,"[ 0.9273778   1.08673107 -0.79281375 -0.22890077  0.79734103 -1.39798993
 -0.50262664 -1.24565786  0.02133861  0.25226199  0.        ]","[[-0.52212173 -0.65220932  0.09291214 -0.16050827]
 [-2.25256054 -9.44668637  0.          0.        ]]",[-0.78530163 -0.77064443]
7,[-0.30515963  0.70722854],[-0.51293897  0.71731122],-0.0190467906819,-0.0190467906819,"[ 0.91822332  0.95797301 -0.80916412 -0.507211    0.79734063 -1.39798866
 -0.04206409 -0.57455796 -0.15796843  0.15979737  0.        ]","[[-0.53491508 -0.79954954  0.09291214 -0.16050827]
 [ 0.96261119 -5.30113838  0.          0.        ]]",[-0.78530163 -0.77064443]
8,[ 0.32019928  0.38336128],[ 0.24261315  0.85462685],-0.0104509130161,-0.0104509130161,"[ 0.91727385  0.88311136 -0.8108316  -0.6365141   0.79734022 -1.39798738
 -0.33563896 -0.09766971 -0.24519681  0.13467182  0.        ]","[[-0.53622551 -0.87601551  0.09291214 -0.16050827]
 [-1.08682541 -2.35528295  0.          0.        ]]",[-0.78530163 -0.77064443]
9,[-0.22745723 -0.47755152],[-0.58872571 -0.47574335],-0.00715468127487,-0.00715468127487,"[ 0.9085598   0.87019971 -0.82591826 -0.65689129  0.79733982 -1.39798611
 -0.1952088   0.4576424  -0.27918152  0.1147888   0.        ]","[[-0.54812611 -0.88870387  0.09291214 -0.16050827]
 [-0.10648814  1.07501606  0.          0.        ]]",[-0.78530163 -0.77064443]
