timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.04192418 -0.38277566],[ 0.33936497 -1.21425095],-0.395380516628,-0.395380516628,"[ 1.04320496  1.24521563  0.13613462  0.09974556 -1.40948179 -1.01939869
  0.10022961  0.12634193  2.04149597  0.86271722  0.        ]","[[ 0.06250957 -0.08678772 -0.16838031 -0.11186336]
 [ 0.00155906 -0.00383717  0.          0.        ]]",[-0.03821282 -0.06440403]
1,[-0.04159531 -0.3870053 ],[-0.3071867   0.03665884],-0.394740208435,-0.394740208435,"[ 1.04188448  1.23992468  0.15694445  0.03080775 -1.40944048 -1.01937829
  0.22935267 -0.39614883  2.04013456  0.8522042   0.        ]","[[ 0.07602544 -0.12659677 -0.16838031 -0.11186336]
 [ 1.34554687 -3.96386803  0.          0.        ]]",[-0.03821282 -0.06440403]
2,[-0.04210855 -0.3897931 ],[-1.73772979  0.26672107],-0.392554339925,-0.392554339925,"[ 1.04019443  1.22418833  0.17916964 -0.10149799 -1.40939918 -1.0193579
  0.11003252 -0.36657512  2.03577071  0.81527553  0.        ]","[[ 0.09047597 -0.20362555 -0.16838031 -0.11186336]
 [ 0.10363921 -3.7397594   0.          0.        ]]",[-0.03821282 -0.06440403]
3,[-0.04334072 -0.39233807],[-0.66059556 -0.28670023],-0.387248554099,-0.387248554099,"[ 1.04391559  1.2058061   0.1212179  -0.20893026 -1.40935787 -1.0193375
 -0.2702833  -0.21725648  2.02605249  0.71500065  0.        ]","[[ 0.05283271 -0.26706637 -0.16838031 -0.11186336]
 [-3.85479058 -2.60809813  0.          0.        ]]",[-0.03821282 -0.06440403]
4,[-0.04373314 -0.39546931],[-1.86981487 -0.24521599],-0.376272653984,-0.376272653984,"[ 1.04411614  1.18277744 -0.03699684 -0.313826   -1.40931657 -1.0193171
 -0.51399908 -0.36009493  1.9928448   0.52666482  0.        ]","[[-0.04971426 -0.33009028 -0.16838031 -0.11186336]
 [-6.39147454 -3.69068342  0.          0.        ]]",[-0.03821282 -0.06440403]
5,[-0.04399802 -0.39776823],[ 0.0552581   0.31625007],-0.355947049802,-0.355947049802,"[ 1.0135504   1.14546239 -0.29105566 -0.44817613 -1.40927528 -1.01929671
 -0.88190895 -0.47835904  1.89667802  0.25156827  0.        ]","[[ -0.2159647   -0.41289739  -0.16838031  -0.11186336]
 [-10.22084874  -4.58702865   0.           0.        ]]",[-0.03821282 -0.06440403]
6,[-0.04383107 -0.39404833],[ 1.40454104 -1.46553265],-0.327941604441,-0.327941604441,"[ 0.92725515  1.10302986 -0.58427466 -0.57076788 -1.40923399 -1.01927631
 -0.841531   -0.30114068  1.72552368 -0.02746841  0.        ]","[[-0.41616674 -0.49116254 -0.16838031 -0.11186336]
 [-9.80074188 -3.24395854  0.          0.        ]]",[-0.03821282 -0.06440403]
7,[-0.04299517 -0.39328209],[-2.08334204 -1.22729822],-0.299038430877,-0.299038430877,"[ 0.8258162   1.03635724 -0.79391342 -0.72573008 -1.4091927  -1.01925592
 -0.4426835  -0.81529476  1.52778904 -0.21830826  0.        ]","[[-0.57053173 -0.59513865 -0.16838031 -0.11186336]
 [-5.6496032  -7.14067258  0.          0.        ]]",[-0.03821282 -0.06440403]
8,[-0.043026   -0.39432752],[ 0.35521128 -0.54148618],-0.259395739883,-0.259395739883,"[ 0.69916603  0.89423582 -0.98047243 -0.96953665 -1.40915141 -1.01923553
 -0.81198876 -1.31887704  1.25016204 -0.35932114  0.        ]","[[ -0.72208838  -0.77624692  -0.16838031  -0.11186336]
 [ -9.49342847 -10.95742153   0.           0.        ]]",[-0.03821282 -0.06440403]
9,[-0.04242508 -0.38890991],[ 1.5142535  -0.82041733],-0.20638738253,-0.20638738253,"[ 0.52462733  0.66379826 -1.16546904 -1.22857365 -1.40911013 -1.01921514
 -0.65895869 -1.57313591  0.89329696 -0.40007841  0.        ]","[[ -0.89597719  -1.01473326  -0.16838031  -0.11186336]
 [ -7.90081056 -12.88478416   0.           0.        ]]",[-0.03821282 -0.06440403]
