timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.00218513 -0.02952587],[ 1.06316285  0.69667961],-0.184171197697,-0.184171197697,"[  1.03374258e+00   1.15840085e+00  -9.74650577e-02   8.25913783e-02
   1.64386517e+00   1.38104366e+00  -2.02858791e-02  -2.65515624e-04
  -1.70055861e-01  -1.11136611e+00   0.00000000e+00]","[[-0.09845604  0.0484168   0.1818098   0.16676447]
 [-0.00294353 -0.00308397  0.          0.        ]]",[-0.02329493 -0.03048788]
1,[-0.00200487 -0.02911299],[ 0.69513148 -0.1791407 ],-0.173039740344,-0.173039740344,"[ 1.0379994   1.15610445 -0.03649443  0.1274262   1.64362658  1.38088625
  0.36486993  0.3576619  -0.16736164 -1.03725733  0.        ]","[[-0.05883454  0.07601787  0.1818098   0.16676447]
 [ 3.95193099  2.75400694  0.          0.        ]]",[-0.02329493 -0.03048788]
2,[-0.0019429  -0.02969755],[ 0.22785392  1.98184028],-0.145834808821,-0.145834808821,"[ 1.03878692  1.1499763   0.12682083  0.20419595  1.64338809  1.38072889
  0.62507569  0.25834435 -0.17676386 -0.85862082  0.        ]","[[ 0.04701307  0.12342358  0.1818098   0.16676447]
 [ 6.62393433  1.98911371  0.          0.        ]]",[-0.02329493 -0.03048788]
3,[-0.00222573 -0.02864796],[ 0.12462116  1.31204692],-0.107905937299,-0.107905937299,"[ 1.015878    1.13349458  0.34157502  0.3312274   1.64314971  1.38057159
  0.69992292  0.76723621 -0.2282597  -0.61667902  0.        ]","[[ 0.18720606  0.20253529  0.1818098   0.16676447]
 [ 7.39282701  5.90899102  0.          0.        ]]",[-0.02329493 -0.03048788]
4,[-0.00289848 -0.02726256],[-0.75776609  0.08380562],-0.0629588832196,-0.0629588832196,"[ 0.96101435  1.07800212  0.56692303  0.57609828  1.64291143  1.38041434
  0.733533    1.26599577 -0.36112195 -0.3327344   0.        ]","[[ 0.33852883  0.35926726  0.1818098   0.16676447]
 [ 7.73835623  9.75139385  0.          0.        ]]",[-0.02329493 -0.03048788]
5,[-0.003443   -0.02636338],[ 0.74330717 -0.48533478],-0.04480978536,-0.04480978536,"[ 0.89408424  0.96736667  0.74189007  0.86248252  1.64267325  1.38025714
  0.42665389  1.2840208  -0.55535702 -0.10913355  0.        ]","[[ 0.46168643  0.55569844  0.1818098   0.16676447]
 [ 4.58788417  9.89125139  0.          0.        ]]",[-0.02329493 -0.03048788]
6,[-0.00374756 -0.02694074],[ 1.49483794  1.2065874 ],-0.0705767635868,-0.0705767635868,"[ 0.81039404  0.83218066  0.90282287  1.09197116  1.64243518  1.3801
  0.70432595  1.00887643 -0.77836473  0.04266245  0.        ]","[[ 0.58205025  0.7322666   0.1818098   0.16676447]
 [ 7.43902804  7.77262121  0.          0.        ]]",[-0.02329493 -0.03048788]
7,[-0.00426906 -0.02652948],[-0.58204121 -0.60216052],-0.124142640686,-0.124142640686,"[ 0.64749965  0.65021378  1.12768898  1.30444653  1.64219721  1.37994291
  1.07525023  1.5025896  -1.10875985  0.15578405  0.        ]","[[  0.7690451    0.92588812   0.1818098    0.16676447]
 [ 11.24797941  11.57682926   0.           0.        ]]",[-0.02329493 -0.03048788]
8,[-0.00458841 -0.02629603],[-1.22562679  0.85797112],-0.181008281785,-0.181008281785,"[ 0.43519919  0.42611165  1.32623417  1.47645309  1.64195935  1.37978588
  0.82938197  1.16322889 -1.46349816  0.14712423  0.        ]","[[ 0.96868581  1.13120594  0.1818098   0.16676447]
 [ 8.72437089  8.96366648  0.          0.        ]]",[-0.02329493 -0.03048788]
9,[-0.00469202 -0.02550278],[ 0.09389411 -1.97369371],-0.221057237716,-0.221057237716,"[ 0.27569899  0.17140718  1.43081993  1.58887218  1.64172159  1.3796289
  0.4271317   1.58111607 -1.71328262  0.03246392  0.        ]","[[  1.10174183   1.34279227   0.1818098    0.16676447]
 [  4.59497896  12.18423542   0.           0.        ]]",[-0.02329493 -0.03048788]
10,[-0.00459539 -0.02577545],[ 0.0402557   1.31002922],-0.248442517724,-0.248442517724,"[ 0.15516893 -0.08333847  1.49046905  1.63019618  1.64148393  1.37947197
  0.45461207  1.03568233 -1.87185672 -0.12314408  0.        ]","[[ 1.19647524  1.54432735  0.1818098   0.16676447]
 [ 4.8773105   7.98327327  0.          0.        ]]",[-0.02329493 -0.03048788]
11,[-0.00450555 -0.02537883],[ 2.3700035   0.72878554],-0.270464741605,-0.270464741605,"[ 0.025445   -0.33476163  1.53867391  1.60670779  1.64124637  1.3793151
  0.46073263  1.528964   -1.97962521 -0.30776856  0.        ]","[[  1.294653     1.74213372   0.1818098    0.16676447]
 [  4.94036623  11.78469436   0.           0.        ]]",[-0.02329493 -0.03048788]
12,[-0.00409113 -0.02538682],[-1.16010899  0.18696308],-0.290864153585,-0.290864153585,"[-0.16217296 -0.65345806  1.58213699  1.47971171  1.64100892  1.37915828
  0.83684776  1.87285375 -2.03696858 -0.57333346  0.        ]","[[  1.43220173   2.00443357   0.1818098    0.16676447]
 [  8.80186128  14.43645628   0.           0.        ]]",[-0.02329493 -0.03048788]
13,[-0.003556   -0.02532117],[ 0.75340531  1.09085507],-0.298517420884,-0.298517420884,"[-0.34930042 -0.96539526  1.59670339  1.21882983  1.64077157  1.37900151
  0.43437162  1.93149194 -1.9785604  -0.83346245  0.        ]","[[  1.56679041   2.29772315   0.1818098    0.16676447]
 [  4.67059183  14.89098823   0.           0.        ]]",[-0.02329493 -0.03048788]
14,[-0.00310384 -0.02538136],[-1.89176893  0.82576298],-0.289989408996,-0.289989408996,"[-0.51968269 -1.23147507  1.58568865  0.7961731   1.64053433  1.37884479
  0.71601971  2.40645763 -1.80215998 -1.02690113  0.        ]","[[  1.68921263   2.63231156   0.1818098    0.16676447]
 [  7.56209477  18.55565285   0.           0.        ]]",[-0.02329493 -0.03048788]
15,[-0.00323162 -0.0261089 ],[-0.88013709  0.45789202],-0.261739264488,-0.261739264488,"[-0.67077119 -1.38574051  1.55619194  0.17980902  1.64029719  1.37868813
  0.31578057  2.2713287  -1.52767719 -1.0882887   0.        ]","[[  1.79923972   3.03254264   0.1818098    0.16676447]
 [  3.45392942  17.51847856   0.           0.        ]]",[-0.02329493 -0.03048788]
16,[-0.00381365 -0.02940878],[-0.00976371  0.18984101],-0.249650480657,-0.249650480657,"[-0.71595886 -1.39308277  1.54347054 -0.01555824  1.64006015  1.37853153
 -0.03045739 -0.07098657 -1.43960588 -1.07043502  0.        ]","[[ 1.83265899  3.15279662  0.1818098   0.16676447]
 [-0.09996052 -0.53600349  0.          0.        ]]",[-0.02329493 -0.03048788]
17,[-0.00394648 -0.02983045],[ 0.71477872  1.7053676 ],-0.25447025275,-0.25447025275,"[-0.71272351 -1.3923059   1.54420797  0.05644427  1.63982321  1.37837497
 -0.0340395  -0.36296982 -1.47282451 -1.07948088  0.        ]","[[ 1.83029024  3.10855103  0.1818098   0.16676447]
 [-0.13674059 -2.78663346  0.          0.        ]]",[-0.02329493 -0.03048788]
