timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.56160617 -1.22177505],[ 2.16170412 -0.49027589],-0.292737901328,-0.292737901328,"[ 1.06535423  2.03608873  0.0558388   0.73667669 -0.44402425  1.32398836
 -0.21376806  0.34388854  1.63341354 -1.05974396  0.        ]","[[ 0.07518682  0.00403038 -0.05134581  0.14933827]
 [ 0.00390691 -0.00375014  0.          0.        ]]",[-0.10792264 -0.21736181]
1,[ 1.37675726 -1.28476274],[ 1.88308019 -1.00908976],-0.289466475957,-0.289466475957,"[ 1.06009503  2.03592075  0.11631477  0.67864649 -0.44402338  1.32398241
  0.14382784  0.07836726  1.62924586 -1.00848867  0.        ]","[[ 0.11496226 -0.01553693 -0.05134581  0.14933827]
 [ 3.96046051 -1.94650043  0.          0.        ]]",[-0.10792264 -0.21736181]
2,[ 1.04208243 -1.35678291],[ 0.55543481 -2.4106166 ],-0.280464663184,-0.280464663184,"[ 1.03163741  2.03017153  0.29392078  0.44687914 -0.44402251  1.32397645
  0.49442066 -0.457738    1.61070018 -0.8757624   0.        ]","[[ 0.23309135 -0.09382321 -0.05134581  0.14933827]
 [ 7.8395321  -5.86904549  0.          0.        ]]",[-0.10792264 -0.21736181]
3,[ 0.74349385 -1.39414346],[ 0.7173743  -1.56566997],-0.267866649377,-0.267866649377,"[ 0.95369917  1.99446405  0.55049644 -0.00835149 -0.44402164  1.3239705
  0.67913235 -0.98312311  1.56770875 -0.71694862  0.        ]","[[ 0.41038714 -0.24977361 -0.05134581  0.14933827]
 [ 9.88325111 -9.7131656   0.          0.        ]]",[-0.10792264 -0.21736181]
4,[ 0.42130741 -1.4115082 ],[ 0.14494205 -0.88439579],-0.251521363491,-0.251521363491,"[ 0.79829317  1.88345557  0.84662773 -0.64962008 -0.44402077  1.32396454
  0.91810058 -1.49811045  1.48802732 -0.56303346  0.        ]","[[  0.63458024  -0.48184375  -0.05134581   0.14933827]
 [ 12.52728977 -13.48124294   0.           0.        ]]",[-0.10792264 -0.21736181]
5,[ 0.23705211 -1.34461713],[ 0.25350978 -2.5439663 ],-0.231780536054,-0.231780536054,"[ 0.55515898  1.6449206   1.12649638 -1.36923842 -0.4440199   1.32395859
  0.94766376 -1.94018387  1.36675065 -0.45455064  0.        ]","[[  0.88840816  -0.78392321  -0.05134581   0.14933827]
 [ 12.85441703 -16.71588839   0.           0.        ]]",[-0.10792264 -0.21736181]
6,[ 0.09371513 -1.21686947],[ 0.71504941 -1.42939913],-0.210115404052,-0.210115404052,"[ 0.24207871  1.23765872  1.33716549 -1.98783186 -0.44401904  1.32395263
  1.01547551 -2.43603721  1.20859648 -0.43675939  0.        ]","[[  1.15302484  -1.15464484  -0.05134581   0.14933827]
 [ 13.60474125 -20.34413508   0.           0.        ]]",[-0.10792264 -0.21736181]
7,[-0.02005364 -1.06456518],[ 0.22243705 -0.75296456],-0.184394369807,-0.184394369807,"[-0.15607085  0.66054636  1.45754578 -2.2398918  -0.44401817  1.32394668
  1.24701957 -2.92205262  0.99346728 -0.50308932  0.        ]","[[  1.45082345  -1.59721141  -0.05134581   0.14933827]
 [ 16.16666299 -23.90055987   0.           0.        ]]",[-0.10792264 -0.21736181]
8,[-0.03721593 -0.84924805],[-1.02055309 -1.85628765],-0.16015585414,-0.16015585414,"[-0.61146089  0.01897061  1.43528073 -1.83467239 -0.4440173   1.32394073
  1.29776833 -3.26464763  0.72513293 -0.66982421  0.        ]","[[  1.77979158  -2.10037808  -0.05134581   0.14933827]
 [ 16.72822402 -26.4077548    0.           0.        ]]",[-0.10792264 -0.21736181]
9,[ 0.11909129 -0.59890771],[ 1.0659826  -0.81435368],-0.155172504866,-0.155172504866,"[-0.99063319 -0.49357428  1.28114449 -0.64101589 -0.44401643  1.32393477
  0.91005417 -3.73415162  0.43374355 -0.97530376  0.        ]","[[  2.07131903  -2.66300627  -0.05134581   0.14933827]
 [ 12.43847444 -29.84379878   0.           0.        ]]",[-0.10792264 -0.21736181]
10,[ 0.18711077 -0.53834361],[ 0.38354578 -0.10512279],-0.165277833587,-0.165277833587,"[-1.30803937 -0.64216909  1.01989097  0.88532324 -0.44401556  1.32392882
  1.24570563 -1.20512927  0.19190807 -1.22928817  0.        ]","[[  2.35734397  -3.19576744  -0.05134581   0.14933827]
 [ 16.15227405 -11.33849893   0.           0.        ]]",[-0.10792264 -0.21736181]
11,[ 0.17601609 -0.64655519],[-0.08586288 -0.21150383],-0.171876083157,-0.171876083157,"[-1.57652246 -0.6392412   0.60430712  0.977919   -0.44401469  1.32392286
  1.35410857  0.8312478   0.15081576 -1.30514791  0.        ]","[[  2.69242601  -3.22706876  -0.05134581   0.14933827]
 [ 17.35174509   3.56208527   0.           0.        ]]",[-0.10792264 -0.21736181]
12,[ 0.10395655 -0.6702987 ],[-0.39404256 -0.78852184],-0.162496956229,-0.162496956229,"[-1.70632023 -0.64413188  0.10721376  0.72278159 -0.44401383  1.32391691
  1.29233651  0.91913758  0.19260957 -1.20405221  0.        ]","[[  3.03260459  -3.14093457  -0.05134581   0.14933827]
 [ 16.66834248   4.20521183   0.           0.        ]]",[-0.10792264 -0.21736181]
13,[ 0.05185071 -0.66232282],[ 0.37775369 -1.55456122],-0.152100281574,-0.152100281574,"[-1.68530533 -0.64103216 -0.37048431  0.52317594 -0.44401296  1.32391096
  1.1214947   0.69033185  0.17877469 -1.11715066  0.        ]","[[  3.34700646  -3.07357678  -0.05134581   0.14933827]
 [ 14.77813999   2.53100922   0.           0.        ]]",[-0.10792264 -0.21736181]
14,[ -5.05857170e-04  -6.89023614e-01],[ 1.27383204 -0.86423608],-0.145039959012,-0.145039959012,"[-1.53535319 -0.63674642 -0.80864674  0.41385943 -0.44401209  1.323905
  1.23021803  0.51919108  0.13902944 -1.07255157  0.        ]","[[  3.65463935  -3.03657578  -0.05134581   0.14933827]
 [ 15.98114603   1.27874879   0.           0.        ]]",[-0.10792264 -0.21736181]
15,[-0.03079055 -0.74444765],[-0.06462436 -0.58521614],-0.141610296593,-0.141610296593,"[-1.22100856 -0.6339752  -1.22562087  0.36036802 -0.44401122  1.32389905
  1.5594545   0.42763355  0.08895762 -1.06373991  0.        ]","[[  4.01081242  -3.01842081  -0.05134581   0.14933827]
 [ 19.62402445   0.60881246   0.           0.        ]]",[-0.10792264 -0.21736181]
16,[ -9.44733620e-06  -7.69271374e-01],[ 0.65799624  0.50599926],-0.142111868459,-0.142111868459,"[-0.75461014 -0.63248639 -1.51093389  0.33469814 -0.44401035  1.32389309
  1.50120763  0.38482441  0.04175066 -1.08567929  0.        ]","[[  4.39682765  -3.00969444  -0.05134581   0.14933827]
 [ 18.9796485    0.29557622   0.           0.        ]]",[-0.10792264 -0.21736181]
17,[ 0.08471441 -0.83624589],[ 0.28193138  0.29421817],-0.146093116365,-0.146093116365,"[-0.20251012 -0.62746293 -1.58064847  0.25852235 -0.44400948  1.32388714
  1.702701    0.65788546 -0.00897243 -1.13534509  0.        ]","[[  4.79879023  -2.98373607  -0.05134581   0.14933827]
 [ 21.20916787   2.2936173    0.           0.        ]]",[-0.10792264 -0.21736181]
18,[ 0.19782779 -0.89475358],[-0.80081099 -0.13808449],-0.156844451427,-0.156844451427,"[ 0.36606069 -0.61327963 -1.38628148  0.09211163 -0.44400862  1.32388119
  1.76562244  0.8109447  -0.05314228 -1.23689655  0.        ]","[[  5.22996014  -2.9266269   -0.05134581   0.14933827]
 [ 21.90548823   3.41359036   0.           0.        ]]",[-0.10792264 -0.21736181]
19,[ 0.34369841 -0.90212494],[ 0.12518681 -1.43820595],-0.172124961086,-0.172124961086,"[ 0.78438665 -0.59301013 -0.98484052 -0.08651408 -0.44400775  1.32387523
  1.4398489   0.727023   -0.04426326 -1.36391312  0.        ]","[[  5.63190545  -2.86451604  -0.05134581   0.14933827]
 [ 18.30106207   2.79953657   0.           0.        ]]",[-0.10792264 -0.21736181]
20,[ 0.41291106 -0.8915028 ],[ 1.31242215 -2.68322478],-0.182196292832,-0.182196292832,"[ 1.01357249 -0.58709071 -0.48677243 -0.13122872 -0.44400688  1.32386928
  1.45187736  0.17836729  0.01972463 -1.4351404   0.        ]","[[  5.9992625   -2.84880502  -0.05134581   0.14933827]
 [ 18.43423219  -1.21505061   0.           0.        ]]",[-0.10792264 -0.21736181]
21,[ 0.40399393 -0.87942684],[ 0.74464363 -1.65968381],-0.181262770437,-0.181262770437,"[ 1.05914856 -0.60913322  0.12520032  0.05149538 -0.44400601  1.32386333
  1.77671544 -0.35940183  0.09148221 -1.40739697  0.        ]","[[  6.40400967  -2.91258658  -0.05134581   0.14933827]
 [ 22.02853427  -5.14997994   0.           0.        ]]",[-0.10792264 -0.21736181]
22,[ 0.37601024 -0.87072361],[ 2.26608719 -1.40965795],-0.174874359473,-0.174874359473,"[ 0.83659973 -0.63560761  0.78658383  0.39102876 -0.44400514  1.32385737
  2.00377053 -0.05992069  0.1274154  -1.34008955  0.        ]","[[  6.86978714  -3.02883135  -0.05134581   0.14933827]
 [ 24.54097417  -2.95864247   0.           0.        ]]",[-0.10792264 -0.21736181]
23,[ 0.10321079 -0.92216218],[ 0.61829078 -1.26403055],-0.172096069696,-0.172096069696,"[ 0.29346278 -0.63773117  1.31075406  0.43556107 -0.44400427  1.32385142
  2.31768849  0.40599232  0.15884783 -1.30383543  0.        ]","[[  7.39545934  -3.04393105  -0.05134581   0.14933827]
 [ 28.0146135    0.45049702   0.           0.        ]]",[-0.10792264 -0.21736181]
24,[-0.10079933 -0.9011355 ],[-0.28157629 -0.41610502],-0.169877349413,-0.169877349413,"[-0.49033125 -0.63578598  1.45739417  0.39458928 -0.4440034   1.32384547
  2.48878051  0.44451464  0.21651515 -1.25897698  0.        ]","[[  7.97474882  -3.03004006  -0.05134581   0.14933827]
 [ 29.90801313   0.73237478   0.           0.        ]]",[-0.10792264 -0.21736181]
25,[-0.11727413 -0.81469053],[ 0.18213522 -0.81299379],-0.162298638133,-0.162298638133,"[-1.22126071 -0.63375056  1.10755313  0.35661916 -0.44400254  1.32383952
  2.33448731  0.41563457  0.23881628 -1.17920449  0.        ]","[[  8.55578275  -3.01714749  -0.05134581   0.14933827]
 [ 28.20106821   0.52106273   0.           0.        ]]",[-0.10792264 -0.21736181]
26,[-0.12098367 -0.78440881],[ 1.35077153 -1.93764372],-0.152448334196,-0.152448334196,"[-1.65101063 -0.63246347  0.3973404   0.33454628 -0.44400167  1.32383356
  2.34917754  0.37932998  0.21444115 -1.10202621  0.        ]","[[  9.12143774  -3.00964341  -0.05134581   0.14933827]
 [ 28.36388997   0.25542453   0.           0.        ]]",[-0.10792264 -0.21736181]
27,[-0.13756007 -0.82083249],[ 0.48979015 -0.24686431],-0.143694768176,-0.143694768176,"[-1.65319031 -0.63186049 -0.50742816  0.32464342 -0.4440008   1.32382761
  2.65621875  0.35861012  0.15147912 -1.05454952  0.        ]","[[  9.72280649  -3.00627446  -0.05134581   0.14933827]
 [ 31.76166362   0.10382079   0.           0.        ]]",[-0.10792264 -0.21736181]
28,[-0.13528425 -0.86947572],[-0.183496   -1.08169046],-0.140444050759,-0.140444050759,"[-1.13633856 -0.63146487 -1.29815472  0.31828712 -0.44399993  1.32382166
  2.77461086  0.357684    0.07036405 -1.06074976  0.        ]","[[ 10.37118792  -3.0041113   -0.05134581   0.14933827]
 [ 33.07211219   0.09704918   0.           0.        ]]",[-0.10792264 -0.21736181]
29,[-0.04853939 -0.90387028],[-0.7104178  -1.71605602],-0.145268856127,-0.145268856127,"[-0.29033163 -0.63132695 -1.58592803  0.31610935 -0.44399906  1.32381571
  2.64974914  0.34472202  0.00986144 -1.12292706  0.        ]","[[  1.10187718e+01  -3.00337015e+00  -5.13458051e-02   1.49338266e-01]
 [  3.16908826e+01   2.21036950e-03   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
30,[ 0.14248019 -0.92961365],[-1.37606464 -1.60018691],-0.154637666915,-0.154637666915,"[ 0.48896975 -0.63135328 -1.29982337  0.31655097 -0.44399819  1.32380975
  2.33883099  0.34284514 -0.00572002 -1.20723032  0.        ]","[[  1.16180737e+01  -3.00352068e+00  -5.13458051e-02   1.49338266e-01]
 [  2.82507657e+01  -1.15182276e-02   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
31,[ 0.32603934 -0.91409612],[-1.1065253  -2.34932333],-0.16358561214,-0.16358561214,"[ 0.94339555 -0.63139078 -0.69372287  0.31717105 -0.44399733  1.3238038
  1.93046413  0.34321815  0.01661831 -1.2775946   0.        ]","[[  1.21377529e+01  -3.00373196e+00  -5.13458051e-02   1.49338266e-01]
 [  2.37322118e+01  -8.78433057e-03   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
32,[ 0.47619128 -0.86606312],[-0.07057877 -0.94614454],-0.169835378971,-0.169835378971,"[ 1.06930263 -0.63141424 -0.05647585  0.3175678  -0.44399646  1.32379785
  1.53018952  0.34374689  0.05631258 -1.31985568  0.        ]","[[  1.25679585e+01  -3.00386721e+00  -5.13458051e-02   1.49338266e-01]
 [  1.93031091e+01  -4.91093997e-03   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
33,[ 0.5355944  -0.83983749],[ 0.41608422 -0.41870132],-0.173639941504,-0.173639941504,"[ 0.96948413 -0.63141534  0.50908957  0.31760794 -0.44399559  1.3237919
  1.47039433  0.34462544  0.10134176 -1.33839014  0.        ]","[[  1.29473829e+01  -3.00388107e+00  -5.13458051e-02   1.49338266e-01]
 [  1.86415347e+01   1.52202249e-03   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
34,[ 0.47597045 -0.83142579],[ 1.06775712 -0.45139785],-0.175449781807,-0.175449781807,"[ 0.6798727  -0.63130395  1.00073685  0.31585553 -0.44399472  1.32378594
  1.58591278  0.34994348  0.15027566 -1.33656208  0.        ]","[[ 13.33303979  -3.00328471  -0.05134581   0.14933827]
 [ 19.91989737   0.04043879   0.           0.        ]]",[-0.10792264 -0.21736181]
35,[ 0.23190567 -0.85763705],[ 1.04654956 -1.24612626],-0.174679341924,-0.174679341924,"[ 0.18066092 -0.63117493  1.36517848  0.31383172 -0.44399385  1.32377999
  1.90806689  0.34813053  0.20015236 -1.30927912  0.        ]","[[ 13.76720599  -3.0025959   -0.05134581   0.14933827]
 [ 23.48484204   0.02717815   0.           0.        ]]",[-0.10792264 -0.21736181]
36,[-0.02362236 -0.85956955],[ 1.39409695 -0.87181122],-0.170170552916,-0.170170552916,"[-0.50969195 -0.63120556  1.45465925  0.31433875 -0.44399298  1.32377404
  2.22383466  0.34090815  0.23852528 -1.25088054  0.        ]","[[  1.42719630e+01  -3.00276871e+00  -5.13458051e-02   1.49338266e-01]
 [  2.69792129e+01  -2.56632750e-02   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
37,[-0.17979285 -0.84137511],[ 0.0224313  -1.91532202],-0.161580175322,-0.161580175322,"[-1.22861418 -0.63127418  1.10067279  0.31544938 -0.44399212  1.32376809
  2.53334013  0.34261338  0.2461827  -1.16863561  0.        ]","[[  1.48459134e+01  -3.00314702e+00  -5.13458051e-02   1.49338266e-01]
 [  3.04044108e+01  -1.31815661e-02   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
38,[-0.15089679 -0.80070603],[-0.33540905 -1.21486191],-0.151153436323,-0.151153436323,"[-1.66808775 -0.6313323   0.33243868  0.31639609 -0.44399125  1.32376214
  2.48694354  0.3422785   0.21140272 -1.09173094  0.        ]","[[  1.54488536e+01  -3.00346950e+00  -5.13458051e-02   1.49338266e-01]
 [  2.98913240e+01  -1.56272712e-02   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
39,[-0.10297181 -0.78357899],[-0.1906845  -1.77705213],-0.143198421558,-0.143198421558,"[-1.64411994 -0.63137785 -0.53860843  0.31714436 -0.44399038  1.32375618
  2.31343661  0.34308464  0.14798154 -1.05170446  0.        ]","[[  1.60274189e+01  -3.00372442e+00  -5.13458051e-02   1.49338266e-01]
 [  2.79716011e+01  -9.72424794e-03   0.00000000e+00   0.00000000e+00]]",[-0.10792264 -0.21736181]
