timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.34487748  0.03685835],[ 2.48475944 -0.47198209],-0.312515038431,-0.312515038431,"[ 1.07889083  1.47395303  0.01613027  1.05936921 -0.6443222   1.17688259
 -0.21047583  0.28855611  2.34174318 -1.47143771  0.        ]","[[ 0.04885873 -0.0539844  -0.07400141  0.13500078]
 [ 0.00258678 -0.00234666  0.          0.        ]]",[-0.57934737 -0.5644362 ]
1,[ 2.25645232  0.06369063],[ 2.93180048 -0.03997487],-0.309686182703,-0.309686182703,"[ 1.07498144  1.4724171   0.07520298  1.01154296 -0.6443218   1.17688135
  0.29788679  0.00817721  2.33902064 -1.39432216  0.        ]","[[ 0.08860777 -0.07279712 -0.07400141  0.13500078]
 [ 3.95914175 -1.87268598  0.          0.        ]]",[-0.57934737 -0.5644362 ]
2,[ 2.45319271  0.06819914],[ 2.98785715  0.0073189 ],-0.299988102489,-0.299988102489,"[ 1.05012128  1.46783411  0.24911058  0.91342308 -0.6443214   1.17688012
  0.79610854 -0.0102156   2.31786364 -1.14335222  0.        ]","[[ 0.206696   -0.11148197 -0.07400141  0.13500078]
 [ 7.83677275 -1.99537992  0.          0.        ]]",[-0.57934737 -0.5644362 ]
3,[ 2.73297501  0.0052139 ],[ 2.48587273 -0.74792115],-0.28110676441,-0.28110676441,"[  9.66699035e-01   1.46123110e+00   5.25659685e-01   8.14342319e-01
  -6.44320997e-01   1.17687888e+00   1.28446791e+00  -1.60834461e-04
   2.23431500e+00  -7.07532537e-01   0.00000000e+00]","[[  0.40156676  -0.15071676  -0.07400141   0.13500078]
 [ 11.63765215  -1.92830707   0.           0.        ]]",[-0.57934737 -0.5644362 ]
4,[ 2.39636993 -0.180022  ],[ 3.45397658 -0.30160367],-0.252382762667,-0.252382762667,"[ 0.76955414  1.44518242  0.87048879  0.64432744 -0.6443206   1.17687765
  1.76332097 -0.43857774  2.03022396 -0.16606274  0.        ]","[[  0.67171283  -0.21862636  -0.07400141   0.13500078]
 [ 15.36455877  -4.85287709   0.           0.        ]]",[-0.57934737 -0.5644362 ]
5,[ 0.40652066 -0.54173243],[ 0.8578333  -1.12306685],-0.212555824505,-0.212555824505,"[ 0.40346396  1.407734    1.20940281  0.37929543 -0.6443202   1.17687641
  2.23262822 -0.60335468  1.65341516  0.38195272  0.        ]","[[  1.01565169  -0.32671296  -0.07400141   0.13500078]
 [ 19.01719534  -5.95206451   0.           0.        ]]",[-0.57934737 -0.5644362 ]
6,[-1.85254002 -0.67671001],[-1.74110983 -0.302261  ],-0.16199007245,-0.16199007245,"[-0.14499089  1.32779949  1.41759887  0.0107937  -0.64431979  1.17687518
  2.62055803 -1.17932375  1.09600296  0.78819872  0.        ]","[[  1.42628855  -0.48430471  -0.07400141   0.13500078]
 [ 22.03650609  -9.79421461   0.           0.        ]]",[-0.57934737 -0.5644362 ]
7,[-2.00016809  0.04324644],[-1.91121019 -0.84098844],-0.113736845088,-0.113736845088,"[-0.70840326  1.1812024   1.38601009 -0.42510312 -0.64431939  1.17687395
  2.05637331 -1.32929747  0.54928223  0.89322733  0.        ]","[[  1.8229628   -0.69022637  -0.07400141   0.13500078]
 [ 17.64550728 -10.79466177   0.           0.        ]]",[-0.57934737 -0.5644362 ]
8,[-1.34726214  0.72543561],[-1.09975138 -0.20777716],-0.0801730295838,-0.0801730295838,"[-1.11400785  0.95057135  1.2040676  -0.8563386  -0.64431899  1.17687271
  1.50339897 -1.79612795  0.21920712  0.77643433  0.        ]","[[  2.13269286  -0.93736397  -0.07400141   0.13500078]
 [ 13.34173247 -13.90879192   0.           0.        ]]",[-0.57934737 -0.5644362 ]
9,[-0.58416229  1.25022626],[-0.59921226  0.8435188 ],-0.0608913827896,-0.0608913827896,"[-1.36458905  0.62979999  0.99573667 -1.19627167 -0.64431859  1.17687148
  0.96117102 -1.87793102  0.10947052  0.57276106  0.        ]","[[  2.35718697  -1.22101422  -0.07400141   0.13500078]
 [  9.12158387 -14.45450496   0.           0.        ]]",[-0.57934737 -0.5644362 ]
