timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 0.2102229  -1.12299323],[ 0.74854254 -2.47560842],-0.272014450338,-0.272014450338,"[ 1.05669479  1.73001366 -0.11886703  0.81558765 -0.31149856  0.83017556
  0.01684775  0.29321215  1.41558183 -0.71772703  0.        ]","[[-0.07834797  0.09788182 -0.03990187  0.1025097 ]
 [-0.00139942  0.00226024  0.          0.        ]]",[-0.05393681 -0.15914425]
1,[ 0.19194666 -1.14675164],[-0.63593368 -0.46232363],-0.271466745414,-0.271466745414,"[ 1.05929356  1.73389117 -0.07329135  0.71985588 -0.31149744  0.83017098
  0.29532206 -0.24419838  1.41696021 -0.70361283  0.        ]","[[-0.04865019  0.05818719 -0.03990187  0.1025097 ]
 [ 2.96130664 -3.95851952  0.          0.        ]]",[-0.05393681 -0.15914425]
2,[ 0.20244837 -1.14484191],[ 0.46783814 -2.14678055],-0.272862324402,-0.272862324402,"[ 1.06076179  1.73506501 -0.02194999  0.48592602 -0.31149633  0.8301664
  0.05342193 -0.48181144  1.41662431 -0.73103511  0.        ]","[[-0.01524544 -0.03855396 -0.03990187  0.1025097 ]
 [ 0.38773485 -5.70976236  0.          0.        ]]",[-0.05393681 -0.15914425]
3,[ 0.19335786 -1.16199398],[-0.69048662 -0.52179203],-0.276104930245,-0.276104930245,"[ 1.06083123  1.7129742   0.01843359  0.11908615 -0.31149521  0.83016183
  0.2267946  -1.00381605  1.40558056 -0.81577864  0.        ]","[[ 0.01101591 -0.19135004 -0.03990187  0.1025097 ]
 [ 2.23224763 -9.55701962  0.          0.        ]]",[-0.05393681 -0.15914425]
4,[ 0.20697892 -1.14640021],[-0.96362589 -1.05230877],-0.27975135377,-0.27975135377,"[ 1.06037273  1.63581644  0.04426668 -0.36581039 -0.31149409  0.83015725
 -0.03404951 -1.25832427  1.36583673 -0.95756004  0.        ]","[[  0.02781797  -0.40131105  -0.03990187   0.1025097 ]
 [ -0.54285445 -11.4328405    0.           0.        ]]",[-0.05393681 -0.15914425]
5,[ 0.22087377 -1.10022593],[-0.57809478 -0.57339653],-0.284606271163,-0.284606271163,"[ 1.06059052  1.46548642 -0.03106108 -0.91816899 -0.31149298  0.83015267
 -0.39129367 -1.76465371  1.24685913 -1.22002326  0.        ]","[[ -0.02117083  -0.66741072  -0.03990187   0.1025097 ]
 [ -4.34355171 -15.16470408   0.           0.        ]]",[-0.05393681 -0.15914425]
6,[ 0.21227491 -1.02504241],[-0.35044212 -1.79629657],-0.284536946278,-0.284536946278,"[ 1.04919976  1.1665948  -0.19806377 -1.44390189 -0.31149186  0.8301481
 -0.59827237 -2.03183165  0.98869045 -1.52294032  0.        ]","[[ -0.13013355  -0.99046428  -0.03990187   0.1025097 ]
 [ -6.54559756 -17.13409134   0.           0.        ]]",[-0.05393681 -0.15914425]
7,[ 0.18025434 -0.90739965],[-0.36686032 -1.4905596 ],-0.271446774205,-0.271446774205,"[ 1.00941981  0.72754465 -0.41413026 -1.7910757  -0.31149075  0.83014352
 -0.71658816 -2.52291611  0.58883427 -1.71014745  0.        ]","[[ -0.27367217  -1.36946516  -0.03990187   0.1025097 ]
 [ -7.80437784 -20.75393249   0.           0.        ]]",[-0.05393681 -0.15914425]
8,[ 0.13457485 -0.74702501],[-0.25665095 -1.20929479],-0.237754716259,-0.237754716259,"[ 0.92749841  0.16444728 -0.65742542 -1.7651005  -0.31148963  0.83013894
 -0.83884258 -3.00423097  0.12437455 -1.64042779  0.        ]","[[ -0.44280702  -1.82014376  -0.03990187   0.1025097 ]
 [ -9.10507039 -24.30210927   0.           0.        ]]",[-0.05393681 -0.15914425]
9,[ 0.07882675 -0.60632455],[ 3.20427895 -1.00251179],-0.18040111178,-0.18040111178,"[ 0.79266434 -0.4022086  -0.90863823 -1.15701682 -0.31148852  0.83013437
 -0.91778107 -3.47596993 -0.20274454 -1.26144143  0.        ]","[[ -0.6333346   -2.34108225  -0.03990187   0.1025097 ]
 [ -9.94494089 -27.78016891   0.           0.        ]]",[-0.05393681 -0.15914425]
10,[ 0.04225951 -0.56593883],[-0.95052755 -0.72694158],-0.11477181287,-0.11477181287,"[ 0.65074537 -0.75707725 -1.09150673  0.07326732 -0.3114874   0.83012979
 -0.52740608 -3.93831175 -0.16061107 -0.75647172  0.        ]","[[ -0.79056945  -2.93089313  -0.03990187   0.1025097 ]
 [ -5.79184037 -31.18956019   0.           0.        ]]",[-0.05393681 -0.15914425]
