timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.9528327  -0.21438055],[ 2.15693758 -0.22716064],-0.153229510724,-0.153229510724,"[ 1.02861059  1.97169274 -0.15122175  0.67650891  1.02758979  0.91656697
 -0.2637719   0.33283856  0.3855348  -0.99229643  0.        ]","[[-0.04404552 -0.05679323  0.11885328  0.10817885]
 [-0.00214512 -0.00012027  0.          0.        ]]",[-0.23404227 -0.25009581]
1,[ 1.72455454 -0.33771265],[ 2.06570315 -0.82527913],-0.147625261895,-0.147625261895,"[ 1.02997812  1.97094417 -0.09065114  0.6506631   1.02758771  0.91656531
  0.14033115  0.21074764  0.38850675 -0.92594628  0.        ]","[[-0.00439396 -0.06583564  0.11885328  0.10817885]
 [ 3.95412765 -0.90111176  0.          0.        ]]",[-0.23404227 -0.25009581]
2,[ 1.26730204 -0.4372493 ],[ 1.66635861 -1.66139399],-0.132780816659,-0.132780816659,"[ 1.02079475  1.96478577  0.08929533  0.50625459  1.02758563  0.91656365
  0.5365352  -0.22984178  0.38561815 -0.7519874   0.        ]","[[ 0.11360716 -0.11648045  0.11885328  0.10817885]
 [ 7.83306888 -4.1525234   0.          0.        ]]",[-0.23404227 -0.25009581]
3,[ 0.48901343 -0.55683112],[-0.73612166 -0.65540368],-0.111095769903,-0.111095769903,"[ 0.96268234  1.9360738   0.37992952  0.16268853  1.02758355  0.91656199
  0.9249331  -0.75544152  0.35196532 -0.50686167  0.        ]","[[  0.30842025  -0.23844809   0.11885328   0.10817885]
 [ 11.63559309  -8.03128741   0.           0.        ]]",[-0.23404227 -0.25009581]
4,[ 0.5245024  -0.36878321],[ 1.25784594 -0.30538761],-0.0926387353746,-0.0926387353746,"[ 0.84873669  1.85596453  0.66154351 -0.33775548  1.02758147  0.91656032
  0.60408429 -1.08537337  0.28897456 -0.32361243  0.        ]","[[  0.50961596  -0.42350292   0.11885328   0.10817885]
 [  8.4944154  -10.46609354   0.           0.        ]]",[-0.23404227 -0.25009581]
5,[-0.23448099 -0.5150153 ],[ 0.43422008 -0.69366493],-0.0745126964959,-0.0745126964959,"[ 0.67829368  1.70751155  0.92082397 -0.87769637  1.02757939  0.91655866
  0.9910696  -1.22129934  0.19717253 -0.18119828  0.        ]","[[  0.71751666  -0.64288998   0.11885328   0.10817885]
 [ 12.28310958 -11.4692049    0.           0.        ]]",[-0.23404227 -0.25009581]
6,[-0.72411644 -0.52620542],[-1.41472325  0.03889087],-0.0494596161946,-0.0494596161946,"[ 0.40050091  1.47161947  1.18344542 -1.39970448  1.02757731  0.916557
  1.14185842 -1.56270888  0.04585551 -0.01951949  0.        ]","[[  0.97799042  -0.89755389   0.11885328   0.10817885]
 [ 13.75939214 -13.98873615   0.           0.        ]]",[-0.23404227 -0.25009581]
7,[-0.51982969 -0.30032307],[-0.34993063  1.10279151],-0.0282927416737,-0.0282927416737,"[ 0.10612624  1.15665395  1.34619476 -1.80090764  1.02757523  0.91655534
  0.70993999 -1.50407925 -0.11195039  0.03460525  0.        ]","[[  1.21075299  -1.17298699   0.11885328   0.10817885]
 [  9.53082044 -13.55610346   0.           0.        ]]",[-0.23404227 -0.25009581]
8,[-0.56325763 -0.2313602 ],[ 0.8897023  -0.45011892],-0.0150718499766,-0.0150718499766,"[-0.13372737  0.8644123   1.41803419 -1.98365802  1.02757315  0.91655368
  0.54916882 -0.93106613 -0.2417605   0.02347949  0.        ]","[[ 1.38557712 -1.40168133  0.11885328  0.10817885]
 [ 7.95684088 -9.32745303  0.          0.        ]]",[-0.23404227 -0.25009581]
9,[-1.03634787 -0.34510922],[-0.14573342 -0.71754806],-0.0146514686362,-0.0146514686362,"[-0.40735844  0.59527329  1.44412195 -2.02289581  1.02757107  0.91655202
  0.89279864 -1.14758217 -0.39058493  0.02930237  0.        ]","[[  1.57846741  -1.60426281   0.11885328   0.10817885]
 [ 11.32106839 -10.92529485   0.           0.        ]]",[-0.23404227 -0.25009581]
