timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.85261464 -1.96187127],[-1.48122357 -1.08786143],-0.343946919271,-0.343946919271,"[ 1.0670453   1.52713301 -0.1647206   1.24229678 -1.15683799  0.11583033
 -0.22149879  0.29192515  2.82058238 -0.14581984  0.        ]","[[-0.0720868   0.0343311  -0.13343687  0.01278511]
 [ 0.00288496 -0.00069478  0.          0.        ]]",[-0.49630439 -0.47761366]
1,[-0.96965402 -1.84436119],[-1.03091354 -1.65103343],-0.344032461491,-0.344032461491,"[ 1.06182062  1.52786804 -0.22357538  1.14068514 -1.15683666  0.11583027
 -0.71253658 -0.2880333   2.81093649 -0.29507119  0.        ]","[[-0.11170474 -0.00539506 -0.13343687  0.01278511]
 [-3.9515164  -3.95873514  0.          0.        ]]",[-0.49630439 -0.47761366]
2,[-1.14324903 -1.88878524],[-2.12120688 -2.43904496],-0.342035113176,-0.342035113176,"[ 1.03305894  1.51811064 -0.39685263  0.83936027 -1.15683534  0.11583021
 -1.19386976 -0.85651248  2.73634607 -0.72968435  0.        ]","[[-0.22962644 -0.12349605 -0.13343687  0.01278511]
 [-7.82777131 -7.83843514  0.          0.        ]]",[-0.49630439 -0.47761366]
3,[-1.25940704 -1.84872937],[-0.8407566  -1.61979964],-0.331457471508,-0.331457471508,"[ 0.94335783  1.46337162 -0.67148418  0.35359739 -1.15683402  0.11583015
 -1.665722   -1.41373055  2.47248956 -1.37633543  0.        ]","[[ -0.42430659  -0.31842019  -0.13343687   0.01278511]
 [-11.62768905 -11.64129026   0.           0.        ]]",[-0.49630439 -0.47761366]
4,[-0.5623014  -0.77570355],[ 0.17246142 -1.31500062],-0.303007995055,-0.303007995055,"[ 0.74398258  1.31189007 -1.00454989 -0.26592272 -1.15683269  0.1158301
 -2.05013197 -1.9599258   1.88767475 -2.00463352  0.        ]","[[ -6.87918654e-01  -5.88647097e-01  -1.33436865e-01   1.27851063e-02]
 [ -1.47234417e+01  -1.53689374e+01   0.00000000e+00   0.00000000e+00]]",[-0.49630439 -0.47761366]
5,[-0.14261734  0.28552988],[-0.75450974  0.26063101],-0.251662462812,-0.251662462812,"[ 0.44304259  1.00899793 -1.29016533 -0.90034166 -1.15683137  0.11583004
 -1.92937598 -2.49547678  1.06189946 -2.21453613  0.        ]","[[ -9.72628201e-01  -9.32698352e-01  -1.33436865e-01   1.27851063e-02]
 [ -1.37510101e+01  -1.90239742e+01   0.00000000e+00   0.00000000e+00]]",[-0.49630439 -0.47761366]
6,[ 1.2807194   2.08670306],[ 1.22726726  2.48481814],-0.181555848508,-0.181555848508,"[ 0.05286943  0.58905537 -1.48437898 -1.30982653 -1.15683005  0.11582998
 -2.26678186 -2.28883263  0.28418193 -1.83968645  0.        ]","[[ -1.27490979e+00  -1.29902888e+00  -1.33436865e-01   1.27851063e-02]
 [ -1.64682526e+01  -1.76137332e+01   0.00000000e+00   0.00000000e+00]]",[-0.49630439 -0.47761366]
7,[ 1.18738508  2.06557512],[ 1.67956324  1.98785669],-0.112401897375,-0.112401897375,"[-0.35252267  0.19674096 -1.54914408 -1.40193844 -1.15682872  0.11582992
 -1.73537546 -1.6575446  -0.13746833 -1.15636593  0.        ]","[[ -1.56134149e+00  -1.60807611e+00  -1.33436865e-01   1.27851063e-02]
 [ -1.21887641e+01  -1.33053804e+01   0.00000000e+00   0.00000000e+00]]",[-0.49630439 -0.47761366]
8,[ 0.79483813  1.57899189],[ 2.02998851  0.82651854],-0.0646444849201,-0.0646444849201,"[-0.64059904 -0.08660415 -1.521732   -1.31706223 -1.1568274   0.11582987
 -1.21421872 -1.03878452 -0.22085709 -0.60202898  0.        ]","[[-1.76301039 -1.831814   -0.13343687  0.01278511]
 [-7.99179845 -9.08251039  0.          0.        ]]",[-0.49630439 -0.47761366]
9,[ 0.14993826  1.00799966],[ 0.02523517  0.80135251],-0.0408341149018,-0.0408341149018,"[-0.8054812  -0.26464812 -1.47774329 -1.1936947  -1.15682608  0.11582981
 -0.70319214 -0.5329438  -0.17784862 -0.2806669   0.        ]","[[-1.88155702 -1.97882673 -0.13343687  0.01278511]
 [-3.87640426 -5.63028071  0.          0.        ]]",[-0.49630439 -0.47761366]
10,[ 0.32535183  0.93940198],[-0.56147932  0.96328678],-0.0327967660664,-0.0327967660664,"[-0.90776629 -0.35675933 -1.43913638 -1.10548057 -1.15682476  0.11582975
 -0.68131512 -0.05167472 -0.13059078 -0.10912404  0.        ]","[[-1.95731793 -2.05847751 -0.13343687  0.01278511]
 [-3.70022823 -2.34574506  0.          0.        ]]",[-0.49630439 -0.47761366]
11,[ 0.95767272  0.94821441],[ 0.65531274  1.46390993],-0.0275562071538,-0.0275562071538,"[-1.0322952  -0.36600969 -1.37915807 -1.0956015  -1.15682343  0.11582969
 -0.94824018  0.5140455  -0.12640273  0.0192906   0.        ]","[[-2.05289043 -2.06665493 -0.13343687  0.01278511]
 [-5.84983464  1.51514796  0.          0.        ]]",[-0.49630439 -0.47761366]
12,[ 0.36034274  0.00703897],[-0.06622784 -0.38319141],-0.0201908370541,-0.0201908370541,"[-1.14379511 -0.28588317 -1.31178796 -1.17493464 -1.15682211  0.11582964
 -0.61178717  1.08981354 -0.18131093  0.08699592  0.        ]","[[-2.1427014  -1.99692609 -0.13343687  0.01278511]
 [-3.14031672  5.44461904  0.          0.        ]]",[-0.49630439 -0.47761366]
13,[ 0.57589537  0.19058239],[ 0.4453747  -0.14499637],-0.012069538127,-0.012069538127,"[-1.22041316 -0.17557195 -1.25685432 -1.26272145 -1.15682079  0.11582958
 -0.63659827  0.85170661 -0.25444634  0.11046853  0.        ]","[[-2.20751262 -1.904338   -0.13343687  0.01278511]
 [-3.34012876  3.81960755  0.          0.        ]]",[-0.49630439 -0.47761366]
14,[ 0.13274354 -0.03570226],[ 0.58179739 -1.20838039],-0.0061217584118,-0.0061217584118,"[-1.27536417 -0.08989051 -1.21248319 -1.31529372 -1.15681946  0.11582952
 -0.40947962  0.75647624 -0.3078516   0.12963513  0.        ]","[[-2.25596383 -1.83446659 -0.13343687  0.01278511]
 [-1.5111013   3.16968974  0.          0.        ]]",[-0.49630439 -0.47761366]
15,[-0.34372151  0.21516749],[ 0.137396   -0.18981225],-0.0043418262545,-0.0043418262545,"[-1.28292136 -0.06126655 -1.20602286 -1.32999268 -1.15681814  0.11582947
 -0.11976333  0.16705883 -0.32612762  0.12232525  0.        ]","[[-2.26277673 -1.81143299 -0.13343687  0.01278511]
 [ 0.82203732 -0.85292515  0.          0.        ]]",[-0.49630439 -0.47761366]
