timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 1.72553408  0.50100619],[ 3.19399148  0.69321022],-0.397790651237,-0.397790651237,"[ 1.06679339  1.50330144  0.04130149  0.99187307 -1.33755194  1.43606309
 -0.20546886  0.29001356  3.02509053 -1.73226487  0.        ]","[[ 0.06422492 -0.06878698 -0.15415464  0.16647699]
 [-0.00020511  0.00377542  0.          0.        ]]",[-0.51210004 -0.49917969]
1,[ 1.88738465  0.44390786],[ 1.50437515  1.26568113],-0.392841861554,-0.392841861554,"[ 1.06199957  1.50524743  0.10024657  1.06205323 -1.33755016  1.43606099
  0.30282342  0.69374904  3.01995683 -1.59770187  0.        ]","[[ 0.10390069 -0.04118789 -0.15415464  0.16647699]
 [ 3.95461587  2.74699595  0.          0.        ]]",[-0.51210004 -0.49917969]
2,[ 2.19217348  0.12220237],[ 1.59426581  0.54938089],-0.375500345966,-0.375500345966,"[ 1.03448552  1.5045363   0.27373339  1.30163185 -1.33754837  1.43605888
  0.80100431  1.26827788  2.96553846 -1.18740695  0.        ]","[[ 0.22188346  0.05291908 -0.15415464  0.16647699]
 [ 7.83076616  6.6506939   0.          0.        ]]",[-0.51210004 -0.49917969]
3,[ 2.03050661 -0.576608  ],[ 1.91602317 -1.03645597],-0.34059242012,-0.34059242012,"[ 0.94668164  1.47906244  0.54899618  1.68891019 -1.33754658  1.43605677
  1.28944068  1.56882736  2.75394967 -0.56112001  0.        ]","[[  0.41662826   0.2064224   -0.15415464   0.16647699]
 [ 11.63110552   8.6928223    0.           0.        ]]",[-0.51210004 -0.49917969]
4,[ 1.53716278 -0.9285934 ],[ 1.69301098  0.37858998],-0.288691936277,-0.288691936277,"[ 0.74369018  1.43330712  0.89084771  2.01337813 -1.33754479  1.43605466
  1.76854045  0.96050104  2.32053685  0.06502171  0.        ]","[[  0.68665164   0.33880812  -0.15415464   0.16647699]
 [ 15.35881615   4.55949705   0.           0.        ]]",[-0.51210004 -0.49917969]
5,[-0.12750086 -1.70755017],[-0.49077263 -1.53407702],-0.218072684874,-0.218072684874,"[ 0.37110863  1.38171879  1.22422583  2.2611644  -1.337543    1.43605256
  2.23791058  1.16756756  1.64418685  0.51345097  0.        ]","[[  1.03046933   0.44411483  -0.15415464   0.16647699]
 [ 19.01085101   5.9664392    0.           0.        ]]",[-0.51210004 -0.49917969]
6,[-0.77356988 -1.79112673],[-0.66863772 -0.97011479],-0.140367354142,-0.140367354142,"[-0.10670673  1.33491784  1.41164537  2.43794888 -1.33754122  1.43605045
  1.94027122  0.56745504  0.89308804  0.59424618  0.        ]","[[  1.38745215   0.52253246  -0.15415464   0.16647699]
 [ 16.69506597   1.8889193    0.           0.        ]]",[-0.51210004 -0.49917969]
7,[-0.95352042 -1.49816287],[ 0.02182117 -1.47873529],-0.0790391566962,-0.0790391566962,"[-0.5422882   1.33564109  1.42578268  2.43544155 -1.33753943  1.43604834
  1.55803083 -0.00330628  0.33662585  0.41994686  0.        ]","[[  1.69151439   0.52140038  -0.15415464   0.16647699]
 [ 13.7210139   -1.98917228   0.           0.        ]]",[-0.51210004 -0.49917969]
8,[-1.56886446 -1.05912006],[-2.75390899 -0.5162114 ],-0.0342465476055,-0.0342465476055,"[-0.92041034  1.38272341  1.32279419  2.25692329 -1.33753764  1.43604624
  1.53440002 -0.58031147 -0.05568084  0.16830517  0.        ]","[[  1.96409031   0.442281    -0.15415464   0.16647699]
 [ 13.53717024  -5.90968901   0.           0.        ]]",[-0.51210004 -0.49917969]
9,[-1.26988411 -0.57308227],[-3.13525593 -0.83204476],-0.0207082143,-0.0207082143,"[-1.2069505   1.44712603  1.15767391  1.93110434 -1.33753585  1.43604413
  0.99161341 -0.86371648 -0.30119497 -0.0544846   0.        ]","[[ 2.1924605   0.30476638 -0.15415464  0.16647699]
 [ 9.31394874 -7.83531444  0.          0.        ]]",[-0.51210004 -0.49917969]
