timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-2.73411465 -1.43155324],[-3.10040099 -1.1448171 ],-0.318772695215,-0.318772695215,"[ 1.05208047  1.59877368  0.02558696  1.08607717 -0.59890455 -1.24722267
 -0.22250126  0.29763286  2.11526317  1.89240962  0.        ]","[[ 0.05824175 -0.00190022 -0.06875693 -0.14323407]
 [ 0.00118758 -0.00029117  0.          0.        ]]",[-0.40807921 -0.39075518]
1,[-2.17779112 -0.83263034],[-1.65483507 -0.66814658],-0.313056637695,-0.313056637695,"[ 1.05428322  1.59766296 -0.03365383  0.98378063 -0.59890409 -1.24722085
 -0.70323803 -0.26830805  2.11792017  1.75195665  0.        ]","[[ 0.0185902  -0.04161838 -0.06875693 -0.14323407]
 [-3.95318241 -3.95833861  0.          0.        ]]",[-0.40807921 -0.39075518]
2,[-1.5529139 -0.5384658],[-2.68730273  0.72135249],-0.294875520197,-0.294875520197,"[ 1.04739203  1.58503548 -0.20978579  0.71481933 -0.59890363 -1.24721903
 -1.17453657 -0.63516445  2.08431853  1.3530544   0.        ]","[[-0.09936974 -0.14652767 -0.06875693 -0.14323407]
 [-7.82992404 -6.5240408   0.          0.        ]]",[-0.40807921 -0.39075518]
3,[-0.97303998 -0.74282867],[-0.47445028 -1.30067278],-0.265075727668,-0.265075727668,"[ 0.99237844  1.55985659 -0.49491129  0.46097382 -0.59890316 -1.24721722
 -1.63678186 -0.20807308  1.93928476  0.81093199  0.        ]","[[ -0.2941177   -0.2470394   -0.06875693  -0.14323407]
 [-11.63221297  -3.53707626   0.           0.        ]]",[-0.40807921 -0.39075518]
4,[-0.1418718  -0.24036624],[-0.02990532 -0.66454791],-0.222797298594,-0.222797298594,"[ 0.84614067  1.51804563 -0.83439542  0.19112678 -0.5989027  -1.2472154
 -1.83683099 -0.76410437  1.61707101  0.23280029  0.        ]","[[ -0.54327185  -0.35679809  -0.06875693  -0.14323407]
 [-13.27778313  -7.42581644   0.           0.        ]]",[-0.40807921 -0.39075518]
5,[ 0.61020929  0.43460202],[ 1.3854882   0.57664015],-0.167244466231,-0.167244466231,"[ 0.60786738  1.42277451 -1.14171838 -0.21197074 -0.59890224 -1.24721359
 -1.81923831 -1.11928545  1.08547158 -0.22570887  0.        ]","[[ -0.80737518  -0.53023792  -0.06875693  -0.14323407]
 [-13.13310865  -9.90986819   0.           0.        ]]",[-0.40807921 -0.39075518]
6,[ 0.43825307  0.33703929],[-0.31970811  0.40582363],-0.11478045151,-0.11478045151,"[ 0.35507888  1.29441716 -1.34157777 -0.57575974 -0.59890177 -1.24721177
 -1.30688134 -0.76492567  0.54443557 -0.39102892  0.        ]","[[-1.02775329 -0.70356969 -0.06875693 -0.14323407]
 [-8.9186489  -7.43157491  0.          0.        ]]",[-0.40807921 -0.39075518]
7,[ 1.31116641  0.84428853],[ 1.798413    1.96032788],-0.0712164448891,-0.0712164448891,"[ 0.10853875  1.1777082  -1.46410107 -0.8181433  -0.59890131 -1.24720995
 -1.43933359 -0.51403619  0.09416876 -0.35929071  0.        ]","[[ -1.21705795  -0.83459632  -0.06875693  -0.14323407]
 [-10.00817779  -5.67692364   0.           0.        ]]",[-0.40807921 -0.39075518]
8,[ 1.00885975  0.11566447],[ 1.25269634 -0.17633658],-0.0414663226824,-0.0414663226824,"[-0.11204533  1.10645558 -1.52826849 -0.93874488 -0.59890084 -1.24720814
 -0.93445266  0.06804312 -0.23005195 -0.24896722  0.        ]","[[-1.3755544  -0.90728985 -0.06875693 -0.14323407]
 [-5.85520087 -1.60601801  0.          0.        ]]",[-0.40807921 -0.39075518]
9,[ 0.5682795   0.02274147],[ 1.32658933 -0.28939377],-0.0305302251829,-0.0305302251829,"[-0.22101177  1.06667345 -1.54609954 -0.99879295 -0.59890038 -1.24720632
 -0.43935219 -0.02741347 -0.37867822 -0.16472051  0.        ]","[[-1.4517976  -0.94610834 -0.06875693 -0.14323407]
 [-1.78266939 -2.27361538  0.          0.        ]]",[-0.40807921 -0.39075518]
10,[-0.13829173 -0.06161679],[-0.10639347  0.22863742],-0.0264114113801,-0.0264114113801,"[-0.21468806  1.00673833 -1.5453009  -1.08058365 -0.59889992 -1.24720451
  0.04598153 -0.18498792 -0.4084995  -0.11630348  0.        ]","[[-1.4473963  -1.00263782 -0.06875693 -0.14323407]
 [ 2.20952489 -3.37564795  0.          0.        ]]",[-0.40807921 -0.39075518]
11,[-0.11959565 -0.14814278],[ 0.37250194 -0.21309563],-0.0240577267247,-0.0240577267247,"[-0.15806863  0.94322717 -1.53686646 -1.15698407 -0.59889945 -1.24720269
 -0.01054199 -0.04596506 -0.38479365 -0.09283258  0.        ]","[[-1.40787073 -1.06039548 -0.06875693 -0.14323407]
 [ 1.7445814  -2.40336151  0.          0.        ]]",[-0.40807921 -0.39075518]
12,[-0.4320181  -0.10709123],[-0.64124924  0.06315134],-0.0227874619978,-0.0227874619978,"[-0.08792097  0.87958456 -1.52310749 -1.22397047 -0.59889899 -1.24720087
  0.16447597 -0.15986105 -0.34554769 -0.07622724  0.        ]","[[-1.35853485 -1.11645491 -0.06875693 -0.14323407]
 [ 3.18422019 -3.19991807  0.          0.        ]]",[-0.40807921 -0.39075518]
13,[ 0.04381291  0.18579914],[ 0.15580901  0.39118545],-0.0203965734316,-0.0203965734316,"[-0.03495779  0.80851377 -1.51023257 -1.28843966 -0.59889853 -1.24719906
 -0.15165949 -0.11494953 -0.32672603 -0.04424064  0.        ]","[[-1.32094107 -1.17730169 -0.06875693 -0.14323407]
 [ 0.58379852 -2.8858204   0.          0.        ]]",[-0.40807921 -0.39075518]
14,[-0.16668274 -0.1157601 ],[-0.37526671 -0.61184199],-0.017980943671,-0.017980943671,"[-0.01013376  0.75885606 -1.50344268 -1.32746322 -0.59889806 -1.24719724
 -0.07816045  0.11467383 -0.32526545 -0.01573933  0.        ]","[[-1.30319929 -1.21890541 -0.06875693 -0.14323407]
 [ 1.18837548 -1.2799017   0.          0.        ]]",[-0.40807921 -0.39075518]
15,[ 0.29878905  0.62176394],[-0.55248116 -0.17541949],-0.0136947042818,-0.0136947042818,"[ 0.00191004  0.69860477 -1.4999708  -1.36854906 -0.5988976  -1.24719543
 -0.26147695 -0.22805389 -0.34055194  0.02805809  0.        ]","[[-1.29456075 -1.26855265 -0.06875693 -0.14323407]
 [-0.31952224 -3.67683822  0.          0.        ]]",[-0.40807921 -0.39075518]
16,[ 0.94359183  1.26843393],[ 1.02465562  0.60462059],-0.00593986533982,-0.00593986533982,"[-0.03759698  0.59989187 -1.51091718 -1.42183425 -0.59889714 -1.24719361
 -0.52648935 -0.3168892  -0.41818887  0.13379989  0.        ]","[[-1.32282248 -1.34832297 -0.06875693 -0.14323407]
 [-2.49942209 -4.29812698  0.          0.        ]]",[-0.40807921 -0.39075518]
17,[ 0.14384481  0.56803364],[ 0.66983466  0.16919403],-0.0095639878753,-0.0095639878753,"[-0.051356    0.52303661 -1.51443911 -1.45185182 -0.59889667 -1.2471918
 -0.03945832  0.03747295 -0.45612708  0.20951608  0.        ]","[[-1.33261663 -1.40942    -0.06875693 -0.14323407]
 [ 1.50671822 -1.81982608  0.          0.        ]]",[-0.40807921 -0.39075518]
18,[-0.56624025  0.12423463],[-0.28870932 -0.17007847],-0.00309710363239,-0.00309710363239,"[ 0.02742801  0.48586551 -1.49222706 -1.46289113 -0.59889621 -1.24718998
  0.27915946  0.13834565 -0.3967048   0.19570529  0.        ]","[[-1.27618673 -1.43873843 -0.06875693 -0.14323407]
 [ 4.12755235 -1.11435307  0.          0.        ]]",[-0.40807921 -0.39075518]
