timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[-0.03045741 -0.10601942],[ 0.11695861 -0.07006512],-0.27922074376,-0.27922074376,"[ 1.04300711  1.15351663  0.0431207  -0.06120139 -0.27018569  1.06088811
  0.06422865  0.03929465  1.20312564 -0.84149032  0.        ]","[[ 0.02310499 -0.09104845 -0.04086122  0.11802311]
 [ 0.00414333 -0.00334624  0.          0.        ]]",[-0.033103  -0.0393322]
1,[-0.03040109 -0.10636021],[ 0.97516288  1.44486439],-0.278924003832,-0.278924003832,"[ 1.04279457  1.15312956  0.05032487 -0.06587375 -0.27018001  1.0608439
  0.10787006  0.00243599  1.20307876 -0.83692304  0.        ]","[[ 0.02783027 -0.09390005 -0.04086122  0.11802311]
 [ 0.46684354 -0.28088796  0.          0.        ]]",[-0.033103  -0.0393322]
2,[-0.03034436 -0.10347612],[-0.57710913  0.02393794],-0.273122138065,-0.273122138065,"[ 1.03924918  1.15640487  0.12333214 -0.00982881 -0.27017432  1.0607997
  0.47071548  0.52882253  1.20288544 -0.74443315  0.        ]","[[ 0.0757638  -0.05974915 -0.04086122  0.11802311]
 [ 4.31370322  3.68277361  0.          0.        ]]",[-0.033103  -0.0393322]
3,[-0.03052746 -0.10206991],[ 1.20899173 -0.55418999],-0.263591107566,-0.263591107566,"[ 1.02978307  1.15849087  0.2181205   0.11172741 -0.27016864  1.0607555
  0.24731515  0.53183622  1.19097698 -0.60268551  0.        ]","[[ 0.13827589  0.01413505 -0.04086122  0.11802311]
 [ 1.94539412  3.70556636  0.          0.        ]]",[-0.033103  -0.0393322]
4,[-0.03037837 -0.10344521],[-0.53334051  1.08368889],-0.252928990522,-0.252928990522,"[ 1.01026323  1.15584352  0.33552913  0.19616269 -0.27016296  1.06071131
  0.61690477  0.23045211  1.16359572 -0.45799397  0.        ]","[[ 0.2164971   0.06547822 -0.04086122  0.11802311]
 [ 5.8636786   1.43631763  0.          0.        ]]",[-0.033103  -0.0393322]
5,[-0.03063843 -0.09972644],[ 0.36448708  0.99543196],-0.238713674567,-0.238713674567,"[ 0.97527679  1.14718716  0.47525224  0.30780701 -0.27015727  1.06066712
  0.40679338  0.75264891  1.10918432 -0.28441829  0.        ]","[[ 0.31142326  0.13365569 -0.04086122  0.11802311]
 [ 3.63636342  5.3683218   0.          0.        ]]",[-0.033103  -0.0393322]
6,[-0.03133032 -0.09626339],[ 2.24646131  0.83946278],-0.219009403595,-0.219009403595,"[ 0.93287217  1.10918625  0.59887746  0.54255704 -0.27015159  1.06062294
  0.53588099  1.26188269  1.00735011 -0.08556455  0.        ]","[[ 0.39788162  0.2794967  -0.04086122  0.11802311]
 [ 5.00495623  9.20299839  0.          0.        ]]",[-0.033103  -0.0393322]
7,[-0.03279481 -0.09331547],[-0.3865666   0.35364134],-0.185324874151,-0.185324874151,"[ 0.84465955  1.00596307  0.78772202  0.87047044 -0.27014591  1.06057876
  0.89962275  1.67881511  0.78927297  0.1678894   0.        ]","[[  0.53667074   0.49506346  -0.04086122   0.11802311]
 [  8.86124358  12.34320657   0.           0.        ]]",[-0.033103  -0.0393322]
8,[-0.03422327 -0.09115103],[-0.71511102  0.83676862],-0.142004281577,-0.142004281577,"[ 0.71403844  0.81461934  0.98673913  1.21467666 -0.27014023  1.06053459
  0.7388495   1.83222854  0.46670475  0.35446233  0.        ]","[[  0.69679759   0.75352957  -0.04086122   0.11802311]
 [  7.15716422  13.4995412    0.           0.        ]]",[-0.033103  -0.0393322]
9,[-0.03544191 -0.08807682],[-0.03698683 -0.8575729 ],-0.0982208063982,-0.0982208063982,"[ 0.60461451  0.51585837  1.11271888  1.51950397 -0.27013454  1.06049042
  0.45861656  2.23658387  0.14239889  0.38364251  0.        ]","[[  0.81013605   1.05409002  -0.04086122   0.11802311]
 [  4.18662722  16.54633574   0.           0.        ]]",[-0.033103  -0.0393322]
