timestep,avg_action_dist,actions,rewards,original_rewards,obs,human_obs,logstd_action_dist
0,[ 2.14197588  0.18407774],[ 1.83213537  0.30092001],-0.330052759921,-0.330052759921,"[ 1.09824623  1.41498711 -0.00410043  1.37631908 -0.86199148  1.13176369
 -0.1976948   0.28573277  2.68987066 -1.40485618  0.        ]","[[ 0.03597098  0.04993499 -0.09885406  0.13065367]
 [-0.00339556 -0.00307377  0.          0.        ]]",[-0.67268711 -0.67361915]
1,[ 2.27091384  0.13554323],[ 1.62202002 -0.71593543],-0.325957810988,-0.325957810988,"[ 1.09509475  1.41412438  0.05457743  1.40639727 -0.86199092  1.13176272
  0.33599709  0.47032162  2.68144584 -1.2797069   0.        ]","[[ 0.07558963  0.06181359 -0.09885406  0.13065367]
 [ 3.95209218  1.18697198  0.          0.        ]]",[-0.67268711 -0.67361915]
2,[ 2.33861971  0.1505639 ],[ 2.54447693  0.81836323],-0.315008015854,-0.315008015854,"[ 1.07253189  1.41450416  0.22788399  1.39385305 -0.86199035  1.13176175
  0.859344    0.02673205  2.64214179 -0.96781685  0.        ]","[[ 0.19354885  0.05685948 -0.09885406  0.13065367]
 [ 7.8309094  -1.67284907  0.          0.        ]]",[-0.67268711 -0.67361915]
3,[ 2.54072189 -0.16814747],[ 3.01840863 -0.59506223],-0.294259734179,-0.294259734179,"[ 0.99297645  1.41454863  0.50420165  1.39226156 -0.86198978  1.13176078
  1.37201831  0.5342559   2.51527361 -0.46267827  0.        ]","[[  0.38829071   0.05623158  -0.09885406   0.13065367]
 [ 11.63063252   1.59915666   0.           0.        ]]",[-0.67268711 -0.67361915]
4,[ 1.94633412 -0.74337244],[ 1.69584556 -1.10234784],-0.260493873032,-0.260493873032,"[ 0.80108528  1.41392107  0.85009093  1.41253819 -0.86198922  1.1317598
  1.87484647  0.16364033  2.21629426  0.17425167  0.        ]","[[  0.65829513   0.06424153  -0.09885406   0.13065367]
 [ 15.35739431  -0.7901993    0.           0.        ]]",[-0.67268711 -0.67361915]
5,[ 0.32073867 -1.26154757],[ 0.49597894 -1.08742593],-0.216252180313,-0.216252180313,"[ 0.44089632  1.41654639  1.19252768  1.27216732 -0.86198865  1.13175883
  2.36780471 -0.4483367   1.72852438  0.7431481   0.        ]","[[  1.00210106e+00   8.85180335e-03  -9.88540576e-02   1.30653666e-01]
 [  1.90110281e+01  -4.73561133e+00   0.00000000e+00   0.00000000e+00]]",[-0.67268711 -0.67361915]
6,[-1.46902752 -1.08761597],[-1.40390565 -1.02844385],-0.165252976979,-0.165252976979,"[-0.08239299  1.40652316  1.40398987  0.93438489 -0.86198809  1.13175786
  2.58199717 -1.04805084  1.10692911  1.08574106  0.        ]","[[  1.39824985  -0.12465327  -0.09885406   0.13065367]
 [ 20.59858654  -8.6019675    0.           0.        ]]",[-0.67268711 -0.67361915]
7,[-1.37516534 -0.30446032],[-1.37928675 -0.40645881],-0.121623230653,-0.121623230653,"[-0.60463711  1.34456227  1.39771048  0.41661854 -0.86198752  1.13175689
  1.99350279 -1.6355018   0.57729376  1.12934186  0.        ]","[[  1.76645976  -0.33469201  -0.09885406   0.13065367]
 [ 16.23693527 -12.3892725    0.           0.        ]]",[-0.67268711 -0.67361915]
8,[-0.56730801  0.55547988],[-0.56906911  1.59465356],-0.0942646164629,-0.0942646164629,"[-0.9828512   1.19267191  1.26008652 -0.17426823 -0.86198696  1.13175592
  1.41651783 -1.84678983  0.29326743  1.01190729  0.        ]","[[  2.04829285  -0.5961445   -0.09885406   0.13065367]
 [ 11.96056653 -13.75146494   0.           0.        ]]",[-0.67268711 -0.67361915]
9,[-0.61643612  1.01974177],[-0.94108818  1.55828181],-0.0746322502498,-0.0746322502498,"[-1.23721366  0.99577697  1.08502541 -0.61962823 -0.86198639  1.13175495
  1.08067865 -1.19020525  0.13681586  0.85439366  0.        ]","[[ 2.26253038 -0.82870251 -0.09885406  0.13065367]
 [ 9.47146713 -9.51847126  0.          0.        ]]",[-0.67268711 -0.67361915]
