timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.12062896  1.37662652  0.07957727 -1.33354208  0.97888651 -0.54185254
  0.09317265 -0.30821981  0.64260796  0.79730698  0.        ]",[-4.81766402  2.01798669],-0.115822367218,-0.115822367218,[-4.23609352  1.20193887],"[[ 0.0044774  -0.00202965  0.11315505 -0.06281358]
 [-0.00063629 -0.00369403  0.          0.        ]]",[-0.77438438 -0.74608678]
1,"[ 1.11975847  1.37569642  0.02095527 -1.2317524   0.97888593 -0.54185233
 -0.46904345  0.3683949   0.64197486  0.74252164  0.        ]",[-2.28105407  1.05222099],-0.113638738803,-0.113638738803,[-3.17288089  0.95955467],"[[-0.03524114  0.03764049  0.11315505 -0.06281358]
 [-3.95803715  3.95750069  0.          0.        ]]",[-0.77438438 -0.74608678]
2,"[ 1.10394037  1.36070739 -0.15248178 -0.93022774  0.97888534 -0.54185211
 -1.02013735  1.03160518  0.6304542   0.58062448  0.        ]",[-1.8292677   0.56740927],-0.106952613598,-0.106952613598,[-1.79392028  0.55200779],"[[-0.15332217  0.15574725  0.11315505 -0.06281358]
 [-7.83715202  7.84022216  0.          0.        ]]",[-0.77438438 -0.74608678]
3,"[ 1.03519713  1.30413929 -0.43073684 -0.48807606  0.97888475 -0.5418519
 -1.5602483   1.38908228  0.58026171  0.29492973  0.        ]",[-0.27972135  0.32935211],-0.0947835054975,-0.0947835054975,[-0.00638646  0.28635636],"[[ -0.34820963   0.33355012   0.11315505  -0.06281358]
 [-11.63896581   9.93305388   0.           0.        ]]",[-0.77438438 -0.74608678]
4,"[  8.80116431e-01   1.18722855e+00  -7.48076382e-01  -1.51735056e-03
   9.78884162e-01  -5.41851681e-01  -1.68484453e+00   1.57825317e+00
   4.66179467e-01  -4.95904849e-02   0.00000000e+00]",[ 1.57777522 -0.74742651],-0.0798595198581,-0.0798595198581,[ 1.42961049  0.22080815],"[[ -0.58978826   0.54332339   0.11315505  -0.06281358]
 [-12.51600402  11.04055171   0.           0.        ]]",[-0.77438438 -0.74608678]
5,"[ 0.69095742  1.0395171  -0.98385889  0.38741829  0.97888357 -0.54185147
 -1.08750638  1.03510721  0.32714004 -0.29886853  0.        ]",[ 0.68505975  0.74937366],-0.0683256907764,-0.0683256907764,[ 1.30228281  0.77551508],"[[-0.79792256  0.73222989  0.11315505 -0.06281358]
 [-8.31138458  7.86074356  0.          0.        ]]",[-0.77438438 -0.74608678]
6,"[ 0.54199061  0.86065875 -1.11506406  0.70987251  0.97888299 -0.54185125
 -0.67923592  1.51517233  0.22090927 -0.348663    0.        ]",[ 0.63598109  0.42987011],-0.0595078831048,-0.0595078831048,[ 0.22260091 -0.36200479],"[[ -0.93531746   0.91764327   0.11315505  -0.06281358]
 [ -5.43759725  10.67126194   0.           0.        ]]",[-0.77438438 -0.74608678]
7,"[ 0.44478239  0.60343676 -1.18317357  1.01004066  0.9788824  -0.54185104
 -0.30649642  1.76968371  0.14090601 -0.19150348  0.        ]",[-1.52989551 -1.58048345],-0.0491595162495,-0.0491595162495,[-1.21443462 -1.11355126],"[[ -1.01774618   1.14601818   0.11315505  -0.06281358]
 [ -2.81390904  12.16129569   0.           0.        ]]",[-0.77438438 -0.74608678]
8,"[ 0.32596962  0.3531622  -1.25133103  1.17418012  0.97888181 -0.54185082
 -0.86060655  1.05235995  0.03266244 -0.09751498  0.        ]",[ 1.01131687 -1.35214156],-0.0380575421489,-0.0380575421489,[ 0.89475602 -0.95140135],"[[-1.11315602  1.34710946  0.11315505 -0.06281358]
 [-6.71425608  7.96177084  0.          0.        ]]",[-0.77438438 -0.74608678]
9,"[ 0.20432258  0.20026569 -1.30630402  1.22377658  0.97888122 -0.54185061
 -0.27942068  0.34893613 -0.06283856 -0.11262807  0.        ]",[-0.41772775 -0.66556551],-0.0289309506173,-0.0289309506173,[-0.04777021 -0.46918181],"[[-1.20639603  1.46502563  0.11315505 -0.06281358]
 [-2.62332896  3.84361886  0.          0.        ]]",[-0.77438438 -0.74608678]
