timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.353267755766,[-0.32476834 -0.19442045],-0.353267755766,[-1.20725787  1.15491164],"[[-0.0685776   0.01408658 -0.13548971 -0.08840825]
 [-0.00418531 -0.00254435  0.          0.        ]]","[ 1.08196313  1.59191248  0.0368709  -1.11109012 -1.1707518  -0.75993116
  0.11376294 -0.31764216  2.78556489  0.79844187  0.        ]",[-0.36908886 -0.34772506]
1,-0.352281864257,[-1.14351236  1.60160125],-0.352281864257,[-1.28715706  1.17301524],"[[-0.08154769  0.00631731 -0.13548971 -0.08840825]
 [-1.28854835 -0.77182064  0.          0.        ]]","[ 1.08056246  1.59201161  0.01754589 -1.1313778  -1.17075039 -0.75993056
 -0.03984032 -0.4342318   2.78329987  0.75848255  0.        ]",[-0.36908886 -0.34772506]
2,-0.349056872371,[-0.70386647  1.25682871],-0.349056872371,[-1.10436487  0.91473806],"[[-0.14676895  0.0307774  -0.13548971 -0.08840825]
 [-5.22048111  3.20457119  0.          0.        ]]","[ 1.06987355  1.59142502 -0.07925527 -1.06750965 -1.17074897 -0.75992995
 -0.5100794   0.168422    2.77252431  0.63596039  0.        ]",[-0.36908886 -0.34772506]
3,-0.343488795548,[-1.43072045  1.06708253],-0.343488795548,[-0.96126711  0.73482025],"[[-0.27809467  0.13397046 -0.13548971 -0.08840825]
 [-7.9031593   7.10173745  0.          0.        ]]","[ 1.03006214  1.58050109 -0.27093151 -0.79904461 -1.17074756 -0.75992934
 -0.83091364  0.7590683   2.74338431  0.45793809  0.        ]",[-0.36908886 -0.34772506]
4,-0.334000966872,[-1.10552442 -0.8561425 ],-0.334000966872,[-0.91416013  0.59313363],"[[ -0.47429572   0.31433634  -0.13548971  -0.08840825]
 [-11.70431374  10.92208266   0.           0.        ]]","[ 0.92651484  1.52897818 -0.54315413 -0.34041019 -1.17074615 -0.75992873
 -1.28551112  1.3380706   2.67478786  0.23465211  0.        ]",[-0.36908886 -0.34772506]
5,-0.315622310832,[-1.96906514  1.07579713],-0.315622310832,[-0.93541783  0.58389598],"[[ -0.74573995   0.49660693  -0.13548971  -0.08840825]
 [-15.42777415   7.31692535   0.           0.        ]]","[ 0.70345434  1.43658701 -0.87456946  0.09640274 -1.17074474 -0.75992812
 -1.73081486  0.79167944  2.51394578 -0.12120883  0.        ]",[-0.36908886 -0.34772506]
6,-0.285974652704,[-0.18069832  0.05730906],-0.285974652704,[-0.35831621  0.28931561],"[[ -1.09094516   0.68122654  -0.13548971  -0.08840825]
 [-19.08066975  11.13221828   0.           0.        ]]","[ 0.31074103  1.30481289 -1.18617805  0.4967618  -1.17074333 -0.75992751
 -2.16767618  1.36991579  2.21051724 -0.54175442  0.        ]",[-0.36908886 -0.34772506]
7,-0.247747487304,[-0.09869047 -0.30569303],-0.247747487304,[ 0.38034165  0.03401658],"[[ -1.4759534    0.90392652  -0.13548971  -0.08840825]
 [-19.41907018  11.13771042   0.           0.        ]]","[-0.21723319  1.10114847 -1.34820902  0.90420877 -1.17074192 -0.7599269
 -2.20814047  1.37074616  1.79584692 -0.83932201  0.        ]",[-0.36908886 -0.34772506]
8,-0.204262310878,[ 0.68724488 -1.30908298],-0.204262310878,[ 1.05963039 -0.38249728],"[[ -1.86440469   1.11231028  -0.13548971  -0.08840825]
 [-19.42605481   9.705408     0.           0.        ]]","[-0.76990113  0.87475074 -1.29097996  1.19399422 -1.17074051 -0.75992629
 -2.20896919  1.15366802  1.33090786 -0.97113605  0.        ]",[-0.36908886 -0.34772506]
9,-0.160259220403,[ 0.57062874 -0.28934844],-0.160259220403,[ 1.1658287  -0.26047429],"[[ -2.22178407   1.26474122  -0.13548971  -0.08840825]
 [-16.32213277   5.55160962   0.           0.        ]]","[-1.225383    0.69293667 -1.04933874  1.34234613 -1.1707391  -0.75992568
 -1.83775408  0.52412677  0.88378791 -0.95548961  0.        ]",[-0.36908886 -0.34772506]
10,-0.120748009331,[-0.30814047 -1.1945317 ],-0.120748009331,[ 1.10256624 -0.43065426],"[[ -2.52233343   1.36315948  -0.13548971  -0.08840825]
 [-13.74135284   4.29446843   0.           0.        ]]","[-1.52514146  0.57049582 -0.72800809  1.40761074 -1.17073768 -0.75992507
 -1.52910559  0.33359685  0.51440869 -0.83659867  0.        ]",[-0.36908886 -0.34772506]
11,-0.0798975077772,[ 2.53627385 -0.21396502],-0.0798975077772,[ 2.45979786  0.52854067],"[[ -2.8066616    1.40846153  -0.13548971  -0.08840825]
 [-14.6882565    0.24919558   0.           0.        ]]","[-1.7123651   0.5132004  -0.35187918  1.42936777 -1.17073627 -0.75992446
 -1.64234646 -0.27949651  0.16386677 -0.63930414  0.        ]",[-0.36908886 -0.34772506]
12,-0.0399311268329,[ 2.8301437   1.41940355],-0.0399311268329,[ 2.1573956   0.71447814],"[[ -3.05780399   1.40487917  -0.13548971  -0.08840825]
 [-10.44011962  -0.60450745   0.           0.        ]]","[-1.7872651   0.51774789  0.01421676  1.42783694 -1.17073486 -0.75992385
 -1.13429408 -0.40888187 -0.1406821  -0.37906451  0.        ]",[-0.36908886 -0.34772506]
13,-0.0157618444348,[ 1.80301973 -0.94081271],-0.0157618444348,[ 1.28576982 -0.30765346],"[[-3.2248375   1.43262474 -0.13548971 -0.08840825]
 [-6.27711379  3.36588867  0.          0.        ]]","[-1.78732656  0.48245766  0.26350607  1.43880905 -1.17073345 -0.75992324
 -0.63642379  0.19286391 -0.27987314 -0.16630945  0.        ]",[-0.36908886 -0.34772506]
14,-0.00687671155096,[ 0.72490511 -0.18229811],-0.00687671155096,[ 0.69568354  0.11580445],"[[-3.30942115  1.46188826 -0.13548971 -0.08840825]
 [-2.19482281 -0.42686403  0.          0.        ]]","[-1.77208949  0.44508944  0.38885785  1.44822385 -1.17073204 -0.75992263
 -0.14820673 -0.38195872 -0.32431841 -0.05557901  0.        ]",[-0.36908886 -0.34772506]
15,-0.00425296986416,[ 0.65051006  0.64366654],-0.00425296986416,[-0.06472643  0.02135551],"[[-3.32409745  1.44618764 -0.13548971 -0.08840825]
 [ 0.71748711 -1.14081495  0.          0.        ]]","[-1.76840577  0.46515494  0.41045102  1.44344502 -1.17073063 -0.75992202
  0.20008776 -0.49016359 -0.35139504 -0.02862996  0.        ]",[-0.36908886 -0.34772506]
16,-0.00856798668613,[-1.42926998 -1.11400889],-0.00856798668613,[-1.08998847 -0.81226945],"[[-3.28406642  1.44916419 -0.13548971 -0.08840825]
 [ 3.27710069  1.42989642  0.          0.        ]]","[-1.77771925  0.46135343  0.35142869  1.44439741 -1.17072922 -0.75992141
  0.50620183 -0.10055077 -0.31563184 -0.08778628  0.        ]",[-0.36908886 -0.34772506]
17,-0.0110258572127,[ 0.19644028 -0.25365361],-0.0110258572127,[ 0.2073669   0.43710211],"[[-3.25887267  1.43775802 -0.13548971 -0.08840825]
 [-0.74432928 -2.5572191   0.          0.        ]]","[-1.78241007  0.47591169  0.31410227  1.44061235 -1.17072781 -0.7599208
  0.02526279 -0.70483118 -0.30509598 -0.12012812  0.        ]",[-0.36908886 -0.34772506]
18,-0.00413465746912,[-0.18951921  0.87274596],-0.00413465746912,[ 0.14292596  0.70579529],"[[-3.26580937  1.37704285 -0.13548971 -0.08840825]
 [ 0.0480192  -3.5111191   0.          0.        ]]","[-1.78120407  0.55298719  0.32439136  1.41482086 -1.17072639 -0.75992019
  0.12002292 -0.84940205 -0.37001946 -0.08902766  0.        ]",[-0.36908886 -0.34772506]
19,-0.00279582957951,[ 0.28164171  0.16771356],-0.00279582957951,[ 0.30884594  0.11561301],"[[-3.27239061  1.34219186 -0.13548971 -0.08840825]
 [-0.70364793  0.01427074  0.          0.        ]]","[-1.77999618  0.59683458  0.33414496  1.39574163 -1.17072498 -0.75991958
  0.03012791 -0.31509914 -0.4087804  -0.06476419  0.        ]",[-0.36908886 -0.34772506]
20,-0.00234704467487,[-0.04261649  0.36376985],-0.00234704467487,[-0.06195706 -0.15229833],"[[-3.27514309  1.34913483 -0.13548971 -0.08840825]
 [ 0.42464398  0.67781617  0.          0.        ]]","[-1.77947048  0.58812543  0.33822163  1.39978725 -1.17072357 -0.75991897
  0.16506501 -0.21453304 -0.40447153 -0.06350725  0.        ]",[-0.36908886 -0.34772506]
21,-0.00371087248827,[ 0.09584877 -1.49769767],-0.00371087248827,[-0.14610395 -0.49984267],"[[-3.26842958  1.37700868 -0.13548971 -0.08840825]
 [ 0.24730266  2.10481318  0.          0.        ]]","[ -1.78072076e+00   5.53029129e-01   3.28275080e-01   1.41479731e+00
  -1.17072216e+00  -7.59918364e-01   1.43855932e-01   1.74066841e-03
  -3.72272018e-01  -8.50924048e-02   0.00000000e+00]",[-0.36908886 -0.34772506]
22,-0.00527106798719,[-0.67725648  0.48929947],-0.00527106798719,[-0.1220401   0.29556581],"[[-3.25971841  1.37895821 -0.13548971 -0.08840825]
 [ 0.62255922 -1.89652526  0.          0.        ]]","[-1.78224828  0.5505666   0.31535626  1.41577074 -1.17072075 -0.75991775
  0.18873439 -0.60469658 -0.3629805  -0.09885139  0.        ]",[-0.36908886 -0.34772506]
23,-0.00205448444184,[ 1.55586396 -0.52719048],-0.00205448444184,[ 0.68783873  0.1993621 ],"[[-3.27428499  1.36084903 -0.13548971 -0.08840825]
 [-2.07024583  0.07902049  0.          0.        ]]","[-1.77962302  0.5734002   0.33695026  1.40633163 -1.17071934 -0.75991714
 -0.13330993 -0.30528516 -0.39261919 -0.06977633  0.        ]",[-0.36908886 -0.34772506]
24,-0.00290299264944,[-0.93721809  0.15267734],-0.00290299264944,[-0.38128296  0.28298599],"[[-3.27557023  1.34146081 -0.13548971 -0.08840825]
 [ 1.92839462 -2.01087671  0.          0.        ]]","[-1.77937342  0.59774885  0.33885344  1.39529767 -1.17071793 -0.75991654
  0.3449051  -0.62202708 -0.41208708 -0.05951094  0.        ]",[-0.36908886 -0.34772506]
25,-0.00606774655288,[-0.30319826  0.37171452],-0.00606774655288,[ 0.7751894   0.59511179],"[[-3.27459753  1.30771662 -0.13548971 -0.08840825]
 [-1.81862801 -1.36569098  0.          0.        ]]","[-1.77955592  0.63985911  0.33741276  1.37381812 -1.17071652 -0.75991593
 -0.10321818 -0.52424312 -0.44297084 -0.04567485  0.        ]",[-0.36908886 -0.34772506]
26,-0.0137060346794,[ 1.33496371  2.34873166],-0.0137060346794,[ 1.2595855   0.44870675],"[[-3.32265025  1.29544397 -0.13548971 -0.08840825]
 [-2.98277078  0.1334254   0.          0.        ]]","[-1.76874088  0.65508219  0.4083225   1.36529145 -1.17071511 -0.75991532
 -0.2424432  -0.29703849 -0.49161584  0.03820592  0.        ]",[-0.36908886 -0.34772506]
27,-0.0121632850621,[ 0.44969165 -0.70361046],-0.0121632850621,[-0.13480079 -0.84912503],"[[-3.34201946  1.33780442 -0.13548971 -0.08840825]
 [ 1.03251565  4.08945003  0.          0.        ]]","[-1.76345374  0.60232738  0.43673832  1.39310381 -1.17071369 -0.75991471
  0.23776335  0.30253246 -0.4672773   0.047354    0.        ]",[-0.36908886 -0.34772506]
