timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.06898024  1.63686829  0.06835716 -1.05482718 -0.08262551  0.89323409
  0.10377761 -0.32055301  1.61061245 -1.26207039  0.        ]",[ 3.36390207  3.04363176],-0.243688276244,-0.243688276244,[ 2.790519    3.64436698],"[[-0.04091158  0.02882496 -0.00884568  0.10196149]
 [ 0.00083565  0.00120213  0.          0.        ]]",[-0.3029362  -0.28381062]
1,"[ 1.0701871   1.63437259  0.12775222 -0.94967852 -0.08262547  0.89323323
  0.57144521  0.27032757  1.60918167 -1.12217447  0.        ]",[ 1.32901515  1.95894971],-0.238222658944,-0.238222658944,[ 2.09136224  2.73384809],"[[ -1.21994717e-03   6.85611644e-02  -8.84567610e-03   1.01961485e-01]
 [  3.95516945e+00   3.95923160e+00   0.00000000e+00   0.00000000e+00]]",[-0.3029362  -0.28381062]
2,"[ 1.06034551  1.61500788  0.30397443 -0.63947357 -0.08262542  0.89323236
  1.02987469  0.84951203  1.55970188 -0.71177     0.        ]",[ 2.15214634  1.11673983],-0.220746123746,-0.220746123746,[ 0.82619548  1.66290903],"[[ 0.11677444  0.18667195 -0.00884568  0.10196149]
 [ 7.83139585  7.83891668  0.          0.        ]]",[-0.3029362  -0.28381062]
3,"[ 1.00062994  1.54469049  0.58838021 -0.14449819 -0.08262538  0.8932315
  1.47928298  1.41722204  1.33764618 -0.09003843  0.        ]",[ 0.41395363  0.13807183],-0.188655134399,-0.188655134399,[-1.17437744  0.24967848],"[[  3.11527366e-01   3.81605508e-01  -8.84567610e-03   1.01961485e-01]
 [  1.16313562e+01   1.16417494e+01   0.00000000e+00   0.00000000e+00]]",[-0.3029362  -0.28381062]
4,"[ 0.85077447  1.39931452  0.92250332  0.40307481 -0.08262533  0.89323063
  1.64584068  1.46430429  0.86004371  0.5003704   0.        ]",[-1.45458204 -0.10541831],-0.145781402994,-0.145781402994,[-2.05199242 -0.61724389],"[[  5.58283884e-01   6.17605267e-01  -8.84567610e-03   1.01961485e-01]
 [  1.30397012e+01   1.19571477e+01   0.00000000e+00   0.00000000e+00]]",[-0.3029362  -0.28381062]
5,"[ 0.65567396  1.19899781  1.17887554  0.85964244 -0.08262529  0.89322977
  1.14758822  1.36680504  0.29779182  0.78053266  0.        ]",[-0.79479661 -0.74964748],-0.107478094057,-0.107478094057,[-1.79937637 -0.72237718],"[[  7.76808955e-01   8.50195571e-01  -8.84567610e-03   1.01961485e-01]
 [  8.82676961e+00   1.13040603e+01   0.00000000e+00   0.00000000e+00]]",[-0.3029362  -0.28381062]
6,"[ 0.50050034  0.99628341  1.32052107  1.15940686 -0.08262524  0.89322891
  0.75523155  0.89038788 -0.12601929  0.79405901  0.        ]",[-1.40651073 -0.43135715],-0.0837481073319,-0.0837481073319,[-1.59679735 -0.54839694],"[[ 0.92005985  1.04425751 -0.00884568  0.10196149]
 [ 5.5092262   8.11277053  0.          0.        ]]",[-0.3029362  -0.28381062]
7,"[ 0.41866341  0.83026432  1.3805305   1.32628928 -0.0826252   0.89322804
  0.27448213  0.61158244 -0.36340072  0.71473225  0.        ]",[-0.06940771  1.13980216],-0.07200381525,-0.07200381525,[-1.06387877 -0.2152988 ],"[[ 0.98946061  1.18777489 -0.00884568  0.10196149]
 [ 1.44427998  6.24518662  0.          0.        ]]",[-0.3029362  -0.28381062]
8,"[ 0.38719872  0.62940091  1.40134593  1.45462273 -0.08262515  0.89322718
  0.2385564   1.18424554 -0.52712282  0.58233689  0.        ]",[-1.54502206 -2.57289508],-0.0623429743802,-0.0623429743802,[-1.25466418 -1.22899187],"[[  1.01529772e+00   1.35116658e+00  -8.84567610e-03   1.01961485e-01]
 [  1.14051351e+00   1.00811972e+01   0.00000000e+00   0.00000000e+00]]",[-0.3029362  -0.28381062]
9,"[ 0.40809247  0.42554845  1.38765238  1.51354038 -0.08262511  0.89322631
 -0.23201316  0.56345404 -0.60613714  0.44035523  0.        ]",[-0.2035959  -0.10718881],-0.0536575949027,-0.0536575949027,[-0.0094385  -0.39327016],"[[ 0.99818837  1.51106836 -0.00884568  0.10196149]
 [-2.83835601  5.92280919  0.          0.        ]]",[-0.3029362  -0.28381062]
10,"[ 0.48450176  0.27996689  1.33294886  1.51450046 -0.08262506  0.89322545
 -0.32065534  0.48260026 -0.58592627  0.35161341  0.        ]",[ 0.99813837 -1.62684352],-0.0455613053411,-0.0455613053411,[ 0.27752164 -0.34148166],"[[ 0.93390136  1.62409058 -0.00884568  0.10196149]
 [-3.58786508  5.38121003  0.          0.        ]]",[-0.3029362  -0.28381062]
11,"[ 0.52055498  0.19418931  1.30440355  1.49916979 -0.08262502  0.89322459
  0.15501488 -0.12451062 -0.58222559  0.29435033  0.        ]",[-1.88830226  0.46916977],-0.0409641489458,-0.0409641489458,[-0.69861829 -0.14136747],"[[ 0.9024978   1.69091156 -0.00884568  0.10196149]
 [ 0.43412837  1.3144622   0.          0.        ]]",[-0.3029362  -0.28381062]
12,"[ 0.55540755  0.13720402  1.27497671  1.48236521 -0.08262497  0.89322372
 -0.31411504  0.14901812 -0.56735108  0.25861688  0.        ]",[-0.11393817 -0.9060126 ],-0.0373639636746,-0.0373639636746,[ 0.37813023 -0.08277661],"[[ 0.87138152  1.73558442 -0.00884568  0.10196149]
 [-3.53256281  3.14670088  0.          0.        ]]",[-0.3029362  -0.28381062]
13,"[ 0.63510103  0.10382645  1.20010591  1.47002202 -0.08262493  0.89322286
 -0.35912708 -0.39583995 -0.49187715  0.25297079  0.        ]",[ 1.01775957  0.29444339],-0.0328255735061,-0.0328255735061,[ 0.74101758  0.6551857 ],"[[ 0.79691155  1.7618994  -0.00884568  0.10196149]
 [-3.9131601  -0.50304236  0.          0.        ]]",[-0.3029362  -0.28381062]
14,"[ 0.67341343  0.10163643  1.15982915  1.46914449 -0.08262489  0.89322199
  0.11810625 -0.22038497 -0.44747755  0.25938427  0.        ]",[-0.39211869  0.069894  ],-0.0317571165036,-0.0317571165036,[-0.3253113  0.0801235],"[[ 0.75913483  1.76363046 -0.00884568  0.10196149]
 [ 0.12204393  0.67224459  0.          0.        ]]",[-0.3029362  -0.28381062]
15,"[ 0.68640637  0.08131709  1.14545436  1.46063614 -0.08262484  0.89322113
 -0.06573235 -0.18102707 -0.4410487   0.2458926   0.        ]",[ 0.54250288  0.01387909],-0.0303934592839,-0.0303934592839,[ 0.09591725  0.18704608],"[[ 0.74597965  1.77972055 -0.00884568  0.10196149]
 [-1.43238632  0.93588332  0.          0.        ]]",[-0.3029362  -0.28381062]
16,"[ 0.69306967  0.0573116   1.13793226  1.44967761 -0.0826248   0.89322026
  0.19156455 -0.17562958 -0.44385239  0.22817302  0.        ]",[ 0.72779914 -0.16343338],-0.0289200302464,-0.0289200302464,[-0.47665745 -0.08310506],"[[ 0.73915984  1.79880093 -0.00884568  0.10196149]
 [ 0.74316309  0.97203774  0.          0.        ]]",[-0.3029362  -0.28381062]
17,"[ 0.6496041   0.0413276   1.1852082   1.44182938 -0.08262475  0.8932194
  0.53052026 -0.27516535 -0.50172056  0.2056576   0.        ]",[-1.38003148 -0.86552359],-0.0294478452434,-0.0294478452434,[-1.28413808 -0.3792145 ],"[[ 0.78277864  1.81155211 -0.00884568  0.10196149]
 [ 3.60917106  0.30529588  0.          0.        ]]",[-0.3029362  -0.28381062]
18,"[ 0.6167255   0.07691098  1.21837118  1.45869187 -0.08262471  0.89321854
  0.05402066 -0.78762078 -0.5241632   0.22650716  0.        ]",[-0.16518862  0.47357574],-0.0323227800691,-0.0323227800691,[-0.16603482  0.64446354],"[[ 0.81453775  1.78321663 -0.00884568  0.10196149]
 [-0.41982015 -3.127392    0.          0.        ]]",[-0.3029362  -0.28381062]
19,"[ 0.63225069  0.13145901  1.20297103  1.48035642 -0.08262466  0.89321767
 -0.02234639 -0.49842698 -0.48304609  0.27426191  0.        ]",[-0.27622945 -1.26505372],-0.034248611006,-0.034248611006,[-0.01257226  0.50620848],"[[ 0.79966276  1.74010498 -0.00884568  0.10196149]
 [-1.06553341 -1.19022966  0.          0.        ]]",[-0.3029362  -0.28381062]
20,"[ 0.66495264  0.21224633  1.16897565  1.50336225 -0.08262462  0.89321681
 -0.14907488 -1.08600298 -0.40503899  0.34123459  0.        ]",[ 1.69036688  0.55686982],-0.0382678722231,-0.0382678722231,[ 0.50883281  1.50470722],"[[ 0.76760057  1.67681037 -0.00884568  0.10196149]
 [-2.13707214 -5.12611427  0.          0.        ]]",[-0.3029362  -0.28381062]
