timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.08601037  1.50850423  0.21084179 -1.13155919 -0.84176161 -1.0825399
  0.10015926 -0.31394596  2.55242423  1.66032204  0.        ]",[-2.37444406  0.57836206],-0.338357750318,-0.338357750318,[-2.85626841 -0.01213098],"[[ 0.07070159  0.03429558 -0.09668347 -0.12616667]
 [ 0.00095572 -0.00045294  0.          0.        ]]",[-0.51015162 -0.4741523 ]
1,"[ 1.08889951  1.50714644  0.15180036 -1.07187955 -0.84176098 -1.08253887
 -0.40231534  0.04669645  2.5560359   1.59083082  0.        ]",[-2.8406567 -0.5206695],-0.336267013136,-0.336267013136,[-2.69336224 -0.22188196],"[[ 0.03102107  0.05727912 -0.09668347 -0.12616667]
 [-3.95583108  2.29116388  0.          0.        ]]",[-0.51015162 -0.4741523 ]
2,"[ 1.08416981  1.50493002 -0.02386287 -1.00783649 -0.84176035 -1.08253784
 -0.89463553 -0.28465705  2.55695826  1.32623803  0.        ]",[-1.64471952 -0.14590214],-0.327864388285,-0.327864388285,[-2.95665789 -0.08377635],"[[-0.08699288  0.08197724 -0.09668347 -0.12616667]
 [-7.8326585   0.18565669  0.          0.        ]]",[-0.51015162 -0.4741523 ]
3,"[ 1.03308152  1.50514722 -0.30871407 -1.01329092 -0.84175972 -1.08253682
 -1.37729145 -0.37592646  2.50154459  0.83851412  0.        ]",[-3.15832699  1.30230825],-0.31004219963,-0.31004219963,[-2.87944984  0.55197382],"[[ -0.28177993   0.07987163  -0.09668347  -0.12616667]
 [-11.63339158  -0.39429389   0.           0.        ]]",[-0.51015162 -0.4741523 ]
4,"[ 0.8769046   1.50120725 -0.67552837 -0.93066606 -0.84175909 -1.08253579
 -1.85062447  0.24865705  2.31859343  0.24523257  0.        ]",[-2.40159445  2.08397066],-0.282642471262,-0.282642471262,[-2.51458549  0.79353917],"[[ -0.55184518   0.11180582  -0.09668347  -0.12616667]
 [-15.36072641   3.57446992   0.           0.        ]]",[-0.51015162 -0.4741523 ]
5,"[ 0.55223955  1.47753363 -1.0575471  -0.64752895 -0.84175847 -1.08253477
 -2.31460142  0.86084733  1.97274512 -0.32360622  0.        ]",[-0.07510521  1.68955549],-0.246024063536,-0.246024063536,[-0.97246212  1.028615  ],"[[ -0.89571796   0.22232548  -0.09668347  -0.12616667]
 [-19.01441231   7.46448579   0.           0.        ]]",[-0.51015162 -0.4741523 ]
6,"[ 0.07415709  1.40251936 -1.31974558 -0.18489804 -0.84175784 -1.08253374
 -2.30479203  1.4606487   1.51369113 -0.71673003  0.        ]",[ 0.92180206 -0.29930099],-0.204193433422,-0.204193433422,[ 0.12069216  0.74233699],"[[ -1.27523131   0.40985569  -0.09668347  -0.12616667]
 [-18.93721712  11.27578745   0.           0.        ]]",[-0.51015162 -0.4741523 ]
7,"[-0.40452959  1.26848361 -1.38298466  0.29221729 -0.84175721 -1.08253271
 -1.79412135  1.23868638  1.08754374 -0.86804766  0.        ]",[ 0.23090249  0.90417418],-0.166140234678,-0.166140234678,[ 0.17838752  0.38668531],"[[ -1.61362884   0.62122017  -0.09668347  -0.12616667]
 [-14.91589791   9.865391     0.           0.        ]]",[-0.51015162 -0.4741523 ]
8,"[-0.80615735  1.06867319 -1.30441793  0.73641349 -0.84175658 -1.08253169
 -1.64085496  1.77121628  0.77047696 -0.842728    0.        ]",[ 0.0325407  -0.08972868],-0.135306631604,-0.135306631604,[ 0.31191191 -0.61194992],"[[ -1.8998378    0.85247929  -0.09668347  -0.12616667]
 [-13.70900062  13.24924289   0.           0.        ]]",[-0.51015162 -0.4741523 ]
9,"[-1.1512479   0.79214145 -1.12477007  1.10901551 -0.84175596 -1.08253066
 -1.59012188  1.67389801  0.52993825 -0.70541209  0.        ]",[-0.0239166  -1.85038299],-0.107728685137,-0.107728685137,[ 0.50510919 -1.42685378],"[[ -2.17000953   1.11125995  -0.09668347  -0.12616667]
 [-13.30951477  12.6308747    0.           0.        ]]",[-0.51015162 -0.4741523 ]
10,"[-1.43244524  0.53835027 -0.8623069   1.29840607 -0.84175533 -1.08252964
 -1.56865235  1.01128648  0.2920892  -0.52724214  0.        ]",[ 0.67613614 -1.94894079],-0.078767850207,-0.078767850207,[ 1.29831839 -1.30881321],"[[ -2.43450351   1.32163311  -0.09668347  -0.12616667]
 [-13.1404683    8.42046952   0.           0.        ]]",[-0.51015162 -0.4741523 ]
11,"[-1.61814816  0.37761394 -0.57413962  1.35930175 -0.8417547  -1.08252861
 -1.19580041  0.36172394  0.0655069  -0.35033099  0.        ]",[ 1.20453036 -0.97015474],-0.0509288460453,-0.0509288460453,[ 1.44611287 -0.6570493 ],"[[ -2.66785498   1.44862939  -0.09668347  -0.12616667]
 [-10.20439644   4.29297646   0.           0.        ]]",[-0.51015162 -0.4741523 ]
12,"[-1.70703414  0.31804889 -0.35089234  1.37122639 -0.84175407 -1.08252758
 -0.66752899 -0.25636311 -0.11032635 -0.21471905  0.        ]",[-0.0051642  -0.35123677],-0.0294820855871,-0.0294820855871,[ 1.14322305 -0.00320038],"[[-2.83020532  1.49508255 -0.09668347 -0.12616667]
 [-6.04444183  0.36548671  0.          0.        ]]",[-0.51015162 -0.4741523 ]
13,"[-1.74974336  0.32667963 -0.17798182  1.3698452  -0.84175345 -1.08252656
 -0.65489983 -0.47639822 -0.26982485 -0.1040746   0.        ]",[ 2.21390054 -0.03304155],-0.010716138465,-0.010716138465,[ 1.85762274  0.50370866],"[[-2.95009649  1.48836405 -0.09668347 -0.12616667]
 [-5.94499471 -1.03267577  0.          0.        ]]",[-0.51015162 -0.4741523 ]
14,"[-1.76671425  0.35461109 -0.06312505  1.36457066 -0.84175282 -1.08252553
 -0.1374005  -0.49390388 -0.38582774 -0.01930073  0.        ]",[ 0.76889866  1.04040255],-0.0051235371438,-0.0051235371438,[ 0.94405091  0.37610433],"[[-3.02810924  1.46659423 -0.09668347 -0.12616667]
 [-1.86986579 -1.14391299  0.          0.        ]]",[-0.51015162 -0.4741523 ]
15,"[-1.76773619  0.33271312 -0.05349334  1.36880744 -0.84175219 -1.08252451
  0.25361307  0.13270504 -0.37541848 -0.01134247  0.        ]",[-0.78716178 -1.43623013],-0.00554088800605,-0.00554088800605,[-0.54946572 -0.8748672 ],"[[-3.03461318  1.48366497 -0.09668347 -0.12616667]
 [ 1.20923133  2.83772235  0.          0.        ]]",[-0.51015162 -0.4741523 ]
16,"[-1.76881225  0.31155624 -0.04267022  1.37217962 -0.84175156 -1.08252348
 -0.14492265 -0.499184   -0.36644157 -0.00235533  0.        ]",[ 0.4730377   0.30355025],-0.00627179375582,-0.00627179375582,[ 0.94626522  0.32622072],"[[-3.04191623  1.50013379 -0.09668347 -0.12616667]
 [-1.92909839 -1.17746384  0.          0.        ]]",[-0.51015162 -0.4741523 ]
17,"[-1.77130871  0.32602389 -0.0138551   1.36994716 -0.84175094 -1.08252245
  0.09762482 -0.30641843 -0.40039813  0.02033221  0.        ]",[-0.87645207 -0.36209747],-0.00874855539018,-0.00874855539018,[ 0.18795624 -0.08405787],"[[-3.06133477  1.48887411 -0.09668347 -0.12616667]
 [-0.0191225   0.04741652  0.          0.        ]]",[-0.51015162 -0.4741523 ]
18,"[-1.77446178  0.34327532  0.03845043  1.3668528  -0.84175031 -1.08252143
 -0.34275593 -0.53210243 -0.45354638  0.06411537  0.        ]",[ 2.04643618  2.17582313],-0.0146829569394,-0.0146829569394,[ 1.88035929  0.6293295 ],"[[-3.09651127  1.47543419 -0.09668347 -0.12616667]
 [-3.48696499 -1.38663814  0.          0.        ]]",[-0.51015162 -0.4741523 ]
