timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.357359541508,[-0.97047234  0.28730999],-0.357359541508,[-1.52166975 -0.36454067],"[[ 0.03805878 -0.09434241 -0.13269382 -0.10453846]
 [-0.00083913  0.00484559  0.          0.        ]]","[ 1.12076131  1.37945941  0.14608431 -1.54519625 -1.14824185 -0.90537882
  0.10165861 -0.3062844   3.15346137  1.33459815  0.        ]",[-0.76313126 -0.73563987]
1,-0.355341756626,[-1.88891241 -0.61459164],-0.355341756626,[-1.79243112 -0.48122576],"[[ -4.80861362e-04  -8.28172906e-02  -1.32693821e-01  -1.04538456e-01]
 [ -3.84033886e+00   1.14386626e+00   0.00000000e+00   0.00000000e+00]]","[ 1.12178979  1.38079876  0.08908881 -1.51601735 -1.14824101 -0.9053783
 -0.4349066  -0.11266006  3.15206227  1.24240419  0.        ]",[-0.76313126 -0.73563987]
2,-0.347150948024,[-1.93058999  0.05566639],-0.347150948024,[-2.40833044 -0.08003163],"[[-0.1162065  -0.08456837 -0.13269382 -0.10453846]
 [-7.71931422 -1.3107954   0.          0.        ]]","[ 1.11220139  1.38060502 -0.08170962 -1.52045073 -1.14824017 -0.90537778
 -0.97698817 -0.5299326   3.12626791  0.91324674  0.        ]",[-0.76313126 -0.73563987]
3,-0.329868467999,[-3.20412139  1.00729345],-0.329868467999,[-2.50444102  0.94660234],"[[ -0.30875249  -0.10829725  -0.13269382  -0.10453846]
 [-11.52262251  -1.06291716   0.           0.        ]]","[ 1.05456607  1.37759967 -0.35969461 -1.58047682 -1.14823933 -0.90537726
 -1.50849441 -0.48779509  3.01009262  0.35295778  0.        ]",[-0.76313126 -0.73563987]
4,-0.303534938045,[-2.53043431  1.69412693],-0.303534938045,[-2.20451283  1.69139528],"[[ -0.57662428  -0.08960133  -0.13269382  -0.10453846]
 [-15.25212633   2.91923752   0.           0.        ]]","[ 0.89192726  1.3800269  -0.71667284 -1.5331907  -1.14823849 -0.90537674
 -2.02968464  0.18913945  2.74694237 -0.29047938  0.        ]",[-0.76313126 -0.73563987]
5,-0.268104086648,[-1.04635846  1.01209652],-0.268104086648,[-1.44816685  2.05269504],"[[ -9.18345416e-01   7.94636126e-03  -1.32693821e-01  -1.04538456e-01]
 [ -1.89078153e+01   6.82250210e+00   0.00000000e+00   0.00000000e+00]]","[ 0.56329393  1.38525886 -1.08559433 -1.28556694 -1.14823765 -0.90537622
 -2.54055612  0.8526631   2.31291442 -0.88345827  0.        ]",[-0.76313126 -0.73563987]
6,-0.221727901207,[ 0.77776258  1.43690802],-0.221727901207,[ 0.37466314  1.8587954 ],"[[ -1.33245559   0.18278188  -0.13269382  -0.10453846]
 [-22.49131465  10.6482285    0.           0.        ]]","[ 0.035818    1.36339529 -1.34761399 -0.84378633 -1.1482368  -0.9053757
 -3.04133449  1.50300485  1.69856809 -1.30597942  0.        ]",[-0.76313126 -0.73563987]
7,-0.174782207206,[ 0.82092075  0.04904438],-0.174782207206,[ 0.69784021  0.66015697],"[[ -1.74696648   0.43334067  -0.13269382  -0.10453846]
 [-18.97151581  14.39513311   0.           0.        ]]","[-0.54895635  1.26375912 -1.36653374 -0.23853103 -1.14823596 -0.90537518
 -2.54944356  2.13994504  1.09953452 -1.40437611  0.        ]",[-0.76313126 -0.73563987]
8,-0.138361353942,[-0.28137311 -0.52246412],-0.138361353942,[ 0.29025388 -0.65879571],"[[ -2.09005317   0.72031242  -0.13269382  -0.10453846]
 [-15.3491827   14.30237408   0.           0.        ]]","[-1.0052521   1.05867527 -1.19444791  0.37072802 -1.14823512 -0.90537466
 -2.04322726  2.12417306  0.70684423 -1.26593692  0.        ]",[-0.76313126 -0.73563987]
9,-0.103471260917,[ 1.28940291 -1.0811512 ],-0.103471260917,[ 1.34046388 -1.29241109],"[[ -2.40515963   0.98275744  -0.13269382  -0.10453846]
 [-16.15883344  11.94991576   0.           0.        ]]","[-1.3530215   0.799811   -0.90372106  0.8089272  -1.14823428 -0.90537414
 -2.15637018  1.7242726   0.39601265 -1.01366766  0.        ]",[-0.76313126 -0.73563987]
10,-0.0702479270588,[ 0.90293766 -1.89659554],-0.0702479270588,[ 0.87357223 -1.51280487],"[[ -2.68542538   1.17963403  -0.13269382  -0.10453846]
 [-11.88189744   7.75182951   0.           0.        ]]","[-1.57603741  0.57171834 -0.56181256  1.0438632  -1.14823344 -0.90537362
 -1.55867752  1.01063275  0.14035976 -0.71415002  0.        ]",[-0.76313126 -0.73563987]
11,-0.0456732798618,[ 1.64221468 -0.06348165],-0.0456732798618,[ 0.86378276 -0.78291404],"[[-2.88485009  1.29338896 -0.13269382 -0.10453846]
 [-8.07319634  3.63744352  0.          0.        ]]","[-1.67480045  0.43049749 -0.2858183   1.13866969 -1.1482326  -0.90537309
 -1.02642077  0.31122178 -0.02828818 -0.46455326  0.        ]",[-0.76313126 -0.73563987]
12,-0.0319073116852,[ 1.11187256 -1.15002142],-0.0319073116852,[-0.01912132 -1.10751486],"[[-3.00500867  1.36288204 -0.13269382 -0.10453846]
 [-3.95633346  3.3129928   0.          0.        ]]","[-1.70815551  0.34181573 -0.11160673  1.18110056 -1.14823176 -0.90537257
 -0.45109971  0.2560678  -0.10985235 -0.30174956  0.        ]",[-0.76313126 -0.73563987]
