timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.161548621216,[ 0.79695785  3.61606344],-0.161548621216,[ 1.08356619  3.25731111],"[[-0.09014297  0.02332162  0.06044125  0.04629955]
 [-0.00169254 -0.00403668  0.          0.        ]]","[ 1.06950579  1.64313044  0.01163558 -1.0470926   0.5235697   0.40052015
  0.11620165 -0.3207249   0.95257865 -0.72623278  0.        ]",[-0.26434708 -0.2741712 ]
1,-0.158070727345,[ 0.60615155  2.34882551],-0.158070727345,[-0.03624819  2.10138583],"[[-0.05856025  0.06295722  0.06044125  0.04629955]
 [ 3.14947951  3.95440822  0.          0.        ]]","[ 1.07288468  1.64092648  0.05887946 -0.94263425  0.52356934  0.4005199
  0.4826184   0.26777236  0.95688838 -0.60741288  0.        ]",[-0.26434708 -0.2741712 ]
2,-0.148581876675,[-1.43028093  1.70006036],-0.148581876675,[-1.0753336  1.2762773],"[[ 0.02784805  0.18097857  0.06044125  0.04629955]
 [ 5.48360498  7.83479437  0.          0.        ]]","[ 1.07479457  1.62244653  0.18844364 -0.6337775   0.52356897  0.40051964
  0.75402908  0.84466437  0.93658847 -0.27219344  0.        ]",[-0.26434708 -0.2741712 ]
3,-0.137690921159,[-0.58598309  0.77870656],-0.137690921159,[-0.96758455  1.03306103],"[[  0.09672792   0.37586143   0.06044125   0.04629955]
 [  1.41794237  11.64079858   0.           0.        ]]","[ 1.06861677  1.55359285  0.2915485  -0.14024259  0.5235686   0.40051939
  0.28127491  1.41049667  0.84571622  0.09753648  0.        ]",[-0.26434708 -0.2741712 ]
4,-0.126191457457,[-1.25895046  0.93100988],-0.126191457457,[-0.93135798  0.56370211],"[[  0.10153922   0.63731003   0.06044125   0.04629955]
 [ -0.92896859  14.49453673   0.           0.        ]]","[ 1.06792941  1.39073157  0.29873025  0.46113656  0.52356823  0.40051913
  0.00837667  1.83475425  0.69564845  0.36265585  0.        ]",[-0.26434708 -0.2741712 ]
5,-0.110829704868,[-1.89060702 -0.24527365],-0.110829704868,[-0.34823465  0.05009308],"[[  0.04344292   0.96132152   0.06044125   0.04629955]
 [ -4.86757183  17.89522785   0.           0.        ]]","[ 1.07399001  1.0929801   0.21182164  1.05447261  0.52356786  0.40051887
 -0.4496031   2.3403221   0.49849893  0.50312908  0.        ]",[-0.26434708 -0.2741712 ]
6,-0.090999669178,[-0.25083053 -0.74885819],-0.090999669178,[ 0.76063746  0.00766563],"[[ -0.09263491   1.30593631   0.06044125   0.04629955]
 [ -8.72755736  16.5705793    0.           0.        ]]","[ 1.06917051  0.69300154  0.00791192  1.43746667  0.5235675   0.40051862
 -0.89844082  2.14338225  0.31097312  0.46641034  0.        ]",[-0.26434708 -0.2741712 ]
7,-0.0705011680122,[ 1.54536478  0.54953761],-0.0705011680122,[ 1.20254111  0.00677875],"[[ -0.27540748   1.60430404   0.06044125   0.04629955]
 [ -9.54707128  13.27714749   0.           0.        ]]","[ 1.02104825  0.31283416 -0.26125898  1.52797482  0.52356713  0.40051836
 -0.99373271  1.6537509   0.17163649  0.31272409  0.        ]",[-0.26434708 -0.2741712 ]
8,-0.047678866072,[ 0.1441603  -1.25941356],-0.047678866072,[ 0.16645902 -0.93687856],"[[ -0.42474762   1.88903264   0.06044125   0.04629955]
 [ -5.4005488   15.18942955   0.           0.        ]]","[ 0.94731708 -0.04688107 -0.47149903  1.39699256  0.52356676  0.4005181
 -0.51157521  1.93804071 -0.00629434  0.18886808  0.        ]",[-0.26434708 -0.2741712 ]
9,-0.0241894744488,[-0.09345748 -0.27400317],-0.0241894744488,[ 0.14954203 -0.98181999],"[[ -0.52595539   2.15007453   0.06044125   0.04629955]
 [ -4.72254847  10.92897155   0.           0.        ]]","[ 0.88060817 -0.34883601 -0.60642977  1.09907219  0.52356639  0.40051785
 -0.43273709  1.30464654 -0.20601413  0.09654473  0.        ]",[-0.26434708 -0.2741712 ]
