timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.290906856359,[-0.33593779  2.36230986],-0.290906856359,[ 0.92884964  2.50913572],"[[ 0.08212791  0.04086798 -0.08207312  0.02271961]
 [ 0.00177832 -0.00085571  0.          0.        ]]","[ 1.0533947   1.92601529  0.30641969 -0.80336589 -0.70755179  0.19530888
  0.12803326 -0.34235893  2.02522729 -0.05395387  0.        ]",[-0.07576109 -0.12795193]
1,-0.29061175508,[ 1.04962325  2.54979071],-0.29061175508,[ 0.88408393  2.24418902],"[[ 0.06881415  0.08058406 -0.08207312  0.02271961]
 [-1.32871932  3.95926399  0.          0.        ]]","[ 1.05483823  1.92282184  0.28624536 -0.68797123 -0.70755096  0.19530872
 -0.00848197  0.21199039  2.02281136 -0.03934371  0.        ]",[-0.07576109 -0.12795193]
2,-0.287869877476,[ 1.55547059  2.03214646],-0.287869877476,[ 0.46509784  1.98783386],"[[ 0.08217916  0.19869523 -0.08207312  0.02271961]
 [ 2.65199183  7.83892903  0.          0.        ]]","[ 1.05338516  1.90109378  0.30649681 -0.34769067 -0.70755013  0.19530857
  0.39995745  0.75507708  1.99669976  0.10634662  0.        ]",[-0.07576109 -0.12795193]
3,-0.278531570065,[ 0.9167591   2.15396127],-0.278531570065,[-0.02343728  1.6110636 ],"[[  0.17437103   0.39362938  -0.08207312   0.02271961]
 [  6.55429603  11.64181441   0.           0.        ]]","[ 1.0364098   1.82599272  0.44539274  0.19420415 -0.7075493   0.19530841
  0.80035154  1.28741434  1.88080687  0.46308309  0.        ]",[-0.07576109 -0.12795193]
4,-0.25711067152,[-2.02483797  1.10141634],-0.25711067152,[-0.48739931  0.93200612],"[[  0.34053844   0.66386696  -0.08207312   0.02271961]
 [ 10.05102181  15.36950848   0.           0.        ]]","[ 0.97556331  1.64631154  0.68930003  0.87137989 -0.70754846  0.19530825
  1.15913034  1.80922243  1.56995623  0.93183954  0.        ]",[-0.07576109 -0.12795193]
5,-0.222413271477,[ 1.24724321  0.16013701],-0.222413271477,[-0.30565161  0.60671568],"[[  0.49987357   1.00794335  -0.08207312   0.02271961]
 [  5.8964053   19.02592641   0.           0.        ]]","[ 0.8820767   1.31049042  0.91012996  1.5396588  -0.70754763  0.19530809
  0.73284588  2.32104659  1.08968957  1.22889467  0.        ]",[-0.07576109 -0.12795193]
6,-0.175478568074,[-1.08190685 -0.32203912],-0.175478568074,[-0.85921341 -0.14361262],"[[  0.65635621   1.39103226  -0.08207312   0.02271961]
 [  9.73933787  19.28211633   0.           0.        ]]","[ 0.75908948  0.84142283  1.1090763   1.94180932 -0.7075468   0.19530793
  1.12714733  2.35689654  0.54938766  1.23879615  0.        ]",[-0.07576109 -0.12795193]
7,-0.123931216523,[-0.86090161  0.23741227],-0.123931216523,[-0.49118033 -0.18577853],"[[  0.80953432   1.76005507  -0.08207312   0.02271961]
 [  5.59197995  17.62567302   0.           0.        ]]","[ 0.61167964  0.35632669  1.28190287  1.93673126 -0.70754596  0.19530777
  0.70160763  2.12501533  0.12098838  0.98579562  0.        ]",[-0.07576109 -0.12795193]
8,-0.0786638395417,[-0.60024519 -1.03508377],-0.0786638395417,[-0.22925457 -0.12223318],"[[  0.8860936    2.11850216  -0.08207312   0.02271961]
 [  2.07547507  18.21704134   0.           0.        ]]","[ 0.52904779 -0.08338453  1.35885505  1.56288688 -0.70754513  0.19530761
  0.34079686  2.20778577 -0.06109915  0.61364522  0.        ]",[-0.07576109 -0.12795193]
9,-0.0495395150745,[ 0.38500454  1.87311916],-0.0495395150745,[-0.11742402  0.05362424],"[[  0.90336312   2.4394974   -0.08207312   0.02271961]
 [ -0.34071988  13.89686165   0.           0.        ]]","[ 0.50965279 -0.40432519  1.37527285  0.95767823 -0.7075443   0.19530745
  0.09288329  1.60303798 -0.06237841  0.27472587  0.        ]",[-0.07576109 -0.12795193]
