timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.0510903842342,[-0.24201657  1.51371701],-0.0510903842342,[-1.68170238  1.16510057],"[[-0.09452866 -0.01080746  0.1620848  -0.04136257]
 [ 0.00101726 -0.00220953  0.          0.        ]]","[ 1.08318241  1.56070954 -0.00675735 -1.20500831  1.40671252 -0.35426455
  0.11331752 -0.31607067  0.05093487  0.18675885  0.        ]",[-0.42258295 -0.40444848]
1,-0.052249783482,[-1.28045025 -0.37876931],-0.052249783482,[-1.77732325  0.42088366],"[[-0.10412972  0.02888037  0.1620848  -0.04136257]
 [-0.95792512  3.95779344  0.          0.        ]]","[ 1.08181564  1.56024459 -0.02102952 -1.10203012  1.40671052 -0.35426436
 -0.00386127  0.29331034  0.05283258  0.21364006  0.        ]",[-0.42258295 -0.40444848]
2,-0.0494818465153,[ 0.72206743  1.74577555],-0.0494818465153,[-0.10542162  1.13078439],"[[-0.16278251  0.09221772  0.1620848  -0.04136257]
 [-4.89425199  2.38118877  0.          0.        ]]","[ 1.07062186  1.55530099 -0.10785878 -0.93800057  1.40670852 -0.35426417
 -0.48486409  0.05069595  0.04589813  0.15282206  0.        ]",[-0.42258295 -0.40444848]
3,-0.0468745370765,[-2.06575767  0.20939826],-0.0468745370765,[-1.29533851  0.04191616],"[[-0.23105223  0.17908478  0.1620848  -0.04136257]
 [-1.94253642  6.29248791  0.          0.        ]]","[ 1.05146604  1.54015593 -0.20785588 -0.71472528  1.40670652 -0.35426398
 -0.12417629  0.65258247  0.03458432  0.09927506  0.        ]",[-0.42258295 -0.40444848]
4,-0.0446127597265,[ 0.27555161  0.0108687 ],-0.0446127597265,[ 0.05353467  0.14750518],"[[-0.30921111  0.31201851  0.1620848  -0.04136257]
 [-5.8603236   6.99851519  0.          0.        ]]","[ 1.02155564  1.49851704 -0.32035381 -0.38036231  1.40670452 -0.35426379
 -0.60291392  0.76122834  0.01649621  0.08203474  0.        ]",[-0.42258295 -0.40444848]
5,-0.0397143293952,[-0.06588823 -0.59687162],-0.0397143293952,[-0.07510011 -0.05645657],"[[-0.41431753  0.45102543  0.1620848  -0.04136257]
 [-4.65432691  6.90250172  0.          0.        ]]","[ 0.9682213   1.43183298 -0.46714057 -0.04585121  1.40670252 -0.3542636
 -0.45554561  0.74645283 -0.01893468  0.01192807  0.        ]",[-0.42258295 -0.40444848]
6,-0.0350938938862,[ 1.13050006 -0.64368765],-0.0350938938862,[ 0.48640561  0.37267166],"[[-0.50908694  0.5639921   0.1620848  -0.04136257]
 [-4.82206796  4.4024938   0.          0.        ]]","[ 0.90768837  1.36107787 -0.59384462  0.2102074   1.40670052 -0.3542634
 -0.47604264  0.36174076 -0.05921443 -0.06252184  0.        ]",[-0.42258295 -0.40444848]
7,-0.0326435113737,[ 0.40058312  0.07261918],-0.0326435113737,[-0.35130614  0.60885429],"[[-0.56486886  0.62558051  0.1620848  -0.04136257]
 [-0.76960541  1.76515551  0.          0.        ]]","[ 0.86676371  1.3165859  -0.66543887  0.34255944  1.40669851 -0.35426321
  0.0191527  -0.04410425 -0.0862209  -0.11029865  0.        ]",[-0.42258295 -0.40444848]
8,-0.0318986094215,[-1.34302112  1.0291245 ],-0.0318986094215,[-1.01296198  0.32324141],"[[-0.56420833  0.66341242  0.1620848  -0.04136257]
 [ 0.83033682  2.01719941  0.          0.        ]]","[ 0.86726989  1.2872788  -0.66460476  0.4210336   1.40669651 -0.35426302
  0.21465948 -0.00531862 -0.08904441 -0.06115851  0.        ]",[-0.42258295 -0.40444848]
9,-0.029970392318,[ 0.10440405 -0.48754439],-0.029970392318,[-0.158002   -0.36822078],"[[-0.58747395  0.74309709  0.1620848  -0.04136257]
 [-3.14367288  5.93818317  0.          0.        ]]","[ 0.84909754  1.2208489  -0.69375501  0.57870988  1.40669451 -0.35426283
 -0.27094955  0.59805951 -0.10823477 -0.0128271   0.        ]",[-0.42258295 -0.40444848]
10,-0.0258203466776,[-0.30664188  0.07900404],-0.0258203466776,[-0.05275959 -0.09888878],"[[-0.6455725   0.84131028  0.1620848  -0.04136257]
 [-2.66777411  3.88996512  0.          0.        ]]","[ 0.80091953  1.13073108 -0.76455847  0.7576194   1.40669251 -0.35426264
 -0.21279636  0.28287031 -0.14682835 -0.01737717  0.        ]",[-0.42258295 -0.40444848]
11,-0.0212932604592,[ 0.67313738 -1.06038456],-0.0212932604592,[ 0.49410725 -0.13158724],"[[-0.71057214  0.92147887  0.1620848  -0.04136257]
 [-3.82833436  4.12609804  0.          0.        ]]","[ 0.74244477  1.0509886  -0.84016643  0.88990868  1.40669051 -0.35426245
 -0.35461243  0.31920736 -0.18805592 -0.05674979  0.        ]",[-0.42258295 -0.40444848]
12,-0.0188875465277,[ 0.98693194  1.33298858],-0.0188875465277,[ 0.16945894  0.51955408],"[[-0.75964517  0.96344484  0.1620848  -0.04136257]
 [-1.08808887  0.08398446  0.          0.        ]]","[ 0.69524163  1.00721458 -0.89453849  0.95391432  1.40668851 -0.35426226
 -0.0197642  -0.30281173 -0.21730628 -0.1073706   0.        ]",[-0.42258295 -0.40444848]
13,-0.0180034504896,[-2.28755973 -0.37521547],-0.0180034504896,[-1.67171597 -0.69445705],"[[-0.74202325  1.00482405  0.1620848  -0.04136257]
 [ 2.83725196  4.04075414  0.          0.        ]]","[ 0.7124856   0.9627836  -0.87529102  1.0133515   1.40668651 -0.35426207
  0.4598984   0.30607451 -0.22008309 -0.02007924  0.        ]",[-0.42258295 -0.40444848]
14,-0.0203079552299,[ 0.4875404   0.30498601],-0.0203079552299,[-0.54147881 -0.39694354],"[[-0.72553491  1.06994129  0.1620848  -0.04136257]
 [-1.1751003   2.4761766   0.          0.        ]]","[ 0.72832305  0.89049758 -0.85699768  1.09925565  1.40668451 -0.35426188
 -0.03039713  0.0653098  -0.23482784  0.09248142  0.        ]",[-0.42258295 -0.40444848]
15,-0.0224049090097,[-0.19543763 -0.29944986],-0.0224049090097,[-1.2638216  -0.78012693],"[[-0.72945138  1.13108404  0.1620848  -0.04136257]
 [ 0.77697502  3.63424425  0.          0.        ]]","[ 0.72458679  0.82022884 -0.8613666   1.1711395   1.40668251 -0.35426169
  0.20813972  0.24351875 -0.25869125  0.15640063  0.        ]",[-0.42258295 -0.40444848]
16,-0.0273825973632,[-1.28181856 -0.16120135],-0.0273825973632,[-1.16931605 -0.70898473],"[[-0.72182131  1.19115257  0.1620848  -0.04136257]
 [-0.0113576   2.3767977   0.          0.        ]]","[ 0.73184901  0.74919564 -0.85283893  1.23321601  1.4066805  -0.3542615
  0.11180806  0.05001665 -0.28330498  0.24055567  0.        ]",[-0.42258295 -0.40444848]
17,-0.02369123801,[ 0.58905655 -0.51586018],-0.02369123801,[ 0.18010761 -0.43209568],"[[-0.76174611  1.23182201  0.1620848  -0.04136257]
 [-3.96796863  1.6924074   0.          0.        ]]","[ 0.69316141  0.70010797 -0.89680831  1.27032104  1.4066785  -0.35426131
 -0.37167657 -0.05530072 -0.30884478  0.2075996   0.        ]",[-0.42258295 -0.40444848]
18,-0.0155056854957,[-0.07463416 -0.27720928],-0.0155056854957,[-0.09407664 -0.07619202],"[[-0.81692618  1.24483368  0.1620848  -0.04136257]
 [-1.55805706 -0.38430658  0.          0.        ]]","[ 0.63698174  0.68424902 -0.95485926  1.28133939  1.4066765  -0.35426112
 -0.07719316 -0.37487581 -0.32663456  0.11489576  0.        ]",[-0.42258295 -0.40444848]
19,-0.00899708223523,[ 0.37302374  0.95540206],-0.00899708223523,[ 0.34157324  0.31829369],"[[-0.85073839  1.22621149  0.1620848  -0.04136257]
 [-1.8222795  -1.4742802   0.          0.        ]]","[ 0.60106887  0.70692277 -0.98880292  1.26543819  1.4066745  -0.35426093
 -0.10948025 -0.54260622 -0.32895489  0.02781637  0.        ]",[-0.42258295 -0.40444848]
20,-0.0063723090591,[ 0.2107327   0.92190335],-0.0063723090591,[-0.27609685 -0.58813107],"[[-0.87202182  1.23497099  0.1620848  -0.04136257]
 [-0.31109398  2.33753013  0.          0.        ]]","[ 0.57790585  0.6962751  -1.0095127   1.2730213   1.4066725  -0.35426074
  0.07518186  0.04397492 -0.33939124 -0.00291323  0.        ]",[-0.42258295 -0.40444848]
21,-0.0126881862905,[-0.49749142 -1.19808466],-0.0126881862905,[-0.87075025 -1.36979449],"[[-0.86982343  1.31788048  0.1620848  -0.04136257]
 [ 0.52818276  5.94141093  0.          0.        ]]","[ 0.58031752  0.59399856 -1.00739632  1.33542369  1.4066705  -0.35426055
  0.17773882  0.59855869 -0.37230877  0.09753459  0.        ]",[-0.42258295 -0.40444848]
22,-0.0188783967208,[-1.99666737 -1.18497506],-0.0188783967208,[-0.27609521 -0.88961303],"[[-0.87910714  1.39580501  0.1620848  -0.04136257]
 [-1.45002125  1.8646204   0.          0.        ]]","[ 0.57010095  0.49583773 -1.01629092  1.37834527  1.4066685  -0.35426036
 -0.06399172 -0.02879948 -0.41169028  0.16759012  0.        ]",[-0.42258295 -0.40444848]
23,-0.00878078529642,[ 1.65935797 -0.3197838 ],-0.00878078529642,[ 1.71791208  0.4730925 ],"[[-0.94751619  1.39300704  0.1620848  -0.04136257]
 [-5.37778099 -2.13112203  0.          0.        ]]","[ 0.49244767  0.49938917 -1.07873249  1.3770693   1.4066665  -0.35426017
 -0.54395202 -0.64368541 -0.42840677  0.03981419  0.        ]",[-0.42258295 -0.40444848]
24,-0.00989631669401,[ 1.52558064  0.92813128],-0.00989631669401,[ 1.04302311  0.79993296],"[[-1.01429603  1.33809416  0.1620848  -0.04136257]
 [-1.31375987 -3.35606857  0.          0.        ]]","[ 0.41286309  0.56869899 -1.13421565  1.3480293   1.40666449 -0.35425998
 -0.04734046 -0.83218616 -0.43335209 -0.14541301  0.        ]",[-0.42258295 -0.40444848]
25,-0.0100377106122,[ 0.53567007 -0.47119417],-0.0100377106122,[-0.65745795 -0.31472501],"[[-1.0006151   1.30850305  0.1620848  -0.04136257]
 [ 2.66856752  0.38448565  0.          0.        ]]","[ 0.42945393  0.6056896  -1.1233004   1.32921693  1.40666249 -0.35425979
  0.43928833 -0.25656916 -0.41746086 -0.15615726  0.        ]",[-0.42258295 -0.40444848]
26,-0.00137236204021,[-2.41709901 -0.80191064],-0.00137236204021,[-1.77941406 -0.23205325],"[[-0.92650144  1.29739164  0.1620848  -0.04136257]
 [ 4.73590022 -1.48939095  0.          0.        ]]","[ 0.51673538  0.61950537 -1.06013785  1.32158422  1.40666049 -0.3542596
  0.69191009 -0.54493129 -0.38216674 -0.0324627   0.        ]",[-0.42258295 -0.40444848]
27,-0.00635812963138,[-0.31325029 -0.57308763],-0.00635812963138,[-0.11669006  0.86394823],"[[-0.87241941  1.23605048  0.1620848  -0.04136257]
 [ 0.68583267 -4.63422357  0.          0.        ]]","[ 0.57746715  0.69495834 -1.00988715  1.2739307   1.40665849 -0.35425941
  0.19700299 -1.02887465 -0.33992545 -0.00232221  0.        ]",[-0.42258295 -0.40444848]
28,-0.0118870507388,[ 1.71516151  1.57670498],-0.0118870507388,[ 0.77175409  1.77701354],"[[-0.87126888  1.12152215  0.1620848  -0.04136257]
 [-0.56656713 -6.81134945  0.          0.        ]]","[ 0.5787301   0.83135476 -1.00878029  1.16044906  1.40665649 -0.35425922
  0.04396312 -1.36390103 -0.30391897 -0.13802465  0.        ]",[-0.42258295 -0.40444848]
29,-0.0182611993079,[-1.46021418  1.40129516],-0.0182611993079,[-0.89718097  0.73075867],"[[-0.8427984   1.02636506  0.1620848  -0.04136257]
 [ 3.40032899 -2.71801778  0.          0.        ]]","[ 0.6095977   0.939174   -0.98093539  1.0427916   1.40665449 -0.35425902
  0.52870694 -0.73399609 -0.26907388 -0.19897974  0.        ]",[-0.42258295 -0.40444848]
30,-0.017430574612,[ 0.1246229   0.03616092],-0.017430574612,[ 0.1803828   0.21214776],"[[-0.8151771   1.01228382  0.1620848  -0.04136257]
 [-0.62478207  1.2965197   0.          0.        ]]","[ 0.63880553  0.95463785 -0.95305695  1.0236459   1.40665249 -0.35425883
  0.0368489  -0.11621677 -0.25266586 -0.16066622  0.        ]",[-0.42258295 -0.40444848]
31,-0.0157222321453,[ 0.27654519  0.12027192],-0.0157222321453,[-0.0159492   0.08392121],"[[-0.82260167  1.03939182  0.1620848  -0.04136257]
 [-0.11935607  1.41388973  0.          0.        ]]","[ 0.63102679  0.92474769 -0.96063194  1.06010872  1.40665049 -0.35425864
  0.09861061 -0.09815517 -0.2619003  -0.14216466  0.        ]",[-0.42258295 -0.40444848]
32,-0.0133336252711,[ 0.16890673 -0.84841997],-0.0133336252711,[-0.57678193 -0.22234938],"[[-0.81398763  1.07216381  0.1620848  -0.04136257]
 [ 0.97711575  1.86181884  0.          0.        ]]","[ 0.64004581  0.88797344 -0.95183591  1.101993    1.40664849 -0.35425845
  0.2325966  -0.02922528 -0.26603104 -0.08457093  0.        ]",[-0.42258295 -0.40444848]
33,-0.0140327050134,[-1.29928126 -0.0662411 ],-0.0140327050134,[-0.78229302  0.36917973],"[[-0.78792429  1.07532263  0.1620848  -0.04136257]
 [ 1.62704364 -1.53461865  0.          0.        ]]","[ 0.66688751  0.88439256 -0.92473565  1.10590043  1.40664649 -0.35425826
  0.31201604 -0.55188828 -0.25664238 -0.02813814  0.        ]",[-0.42258295 -0.40444848]
34,-0.0149188468449,[ 0.40916241  0.16296433],-0.0149188468449,[ 0.70025587  0.86288238],"[[-0.79540505  1.04231453  0.1620848  -0.04136257]
 [-2.36181816 -1.76542337  0.          0.        ]]","[ 0.65925228  0.92149372 -0.93258738  1.06393904  1.40664448 -0.35425807
 -0.17541323 -0.58740548 -0.25061974 -0.08350921  0.        ]",[-0.42258295 -0.40444848]
35,-0.0180081657492,[ 0.24035083  1.54287212],-0.0180081657492,[ 0.44661486  0.74779046],"[[-0.82593095  1.0138261   0.1620848  -0.04136257]
 [-0.69632632 -1.08568144  0.          0.        ]]","[ 0.62751961  0.9529466  -0.96400608  1.02575863  1.40664248 -0.35425788
  0.02810597 -0.48280252 -0.25821773 -0.18054899  0.        ]",[-0.42258295 -0.40444848]
36,-0.0167643236056,[-0.31489911 -0.4917363 ],-0.0167643236056,[-0.16123883 -0.22032014],"[[-0.83018907  1.03205319  0.1620848  -0.04136257]
 [ 0.26731705  2.8951248   0.          0.        ]]","[ 0.62302012  0.93288358 -0.96830729  1.05039297  1.40664048 -0.35425769
  0.14586092  0.12978741 -0.26392331 -0.1665479   0.        ]",[-0.42258295 -0.40444848]
37,-0.0141091332881,[-0.3545177   0.34277968],-0.0141091332881,[ 0.29085839  0.20242527],"[[-0.8373912   1.06984849  0.1620848  -0.04136257]
 [-0.98337882  0.89108141  0.          0.        ]]","[ 0.61537012  0.89058964 -0.97553738  1.09910817  1.40663848 -0.3542575
 -0.00697133 -0.17860669 -0.27567999 -0.13430299  0.        ]",[-0.42258295 -0.40444848]
38,-0.0137668950356,[ 0.27324185  0.8461848 ],-0.0137668950356,[ 0.75140369  0.0038904 ],"[[-0.87094155  1.10111474  0.1620848  -0.04136257]
 [-2.36705175  2.2310718   0.          0.        ]]","[ 0.57908496  0.85493064 -1.00845656  1.13695342  1.40663648 -0.35425731
 -0.17605308  0.02759913 -0.29877063 -0.16244891  0.        ]",[-0.42258295 -0.40444848]
39,-0.00958432595376,[-0.07092789 -0.319981  ],-0.00958432595376,[ 0.18046053 -0.94350219],"[[-0.90697382  1.17890692  0.1620848  -0.04136257]
 [-1.23989668  5.53713458  0.          0.        ]]","[ 0.53895869  0.76381123 -1.04237757  1.22122706  1.40663448 -0.35425712
 -0.03831709  0.536356   -0.33556745 -0.13744765  0.        ]",[-0.42258295 -0.40444848]
40,-0.00243226072837,[-0.30266591 -1.61522617],-0.00243226072837,[ 0.25018126 -0.87222075],"[[-0.93433765  1.27583813  0.1620848  -0.04136257]
 [-1.4956506   4.16057267  0.          0.        ]]","[ 0.50771637  0.64617098 -1.06711955  1.30588601  1.40663248 -0.35425693
 -0.06956966  0.32452198 -0.37749948 -0.07263795  0.        ]",[-0.42258295 -0.40444848]
41,-0.00512913731943,[ 1.77016018  0.33954196],-0.00512913731943,[ 1.0365355   0.06404343],"[[-0.97596123  1.31849784  0.1620848  -0.04136257]
 [-2.66283612  0.11886246  0.          0.        ]]","[ 0.45897735  0.59321516 -1.10302468  1.33579593  1.40663048 -0.35425674
 -0.2121973  -0.29744148 -0.40960256 -0.09900049  0.        ]",[-0.42258295 -0.40444848]
42,-0.00613670472159,[ 0.81462402 -1.21774589],-0.00613670472159,[-0.33583176 -0.5439229 ],"[[-0.9889889   1.33433157  0.1620848  -0.04136257]
 [ 1.34672554  1.4600494   0.          0.        ]]","[ 0.44343232  0.57340545 -1.11382414  1.34573543  1.40662848 -0.35425655
  0.27776322 -0.09105113 -0.42070069 -0.10403491  0.        ]",[-0.42258295 -0.40444848]
43,-0.00345583308504,[-1.0783343  -0.60390206],-0.00345583308504,[-1.68189955 -0.03627661],"[[-0.92996923  1.3235073   0.1620848  -0.04136257]
 [ 4.54457085 -2.52919324  0.          0.        ]]","[ 0.51274657  0.58695565 -1.06322594  1.33900581  1.40662648 -0.35425636
  0.66853343 -0.70494076 -0.39344374 -0.00828871  0.        ]",[-0.42258295 -0.40444848]
44,-0.00586103531226,[ 0.02628097  2.20281017],-0.00586103531226,[-0.03042559  0.91041148],"[[-0.87967814  1.24944296  0.1620848  -0.04136257]
 [ 0.49806553 -4.86942006  0.          0.        ]]","[  5.69462307e-01   6.78599534e-01  -1.01681291e+00   1.28510533e+00
   1.40662447e+00  -3.54256168e-01   1.74057888e-01  -1.06506881e+00
  -3.47391222e-01  -4.26917981e-04   0.00000000e+00]",[-0.42258295 -0.40444848]
45,-0.00676931334617,[-0.08151539 -0.2963038 ],-0.00676931334617,[-0.22810054  0.13927872],"[[-0.8687819   1.19274941  0.1620848  -0.04136257]
 [ 0.59123052 -0.81345245  0.          0.        ]]","[ 0.58145036  0.74726667 -1.00636832  1.23470615  1.40662247 -0.35425598
  0.18544239 -0.44091025 -0.32358183 -0.04689066  0.        ]",[-0.42258295 -0.40444848]
