timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.249447870176,[ 4.51761167  2.97280198],-0.249447870176,[ 4.08494377  3.04142284],"[[ 0.04191872  0.08923278  0.03584212  0.19816399]
 [ 0.00367146 -0.00246353  0.          0.        ]]","[ 1.09475987  1.52145779  0.18849312 -0.97076809  0.31385174  1.71394189
  0.11186065 -0.31430967  1.25541744 -2.16115379  0.        ]",[-0.47936741 -0.44475341]
1,-0.239316543346,[ 2.62839705  1.34923504],-0.239316543346,[ 2.61579752  1.32052696],"[[ 0.08166663  0.12889642  0.03584212  0.19816399]
 [ 3.95796446  3.95564088  0.          0.        ]]","[ 1.09124392  1.51588499  0.24761785 -0.86890542  0.31385158  1.71393885
  0.60485926  0.30412272  1.23902353 -2.01321013  0.        ]",[-0.47936741 -0.44475341]
2,-0.207741136077,[ 0.87117253 -0.87067631],-0.207741136077,[ 0.98995668 -0.16855329],"[[ 0.19971678  0.2469361   0.03584212  0.19816399]
 [ 7.8341863   7.83539535  0.          0.        ]]","[ 1.06755028  1.48744528  0.42172454 -0.5694729   0.31385143  1.71393582
  1.08812384  0.910313    1.14409075 -1.58701782  0.        ]",[-0.47936741 -0.44475341]
3,-0.160738695824,[ 0.0435475  -0.85734824],-0.160738695824,[-0.27012125 -0.01086769],"[[  0.38943941   0.36748393   0.03584212   0.19816399]
 [ 11.12710801   4.23138572   0.           0.        ]]","[ 0.98878453  1.44043335  0.69190813 -0.27277923  0.31385127  1.71393278
  1.49866468  0.34720542  0.9095324  -1.04373082  0.        ]",[-0.47936741 -0.44475341]
4,-0.112822611067,[-1.4719268  0.0050067],-0.112822611067,[-0.91229403  0.35485443],"[[  0.61151605   0.41720867   0.03584212   0.19816399]
 [ 11.08067954   0.75267787   0.           0.        ]]","[ 0.83649275  1.41590085  0.98170775 -0.15408126  0.31385112  1.71392974
  1.49287407 -0.19632437  0.58866947 -0.59475573  0.        ]",[-0.47936741 -0.44475341]
5,-0.0756602721323,[-1.24877428  0.48165102],-0.0756602721323,[-0.82551372  0.40180582],"[[ 0.79123881  0.43232544  0.03584212  0.19816399]
 [ 6.90549478  0.75899361  0.          0.        ]]","[ 0.67063898  1.40786042  1.18606846 -0.11849561  0.31385096  1.71392671
  0.97233517 -0.19533748  0.29576809 -0.32498877  0.        ]",[-0.47936741 -0.44475341]
6,-0.0524741739938,[-0.29438025 -0.52017497],-0.0524741739938,[-0.30806828  0.18200812],"[[ 0.88827941  0.46650404  0.03584212  0.19816399]
 [ 2.81219793  2.65256101  0.          0.        ]]","[ 0.56721937  1.38869964  1.28259225 -0.03896193  0.31385081  1.71392367
  0.46200616  0.10052272  0.09598851 -0.20157296  0.        ]",[-0.47936741 -0.44475341]
7,-0.0401300149891,[-0.27862164 -1.3635961 ],-0.0401300149891,[-0.04863141  0.51722181],"[[ 0.93228857  0.49836728  0.03584212  0.19816399]
 [ 1.59276688  0.54079994  0.          0.        ]]","[ 0.51745428  1.36962387  1.32283006  0.03396321  0.31385065  1.71392064
  0.30997429 -0.22942921 -0.01478677 -0.15240237  0.        ]",[-0.47936741 -0.44475341]
8,-0.0391885405359,[ 0.59350029  0.94174867],-0.0391885405359,[ 0.45290166  1.40003633],"[[ 0.95278304  0.46935211  0.03584212  0.19816399]
 [ 0.46045123 -3.42908625  0.          0.        ]]","[ 0.49370915  1.38703847  1.34078097 -0.0323945   0.3138505   1.7139176
  0.16880349 -0.84970355 -0.02171902 -0.13980975  0.        ]",[-0.47936741 -0.44475341]
9,-0.0359702416963,[-0.29852177  0.47411846],-0.0359702416963,[-0.53750283  0.39610374],"[[ 0.98544409  0.43885653  0.03584212  0.19816399]
 [ 2.79786856  0.36687627  0.          0.        ]]","[ 0.45515176  1.40429717  1.36833193 -0.10319723  0.31385034  1.71391456
  0.46021936 -0.25660306 -0.04941319 -0.11765473  0.        ]",[-0.47936741 -0.44475341]
