timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.05057498  1.77391031  0.15986334 -1.24303371 -0.3611331   0.57788465
  0.10772602 -0.329965    1.79811414 -0.81528201  0.        ]",[ 2.99829916  3.94896232],-0.260671889386,-0.260671889386,[ 2.34405375  3.19464016],"[[  6.71855328e-03  -7.44596583e-02  -4.07347422e-02   6.54029342e-02]
 [ -3.60134637e-03  -8.44057793e-05   0.00000000e+00   0.00000000e+00]]",[-0.16164736 -0.19729578]
1,"[ 1.04905068  1.77672385  0.21962902 -1.13386943 -0.36113283  0.57788415
  0.54728203  0.23849798  1.79932123 -0.68542015  0.        ]",[ 2.26784818  3.20770741],-0.257587450918,-0.257587450918,[ 1.65382624  2.52435493],"[[ 0.04632234 -0.03474891 -0.04073474  0.06540293]
 [ 3.95081567  3.9579737   0.          0.        ]]",[-0.16164736 -0.19729578]
2,"[ 1.03109177  1.77299093  0.39654874 -0.80903585 -0.36113257  0.57788366
  0.97814832  0.79570958  1.75964416 -0.30214857  0.        ]",[ 2.21943385  1.33884094],-0.247027486668,-0.247027486668,[ 0.67845547  1.91062653],"[[ 0.16423     0.08333705 -0.04073474  0.06540293]
 [ 7.82706178  7.83769377  0.          0.        ]]",[-0.16164736 -0.19729578]
3,"[ 0.95820454  1.7274824   0.67999537 -0.28198668 -0.36113231  0.57788316
  1.40052281  1.34188378  1.55838241  0.28462701  0.        ]",[-1.26313665  3.11212567],-0.225540609225,-0.225540609225,[-0.71100259  0.74815512],"[[  0.3588955    0.2782466   -0.04073474   0.06540293]
 [ 11.62692533  11.64057356   0.           0.        ]]",[-0.16164736 -0.19729578]
4,"[ 0.83716715  1.58673801  0.93809508  0.39730996 -0.36113205  0.57788267
  0.93515387  1.87766287  1.1544585   0.79282026  0.        ]",[-0.2123327   0.50676844],-0.195445294206,-0.195445294206,[-0.418874    0.34869212],"[[  0.54942752   0.5484878   -0.04073474   0.06540293]
 [  7.44029916  15.37109808   0.           0.        ]]",[-0.16164736 -0.19729578]
5,"[ 0.72039748  1.31263116  1.108773    1.07145624 -0.36113178  0.57788217
  0.82550597  2.1221673   0.66016718  1.03231219  0.        ]",[-0.42312174 -1.20275359],-0.160785815178,-0.160785815178,[-0.65101677 -0.33815008],"[[  0.6883353    0.87299135  -0.04073474   0.06540293]
 [  6.45387295  17.07357212   0.           0.        ]]",[-0.16164736 -0.19729578]
6,"[ 0.61142756  0.98280118  1.2320543   1.4982619  -0.36113152  0.57788167
  0.62551309  1.50499296  0.21540829  1.02708839  0.        ]",[-2.3940606  -1.21124433],-0.127090781164,-0.127090781164,[-0.64503092 -0.40444314],"[[  0.79936253   1.17134753  -0.04073474   0.06540293]
 [  4.65466629  12.77635765   0.           0.        ]]",[-0.16164736 -0.19729578]
7,"[ 0.5554922   0.71776079  1.28577881  1.66742545 -0.36113126  0.57788118
  0.17560832  0.90011344 -0.03529391  0.91183183  0.        ]",[-0.4948669   0.29988055],-0.103825305384,-0.103825305384,[-0.08278515  0.02592775],"[[ 0.85184819  1.38461824 -0.04073474  0.06540293]
 [ 0.60715528  8.56473085  0.          0.        ]]",[-0.16164736 -0.19729578]
8,"[ 0.56378493  0.48311087  1.27816214  1.71496998 -0.361131    0.57788068
 -0.04340053  1.04634933 -0.15100101  0.77286285  0.        ]",[ 0.19139363  0.05141745],-0.0865753105811,-0.0865753105811,[ 0.1914494  -0.17202789],"[[ 0.84422313  1.5661291  -0.04073474  0.06540293]
 [-1.36312942  9.58294669  0.          0.        ]]",[-0.16164736 -0.19729578]
9,"[ 0.5846189   0.23510626  1.25850349  1.66693098 -0.36113073  0.57788019
  0.04383203  1.04832215 -0.23712137  0.60441359  0.        ]",[-0.92800668 -0.32947395],-0.0681114949964,-0.0681114949964,[-0.01459382 -0.53363425],"[[ 0.82483423  1.75792589 -0.04073474  0.06540293]
 [-0.57835333  9.59669284  0.          0.        ]]",[-0.16164736 -0.19729578]
10,"[ 0.63489533  0.01397363  1.20773732  1.53453172 -0.36113047  0.57787969
 -0.36314807  0.83372331 -0.26522334  0.44239416  0.        ]",[ 1.68954992 -0.21478649],-0.0519775918347,-0.0519775918347,[ 0.52644622 -0.21240646],"[[ 0.77653293  1.93486836 -0.04073474  0.06540293]
 [-4.23969439  8.10249787  0.          0.        ]]",[-0.16164736 -0.19729578]
11,"[ 0.67882581 -0.1645803   1.159076    1.35655343 -0.36113021  0.57787919
  0.08618999  0.6884899  -0.27662975  0.2965575   0.        ]",[-0.30902303 -0.88062627],-0.0378845391696,-0.0378845391696,[-0.12316495 -0.64316785],"[[ 0.73229709  2.08677207 -0.04073474  0.06540293]
 [-0.19729018  7.09127644  0.          0.        ]]",[-0.16164736 -0.19729578]
12,"[ 0.69436816 -0.28005606  1.14078135  1.20030069 -0.36112994  0.5778787
 -0.04932037  0.16754032 -0.29067842  0.18740123  0.        ]",[ 0.88197708  0.4813451 ],-0.0272507002332,-0.0272507002332,[ 0.08288357 -0.30683464],"[[ 0.71612017  2.19220429 -0.04073474  0.06540293]
 [-1.41638866  3.46402958  0.          0.        ]]",[-0.16164736 -0.19729578]
13,"[ 0.68769226 -0.36977024  1.14870905  1.05128005 -0.36112968  0.5778782
  0.34189166  0.43140236 -0.31130332  0.08794685  0.        ]",[-0.05192923 -0.22565789],-0.0173385706352,-0.0173385706352,[-0.54543519 -0.9388901 ],"[[ 0.72310397  2.27991813 -0.04073474  0.06540293]
 [ 2.10309053  5.30123912  0.          0.        ]]",[-0.16164736 -0.19729578]
14,"[ 0.64886483 -0.46047949  1.19271809  0.86979966 -0.36112942  0.57787771
  0.31443035  0.28800019 -0.34361001 -0.03454204  0.        ]",[-0.93546446 -2.48812866],-0.00502894363354,-0.00502894363354,[-0.65010738 -0.99705756],"[[ 0.7626872   2.37592491 -0.04073474  0.06540293]
 [ 1.85604134  4.30276655  0.          0.        ]]",[-0.16164736 -0.19729578]
15,"[ 0.64926885 -0.50047807  1.19227526  0.77760024 -0.36112916  0.57787721
 -0.10129948 -0.29291047 -0.34253676 -0.08565145  0.        ]",[-0.53300539 -0.96317026],-0.0033048447422,-0.0033048447422,[ 0.01513496 -0.34680986],"[[ 0.76228327  2.42139812 -0.04073474  0.06540293]
 [-1.8840024   0.25802984  0.          0.        ]]",[-0.16164736 -0.19729578]
16,"[ 0.70600503 -0.47150864  1.12667601  0.84520473 -0.36112889  0.57787671
 -0.33169599 -0.84138153 -0.30834725 -0.02691875  0.        ]",[ 0.0738937   1.79328052],-0.00855136297864,-0.00855136297864,[ 0.58051693  0.37347579],"[[ 0.70380664  2.38824278 -0.04073474  0.06540293]
 [-3.95672646 -3.56084094  0.          0.        ]]",[-0.16164736 -0.19729578]
17,"[ 0.77356785 -0.44367871  1.03717994  0.90611838 -0.36112863  0.57787622
 -0.29047544 -0.26258147 -0.25765886  0.03139708  0.        ]",[ 0.51593282 -0.4878093 ],-0.0166484398637,-0.0166484398637,[ 0.51030117  0.07334237],"[[ 0.62839304  2.35746061 -0.04073474  0.06540293]
 [-3.58589505  0.46919445  0.          0.        ]]",[-0.16164736 -0.19729578]
18,"[ 0.81511422 -0.43436545  0.97438082  0.92568536 -0.36112837  0.57787572
 -0.05554608 -0.54133213 -0.22219055  0.05586947  0.        ]",[-0.4717255   1.15309108],-0.0213495549921,-0.0213495549921,[ 0.31423748  0.2090361 ],"[[ 0.5778805   2.34737105 -0.04073474  0.06540293]
 [-1.4723969  -1.47167702  0.          0.        ]]",[-0.16164736 -0.19729578]
19,"[ 0.85164575 -0.44413464  0.91289275  0.9051466  -0.36112811  0.57787523
 -0.25989669  0.03153755 -0.19212266  0.0550519   0.        ]",[ 1.13369602 -0.71900961],-0.0241737783292,-0.0241737783292,[ 0.52436388  0.00232428],"[[ 0.52998736  2.35795791 -0.04073474  0.06540293]
 [-3.31079978  2.51706384  0.          0.        ]]",[-0.16164736 -0.19729578]
20,"[ 0.87016724 -0.46345423  0.87898394  0.86321585 -0.36112784  0.57787473
  0.18744184 -0.38451797 -0.17995882  0.03698447  0.        ]",[ 0.20467969 -0.16340455],-0.0245398089818,-0.0245398089818,[ 0.01041482 -0.01815662],"[[ 0.50414933  2.37923371 -0.04073474  0.06540293]
 [ 0.71359466 -0.37982126  0.          0.        ]]",[-0.16164736 -0.19729578]
21,"[ 0.85425879 -0.45077653  0.90822525  0.8909289  -0.36112758  0.57787423
  0.27594165 -0.47636536 -0.19143307  0.04784314  0.        ]",[-1.09860851 -1.31357981],-0.0238788712727,-0.0238788712727,[-0.11152614 -0.0322957 ],"[[ 0.52640949  2.36522087 -0.04073474  0.06540293]
 [ 1.50976701 -1.01933233  0.          0.        ]]",[-0.16164736 -0.19729578]
22,"[ 0.86135488 -0.3945515   0.89536502  1.00508043 -0.36112732  0.57787374
 -0.16741197 -1.04213827 -0.16856359  0.11452211  0.        ]",[ 0.56558327  1.1184644 ],-0.0297536127283,-0.0297536127283,[ 0.7297098   0.92471528],"[[ 0.51658607  2.30530959 -0.04073474  0.06540293]
 [-2.4787729  -4.95866317  0.          0.        ]]",[-0.16164736 -0.19729578]
23,"[ 0.87997168 -0.33667074  0.86016056  1.10940388 -0.36112706  0.57787324
  0.08691154 -0.45936633 -0.12872438  0.18032221  0.        ]",[ 0.02400359  1.02591422],-0.0374179429981,-0.0374179429981,[ 0.31489292  0.38656378],"[[ 0.48996692  2.24684834 -0.04073474  0.06540293]
 [-0.19080513 -0.90098473  0.          0.        ]]",[-0.16164736 -0.19729578]
24,"[ 0.88189435 -0.35867658  0.85639197  1.07118533 -0.36112679  0.57787275
  0.09787909  0.11187881 -0.13457118  0.15793372  0.        ]",[ 0.13921501  0.09961355],-0.0354760642826,-0.0354760642826,[ 0.13447595 -0.10557905],"[[ 0.48714071  2.26873542 -0.04073474  0.06540293]
 [-0.09213738  3.07643672  0.          0.        ]]",[-0.16164736 -0.19729578]
25,"[ 0.87936922 -0.42151244  0.8613294   0.95204226 -0.36112653  0.57787225
  0.1593453   0.1597776  -0.15855411  0.08870196  0.        ]",[-1.28084408 -0.31398411],-0.029210309956,-0.029210309956,[-0.03474253 -0.31267238],"[[ 0.49084601  2.33361033 -0.04073474  0.06540293]
 [ 0.46083053  3.40994316  0.          0.        ]]",[-0.16164736 -0.19729578]
