timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.09686357  1.46977298  0.03214014 -1.47220467  0.54305151  1.71456188
  0.09746558 -0.31134634  1.05186751 -2.75366711  0.        ]",[ 4.56114744  3.79205132],-0.260987584107,-0.260987584107,[ 4.38049936  3.00994444],"[[-0.04221034 -0.08699895  0.06299744  0.1979387 ]
 [-0.00210397  0.00471257  0.          0.        ]]",[-0.56035006 -0.53804308]
1,"[ 1.09813238  1.47321917  0.09097967 -1.36935582  0.54305123  1.71455915
  0.61213715  0.3231645   1.06032252 -2.59711204  0.        ]",[ 2.79054783  1.93580554],-0.25110301614,-0.25110301614,[ 2.80694032  1.23136461],"[[ -2.57688531e-03  -4.71931988e-02   6.29974358e-02   1.97938701e-01]
 [  3.95228477e+00   3.96267672e+00   0.00000000e+00   0.00000000e+00]]",[-0.56035006 -0.53804308]
2,"[ 1.08862559  1.47140185  0.26574335 -1.06350315  0.54305094  1.71455642
  1.11663316  0.94511686  1.0366704  -2.13183635  0.        ]",[ 0.32786375 -0.83686255],-0.22007990393,-0.22007990393,[ 0.91127741 -0.73305851],"[[ 0.11535982  0.0709859   0.06299744  0.1979387 ]
 [ 7.82849569  7.84230551  0.          0.        ]]",[-0.56035006 -0.53804308]
3,"[ 1.04105566  1.45065872  0.51006715 -0.75040481  0.54305066  1.71455368
  1.26546952  0.38893226  0.90368808 -1.55643799  0.        ]",[-0.02503175 -0.44050707],-0.17716172407,-0.17716172407,[ 0.49092138  0.05413829],"[[ 0.2834035   0.19302269  0.06299744  0.1979387 ]
 [ 8.97206306  4.37292968  0.          0.        ]]",[-0.56035006 -0.53804308]
4,"[ 0.94934616  1.43052101  0.75420156 -0.57612831  0.54305037  1.71455095
  1.22958307  0.09543626  0.69337937 -1.077736    0.        ]",[-0.38367722  0.41777789],-0.135810655697,-0.135810655697,[ 0.01224191  0.31468198],"[[ 0.46007848  0.26211257  0.06299744  0.1979387 ]
 [ 8.69634558  2.54215662  0.          0.        ]]",[-0.56035006 -0.53804308]
5,"[ 0.83426381  1.40532873  0.95410488 -0.41031777  0.54305009  1.71454821
  1.00958016  0.35265162  0.438054   -0.70704605  0.        ]",[-0.04215286  0.36171016],-0.0972485396643,-0.0972485396643,[-0.52268463 -0.21260011],"[[ 0.61704556  0.3290538   0.06299744  0.1979387 ]
 [ 7.00599879  4.14661842  0.          0.        ]]",[-0.56035006 -0.53804308]
6,"[ 0.71020095  1.35942016  1.1115261  -0.17812673  0.5430498   1.71454548
  0.96979257  0.5691004   0.13588526 -0.42178383  0.        ]",[-0.77852793 -0.92161591],-0.058808465878,-0.058808465878,[-1.37272811 -0.91203696],"[[ 0.75409824  0.42553288  0.06299744  0.1979387 ]
 [ 6.70030371  5.49678641  0.          0.        ]]",[-0.56035006 -0.53804308]
7,"[ 0.60525673  1.31785085  1.21625427 -0.0106625   0.54304952  1.71454274
  0.55187801 -0.03318251 -0.11294347 -0.26373041  0.        ]",[-1.46607518 -1.04702278],-0.030236451713,-0.030236451713,[-0.6885128  -0.22169548],"[[ 0.85588813  0.49777413  0.06299744  0.1979387 ]
 [ 3.48933394  1.73986175  0.          0.        ]]",[-0.56035006 -0.53804308]
8,"[ 0.57306958  1.32107975  1.24440123 -0.02265233  0.54304924  1.71454001
  0.02818999 -0.673245   -0.16013521 -0.23359513  0.        ]",[-0.10430014  1.41976165],-0.0248170511996,-0.0248170511996,[ 0.7044211  0.9524973],"[[ 0.88530427  0.49251244  0.06299744  0.1979387 ]
 [-0.53432829 -2.25272544  0.          0.        ]]",[-0.56035006 -0.53804308]
9,"[ 0.5892919   1.32404474  1.23042291 -0.0337975   0.54304895  1.71453728
 -0.02432628 -0.03129912 -0.12848907 -0.25063353  0.        ]",[ 0.20696775  0.7047608 ],-0.028323748041,-0.028323748041,[ 0.65265274  0.24122162],"[[ 0.87056926  0.48763471  0.06299744  0.1979387 ]
 [-0.93782756  1.75160656  0.          0.        ]]",[-0.56035006 -0.53804308]
