timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.295704455455,[ 2.75604042  2.90550744],-0.295704455455,[ 2.56804681  2.93159771],"[[ 0.07400033 -0.00803189 -0.08194401  0.06473503]
 [-0.00458623  0.00070051  0.          0.        ]]","[ 1.11732652  1.38771906  0.19932261 -1.32398306 -0.70851156  0.55707365
  0.10118738 -0.30710067  2.62173092 -0.7230967   0.        ]",[-0.75850999 -0.72884524]
1,-0.292552561688,[ 2.49577099  2.71241558],-0.292552561688,[ 2.22110462  2.81731772],"[[ 0.11358457  0.03169438 -0.08194401  0.06473503]
 [ 3.94985004  3.95873997  0.          0.        ]]","[ 1.11205579  1.38710008  0.25762671 -1.22304198 -0.70851122  0.55707342
  0.65240862  0.36461054  2.60846109 -0.55305399  0.        ]",[-0.75850999 -0.72884524]
2,-0.281381248291,[ 2.48361728  2.72654187],-0.281381248291,[ 2.09128737  2.73825288],"[[ 0.23147341  0.14979545 -0.08194401  0.06473503]
 [ 7.82615491  7.83843734  0.          0.        ]]","[ 1.08330049  1.37304061  0.42935575 -0.92432737 -0.70851088  0.55707319
  1.19273834  1.02302612  2.5183369  -0.05927894  0.        ]",[-0.75850999 -0.72884524]
3,-0.257474197116,[ 1.53586027  1.09848969],-0.257474197116,[ 1.02813578  1.6457082 ],"[[  0.42612196   0.34471958  -0.08194401   0.06473503]
 [ 11.62615109  11.64128668   0.           0.        ]]","[ 0.99408839  1.31043642  0.7014836  -0.44480399 -0.70851054  0.55707295
  1.72242982  1.66839861  2.21522287  0.67037604  0.        ]",[-0.75850999 -0.72884524]
4,-0.214754909108,[-0.15874384  0.71233492],-0.214754909108,[-0.4914993   0.42591447],"[[  0.69602513   0.61494387  -0.08194401   0.06473503]
 [ 15.35201155  15.36867606   0.           0.        ]]","[ 0.79054386  1.14698045  1.03856032  0.1625003  -0.7085102   0.55707272
  2.24178484  2.30096196  1.54705492  1.37773571  0.        ]",[-0.75850999 -0.72884524]
5,-0.155351922872,[-1.94105766 -1.74011742],-0.155351922872,[-1.95995891 -1.35316086],"[[  0.99373019   0.94756076  -0.08194401   0.06473503]
 [ 14.42179804  17.8845944    0.           0.        ]]","[ 0.47518917  0.84055812  1.32986724  0.75989778 -0.70850986  0.55707249
  2.11211596  2.72792563  0.61852215  1.59243851  0.        ]",[-0.75850999 -0.72884524]
6,-0.099051945505,[-2.20723637 -2.44919388],-0.099051945505,[-2.14751768 -1.89361501],"[[  1.23964249   1.26197766  -0.08194401   0.06473503]
 [ 10.18323625  13.57147477   0.           0.        ]]","[ 0.16181935  0.47289943  1.48906281  1.11744665 -0.70850952  0.55707226
  1.52128941  1.99595386 -0.10610744  1.24058437  0.        ]",[-0.75850999 -0.72884524]
7,-0.0614418881901,[-2.08539834 -1.06888444],-0.0614418881901,[-1.8909893  -1.85066724],"[[ 1.40160647  1.49098938 -0.08194401  0.06473503]
 [ 6.02672458  9.34379593  0.          0.        ]]","[-0.06101873  0.17821326  1.54832109  1.22957479 -0.70850919  0.55707202
  0.94190134  1.27848481 -0.45631857  0.77427678  0.        ]",[-0.75850999 -0.72884524]
8,-0.0420821343313,[-0.02194051 -1.18923373],-0.0420821343313,[-0.88603532 -0.77621102],"[[ 1.48125056  1.63628767 -0.08194401  0.06473503]
 [ 1.95108263  5.19984429  0.          0.        ]]","[-0.17326572 -0.01258302  1.56351686  1.23221438 -0.70850885  0.55707179
  0.37378633  0.57522584 -0.57208673  0.45823466  0.        ]",[-0.75850999 -0.72884524]
9,-0.0349308595348,[-0.92519754  1.51797594],-0.0349308595348,[-0.90244269  0.20398501],"[[ 1.51902108  1.69952386 -0.08194401  0.06473503]
 [ 1.82634205  1.13731395  0.          0.        ]]","[-0.22682344 -0.09529052  1.56746026  1.21663523 -0.70850851  0.55707156
  0.35639826 -0.1142152  -0.607796    0.31212974  0.        ]",[-0.75850999 -0.72884524]
