timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.08510298  1.5203739   0.20830036 -1.18139519  0.13413557 -0.69703952
  0.0998692  -0.31413765  1.46742849  1.07655643  0.        ]",[-3.58238956  1.0423131 ],-0.216383959592,-0.216383959592,[-3.31008697  1.00749516],"[[ 0.06680064  0.01154526  0.01603614 -0.08175762]
 [-0.00413165  0.00172213  0.          0.        ]]",[-0.48730373 -0.45383751]
1,"[ 1.08777777  1.51876187  0.14908402 -1.07793035  0.13413551 -0.69703905
 -0.39894982  0.30575274  1.46919959  1.02928832  0.        ]",[-2.60522793  0.37543954],-0.214799446917,-0.214799446917,[-3.06122398  0.71881682],"[[ 0.02701288  0.05132265  0.01603614 -0.08175762]
 [-3.96146386  3.96280907  0.          0.        ]]",[-0.48730373 -0.45383751]
2,"[ 1.08234858  1.50699311 -0.02675562 -0.83610987  0.13413545 -0.69703859
 -0.88778022  0.52635009  1.46730727  0.85662499  0.        ]",[-4.24237839  0.07115565],-0.208735936608,-0.208735936608,[-3.01953006  0.64572608],"[[-0.09112638  0.14472206  0.01603614 -0.08175762]
 [-7.83955492  5.37242267  0.          0.        ]]",[-0.48730373 -0.45383751]
3,"[ 1.03001276  1.47915365 -0.31160411 -0.55762276  0.13413539 -0.69703813
 -1.36689042  0.55401126  1.43359974  0.51712874  0.        ]",[-2.97341537  0.95637958],-0.196321298305,-0.196321298305,[-2.46849823  1.00767326],"[[ -0.28605371   0.25394423   0.01603614  -0.08175762]
 [-11.64053968   5.54917891   0.           0.        ]]",[-0.48730373 -0.45383751]
4,"[ 0.87204395  1.41787622 -0.67792524 -0.19357606  0.13413533 -0.69703767
 -1.83671177  1.12962343  1.31704721  0.06540983  0.        ]",[-0.28676651  0.91246351],-0.177986685037,-0.177986685037,[-1.00950575  0.86100912],"[[ -0.55626129   0.40183245   0.01603614  -0.08175762]
 [-15.36784825   9.2273316    0.           0.        ]]",[-0.48730373 -0.45383751]
5,"[ 0.57668458  1.28017596 -1.03193076  0.30240415  0.13413527 -0.69703721
 -1.94160615  1.66641051  1.10100355 -0.34117056  0.        ]",[ 1.53463523  0.5775676 ],-0.15641947783,-0.15641947783,[ 0.36469755  0.43064815],"[[ -8.71967612e-01   6.20794609e-01   1.60361390e-02  -8.17576199e-02]
 [ -1.62000509e+01   1.26574041e+01   0.00000000e+00   0.00000000e+00]]",[-0.48730373 -0.45383751]
6,"[ 0.23581848  1.03885847 -1.25307867  0.81802425  0.13413521 -0.69703674
 -1.40267211  1.98477253  0.87316964 -0.52730108  0.        ]",[-0.46181518  0.15558732],-0.13621566112,-0.13621566112,[ 0.07532482 -0.05108944],"[[ -1.15307155   0.89435338   0.01603614  -0.08175762]
 [-11.92447709  14.69175811   0.           0.        ]]",[-0.48730373 -0.45383751]
7,"[-0.11294287  0.70956624 -1.36138506  1.2060671   0.13413515 -0.69703628
 -1.60334576  2.03563401  0.65262629 -0.55949772  0.        ]",[ 1.12129675 -0.84018659],-0.115024894693,-0.115024894693,[ 1.15525448 -0.69300139],"[[ -1.40753388   1.19145031   0.01603614  -0.08175762]
 [-13.51652585  15.0167921    0.           0.        ]]",[-0.48730373 -0.45383751]
8,"[-0.43879528  0.38095552 -1.37808181  1.37378074  0.13413509 -0.69703582
 -1.07080146  1.46824752  0.44413396 -0.52663503  0.        ]",[ 0.5435262   0.06261735],-0.0936578231195,-0.0936578231195,[ 0.59208834 -0.68957138],"[[ -1.63547581   1.45540845   0.01603614  -0.08175762]
 [ -9.29163311  11.39120869   0.           0.        ]]",[-0.48730373 -0.45383751]
9,"[-0.66902397  0.08792983 -1.34294053  1.37458852  0.13413502 -0.69703536
 -0.77651776  1.47164595  0.30167912 -0.41365637  0.        ]",[-0.03188909 -1.76307275],-0.07615706272,-0.07615706272,[-0.13369182 -1.28059852],"[[ -1.79788474   1.68345015   0.01603614  -0.08175762]
 [ -6.95695936  11.41293791   0.           0.        ]]",[-0.48730373 -0.45383751]
10,"[-0.85957138 -0.14652964 -1.28244545  1.27567822  0.13413496 -0.69703489
 -0.77502833  0.81659919  0.17993105 -0.30377627  0.        ]",[ 0.90028381 -0.51354437],-0.060953829179,-0.060953829179,[ 0.2154983  -0.84686291],"[[-1.93690499  1.86971194  0.01603614 -0.08175762]
 [-6.94514749  7.22719214  0.          0.        ]]",[-0.48730373 -0.45383751]
11,"[-0.99298104 -0.29430225 -1.22105404  1.16317512  0.1341349  -0.69703443
 -0.30851384  0.47591578  0.09277312 -0.22744606  0.        ]",[-1.10280797  0.00708329],-0.0503430472303,-0.0503430472303,[-0.79285491 -0.7086345 ],"[[-2.03867458  1.99241314  0.01603614 -0.08175762]
 [-3.24409155  5.05022672  0.          0.        ]]",[-0.48730373 -0.45383751]
12,"[-1.12233258 -0.40929016 -1.14414264  1.04461392  0.13413484 -0.69703397
 -0.79938119  0.46468509  0.00692038 -0.17083111  0.        ]",[ 0.40064641 -1.07145412],-0.0404740302515,-0.0404740302515,[ 0.60360086 -0.82454097],"[[-2.14262827  2.09269805  0.01603614 -0.08175762]
 [-7.13835327  4.97846423  0.          0.        ]]",[-0.48730373 -0.45383751]
13,"[-1.2671355  -0.47383602 -1.03341438  0.96439749  0.13413478 -0.69703351
 -0.58164747 -0.17043164 -0.0948146  -0.16923716  0.        ]",[ 1.08928489  0.09453475],-0.0300067648143,-0.0300067648143,[ 0.69053352 -0.02890351],"[[-2.2680643   2.15154796  0.01603614 -0.08175762]
 [-5.41098314  0.92007042  0.          0.        ]]",[-0.48730373 -0.45383751]
14,"[-1.33912862 -0.49731859 -0.96635183  0.9325012   0.13413472 -0.69703305
 -0.06918158 -0.11474262 -0.14911596 -0.17462692  0.        ]",[ 0.93034622  0.50531382],-0.0246727735659,-0.0246727735659,[-0.35670245 -0.19672188],"[[-2.33549255  2.17351955  0.01603614 -0.08175762]
 [-1.34537782  1.27592253  0.          0.        ]]",[-0.48730373 -0.45383751]
15,"[-1.32840305 -0.54464866 -0.97692931  0.86343086  0.13413466 -0.69703258
  0.39838885  0.19439732 -0.13423096 -0.11092894  0.        ]",[-1.16237954 -0.7145638 ],-0.0250128503242,-0.0250128503242,[-1.86214828 -0.88222075],"[[-2.32518249  2.21885782  0.01603614 -0.08175762]
 [ 2.36405335  3.25132436  0.          0.        ]]",[-0.48730373 -0.45383751]
16,"[-1.32096124 -0.5810909  -0.98414078  0.80555209  0.1341346  -0.69703212
 -0.10647837 -0.25843692 -0.12546116 -0.06047029  0.        ]",[-0.62222205 -0.98365035],-0.0258210138596,-0.0258210138596,[-0.34397954 -0.17428994],"[[-2.3180878   2.25485184  0.01603614 -0.08175762]
 [-1.64126589  0.3577184   0.          0.        ]]",[-0.48730373 -0.45383751]
