timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.042681123236,[ 0.24516847 -0.49890476],-0.042681123236,[-0.84427059  0.90365744],"[[ 0.09047216 -0.03592237  0.17379352  0.03852504]
 [-0.00120564 -0.00301329  0.          0.        ]]","[ 1.11873747  2.07947224  0.20995987 -0.86262497  1.5130247   0.30650802
  0.05623945 -0.35895481  0.0044018  -0.2284477   0.        ]",[ 0.07292947 -0.11640429]
1,-0.0427329956158,[-0.32133883  0.74688982],-0.0427329956158,[-0.88703454  0.91512048],"[[ 0.10018685 -0.05580623  0.17379352  0.03852504]
 [ 0.9694403  -1.97878681  0.          0.        ]]","[ 1.11745041  2.0782192   0.22450342 -0.92325621  1.51301657  0.30650747
  0.13831926 -0.63273533  0.0041319  -0.22968059  0.        ]",[ 0.07292947 -0.11640429]
2,-0.0425235508396,[-1.1802057   0.12582433],-0.0425235508396,[-0.84113216  0.89097798],"[[ 0.10661748 -0.06531155  0.17379352  0.03852504]
 [-0.32207295  1.01826492  0.          0.        ]]","[ 1.11652539  2.07742183  0.23412265 -0.95221655  1.51300844  0.30650692
  0.02910573 -0.21743457  0.00375448 -0.22720401  0.        ]",[ 0.07292947 -0.11640429]
3,-0.0470062855794,[-0.95988878  1.08555847],-0.0470062855794,[-0.50946105  0.99853003],"[[ 0.06054755 -0.04013438  0.17379352  0.03852504]
 [-4.2717677   1.49784981  0.          0.        ]]","[ 1.12185709  2.0792011   0.16508367 -0.87546521  1.51300031  0.30650638
 -0.30489    -0.15097831  0.00706373 -0.28375744  0.        ]",[ 0.07292947 -0.11640429]
4,-0.0602543701144,[ 0.20334995  2.270545  ],-0.0602543701144,[-0.13441545  1.07815027],"[[-0.06215384  0.02926745  0.17379352  0.03852504]
 [-7.98600069  5.42922398  0.          0.        ]]","[ 1.1217163   2.07969374 -0.01933707 -0.66364824  1.51299218  0.30650583
 -0.61897409  0.39379179  0.00672811 -0.43266826  0.        ]",[ 0.07292947 -0.11640429]
5,-0.0719982529399,[-0.60848081  2.3134309 ],-0.0719982529399,[-0.08781555  1.03101265],"[[-0.21223311  0.17649738  0.17379352  0.03852504]
 [-7.02512244  9.28092956  0.          0.        ]]","[ 1.09326143  2.05921109 -0.24271789 -0.2169829   1.51298405  0.30650528
 -0.53771844  0.92752086 -0.00825367 -0.55729379  0.        ]",[ 0.07292947 -0.11640429]
6,-0.0781658392266,[-0.51622504  0.35211441],-0.0781658392266,[ 0.16177616  1.01637399],"[[ -0.37550767   0.4000083    0.17379352   0.03852504]
 [ -9.29478766  13.05754978   0.           0.        ]]","[ 1.02771349  1.97330026 -0.4774862   0.43581216  1.51297591  0.30650473
 -0.729646    1.45084091 -0.0423097  -0.63108516  0.        ]",[ 0.07292947 -0.11640429]
7,-0.0853981642929,[-0.20151914  1.05499546],-0.0853981642929,[ 0.43248421  1.01136458],"[[ -0.58005495   0.67255905   0.17379352   0.03852504]
 [-11.15379428  14.19369449   0.           0.        ]]","[ 0.8974457   1.7852241  -0.750189    1.14880431  1.51296778  0.30650418
 -0.88684645  1.60826711 -0.11371644 -0.71870342  0.        ]",[ 0.07292947 -0.11640429]
8,-0.0907737983426,[-1.44571372  2.66479247],-0.0907737983426,[ 0.54906213  0.87172771],"[[ -0.80893188   0.99333934   0.17379352   0.03852504]
 [-11.73195651  17.87204227   0.           0.        ]]","[ 0.69465492  1.4650651  -1.01410048  1.80470268  1.51295965  0.30650364
 -0.93573469  2.11795566 -0.23006698 -0.78065351  0.        ]",[ 0.07292947 -0.11640429]
9,-0.0961442299421,[ 2.15686427  0.69402153],-0.0961442299421,[ 0.75211394  0.82427603],"[[ -1.08095725   1.38696126   0.17379352   0.03852504]
 [-15.45830197  21.47799201   0.           0.        ]]","[ 0.38971209  0.97319754 -1.25301111  2.24822227  1.51295152  0.30650309
 -1.2508403   2.61759458 -0.41336196 -0.80460959  0.        ]",[ 0.07292947 -0.11640429]
10,-0.100273038285,[ 0.31359359  0.62371325],-0.100273038285,[ 0.652542  0.757981],"[[ -1.34735686   1.83981047   0.17379352   0.03852504]
 [-11.19550901  23.79934857   0.           0.        ]]","[ 0.04437938  0.36552497 -1.39246992  2.18984558  1.51294339  0.30650254
 -0.89036358  2.93921305 -0.65209922 -0.72580505  0.        ]",[ 0.07292947 -0.11640429]
11,-0.1122701181,[ 0.459519    0.43749682],-0.1122701181,[ 0.63261169  0.73645961],"[[ -1.5565883    2.33584302   0.17379352   0.03852504]
 [ -9.73236941  25.79730956   0.           0.        ]]","[-0.24334447 -0.21262549 -1.42969764  1.4490152   1.51293526  0.30650199
 -0.76663422  3.21600261 -0.93847758 -0.53831834  0.        ]",[ 0.07292947 -0.11640429]
12,-0.14797688808,[-1.08147316  2.20786034],-0.14797688808,[ 0.58766705  0.69605494],"[[ -1.73104467   2.86404357   0.17379352   0.03852504]
 [ -7.7199445   27.01873255   0.           0.        ]]","[-0.48444113 -0.57724157 -1.41057347  0.0834205   1.51292713  0.30650144
 -0.59645625  3.38517862 -1.29456673 -0.34447908  0.        ]",[ 0.07292947 -0.11640429]
13,-0.17976406298,[ 2.79546504  1.67216645],-0.17976406298,[ 0.89118296  0.93544912],"[[ -1.92364281   3.19500342   0.17379352   0.03852504]
 [-11.52733829   4.17621959   0.           0.        ]]","[-0.74251401 -0.62715118 -1.33718252 -0.91596173  1.512919    0.3065009
 -0.91841839  0.22008843 -1.54639605 -0.2547845   0.        ]",[ 0.07292947 -0.11640429]
14,-0.174478313639,[ 2.41572869  1.46578089],-0.174478313639,[ 0.85453838  0.9605388 ],"[[-2.11217966  3.174962    0.17379352  0.03852504]
 [-7.34018312 -3.49343552  0.          0.        ]]","[-0.97803251 -0.62832736 -1.21476213 -0.85483882  1.51291087  0.30650035
 -0.56433839 -0.84262877 -1.50616984 -0.2645081   0.        ]",[ 0.07292947 -0.11640429]
15,-0.167868394363,[ 2.11546853  0.32241473],-0.167868394363,[ 0.70075101  0.90014553],"[[-2.21780045  3.10402199  0.17379352  0.03852504]
 [-3.2355515  -3.13791539  0.          0.        ]]","[-1.09939796 -0.6281241  -1.1258698  -0.63832938  1.51290274  0.3064998
 -0.21723729 -0.7933652  -1.45055894 -0.30688566  0.        ]",[ 0.07292947 -0.11640429]
16,-0.164505952668,[-0.0678265   1.27130688],-0.164505952668,[ 0.49183708  0.81924653],"[[-2.24214324  3.05376144  0.17379352  0.03852504]
 [ 0.78786255 -1.88793525  0.          0.        ]]","[-1.12609166 -0.62385688 -1.10344388 -0.4852188   1.51289461  0.30649925
  0.12299574 -0.62016439 -1.41930836 -0.33961332  0.        ]",[ 0.07292947 -0.11640429]
