timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.0833055   1.54683671  0.05432766 -1.0814617  -1.1614158   0.05266116
  0.10126214 -0.31630482  2.85457765 -0.1797162   0.        ]",[ 0.33069586  2.03251343],-0.343384237693,-0.343384237693,[ 1.02270758  2.26605368],"[[-0.04058167  0.04290402 -0.13335649  0.00490405]
 [ 0.00124318 -0.0031938   0.          0.        ]]",[-0.44716009 -0.42471728]
1,"[ 1.08394695  1.54363287  0.07389089 -0.97818122 -1.16141452  0.05266114
  0.26342658  0.29587976  2.85341934 -0.09667749  0.        ]",[ 0.86377726  1.85293129],-0.343155600654,-0.343155600654,[ 1.36447549  2.01761866],"[[-0.02744699  0.08256352 -0.13335649  0.00490405]
 [ 1.30788183  3.95595029  0.          0.        ]]",[-0.44716009 -0.42471728]
2,"[ 1.08371768  1.52219262  0.16354466 -0.67339905 -1.16141325  0.05266111
  0.68411523  0.89581909  2.82682171  0.19967104  0.        ]",[ 1.88509395  2.39939775],-0.34115393015,-0.34115393015,[ 1.83224237  1.89842129],"[[  3.27201769e-02   2.00611332e-01  -1.33356494e-01   4.90405109e-03]
 [  4.69757689e+00   7.83590367e+00   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
3,"[ 1.06485021  1.44861929  0.36019168 -0.18807073 -1.16141197  0.05266109
  1.16340721  1.48384745  2.68411563  0.7398248   0.        ]",[ 1.88546487  2.83982643],-0.332603976652,-0.332603976652,[ 2.03679895  1.72982073],"[[  1.65418240e-01   3.95485505e-01  -1.33356494e-01   4.90405109e-03]
 [  8.55947269e+00   1.16388351e+01   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
4,"[ 0.98473221  1.27310671  0.66008953  0.41816978 -1.1614107   0.05266107
  1.63334101  2.06021828  2.27950656  1.39919036  0.        ]",[ 0.83179436  0.82859432],-0.309176090018,-0.309176090018,[ 1.71162736  1.21069825],"[[  3.74596401e-01   6.65662283e-01  -1.33356494e-01   4.90405109e-03]
 [  1.23459781e+01   1.53663950e+01   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
5,"[ 0.78932097  0.95299468  1.01918876  1.00640011 -1.16140942  0.05266104
  2.0116421   2.52023228  1.5418987   1.85243201  0.        ]",[ 1.69777496 -1.15197794],-0.262308959009,-0.262308959009,[ 0.66595238 -0.07451978],"[[  6.52095790e-01   1.00284060e+00  -1.33356494e-01   4.90405109e-03]
 [  1.53941727e+01   1.83414755e+01   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
6,"[ 0.42723029  0.57207564  1.36615012  1.33845729 -1.16140814  0.05266102
  2.46545991  1.85150138  0.68594213  1.78232908  0.        ]",[-1.76505139 -1.99227501],-0.195098499943,-0.195098499943,[-1.31457531 -1.60118723],"[[  9.96668151e-01   1.32627832e+00  -1.33356494e-01   4.90405109e-03]
 [  1.90508751e+01   1.40166411e+01   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
7,"[-0.01689802  0.26897553  1.56358851  1.41601749 -1.16140687  0.05266099
  1.92792388  1.19628352  0.09872322  1.30862861  0.        ]",[-1.73657355 -1.39729393],-0.128907541355,-0.128907541355,[-1.39320612 -1.88760185],"[[  1.33423318e+00   1.56409470e+00  -1.33356494e-01   4.90405109e-03]
 [  1.47197030e+01   9.77917842e+00   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
8,"[-0.37592579  0.07147172  1.60491956  1.38785039 -1.16140559  0.05266097
  1.40080562  0.55409147 -0.1526398   0.82408157  0.        ]",[-1.51119337 -0.36992672],-0.0807219425701,-0.0807219425701,[-1.15981293 -1.36272931],"[[  1.58601566e+00   1.71800704e+00  -1.33356494e-01   4.90405109e-03]
 [  1.04724482e+01   5.62594965e+00   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
9,"[-0.6156529  -0.05063343  1.58023577  1.33883045 -1.16140432  0.05266094
  0.88395641  0.31041687 -0.23011936  0.48088535  0.        ]",[-0.47454221 -0.59433758],-0.0501948533689,-0.0501948533689,[-0.49283051 -0.89132178],"[[  1.75368161e+00   1.81471407e+00  -1.33356494e-01   4.90405109e-03]
 [  6.30792508e+00   4.05004113e+00   0.00000000e+00   0.00000000e+00]]",[-0.44716009 -0.42471728]
