timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.08523549  1.4977294   0.2465025  -1.22396636 -1.28958642 -0.19958267
  0.09898493 -0.3133918   3.06477468  0.45839097  0.        ]",[ 0.5316013   1.36708593],-0.360166855278,-0.360166855278,[ 0.98404545  1.98088026],"[[ 0.09605647  0.00177782 -0.14842479 -0.02391827]
 [-0.00395694 -0.00080429  0.          0.        ]]",[-0.52805287 -0.48325756]
1,"[ 1.0820346   1.49662036  0.27759666 -1.12089596 -1.28958496 -0.19958258
  0.36785021  0.31312769  3.05441885  0.56386171  0.        ]",[ 1.55752266  1.09797737],-0.360275269841,-0.360275269841,[ 1.3160162   1.67490911],"[[ 0.1170622   0.04148153 -0.14842479 -0.02391827]
 [ 2.09753874  3.95798383  0.          0.        ]]",[-0.52805287 -0.48325756]
2,"[ 1.06377498  1.48134959  0.39696558 -0.81598197 -1.28958349 -0.19958249
  0.86847146  0.92713116  2.9884766   0.91729112  0.        ]",[ 0.79514546  1.50793805],-0.35902160928,-0.35902160928,[ 1.67477429  1.44901228],"[[ 0.1982724   0.15956753 -0.14842479 -0.02391827]
 [ 6.01047861  7.83768924  0.          0.        ]]",[-0.52805287 -0.48325756]
3,"[ 1.00556887  1.41757279  0.61257912 -0.32724506 -1.28958203 -0.1995824
  1.25555124  1.52902551  2.76558505  1.48780439  0.        ]",[ 1.06515837  1.33135874],-0.350963041469,-0.350963041469,[ 2.15493321  1.52953732],"[[  0.34883667   0.35448014  -0.14842479  -0.02391827]
 [  9.03596583  11.64088965   0.           0.        ]]",[-0.52805287 -0.48325756]
4,"[ 0.86735574  1.25424791  0.90389399  0.29012756 -1.28958056 -0.19958231
  1.73877613  2.11893681  2.2574989   2.10113559  0.        ]",[ 2.44289171  1.70559064],-0.327280022709,-0.327280022709,[ 1.93595123  0.98095232],"[[  0.56744924   0.62469746  -0.14842479  -0.02391827]
 [ 12.81295175  15.36839258   0.           0.        ]]",[-0.52805287 -0.48325756]
5,"[ 0.59307303  0.93867042  1.23279756  0.91155537 -1.2895791  -0.19958222
  2.21269147  2.69712391  1.41236169  2.41877969  0.        ]",[ 1.57365893  0.22051904],-0.277253564011,-0.277253564011,[ 0.6820755  -0.67912102],"[[  0.86086978   0.9687222   -0.14842479  -0.02391827]
 [ 16.51719618  19.02184807   0.           0.        ]]",[-0.52805287 -0.48325756]
6,"[ 0.14139553  0.48569081  1.50568183  1.30743906 -1.28957763 -0.19958214
  2.67764946  2.77534071  0.48428752  2.06030269  0.        ]",[-1.902464   -3.15011413],-0.197608468008,-0.197608468008,[-1.61889148 -3.01539564],"[[  1.22767404   1.35411935  -0.14842479  -0.02391827]
 [ 20.15146391  19.51614364   0.           0.        ]]",[-0.52805287 -0.48325756]
7,"[-0.36375157  0.0413664   1.59226372  1.34623317 -1.28957616 -0.19958205
  2.12091477  2.08744847 -0.00462392  1.22892534  0.        ]",[-1.91626472 -4.06374607],-0.11435583086,-0.11435583086,[-1.9292264  -3.38687754],"[[  1.58704815   1.700831    -0.14842479  -0.02391827]
 [ 15.79995348  15.16955969   0.           0.        ]]",[-0.52805287 -0.48325756]
8,"[-0.74926756 -0.28241347  1.53053527  1.17249038 -1.2895747  -0.19958196
  1.57486445  1.41322932 -0.03934442  0.53498955  0.        ]",[-2.80951503 -2.10795925],-0.0611453865438,-0.0611453865438,[-1.73383582 -2.87643003],"[[  1.86022859   1.96147759  -0.14842479  -0.02391827]
 [ 11.53192714  10.90934764   0.           0.        ]]",[-0.52805287 -0.48325756]
9,"[-0.99944419 -0.48386511  1.42553792  0.96184463 -1.28957323 -0.19958187
  1.03938936  0.75239859  0.08416606  0.13502497  0.        ]",[-1.53426792 -3.10218153],-0.050374157828,-0.050374157828,[-1.07037377 -2.1389761 ],"[[ 2.04887621  2.13776883 -0.14842479 -0.02391827]
 [ 7.34654543  6.73372363  0.          0.        ]]",[-0.52805287 -0.48325756]
