timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.272789097265,[ 2.45121115  3.95067605],-0.272789097265,[ 3.10376573  3.51470852],"[[ 0.02692585  0.00803198 -0.03580631  0.12504421]
 [-0.00188808 -0.00019149  0.          0.        ]]","[ 1.11381025  1.42431753  0.13981638 -1.25868778 -0.30623842  1.08018418
  0.10440691 -0.30907322  2.08298156 -1.57868632  0.        ]",[-0.66613686 -0.64977771]
1,-0.266767239481,[ 2.25464999  2.33636716],-0.266767239481,[ 2.25309658  2.54488564],"[[ 0.06656352  0.04774059 -0.03580631  0.12504421]
 [ 3.95249646  3.95786546  0.          0.        ]]","[ 1.11117394  1.42287222  0.19854018 -1.15723017 -0.3062383   1.08018335
  0.63646714  0.34588044  2.07460656 -1.41516712  0.        ]",[-0.66613686 -0.64977771]
2,-0.247238243379,[ 0.66693796  2.51840377],-0.247238243379,[ 1.33515573  1.95638323],"[[ 0.18450485  0.16582433 -0.03580631  0.12504421]
 [ 7.82876019  7.83757889  0.          0.        ]]","[ 1.09017247  1.40646784  0.3719975  -0.85727864 -0.30623818  1.08018252
  1.15801571  0.98786997  2.00005695 -0.93837063  0.        ]",[-0.66613686 -0.64977771]
3,-0.212012754909,[ 0.65945451  0.78482435],-0.212012754909,[-0.02870116  0.9552505 ],"[[  0.36598561   0.36073659  -0.03580631   0.12504421]
 [ 10.31114408  11.64095968   0.           0.        ]]","[ 1.02008211  1.34042006  0.63068812 -0.376975   -0.30623806  1.08018168
  1.49201759  1.61722707  1.7391469  -0.25645651  0.        ]",[-0.66613686 -0.64977771]
4,-0.160209482704,[-1.7889266 -1.0130485],-0.160209482704,[-1.83359146 -0.63319969],"[[  0.59633502   0.6224116   -0.03580631   0.12504421]
 [ 12.71597696  14.51692827   0.           0.        ]]","[ 0.86871691  1.17980422  0.93288781  0.21103267 -0.30623794  1.08018085
  1.81558381  2.09311971  1.18879942  0.39659407  0.        ]",[-0.66613686 -0.64977771]
5,-0.108912252828,[-0.6239602   0.22013655],-0.108912252828,[-1.28733706 -0.07993302],"[[  0.80846355   0.87014927  -0.03580631   0.12504421]
 [  8.51070564  10.27098765   0.           0.        ]]","[ 0.67406928  0.961026    1.17259703  0.67479974 -0.30623782  1.08018002
  1.24976609  1.39052835  0.55287979  0.68435904  0.        ]",[-0.66613686 -0.64977771]
6,-0.0706588590422,[-0.64188125  0.0569865 ],-0.0706588590422,[-1.57656336 -0.85252094],"[[  0.95222613   1.08228024  -0.03580631   0.12504421]
 [  5.87430657  10.93987916   0.           0.        ]]","[ 0.51648944  0.73229265  1.30828424  0.97797656 -0.3062377   1.08017918
  0.89503976  1.50121028  0.06749438  0.66071678  0.        ]",[-0.66613686 -0.64977771]
7,-0.0411252334016,[-2.01533567 -0.83304575],-0.0411252334016,[-1.47602797 -1.59238398],"[[  1.04307205   1.3011746   -0.03580631   0.12504421]
 [  3.21906305  10.94951779   0.           0.        ]]","[ 0.40791293  0.46762803  1.3813275   1.18462197 -0.30623759  1.08017835
  0.53777824  1.50280347 -0.28604786  0.47008027  0.        ]",[-0.66613686 -0.64977771]
8,-0.0248128172145,[-0.63043468 -1.00117871],-0.0248128172145,[-0.28323817 -1.05572534],"[[ 1.06712327  1.48490335 -0.03580631  0.12504421]
 [-0.8007326   7.43504776  0.          0.        ]]","[ 0.37814011  0.23213569  1.39891778  1.26754815 -0.30623747  1.08017752
 -0.00308278  0.92125253 -0.45317961  0.25868103  0.        ]",[-0.66613686 -0.64977771]
9,-0.0172382604411,[ 1.08570998 -0.64698624],-0.0172382604411,[ 0.83818489 -0.14892894],"[[ 1.02624321  1.59240395 -0.03580631  0.12504421]
 [-3.27909525  3.32867931  0.          0.        ]]","[ 0.42849932  0.09208479  1.36857415  1.27637374 -0.30623735  1.08017668
 -0.33654492  0.2417588  -0.45647338  0.15185211  0.        ]",[-0.66613686 -0.64977771]
10,-0.014168774622,[-0.16480909  0.39770247],-0.014168774622,[-0.5168851   0.01837087],"[[ 1.00102488  1.63260618 -0.03580631  0.12504421]
 [ 0.74387675  0.70031856  0.          0.        ]]","[ 0.45895611  0.03970645  1.3487945   1.2720879  -0.30623723  1.08017585
  0.20474376 -0.19316435 -0.44312393  0.11611596  0.        ]",[-0.66613686 -0.64977771]
11,-0.0130376502168,[-0.71207824 -0.23741991],-0.0130376502168,[-0.36063942 -0.39715979],"[[ 1.009208    1.66227434 -0.03580631  0.12504421]
 [ 0.07666136  2.26129402  0.          0.        ]]","[  4.49125468e-01   1.13139719e-03   1.35529867e+00   1.26628015e+00
  -3.06237108e-01   1.08017502e+00   1.14970208e-01   6.51352927e-02
  -4.69665993e-01   7.43053973e-02   0.00000000e+00]",[-0.66613686 -0.64977771]
12,-0.0101210944122,[ 1.34945406 -0.21045988],-0.0101210944122,[ 0.77089703  0.02661851],"[[ 0.9824512   1.69762302 -0.03580631  0.12504421]
 [-2.74296489  1.27684479  0.          0.        ]]","[ 0.48107666 -0.04468987  1.33371618  1.25643629 -0.30623699  1.08017418
 -0.26440918 -0.09776474 -0.45143436  0.04457664  0.        ]",[-0.66613686 -0.64977771]
13,-0.00860384429377,[-0.7048858  -0.90604213],-0.00860384429377,[-0.64952207 -0.15633649],"[[ 0.9678477   1.7145393  -0.03580631  0.12504421]
 [ 1.26925799  0.41765519  0.          0.        ]]","[ 0.49827805 -0.06654844  1.32156256  1.25060317 -0.30623687  1.08017335
  0.27543374 -0.23993764 -0.44041424  0.0310618   0.        ]",[-0.66613686 -0.64977771]
14,-0.00989921684945,[-0.01221664  1.17533335],-0.00989921684945,[ 0.52198005  1.04951906],"[[ 0.96499491  1.68681831 -0.03580631  0.12504421]
 [-1.54514117 -3.17777017  0.          0.        ]]","[ 0.50161818 -0.03070328  1.31915682  1.25977934 -0.30623675  1.08017252
 -0.10324266 -0.83488444 -0.422707    0.06758973  0.        ]",[-0.66613686 -0.64977771]
15,-0.0123447666128,[ 0.33584137  0.52443385],-0.0123447666128,[ 0.51331908  0.26692826],"[[ 0.93390814  1.6636219  -0.03580631  0.12504421]
 [-1.56349166  0.84472279  0.          0.        ]]","[  5.37584454e-01  -6.18395213e-04   1.29231536e+00   1.26595853e+00
  -3.06236631e-01   1.08017168e+00  -1.05711670e-01  -1.69268663e-01
  -3.67772879e-01   1.11317446e-01   0.00000000e+00]",[-0.66613686 -0.64977771]
16,-0.00945382400576,[-0.36262945 -0.57924054],-0.00945382400576,[-0.02341986 -0.40078214],"[[ 0.91628171  1.70118108 -0.03580631  0.12504421]
 [-0.20366672  2.90433564  0.          0.        ]]","[ 0.5576164  -0.04929156  1.27658195  1.25526521 -0.30623651  1.08017085
  0.07725241  0.1715426  -0.36484743  0.07322112  0.        ]",[-0.66613686 -0.64977771]
17,-0.00696844854336,[ 1.96473883  0.68833359],-0.00696844854336,[ 0.60968047  0.18251507],"[[ 0.89785211  1.7356809  -0.03580631  0.12504421]
 [-1.63454035  0.55347606  0.          0.        ]]","[ 0.57827321 -0.09379098  1.25974085  1.24229237 -0.30623639  1.08017002
 -0.11527131 -0.21746239 -0.35906684  0.03865814  0.        ]",[-0.66613686 -0.64977771]
18,-0.0028266160262,[-1.73878886 -0.34014965],-0.0028266160262,[-0.96476609 -0.9740597 ],"[[ 0.90519303  1.77398106 -0.03580631  0.12504421]
 [ 2.35537603  3.26750036  0.          0.        ]]","[ 0.57008047 -0.14289161  1.26649493  1.22437647 -0.30623627  1.08016918
  0.42157114  0.2316369  -0.38826201 -0.01279596  0.        ]",[-0.66613686 -0.64977771]
19,-0.0049234911106,[-0.28349904 -1.111862  ],-0.0049234911106,[ 0.48605859 -0.464057  ],"[[ 0.91212368  1.8251735  -0.03580631  0.12504421]
 [-1.64900924  1.85643907  0.          0.        ]]","[ 0.56230213 -0.20790482  1.27281376  1.19470146 -0.30623615  1.08016835
 -0.11721839 -0.00185657 -0.4206921  -0.08229193  0.        ]",[-0.66613686 -0.64977771]
20,-0.0016228646098,[ 1.16698166  0.73686604],-0.0016228646098,[ 1.12659764  0.65647596],"[[ 0.86821718  1.82220677 -0.03580631  0.12504421]
 [-2.73799972 -2.13979667  0.          0.        ]]","[ 0.61085457 -0.20415891  1.23183512  1.19659787 -0.30623603  1.08016751
 -0.26374188 -0.66312822 -0.36505561 -0.05738268  0.        ]",[-0.66613686 -0.64977771]
21,-0.00402465088799,[-0.01910392  0.03338568],-0.00402465088799,[-0.3871569  -0.28436443],"[[ 0.85370944  1.80910504 -0.03580631  0.12504421]
 [ 1.27384662  0.81976423  0.          0.        ]]","[ 0.62651218 -0.18758267  1.21781053  1.20471552 -0.30623592  1.08016668
  0.27605184 -0.17339851 -0.34033939 -0.03447906  0.        ]",[-0.66613686 -0.64977771]
22,-0.00155671178039,[-0.95227581 -0.04364016],-0.00155671178039,[-0.4321155  -0.42651585],"[[ 0.87817476  1.82666389 -0.03580631  0.12504421]
 [ 1.17302216  0.93573372  0.          0.        ]]","[ 0.59999475 -0.20978532  1.24132043  1.19373691 -0.3062358   1.08016585
  0.2624858  -0.15420854 -0.37951512 -0.06759516  0.        ]",[-0.66613686 -0.64977771]
