timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.06023834  2.03177579  0.29822629 -0.73307898 -0.0610172  -1.49374439
  0.11235987 -0.35043682  1.39645683  1.72411663  0.        ]",[-2.56561325 -0.17887974],-0.290259986618,-0.290259986618,[-2.73840284  0.58501124],"[[ 0.08105259  0.04942915 -0.00574929 -0.17315882]
 [ 0.00430341 -0.00367848  0.          0.        ]]",[-0.03056618 -0.08862543]
1,"[ 1.06371459  2.03220914  0.23826031 -0.75490772 -0.06101714 -1.49374009
 -0.27980449 -0.4480903   1.40275626  1.64106964  0.        ]",[-2.54537108  0.3549097 ],-0.284830579213,-0.284830579213,[-2.67599392  0.62999845],"[[ 0.04145005  0.04226524 -0.00574929 -0.17315882]
 [-3.95138748 -0.71036336  0.          0.        ]]",[-0.03056618 -0.08862543]
2,"[ 1.06074953  2.03219707  0.05946108 -0.75475818 -0.06101709 -1.49373578
 -0.66429348 -0.25174738  1.40366705  1.41435822  0.        ]",[-2.55807745  0.3116637 ],-0.269371207152,-0.269371207152,[-2.4976902  0.6824255],"[[ -7.64895832e-02   4.23139559e-02  -5.74928870e-03  -1.73158823e-01]
 [ -7.82966117e+00   7.10493580e-01   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
3,"[ 1.0124881   2.03020704 -0.23106444 -0.67415492 -0.06101703 -1.49373148
 -1.04116963 -0.08296065  1.35953412  1.07068555  0.        ]",[-2.76731404  0.68376225],-0.243874957739,-0.243874957739,[-2.09981656  0.85769117],"[[ -2.71224310e-01   6.87790700e-02  -5.74928870e-03  -1.73158823e-01]
 [ -1.16311545e+01   1.93193711e+00   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
4,"[ 0.8598506   2.02126157 -0.60623399 -0.47561912 -0.06101698 -1.49372718
 -1.41064834  0.28606982  1.22123343  0.64774614  0.        ]",[-3.49289049  1.09395426],-0.207710129083,-0.207710129083,[-1.15002882  0.96758997],"[[ -5.41240376e-01   1.34212331e-01  -5.74928870e-03  -1.73158823e-01]
 [ -1.53580501e+01   4.60246707e+00   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
5,"[ 0.53867737  1.98628559 -0.99879749 -0.08460641 -0.06101693 -1.49372288
 -1.77287505  0.82079722  0.95169813  0.22406357  0.        ]",[ 0.05754485  1.17003819],-0.161769977994,-0.161769977994,[ 0.1929338   0.90378821],"[[ -8.85060471e-01   2.65087344e-01  -5.74928870e-03  -1.73158823e-01]
 [ -1.90118276e+01   8.47208398e+00   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
6,"[ 0.06986368  1.88561714 -1.26870846  0.50466997 -0.06101687 -1.49371858
 -1.71320169  1.34467224  0.59736955 -0.06697708  0.        ]",[-0.01231057 -0.41451733],-0.114081053742,-0.114081053742,[ 0.93590474  0.59035897],"[[ -1.25925810e+00   4.72566753e-01  -5.74928870e-03  -1.73158823e-01]
 [ -1.84099733e+01   1.22631810e+01   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
7,"[-0.44669537  1.71727798 -1.3395649   1.07880517 -0.06101682 -1.49371427
 -1.68192337  1.08418691  0.21926574 -0.20129511  0.        ]",[ 3.74803407  1.4516279 ],-0.0681474989111,-0.0681474989111,[ 1.78940213  0.61148119],"[[ -1.62429231e+00   6.98917805e-01  -5.74928870e-03  -1.73158823e-01]
 [ -1.80945317e+01   1.03781673e+01   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
8,"[-0.89168998  1.47584132 -1.23789776  1.58698168 -0.06101676 -1.49370997
 -1.25439096  1.60265003 -0.08030033 -0.1822142   0.        ]",[ 1.89709268 -0.06202835],-0.0315108524541,-0.0315108524541,[ 1.38887322 -0.034563  ],"[[ -1.94291600e+00   9.44124944e-01  -5.74928870e-03  -1.73158823e-01]
 [ -1.37821005e+01   1.41301164e+01   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
9,"[-1.18648127  1.1466835  -1.07215621  1.98233206 -0.06101671 -1.49370567
 -0.83512134  1.52981793 -0.21179541 -0.05722733  0.        ]",[ 1.13412928 -0.39424046],-0.0124613724104,-0.0124613724104,[ 1.12783754 -0.19548729],"[[ -2.17612744e+00   1.22143854e+00  -5.74928870e-03  -1.73158823e-01]
 [ -9.55299641e+00   1.36030915e+01   0.00000000e+00   0.00000000e+00]]",[-0.03056618 -0.08862543]
