timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.11354212  1.39359046 -0.0037735  -1.24830736 -1.06889232  0.27279299
  0.09396915 -0.30801226  3.04574604 -0.61984722  0.        ]",[ 1.18230614  2.00257244],-0.335089821757,-0.335089821757,[ 1.77509773  2.04120207],"[[-0.0556035   0.02599474 -0.12288305  0.03129857]
 [ 0.00134666  0.00336123  0.          0.        ]]",[-0.74269599 -0.71378779]
1,"[ 1.11556358  1.39119917  0.05487114 -1.14617106 -1.06889157  0.2727929
  0.6463065   0.36008243  3.04628408 -0.4484953   0.        ]",[ 2.23454164  1.55291089],-0.33386090191,-0.33386090191,[ 2.01518726  2.06459093],"[[-0.01590175  0.06577369 -0.12288305  0.03129857]
 [ 3.95566989  3.96134793  0.          0.        ]]",[-0.74269599 -0.71378779]
2,"[ 1.10832116  1.37193571  0.22903864 -0.8450043  -1.06889083  0.2727928
  1.18773313  1.01495267  2.99669012  0.05515284  0.        ]",[ 2.60281579  1.91270354],-0.32804449942,-0.32804449942,[ 2.23166633  1.9609133 ],"[[ 0.10210253  0.18392639 -0.12288305  0.03129857]
 [ 7.83188432  7.84099126  0.          0.        ]]",[-0.74269599 -0.71378779]
3,"[ 1.05340618  1.30111679  0.51077617 -0.3643082  -1.06889009  0.27279271
  1.71850524  1.65684934  2.75531468  0.82177394  0.        ]",[ 0.64008633  1.61973626],-0.311571605469,-0.311571605469,[ 2.03777409  1.60073626],"[[  0.29686509   0.37890103  -0.12288305   0.03129857]
 [ 11.63182999  11.64378342   0.           0.        ]]",[-0.74269599 -0.71378779]
4,"[ 0.90363809  1.12755815  0.85426539  0.23880634 -1.06888934  0.27279261
  2.04003791  2.28609915  2.17481831  1.59110662  0.        ]",[ 1.89825299  1.24558659],-0.276889639271,-0.276889639271,[ 1.35705888  0.91494942],"[[  0.55259565   0.64918015  -0.12288305   0.03129857]
 [ 13.93378849  15.37166946   0.           0.        ]]",[-0.74269599 -0.71378779]
5,"[ 0.61153217  0.79925096  1.20647884  0.83844467 -1.0688886   0.27279252
  2.5543715   2.90275217  1.2352787   1.95020225  0.        ]",[-1.2123384  -1.20826381],-0.21668191641,-0.21668191641,[-0.68336535 -0.96125567],"[[  0.86821255   0.99326886  -0.12288305   0.03129857]
 [ 17.61608175  19.02495875   0.           0.        ]]",[-0.74269599 -0.71378779]
6,"[ 0.23694889  0.39613628  1.44362191  1.18133124 -1.06888786  0.27279242
  1.95358745  2.17083361  0.38085729  1.62390131  0.        ]",[-1.71540798 -1.27199809],-0.14559974718,-0.14559974718,[-0.99979979 -1.69883013],"[[  1.17738291   1.33026248  -0.12288305   0.03129857]
 [ 13.31492583  14.68886796   0.           0.        ]]",[-0.74269599 -0.71378779]
7,"[-0.06904589  0.07019283  1.53537708  1.25518663 -1.06888712  0.27279233
  1.36440057  1.45343    -0.04392312  1.06337447  0.        ]",[-0.23329595 -2.38315035],-0.0902051585926,-0.0902051585926,[-0.85300261 -1.98511112],"[[  1.40136278   1.58139675  -0.12288305   0.03129857]
 [  9.0967807   10.43874801   0.           0.        ]]",[-0.74269599 -0.71378779]
8,"[-0.3114156  -0.14731183  1.55654057  1.21491077 -1.06888637  0.27279223
  1.21050158  0.75015876 -0.21432706  0.58377337  0.        ]",[-1.78359036 -0.82833161],-0.0512063393808,-0.0512063393808,[-1.49737537 -1.88631189],"[[ 1.57224528  1.74836875 -0.12288305  0.03129857]
 [ 7.99498125  6.27234485  0.          0.        ]]",[-0.74269599 -0.71378779]
9,"[-0.4800338  -0.26389785  1.54590007  1.16297803 -1.06888563  0.27279214
  0.63565966  0.17563166 -0.26940059  0.27559727  0.        ]",[-0.67707893 -0.77490801],-0.0278051838783,-0.0278051838783,[-0.45870978 -0.81034362],"[[ 1.69085444  1.83966518 -0.12288305  0.03129857]
 [ 3.87952689  2.86866203  0.          0.        ]]",[-0.74269599 -0.71378779]
10,"[-0.5504424  -0.29663742  1.53523209  1.14437293 -1.06888489  0.27279204
  0.25065994 -0.35182713 -0.28457945  0.16330294  0.        ]",[ 0.09539293 -0.04977691],-0.0195009738591,-0.0195009738591,[ 0.50167209  0.38882113],"[[ 1.74079025  1.86568587 -0.12288305  0.03129857]
 [ 1.12320577 -0.25617318  0.          0.        ]]",[-0.74269599 -0.71378779]
