timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.244278459756,[ 3.46802438  4.45449085],-0.244278459756,[ 3.24374533  3.74048471],"[[-0.05596159  0.04640389  0.00937867  0.13295432]
 [ 0.00235001 -0.00495642  0.          0.        ]]","[ 1.09625447  1.50424771  0.03726045 -1.100328    0.08373959  1.15016802
  0.11071527 -0.31365871  1.53659266 -1.72015642  0.        ]",[-0.51403654 -0.47848186]
1,-0.237157314023,[ 1.00146994  2.86591098],-0.237157314023,[ 2.22689247  2.51548862],"[[-0.01623994  0.08601815  0.00937867  0.13295432]
 [ 3.95665728  3.95319535  0.          0.        ]]","[ 1.09830309  1.50085755  0.09639406 -0.9984495   0.08373956  1.15016687
  0.6110723   0.3117162   1.53544941 -1.56811033  0.        ]",[-0.51403654 -0.47848186]
2,-0.21463643109,[ 0.34878833  1.38463121],-0.21463643109,[ 0.93454993  1.28860199],"[[ 0.10178401  0.2040094   0.00937867  0.13295432]
 [ 7.83286788  7.83299913  0.          0.        ]]","[ 1.09109087  1.47882631  0.27195975 -0.69768647  0.08373952  1.15016572
  1.10154683  0.92471203  1.48429015 -1.12184382  0.        ]",[-0.51403654 -0.47848186]
3,-0.177338481773,[-1.1121486  -0.42995999],-0.177338481773,[-0.44454646  0.26783875],"[[  2.70718851e-01   3.98835820e-01   9.37867097e-03   1.32954321e-01]
 [  9.05662937e+00   1.16369550e+01   0.00000000e+00   0.00000000e+00]]","[ 1.04641645  1.40417018  0.51898701 -0.21890852  0.08373949  1.15016457
  1.25639385  1.52572273  1.27567971 -0.5016836   0.        ]",[-0.51403654 -0.47848186]
4,-0.139646992201,[ 0.35607718  0.1348693 ],-0.139646992201,[ 0.1249041   0.81747431],"[[  4.10374369e-01   6.12195971e-01   9.37867097e-03   1.32954321e-01]
 [  4.92262781e+00   9.70548996e+00   0.00000000e+00   0.00000000e+00]]","[ 0.97977854  1.270853    0.71493386  0.26134276  0.08373945  1.15016342
  0.73329843  1.22055628  0.95383991 -0.03700094  0.        ]",[-0.51403654 -0.47848186]
5,-0.106053635614,[-1.33205616  0.04251571],-0.106053635614,[-1.04641283 -0.05311665],"[[  5.21988499e-01   8.09730666e-01   9.37867097e-03   1.32954321e-01]
 [  6.23447110e+00   1.00468392e+01   0.00000000e+00   0.00000000e+00]]","[ 0.90808694  1.10448206  0.86339218  0.64652126  0.08373941  1.15016227
  0.89929155  1.2744869   0.60609394  0.2381248   0.        ]",[-0.51403654 -0.47848186]
6,-0.0758275004092,[-0.82167805 -0.92106801],-0.0758275004092,[-0.53955579 -0.14746672],"[[  6.05750449e-01   1.01037272e+00   9.37867097e-03   1.32954321e-01]
 [  2.15523029e+00   1.00174540e+01   0.00000000e+00   0.00000000e+00]]","[ 0.84409856  0.90003501  0.96882899  0.96337639  0.08373938  1.15016112
  0.38312543  1.26984271  0.26580705  0.35912874  0.        ]",[-0.51403654 -0.47848186]
7,-0.0582676922809,[-0.57928773 -0.30613974],-0.0582676922809,[ 0.45700663  0.47448146],"[[ 0.61582136  1.17214895  0.00937867  0.13295432]
 [-1.13730502  6.17296389  0.          0.        ]]","[ 0.83584004  0.71468922  0.98111882  1.15555012  0.08373934  1.15015997
 -0.03349502  0.66242593  0.08090542  0.33938955  0.        ]",[-0.51403654 -0.47848186]
8,-0.0516463422249,[ 1.06851932  0.02801074],-0.0516463422249,[ 1.26776731  0.74969804],"[[ 0.57030612  1.28222526  0.00937867  0.13295432]
 [-3.40670692  4.83909485  0.          0.        ]]","[ 0.87220727  0.58077358  0.92489492  1.25108504  0.0837393   1.15015882
 -0.32065342  0.45167887  0.03936461  0.27314135  0.        ]",[-0.51403654 -0.47848186]
9,-0.0442870542024,[ 0.25208385  0.10214727],-0.0442870542024,[ 0.00481659  0.0257872 ],"[[ 0.54255175  1.37914935  0.00937867  0.13295432]
 [ 0.61792128  4.85329182  0.          0.        ]]","[ 0.8931642   0.45911686  0.88978513  1.31047141  0.08373927  1.15015767
  0.18860264  0.45392171 -0.01582175  0.21651548  0.        ]",[-0.51403654 -0.47848186]
10,-0.0310470175861,[-0.27290934  0.23563615],-0.0310470175861,[-0.49782014 -0.51682329],"[[ 0.56479732  1.47930715  0.00937867  0.13295432]
 [ 1.60337174  5.16146306  0.          0.        ]]","[ 0.87643992  0.3309865   0.91797334  1.34688019  0.08373923  1.15015652
  0.31329647  0.5026115  -0.14519146  0.17460183  0.        ]",[-0.51403654 -0.47848186]
11,-0.0170493531003,[ 0.85062137 -1.34171631],-0.0170493531003,[-0.3643519  -0.94808829],"[[ 0.58571041  1.59087444  0.00937867  0.13295432]
 [ 0.49163434  5.99249275  0.          0.        ]]","[ 0.86017222  0.18692431  0.94411345  1.35713891  0.0837392   1.15015537
  0.17262264  0.63391114 -0.27582022  0.10596509  0.        ]",[-0.51403654 -0.47848186]
12,-0.00818249082464,[-0.23079209 -0.89151724],-0.00818249082464,[-1.44014919 -0.81433117],"[[ 0.62923062  1.66980057  0.00937867  0.13295432]
 [ 3.84919071  1.91371521  0.          0.        ]]","[ 0.82465788  0.08509959  0.99734421  1.34503472  0.08373916  1.15015422
  0.59747105 -0.0105228  -0.40095176  0.04895944  0.        ]",[-0.51403654 -0.47848186]
13,-0.0139211073679,[-0.52012604  0.54062501],-0.0139211073679,[-1.15087605 -0.14447895],"[[ 0.69629115  1.67227763  0.00937867  0.13295432]
 [ 2.86013616 -1.65411491  0.          0.        ]]","[ 0.76567378  0.08191342  1.07608314  1.34439415  0.08373912  1.15015307
  0.47232064 -0.57422859 -0.49346972  0.04896329  0.        ]",[-0.51403654 -0.47848186]
14,-0.0179067409994,[ 0.10710839  0.3025687 ],-0.0179067409994,[-0.67200613 -0.42095619],"[[ 0.73226868  1.66100476  0.00937867  0.13295432]
 [ 0.74467182  0.51958953  0.          0.        ]]","[ 0.73197874  0.09641944  1.1165769   1.34717315  0.08373909  1.15015192
  0.20463987 -0.23078981 -0.53399233  0.05797235  0.        ]",[-0.51403654 -0.47848186]
15,-0.0210427212947,[ 0.60346991 -1.0769398 ],-0.0210427212947,[-0.91497529 -0.81199288],"[[ 0.75126579  1.68331309  0.00937867  0.13295432]
 [ 1.15368276  1.70728475  0.          0.        ]]","[ 0.71362865  0.06772886  1.13744137  1.34135318  0.08373905  1.15015077
  0.25639405 -0.0431375  -0.57523514  0.03409246  0.        ]",[-0.51403654 -0.47848186]
16,-0.0268824411958,[-0.41954417 -0.73295573],-0.0268824411958,[-1.62541807 -0.30282706],"[[ 0.79807995  1.67738816  0.00937867  0.13295432]
 [ 3.51983603 -2.28647462  0.          0.        ]]","[ 0.66681418  0.07534237  1.18727699  1.34302131  0.08373901  1.15014962
  0.55579563 -0.6741394  -0.63393127  0.03247514  0.        ]",[-0.51403654 -0.47848186]
17,-0.0309249773417,[-0.77627444 -0.84321199],-0.0309249773417,[-1.04632473  0.59265673],"[[ 0.8511221   1.60299638  0.00937867  0.13295432]
 [ 1.79017013 -5.14317237  0.          0.        ]]","[ 0.61113472  0.17125903  1.24091253  1.3563125   0.08373898  1.15014847
  0.33693163 -1.12548832 -0.65717396  0.09757628  0.        ]",[-0.51403654 -0.47848186]
