timestep,rewards,actions,original_rewards,avg_action_dist,human_obs,obs,logstd_action_dist
0,-0.323673049934,[-0.06861231  2.54728685],-0.323673049934,[ 0.56568575  2.41501713],"[[-0.09063658 -0.03022562 -0.11453018 -0.00714181]
 [ 0.0047808  -0.00028156  0.          0.        ]]","[  1.08345429e+00   1.56582760e+00   5.65043369e-05  -1.25021234e+00
  -9.88940188e-01  -5.86778562e-02   1.13934332e-01  -3.16026370e-01
   2.62398282e+00  -2.20631679e-01   0.00000000e+00]",[-0.4092041  -0.39640832]
1,-0.323909407411,[ 0.84875056  1.63630286],-0.323909407411,[ 0.80425394  2.12052298],"[[-0.09328062  0.00949771 -0.11453018 -0.00714181]
 [-0.26826998  3.95941724  0.          0.        ]]","[ 1.08310478  1.5663555  -0.00387676 -1.14700796 -0.98893924 -0.05867783
  0.08071002  0.29148536  2.62762521 -0.17727351  0.        ]",[-0.4092041  -0.39640832]
2,-0.324191257388,[ 1.39707569  2.2396327 ],-0.324191257388,[ 1.13348413  2.0058887 ],"[[ -6.49204591e-02   1.27614275e-01  -1.14530180e-01  -7.14180645e-03]
 [  3.09311122e+00   7.83931319e+00   0.00000000e+00   0.00000000e+00]]","[ 1.08631891  1.55593153  0.03835692 -0.84099711 -0.9889383  -0.0586778
  0.48971602  0.88675309  2.63128524  0.03905486  0.        ]",[-0.4092041  -0.39640832]
3,-0.321281981686,[ 2.31173416  1.91659534],-0.321281981686,[ 1.40373218  1.84574926],"[[  3.60054615e-02   3.22555955e-01  -1.14530180e-01  -7.14180645e-03]
 [  6.98659775e+00   1.16421817e+01   0.00000000e+00   0.00000000e+00]]","[ 1.08841039  1.49994665  0.18905164 -0.34802725 -0.98893735 -0.05867777
  0.96346713  1.47020156  2.56950626  0.51693196  0.        ]",[-0.4092041  -0.39640832]
4,-0.307843042539,[ 0.96340065  2.17042667],-0.307843042539,[ 1.39554703  1.49522674],"[[  2.14035616e-01   5.92799396e-01  -1.14530180e-01  -7.14180645e-03]
 [  1.08039224e+01   1.53697245e+01   0.00000000e+00   0.00000000e+00]]","[ 1.05659911  1.34652363  0.45258892  0.2799784  -0.9889364  -0.05867774
  1.42794983  2.04209009  2.29827434  1.18544107  0.        ]",[-0.4092041  -0.39640832]
5,-0.274152195577,[ 0.48805532 -0.44414544],-0.274152195577,[ 0.62536323  0.39610332],"[[  4.66218330e-01   9.36852405e-01  -1.14530180e-01  -7.14180645e-03]
 [  1.44027658e+01   1.90233602e+01   0.00000000e+00   0.00000000e+00]]","[ 0.93620675  1.04102538  0.80680476  0.92180556 -0.98893546 -0.05867771
  1.86584597  2.60263396  1.68246896  1.78840176  0.        ]",[-0.4092041  -0.39640832]
6,-0.219223834932,[-0.82702408 -1.11108741],-0.219223834932,[-0.479478   -0.75496304],"[[  7.70829462e-01   1.29588281e+00  -1.14530180e-01  -7.14180645e-03]
 [  1.60529089e+01   1.68867626e+01   0.00000000e+00   0.00000000e+00]]","[ 0.68376196  0.627519    1.17612753  1.32909933 -0.98893451 -0.05867769
  2.06662663  2.27482376  0.86009938  1.93720553  0.        ]",[-0.4092041  -0.39640832]
7,-0.16103453926,[-0.24845733 -0.45140313],-0.16103453926,[-0.47429696 -1.03403831],"[[  1.05590273e+00   1.59053391e+00  -1.14530180e-01  -7.14180645e-03]
 [  1.24660030e+01   1.25926860e+01   0.00000000e+00   0.00000000e+00]]","[ 0.36108415  0.25224072  1.43549081  1.42616295 -0.98893357 -0.05867766
  1.63017731  1.61601174  0.23669996  1.62712938  0.        ]",[-0.4092041  -0.39640832]
8,-0.110960188242,[-1.60685263 -1.76821233],-0.110960188242,[-0.94138122 -1.70909107],"[[  1.29290321e+00   1.82194853e+00  -1.14530180e-01  -7.14180645e-03]
 [  1.12379983e+01   1.05555783e+01   0.00000000e+00   0.00000000e+00]]","[ 0.04813263 -0.04260001  1.57186817  1.34514822 -0.98893262 -0.05867763
  1.48075435  1.30347154 -0.08907843  1.16754488  0.        ]",[-0.4092041  -0.39640832]
9,-0.0742118212724,[ 0.90887982 -0.35587902],-0.0742118212724,[-0.24808797 -0.99924493],"[[ 1.47573405  1.99123584 -0.11453018 -0.00714181]
 [ 7.05877585  6.38707627  0.          0.        ]]","[-0.20928992 -0.24833492  1.62243341  1.20037393 -0.98893168 -0.0586776
  0.97223599  0.6639286  -0.20277834  0.77056594  0.        ]",[-0.4092041  -0.39640832]
