timestep,obs,actions,rewards,original_rewards,avg_action_dist,human_obs,logstd_action_dist
0,"[ 1.10883468  1.39592671 -0.05711894 -1.23100641  1.50569306 -0.98132451
  0.09347828 -0.30902469 -0.00323292  1.23550014  0.        ]",[-2.77904188 -1.49788531],-0.103899447965,-0.103899447965,[-3.41385651 -0.89675415],"[[-0.09278614  0.03160864  0.1741833  -0.11375264]
 [-0.00376158 -0.00214596  0.          0.        ]]",[-0.74554998 -0.70339274]
1,"[ 1.10246494  1.39653583 -0.1155149  -1.33317593  1.50569145 -0.98132388
 -0.45743875 -0.97588473 -0.01680446  1.06550441  0.        ]",[-0.9043056   1.13972196],-0.0916041885578,-0.0916041885578,[-0.65644032  0.9990589 ],"[[-0.13253568 -0.00814625  0.1741833  -0.11375264]
 [-3.95803153 -3.96015754  0.          0.        ]]",[-0.74554998 -0.70339274]
2,"[ 1.07176943  1.39514328 -0.28136967 -1.43253943  1.50568984 -0.98132325
 -0.94514978 -0.29531923 -0.07587021  0.69392106  0.        ]",[ 0.83660982  1.51060554],-0.0639744756453,-0.0639744756453,[ 0.97041571  0.8873933 ],"[[-0.24681896 -0.04682122  0.1741833  -0.11375264]
 [-7.45863526  0.07919551  0.          0.        ]]",[-0.74554998 -0.70339274]
3,"[ 1.02293186  1.3965565  -0.44281461 -1.32647094  1.50568823 -0.98132262
 -0.46371858  0.37131801 -0.13763599  0.44460847  0.        ]",[ 0.69755336 -0.20040727],-0.0447452429487,-0.0447452429487,[-0.52460539 -0.17977643],"[[-0.36132142 -0.00553862  0.1741833  -0.11375264]
 [-4.00311133  4.03588053  0.          0.        ]]",[-0.74554998 -0.70339274]
4,"[ 0.99518136  1.39369005 -0.51342537 -1.1416759   1.50568662 -0.98132199
 -0.06818925  0.22397316 -0.14953802  0.40865532  0.        ]",[-2.23848163 -0.6066487 ],-0.0418460391143,-0.0418460391143,[-1.83813834 -0.44519621],"[[-0.41289957  0.06640447  0.1741833  -0.11375264]
 [-1.16415701  3.16134708  0.          0.        ]]",[-0.74554998 -0.70339274]
5,"[ 0.95675727  1.38937546 -0.59716257 -1.04305088  1.50568501 -0.98132136
 -0.61599128 -0.19102789 -0.18664269  0.29904605  0.        ]",[ 0.0402792  0.3008014],-0.0329838347809,-0.0329838347809,[ 1.03312731  0.80041051],"[[-0.47563266  0.1049179   0.1741833  -0.11375264]
 [-5.09606591  0.69819727  0.          0.        ]]",[-0.74554998 -0.70339274]
6,"[ 0.88580059  1.38540861 -0.7241576  -0.97726199  1.5056834  -0.98132073
 -0.57981217  0.00729692 -0.27035507  0.08365035  0.        ]",[ 2.09045     0.70556379],-0.0151134594775,-0.0151134594775,[ 1.46017456  0.67849505],"[[-0.57494857  0.13069221  0.1741833  -0.11375264]
 [-4.83638844  1.87531114  0.          0.        ]]",[-0.74554998 -0.70339274]
7,"[ 0.84046966  1.37154741 -0.79245297 -0.81206271  1.50568179 -0.9813201
 -0.01548748  0.47147839 -0.29856137  0.03362195  0.        ]",[-1.2367057  -1.47415357],-0.0104820255415,-0.0104820255415,[-1.02819026 -0.59122574],"[[-0.6310366   0.19584065  0.1741833  -0.11375264]
 [-0.78589011  4.63035971  0.          0.        ]]",[-0.74554998 -0.70339274]
8,"[ 0.79228825  1.35657832 -0.85703186 -0.68175679  1.50568018 -0.98131946
 -0.56425501 -0.21084201 -0.33463393 -0.02935924  0.        ]",[ 1.70119571  0.94783383],-0.00461839579987,-0.00461839579987,[ 2.05072403  0.88587505],"[[-0.68627377  0.24781535  0.1741833  -0.11375264]
 [-4.72472578  0.58059701  0.          0.        ]]",[-0.74554998 -0.70339274]
9,"[  7.42048772e-01   1.33927401e+00  -9.17272247e-01  -5.60126945e-01
   1.50567858e+00  -9.81318835e-01  -2.82571823e-04   4.19286352e-01
  -3.73011874e-01  -9.06089747e-02   0.00000000e+00]",[-0.55189536 -0.21526938],-0.0013043812122,-0.0013043812122,[-0.47730714 -0.53795058],"[[-0.74015397  0.29695171  0.1741833  -0.11375264]
 [-0.676758    4.32058475  0.          0.        ]]",[-0.74554998 -0.70339274]
