timestep,original_rewards,logstd_action_dist,avg_action_dist,rewards,obs,human_obs,actions
0,-0.38386851689,[-0.61773062  0.06736059],[-1.67644262  8.25269413],-2.97892,"[ 1.21610616  2.56828076  0.60253099 -0.98825105 -1.37225359 -0.927636
 -0.54423866 -0.3640845   2.44548635  0.89617286  0.        ]","[[ 0.02918086 -0.05207976 -0.15861048 -0.10699741]
 [ 0.00047391 -0.00214831  0.          0.        ]]",[-0.4524646   8.38148253]
1,-0.384097399603,[-0.61773062  0.06736059],[-1.60831153  8.24990273],-3.36958,"[ 1.2166892   2.57022612  0.57491055 -0.82939009 -1.3722525  -0.92763553
 -0.60102543  0.13891219  2.44595511  0.90131161  0.        ]","[[ 0.01121626 -0.01238747 -0.15861048 -0.10699741]
 [-1.79096475  3.95817617  0.          0.        ]]",[-2.70967833  8.38017323]
2,-0.383040398789,[-0.61773062  0.06736059],[-1.45822215  8.3872776 ],-2.90404,"[ 1.21349989  2.56182102  0.45938096 -0.35714928 -1.37225141 -0.92763505
 -0.72534784  0.63205483  2.44381052  0.87717482  0.        ]","[[-0.06395327  0.10573293 -0.15861048 -0.10699741]
 [-5.71292737  7.84091575  0.          0.        ]]",[-0.97996274  8.59987461]
3,-0.37799379588,[-0.61773062  0.06736059],[-1.2936337  8.6005125],-2.71491,"[ 1.1793992   2.50188608  0.22808816  0.40648484 -1.37225032 -0.92763458
 -0.84469955  1.1154178   2.42620571  0.78777931  0.        ]","[[ -0.21598859   0.30073578  -0.15861048  -0.10699741]
 [ -9.47808367  11.64665838   0.           0.        ]]",[-1.99191462  9.12499335]
4,-0.366467198289,[-0.61773062  0.06736059],[-0.69241643  8.92139435],-2.36442,"[ 1.06119232  2.32831553 -0.10204866  1.38494332 -1.37224923 -0.9276341
 -0.9642099   1.589179    2.36907911  0.64258248  0.        ]","[[ -0.44337684   0.57109546  -0.15861048  -0.10699741]
 [-13.24824784  15.37680881   0.           0.        ]]",[ 0.15216267  8.14385548]
5,-0.348892740528,[-0.61773062  0.06736059],[ 0.13995947  9.11458492],-1.90393,"[ 0.83869569  1.97487332 -0.43265985  2.39487087 -1.37224814 -0.92763363
 -0.93687018  2.05331742  2.25639644  0.53884886  0.        ]","[[ -0.69968901   0.91529753  -0.15861048  -0.10699741]
 [-12.38578737  19.03120741   0.           0.        ]]",[ 0.15302109  9.12476045]
6,-0.326545136653,[-0.61773062  0.06736059],[ 1.00728989  9.03501415],-1.98145,"[ 0.55812625  1.40619821 -0.68320036  3.11107832 -1.37224705 -0.92763315
 -0.90994644  2.50826204  2.08696615  0.55874762  0.        ]","[[ -0.93888439   1.3318613   -0.15861048  -0.10699741]
 [-11.53644885  22.61323856   0.           0.        ]]",[ 1.87804985  7.54974986]
7,-0.299086701184,[-0.61773062  0.06736059],[ 1.15466452  8.33636093],-1.75705,"[ 0.29763442  0.67009823 -0.83159067  3.10177352 -1.37224596 -0.92763268
 -0.77725796  2.95415443  1.84609433  0.71800126  0.        ]","[[ -1.12761964   1.81934962  -0.15861048  -0.10699741]
 [ -7.35058657  26.12402514   0.           0.        ]]",[ 0.52066767  8.21042834]
8,-0.262203981404,[-0.61773062  0.06736059],[ 1.21242046  7.24140358],-1.9433,"[ 0.11121751 -0.05464416 -0.90289896  1.99421928 -1.37224487 -0.9276322
 -0.70727049  3.3913176   1.49112858  0.92924472  0.        ]","[[ -1.25248141   2.37636514  -0.15861048  -0.10699741]
 [ -5.14272794  29.56611928   0.           0.        ]]",[ 1.70351833  5.69559834]
9,-0.208797149267,[-0.61773062  0.06736059],[ 0.19141419  5.56217957],-2.26625,"[ 0.01540485 -0.46486067 -0.92994972 -0.22076885 -1.37224378 -0.92763172
 -0.57850483  3.08818819  1.00887723  1.00115295  0.        ]","[[ -1.31457626   3.00154239  -0.15861048  -0.10699741]
 [ -1.08061422  27.17949495   0.           0.        ]]",[-0.16664917  4.16509083]
