timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.07425045 -0.00058959  0.01414843 -0.1105153 ]
 [ 0.00262639 -0.00039224  0.          0.        ]]",-0.989692,"[ 1.23365524  1.26929056  0.12533907 -0.1448253   0.13472819 -0.9584865
  0.25256481 -0.08051143  1.02268683  0.83828492  0.        ]",[-2.00286984 -0.03290179],[-2.29242109 -0.69354062],[-0.72554803 -0.44605607],-0.232414886593
1,"[[ 0.03462266 -0.02813479  0.01414843 -0.1105153 ]
 [-3.95224093 -2.74498491  0.          0.        ]]",-1.09911,"[ 1.23662863  1.26861399  0.06724985 -0.18102069  0.13472813 -0.95848571
  0.19148878 -0.60740864  1.02574149  0.76370036  0.        ]",[-2.00267792  0.10621457],[-1.77229833  1.65513145],[-0.72554803 -0.44605607],-0.226910627722
2,"[[-0.08334401 -0.0427462   0.01414843 -0.1105153 ]
 [-7.8315038   1.27045808  0.          0.        ]]",-0.98767,"[ 1.23266493  1.26772898 -0.10579013 -0.20021093  0.13472807 -0.95848492
  0.13158033  0.16346259  1.01882337  0.5903862   0.        ]",[-2.00787234  0.05072348],[-1.62433042  0.10152468],[-0.72554803 -0.44605607],-0.21374901677
3,"[[ -0.27811185  -0.01354109   0.01414843  -0.1105153 ]
 [-11.63262354   1.64878655   0.           0.        ]]",-1.01298,"[ 1.1844368   1.26913011 -0.38663524 -0.16184555  0.13472801 -0.95848412
  0.07287867  0.23609275  0.97541347  0.34740029  0.        ]",[-2.0037117   0.26639941],[-2.16491153  1.02312677],[-0.72554803 -0.44605607],-0.194296488601
4,"[[ -5.48161647e-01   5.88494740e-02   1.41484311e-02  -1.10515295e-01]
 [ -1.53599465e+01   5.57716111e+00   0.00000000e+00   0.00000000e+00]]",-0.851869,"[ 1.03529658  1.26633065 -0.74864727 -0.06675371  0.13472795 -0.95848333
  0.01531666  0.99024873  0.86148246  0.05302351  0.        ]",[-1.93090475  0.55191767],[-2.10689312  0.24128199],[-0.72554803 -0.44605607],-0.168426349533
5,"[[ -8.92006920e-01   1.78883483e-01   1.41484311e-02  -1.10515295e-01]
 [ -1.90124419e+01   6.42337629e+00   0.00000000e+00   0.00000000e+00]]",-0.654627,"[ 0.72397944  1.24205007 -1.12627349  0.08979005  0.13472789 -0.95848254
 -0.04108976  1.15270126  0.6436857  -0.24956475  0.        ]",[-1.92480004  0.78267598],[-1.06892899  0.61417739],[-0.72554803 -0.44605607],-0.137560933144
6,"[[ -1.30818482e+00   3.30484763e-01   1.41484311e-02  -1.10515295e-01]
 [ -2.25934772e+01   8.72898456e+00   0.00000000e+00   0.00000000e+00]]",-0.533893,"[ 0.21588943  1.17692525 -1.40137519  0.28241585  0.13472783 -0.95848175
 -0.0963926   1.5953221   0.29399335 -0.49957547  0.        ]",[-1.93800557  0.36038905],[-2.26097739 -0.08809427],[-0.72554803 -0.44605607],-0.106502819116
7,"[[ -1.79526582e+00   4.99834510e-01   1.41484311e-02  -1.10515295e-01]
 [ -2.61030066e+01   8.20759729e+00   0.00000000e+00   0.00000000e+00]]",-0.590667,"[-0.44941578  1.06048827 -1.41487588  0.48582885  0.13472777 -0.95848096
 -0.15059116  1.49522583 -0.18266375 -0.60198898  0.        ]",[-2.08139873  0.18655926],[-1.13046804  1.03500289],[-0.72554803 -0.44605607],-0.0930585884514
8,"[[ -2.35186203e+00   7.02078967e-01   1.41484311e-02  -1.10515295e-01]
 [ -2.95453009e+01   1.20040047e+01   0.00000000e+00   0.00000000e+00]]",-0.774985,"[-1.11369228  0.86565068 -1.02618641  0.70468034  0.13472771 -0.95848017
 -0.20375138  2.22404136 -0.70080155 -0.45278551  0.        ]",[-2.23836088 -1.18838382],[-2.19387441 -1.74893661],[-0.72554803 -0.44605607],-0.116680252825
9,"[[ -2.97660187e+00   9.00029128e-01   1.41484311e-02  -1.10515295e-01]
 [ -3.29175069e+01   7.80477707e+00   0.00000000e+00   0.00000000e+00]]",-0.882745,"[-1.50330865  0.62344684 -0.22469786  0.88543578  0.13472765 -0.95847938
 -0.25582921  1.41788763 -1.13598974 -0.00516539  0.        ]",[-2.50494552 -0.89352632],[-2.48464295 -1.08855414],[-0.72554803 -0.44605607],-0.166094507724
