timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[-0.05896219  0.01026944 -0.19610544  0.01271131]
 [-0.00110247  0.00299118  0.          0.        ]]",[ 1.71029325 -0.06129996],[-0.42067915 -0.19030933],[ 0.70666069 -0.35831955],-0.937359,"[ 1.18877428  1.15829766 -0.07909303 -0.43590771 -1.68789629  0.10910179
  0.29583238 -0.11811561  2.32383819 -0.16199279  0.        ]",-0.406507909945
1,"[[-0.01929257  0.00787791 -0.19610544  0.01271131]
 [ 3.95489199 -0.24132509  0.          0.        ]]",[ 0.98054547 -0.17823734],[-0.42067915 -0.19030933],[ 0.75050563 -0.35351273],-1.02308,"[ 1.1909044   1.15832154 -0.0202267  -0.44018633 -1.68788719  0.10910164
  0.37529184 -0.15503178  2.32553337 -0.10617065  0.        ]",-0.406390754418
2,"[[  9.79414865e-02  -3.99648641e-03  -1.96105443e-01   1.27113134e-02]
 [  7.75585699e+00  -9.43768145e-01   0.00000000e+00   0.00000000e+00]]",[ 2.63432395  0.74808396],[-0.42067915 -0.19030933],[ 0.79763705 -0.35117033],-0.881116,"[ 1.18456489  1.15834713  0.15364904 -0.46143408 -1.68787809  0.10910148
  0.45163731 -0.2611713   2.31972821  0.05510234  0.        ]",-0.405208698604
3,"[[  2.91198330e-01   7.02055334e-03  -1.96105443e-01   1.27113134e-02]
 [  1.15571745e+01   2.03554708e+00   0.00000000e+00   0.00000000e+00]]",[ 1.18016008  0.26742961],[-0.42067915 -0.19030933],[ 0.83711594 -0.37510213],-0.903992,"[ 1.1332495   1.15832208  0.4348104  -0.44171894 -1.68786899  0.10910133
  0.52798976  0.18900677  2.269769    0.33862666  0.        ]",-0.399970382296
4,"[[  5.59734872e-01   5.79368349e-02  -1.96105443e-01   1.27113134e-02]
 [  1.52840765e+01   3.05268721e+00   0.00000000e+00   0.00000000e+00]]",[ 1.76629606 -2.21298027],[-0.42067915 -0.19030933],[ 0.84566158 -0.39141962],-0.628768,"[ 0.98125984  1.15620988  0.79698004 -0.35066365 -1.68785989  0.10910117
  0.60284738  0.34269761  2.10624854  0.72495537  0.        ]",-0.384864773752
5,"[[  9.02089612e-01   7.86412505e-02  -1.96105443e-01   1.27113134e-02]
 [  1.89392155e+01  -9.68848940e-01   0.00000000e+00   0.00000000e+00]]",[ 0.02023402  0.10976238],[-0.42067915 -0.19030933],[ 0.83691305 -0.36480346],-0.813261,"[ 0.66846149  1.15440436  1.17370428 -0.31370043 -1.68785078  0.10910102
  0.67626339 -0.26496282  1.79048661  1.0925103   0.        ]",-0.355885529656
6,"[[  1.27791662e+00   6.38173692e-02  -1.96105443e-01   1.27113134e-02]
 [  1.86444684e+01  -5.15047591e-01   0.00000000e+00   0.00000000e+00]]",[ 0.52920406 -0.74804873],[-0.42067915 -0.19030933],[ 0.79976887 -0.35102674],-0.480502,"[ 0.21284727  1.15574605  1.43032136 -0.34015919 -1.68784168  0.10910086
  0.67034171 -0.1963923   1.36287179  1.32114303  0.        ]",-0.314064484357
7,"[[  1.66812171e+00   2.38927512e-02  -1.96105443e-01   1.27113134e-02]
 [  2.03702889e+01  -3.46756329e+00   0.00000000e+00   0.00000000e+00]]",[ 0.84465446  0.49255909],[-0.42067915 -0.19030933],[ 0.7620123  -0.27914122],-0.272766,"[-0.31789217  1.15797437  1.48652941 -0.41152884 -1.68783258  0.10910071
  0.70500524 -0.64252227  0.88895437  1.36166771  0.        ]",-0.261492589157
8,"[[  2.10500181e+00  -2.52129487e-02  -1.96105443e-01   1.27113134e-02]
 [  2.33079459e+01  -1.44971047e+00   0.00000000e+00   0.00000000e+00]]",[ 1.33569807 -1.03130283],[-0.42067915 -0.19030933],[ 0.72325975 -0.29424015],0.0761325,"[-0.88453287  1.15792924  1.28663218 -0.4993922  -1.68782348  0.10910055
  0.76400967 -0.33761975  0.38648889  1.17744726  0.        ]",-0.192586950921
9,"[[  2.60624131e+00  -9.36595618e-02  -1.96105443e-01   1.27113134e-02]
 [  2.68043734e+01  -5.38180262e+00   0.00000000e+00   0.00000000e+00]]",[ 0.07572477  0.70048971],[-0.42067915 -0.19030933],[ 0.6562646  -0.15765107],0.191063,"[-1.36719773  1.15274121  0.76604136 -0.62163402 -1.68781438  0.1091004
  0.83423739 -0.9317658  -0.04780458  0.71756127  0.        ]",-0.105170684915
10,"[[  3.14000488e+00  -1.72392876e-01  -1.96105443e-01   1.27113134e-02]
 [  2.65727577e+01  -2.50109053e+00   0.00000000e+00   0.00000000e+00]]",[ 0.30326982 -1.0172503 ],[-0.42067915 -0.19030933],[ 0.60605925 -0.18419331],0.404594,"[-1.5596206   1.13942302  0.01076084 -0.76124253 -1.68780528  0.10910024
  0.82958316 -0.4964824  -0.25362946  0.04889834  0.        ]",-0.0138485245733
11,"[[  3.67824031e+00  -2.61642241e-01  -1.96105443e-01   1.27113134e-02]
 [  2.72485702e+01  -6.41076307e+00   0.00000000e+00   0.00000000e+00]]",[ 0.10766016 -1.37228341],[-0.42067915 -0.19030933],[ 0.56789941 -0.04393238],0.442243,"[-1.36627459  1.11491956 -0.75089045 -0.91715157 -1.68779618  0.10910009
  0.84315561 -1.08724064 -0.15171442 -0.64516508  0.        ]",-0.093807469243
12,"[[  4.22209659e+00  -4.28301650e-01  -1.96105443e-01   1.27113134e-02]
 [  2.71374926e+01  -1.02423254e+01   0.00000000e+00   0.00000000e+00]]",[ 1.05845321 -0.20575269],[-0.42067915 -0.19030933],[ 0.57247323  0.08940351],0.331366,"[-0.83187394  1.04312286 -1.30178389 -1.19748492 -1.68778708  0.10909994
  0.84092248 -1.66619059  0.2015633  -1.15765557  0.        ]",-0.178650021909
13,"[[  4.79916550e+00  -6.39283496e-01  -1.96105443e-01   1.27113134e-02]
 [  3.05581331e+01  -1.08536212e+01   0.00000000e+00   0.00000000e+00]]",[ 1.31602017  1.23497554],[-0.42067915 -0.19030933],[ 0.71170241  0.04745173],0.106745,"[-0.06502312  0.90646996 -1.47114697 -1.52189861 -1.68777798  0.10909978
  0.9096277  -1.75854863  0.72836103 -1.42275614  0.        ]",-0.253067692711
14,"[[  5.44395790e+00  -8.14455137e-01  -1.96105443e-01   1.27113134e-02]
 [  3.39099754e+01  -6.67723971e+00   0.00000000e+00   0.00000000e+00]]",[ 1.43490778  1.47414053],[-0.42067915 -0.19030933],[ 0.90819043 -0.10882679],-0.105154,"[ 0.73458723  0.75819982 -1.09672289 -1.75582796 -1.68776888  0.10909963
  0.97695069 -1.12748664  1.38657283 -1.35888012  0.        ]",-0.321127215426
15,"[[  6.15512146e+00  -9.06915952e-01  -1.96105443e-01   1.27113134e-02]
 [  3.71953608e+01  -2.58229239e+00   0.00000000e+00   0.00000000e+00]]",[ 1.78302667  1.69359361],[-0.42067915 -0.19030933],[ 1.07753444 -0.17123899],-0.29582,"[ 1.17989844  0.66881402 -0.18125829 -1.86364109 -1.68775978  0.10909947
  1.04293845 -0.50873243  1.98858963 -0.82774521  0.        ]",-0.371387987309
16,"[[  6.93133405e+00  -9.18280237e-01  -1.96105443e-01   1.27113134e-02]
 [  4.04150083e+01   1.43263974e+00   0.00000000e+00   0.00000000e+00]]",[ 0.5026229  -0.37751125],[-0.42067915 -0.19030933],[ 1.20052791 -0.2494503 ],-0.234298,"[ 0.91223349  0.6573472   0.90501582 -1.87606846 -1.68775068  0.10909932
  1.10760538  0.09793096  2.17596088  0.13072701  0.        ]",-0.382274927782
17,"[[  7.75156714e+00  -9.04856133e-01  -1.96105443e-01   1.27113134e-02]
 [  4.16044101e+01  -8.51241681e-02   0.00000000e+00   0.00000000e+00]]",[ 2.36452158 -1.02839557],[-0.42067915 -0.19030933],[ 1.16315246 -0.29081979],0.167387,"[-0.04361903  0.67087869  1.48577489 -1.86134343 -1.68774158  0.10909916
  1.13149228 -0.13140605  1.66720837  1.01197495  0.        ]",-0.332821385201
18,"[[  8.61511081e+00  -9.46216548e-01  -1.96105443e-01   1.27113134e-02]
 [  4.47397145e+01  -4.03754665e+00   0.00000000e+00   0.00000000e+00]]",[ 1.37950524 -0.83789658],[-0.42067915 -0.19030933],[ 1.01853991 -0.27562883],0.519479,"[-1.13289329  0.62873744  1.08373839 -1.90583927 -1.68773248  0.10909901
  1.19446442 -0.72862434  0.73040335  1.16639237  0.        ]",-0.223342745138
