timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[ 0.03670536 -0.01325307  0.03723355 -0.14172902]
 [-0.00178396 -0.0031716   0.          0.        ]]",-0.368674,"[ 1.16887841  1.18414299  0.05475599 -0.32917408  0.32678529 -1.21931824
  0.31467875 -0.08606267  0.88051483  1.03136801  0.        ]",[-1.78694046  0.41790277],[-1.57398477  0.39860354],[-0.3203232  -0.12872003],-0.227402925256
1,"[[ -3.02662184e-03   2.53523585e-03   3.72335535e-02  -1.41729020e-01]
 [ -3.95823880e+00   1.57673127e+00   0.00000000e+00   0.00000000e+00]]",-0.311659,"[ 1.16979387  1.18424342 -0.00448166 -0.30165435  0.32678458 -1.2193123
  0.22109282  0.13753101  0.88111326  0.98503872  0.        ]",[-1.80551422  0.3469038 ],[-2.6276429   1.26472254],[-0.3203232  -0.12872003],-0.223237518892
2,"[[-0.12111173  0.07349961  0.03723355 -0.14172902]
 [-7.83735392  5.50660034  0.          0.        ]]",-0.167559,"[ 1.15971148  1.18085907 -0.18013378 -0.17807478  0.32678387 -1.21930635
  0.12933629  0.6937003   0.87580668  0.86604113  0.        ]",[-1.85203028  0.12648487],[-3.05607475 -0.15772713],[-0.3203232  -0.12872003],-0.212206570326
3,"[[ -0.31599154   0.17628601   0.03723355  -0.14172902]
 [-11.63798633   4.77445861   0.           0.        ]]",-0.330187,"[  1.10163507e+00   1.16481798e+00  -4.63384846e-01  -3.86248195e-04
   3.26783165e-01  -1.21930040e+00   3.94362003e-02   5.90082913e-01
   8.43821051e-01   6.62062540e-01   0.00000000e+00]",[-1.86357021  0.13253319],[-1.76338376  1.68192959],[-0.3203232  -0.12872003],-0.192076064404
4,"[[ -0.58614859   0.31056741   0.03723355  -0.14172902]
 [-15.36533715   8.64075224   0.           0.        ]]",-0.197312,"[ 0.94000845  1.12429055 -0.82485719  0.22660226  0.32678246 -1.21929446
 -0.04873049  1.13725291  0.75205207  0.38946157  0.        ]",[-1.92109251 -0.15731072],[-1.71832302  0.11158672],[-0.3203232  -0.12872003],-0.162084372184
5,"[[ -0.930102     0.48610851   0.03723355  -0.14172902]
 [-19.01790546   8.9123686    0.           0.        ]]",-0.226342,"[ 0.61606906  1.03908202 -1.19546333  0.50826186  0.32678175 -1.21928851
 -0.13512827  1.17568775  0.5660022   0.09361125  0.        ]",[-1.94902062 -0.2685312 ],[-1.63017332  0.96697086],[-0.3203232  -0.12872003],-0.122715863179
6,"[[ -1.34639891   0.70100463   0.03723355  -0.14172902]
 [-22.59997277  12.56493376   0.           0.        ]]",-0.0311417,"[ 0.09953928  0.88877077 -1.45380948  0.81817064  0.32678104 -1.21928256
 -0.2198584   1.69260154  0.26268925 -0.16065561  0.        ]",[-2.01383305 -0.63779318],[-2.03011244 -1.27244175],[-0.3203232  -0.12872003],-0.0761219685033
7,"[[ -1.83360674   0.91007377   0.03723355  -0.14172902]
 [-26.10920883   8.35583214   0.           0.        ]]",0.0123492,"[-0.56439328  0.70019017 -1.43998484  1.07014925  0.32678033 -1.21927662
 -0.30286573  1.09690894 -0.16935281 -0.30557516  0.        ]",[-1.99506104 -0.50939959],[-1.79341009 -1.57907002],[-0.3203232  -0.12872003],-0.0427009361871
8,"[[ -2.39030575   1.03578652   0.03723355  -0.14172902]
 [-29.54921679   4.22902462   0.           0.        ]]",-0.128857,"[-1.21276878  0.57008423 -1.01783419  1.19340369  0.32677962 -1.21927067
 -0.38423545  0.51286662 -0.72556874 -0.24509908  0.        ]",[-1.96796823 -0.33510828],[-1.51775723  0.50288233],[-0.3203232  -0.12872003],-0.0931206868334
9,"[[ -3.01513985   1.13947887   0.03723355  -0.14172902]
 [-32.92306845   6.13367805   0.           0.        ]]",-0.152907,"[-1.57232141  0.45508482 -0.18801165  1.27732926  0.32677891 -1.21926473
 -0.4640402   0.78241813 -1.23794674  0.16289693  0.        ]",[-2.00700855 -0.50361067],[-2.51039527  0.59748066],[-0.3203232  -0.12872003],-0.17117001686
