timestep,human_obs,rewards,obs,avg_action_dist,actions,logstd_action_dist,original_rewards
0,"[[-0.02638579  0.09494343  0.11129543 -0.02046657]
 [-0.00248064 -0.00164075  0.          0.        ]]",-1.90477,"[ 1.2572677   1.41048955 -0.01602364  0.02225591  0.96641302 -0.1736535
  0.21844021 -0.05440199  0.45138008  0.17346601  0.        ]",[-1.91141498  2.37343216],[-2.23317006  2.09030306],[-1.03908372 -0.87696129],-0.101627324001
1,"[[-0.06614092  0.13465417  0.11129543 -0.02046657]
 [-3.95985217  3.95950614  0.          0.        ]]",-1.88097,"[ 1.254725    1.40085951 -0.07403453  0.0707163   0.96641266 -0.17365347
  0.1627644   0.79930162  0.4502998   0.14798985  0.        ]",[-1.73860455  2.23258805],[-1.66703764  1.81608516],[-1.03908372 -0.87696129],-0.100529805919
2,"[[-0.1842581   0.25280043  0.11129543 -0.02046657]
 [-7.83895739  7.84216159  0.          0.        ]]",-1.7207,"[ 1.23434123  1.35273404 -0.24513762  0.21306118  0.96641231 -0.17365344
  0.10818971  1.63608798  0.44161737  0.072929    0.        ]",[-1.51487565  1.40078354],[-1.80104475  1.19202569],[-1.03908372 -0.87696129],-0.0972368614307
3,"[[ -0.37918847   0.44782703   0.11129543  -0.02046657]
 [-11.64145497  11.64777004   0.           0.        ]]",-1.45831,"[ 1.15952404  1.21126057 -0.5182455   0.43774364  0.96641196 -0.1736534
  0.05469281  2.45626684  0.40974682 -0.04684526  0.        ]",[-1.26271915  0.40569711],[-0.82384759  0.06310738],[-1.03908372 -0.87696129],-0.0917854096517
4,"[[ -0.64241159   0.68098323   0.11129543  -0.02046657]
 [-14.67084804  11.6677108    0.           0.        ]]",-1.3283,"[ 0.98209998  0.94782351 -0.85272692  0.67920478  0.96641161 -0.17365337
  0.01207263  2.46056118  0.33521807 -0.21478169  0.        ]",[-1.27215695  0.18226913],[-1.01459642  0.63442871],[-1.03908372 -0.87696129],-0.086203862968
5,"[[ -0.97262682   0.93722871   0.11129543  -0.02046657]
 [-18.33858455  13.9491055    0.           0.        ]]",-1.24652,"[ 0.65366534  0.55631747 -1.18469316  0.89586713  0.96641126 -0.17365333
 -0.03952834  2.95223946  0.19540189 -0.4126031   0.        ]",[-1.18744612 -0.91334528],[-1.21698391 -0.74482542],[-1.03908372 -0.87696129],-0.0859281994695
6,"[[ -1.37546046e+00   1.18384569e+00   1.11295434e-01  -2.04665744e-02]
 [ -2.19329474e+01   1.07231855e+01   0.00000000e+00   0.00000000e+00]]",-1.30317,"[ 0.14338208  0.10187784 -1.41056369  1.04346336  0.9664109  -0.1736533
 -0.09009702  2.25699115 -0.03339858 -0.62103876  0.        ]",[-1.40152776 -1.11399174],[-1.73353406 -0.47726975],[-1.03908372 -0.87696129],-0.0998838148847
7,"[[ -1.84947764e+00   1.37720486e+00   1.11295434e-01  -2.04665744e-02]
 [ -2.54571175e+01   8.61957631e+00   0.00000000e+00   0.00000000e+00]]",-1.40515,"[-0.50538283 -0.28973695 -1.38198329  1.11134443  0.96641055 -0.17365327
 -0.13967816  1.80362317 -0.36879598 -0.79499297  0.        ]",[-1.60443449 -1.747751  ],[-1.03999319 -2.09922887],[-1.03908372 -0.87696129],-0.132181916968
8,"[[ -2.39327714e+00   1.50813289e+00   1.11295434e-01  -2.04665744e-02]
 [ -2.89112955e+01   4.48683656e+00   0.00000000e+00   0.00000000e+00]]",-1.87131,"[-1.13833411 -0.56444909 -0.97145978  1.13188163  0.9664102  -0.17365323
 -0.1882746   0.91294168 -0.80512962 -0.83986388  0.        ]",[-1.94401133 -1.87155747],[-1.89031952 -1.95125903],[-1.03908372 -0.87696129],-0.175558581339
9,"[[ -3.00547050e+00   1.55721740e+00   1.11295434e-01  -2.04665744e-02]
 [ -3.22966311e+01   4.34958489e-01   0.00000000e+00   0.00000000e+00]]",-1.94445,"[-1.49496369 -0.66827719 -0.17572205  1.13417908  0.96640985 -0.1736532
 -0.23590249  0.03968765 -1.28806175 -0.64477253  0.        ]",[-2.36480808 -1.59639835],[-2.34246082 -1.67887403],[-1.03908372 -0.87696129],-0.22189848333
