timestep,human_obs,actions,logstd_action_dist,avg_action_dist,rewards,obs,original_rewards
0,"[[ 0.07251313 -0.00717893 -0.19946787 -0.16397572]
 [-0.00032489 -0.00279301  0.          0.        ]]",[-0.83957633 -3.40744745],[-0.81273913 -0.55811954],[-0.73631167 -2.70251274],-2.17912,"[ 1.24130532  1.30880793  0.1265512  -0.12728053 -1.7142965  -1.42789967
  0.24144765 -0.06786705  2.28999635  1.17974432  0.        ]",-0.446188490408
1,"[[ 0.03919892 -0.04694911 -0.19946787 -0.16397572]
 [-3.32004875 -3.9610372   0.          0.        ]]",[ 0.03203865 -3.75987919],[-0.81273913 -0.55811954],[-0.56375349 -1.74782479],-2.14722,"[ 1.24387097  1.30683899  0.07778644 -0.17811211 -1.71429424 -1.42789821
  0.19192211 -0.85923439  2.2924711   1.10589482  0.        ]",-0.442157152051
2,"[[-0.02525667 -0.16511159 -0.19946787 -0.16397572]
 [-3.12617441 -7.84227471  0.          0.        ]]",[ 0.78838559 -1.21804104],[-0.81273913 -0.55811954],[-0.20135969 -0.93586206],-2.34659,"[ 1.24448992  1.28398482 -0.01669563 -0.32826895 -1.71429197 -1.42789676
  0.19481437 -1.6352044   2.28094809  0.93414629  0.        ]",-0.431037953434
3,"[[ -0.05585453  -0.36013934  -0.19946787  -0.16397572]
 [  0.05577231 -11.64780889   0.           0.        ]]",[-0.12981337 -0.94788714],[-0.81273913 -0.55811954],[ 0.23301101 -0.06689927],-2.41726,"[ 1.24277676  1.19154775 -0.06151764 -0.56871603 -1.71428971 -1.4278953
  0.24228435 -2.3960353   2.23627277  0.7605297   0.        ]",-0.415845045711
4,"[[ -0.05989294  -0.62843741  -0.19946787  -0.16397572]
 [ -0.4579977  -15.17026211   0.           0.        ]]",[ 0.36649963  1.7771792 ],[-0.81273913 -0.55811954],[ 0.64446324  0.86976945],-2.52669,"[ 1.24245332  0.95950628 -0.06742857 -0.86981691 -1.71428744 -1.42789385
  0.23461955 -3.10026338  2.14306476  0.59256828  0.        ]",-0.394217287177
5,"[[ -0.0544335   -0.8891063   -0.19946787  -0.16397572]
 [  0.99919116 -10.91081045   0.           0.        ]]",[ 0.98606469  0.12944538],[-0.81273913 -0.55811954],[ 0.60928768  0.59744722],-2.05961,"[ 1.24288274  0.63249112 -0.05943734 -1.11101186 -1.71428517 -1.42789239
  0.25635864 -2.24867509  2.02206845  0.47133376  0.        ]",-0.370451971919
6,"[[  4.49221158e-03  -1.10002392e+00  -1.99467867e-01  -1.63975720e-01]
 [  4.88056209e+00  -1.01833324e+01   0.00000000e+00   0.00000000e+00]]",[ 0.97400261  0.49364161],[-0.81273913 -0.55811954],[ 0.82989913  0.96086198],-1.84062,"[ 1.24491192  0.30969892  0.0269165  -1.25768817 -1.71428291 -1.42789093
  0.31426304 -2.10322822  1.93840182  0.45274079  0.        ]",-0.356084365423
7,"[[ 0.13979891 -1.28206461 -0.19946787 -0.16397572]
 [ 8.63771051 -8.02785773  0.          0.        ]]",[ 1.25319437  1.05566795],[-0.81273913 -0.55811954],[ 0.91522819  1.13363075],-1.62568,"[  1.23146022e+00   9.74138463e-04   2.24627949e-01  -1.34385457e+00
  -1.71428064e+00  -1.42788948e+00   3.70314221e-01  -1.67228738e+00
   1.90513117e+00   5.25841219e-01   0.00000000e+00]",-0.352893880016
8,"[[  0.35053631  -1.40130361  -0.19946787  -0.16397572]
 [ 12.4234803   -3.90968883   0.           0.        ]]",[ 1.59274841  0.45391729],[-0.81273913 -0.55811954],[ 0.84323162  0.82610214],-1.37606,"[ 1.1609958  -0.21123408  0.52380467 -1.37846051 -1.71427838 -1.42788802
  0.42679238 -0.84895211  1.92797217  0.68842538  0.        ]",-0.362923397969
9,"[[  0.63624428  -1.46068712  -0.19946787  -0.16397572]
 [ 16.13496071  -2.03482297   0.           0.        ]]",[-0.08999237  0.36169496],[-0.81273913 -0.55811954],[ 0.82399911  0.68026954],-1.53032,"[ 0.97487557 -0.31874312  0.89147873 -1.38903855 -1.71427611 -1.42788657
  0.48216222 -0.47411484  1.96684237  0.94711426  0.        ]",-0.382198180821
10,"[[  0.95216614  -1.48659777  -0.19946787  -0.16397572]
 [ 15.45944393  -0.5611691    0.           0.        ]]",[ 1.04054919  0.20539911],[-0.81273913 -0.55811954],[ 0.74669117  0.41064429],-1.49968,"[ 0.66515377 -0.36589655  1.21475406 -1.39225089 -1.71427384 -1.42788511
  0.47208427 -0.17949089  1.95218973  1.25135447  0.        ]",-0.399833490968
11,"[[  1.29799098  -1.48954447  -0.19946787  -0.16397572]
 [ 19.11085936   0.26384415   0.           0.        ]]",[ 0.82722463 -0.83144607],[-0.81273913 -0.55811954],[ 0.65735066  0.15666871],-1.48624,"[ 0.23664022 -0.3712661   1.43224749 -1.39256086 -1.71427158 -1.42788365
  0.52655804 -0.01454802  1.84690247  1.57599146  0.        ]",-0.41122243072
12,"[[  1.70926785  -1.51733953  -0.19946787  -0.16397572]
 [ 22.00727861  -3.03227291   0.           0.        ]]",[ 0.58209612  0.33354338],[-0.81273913 -0.55811954],[ 0.57390302  0.78920436],-1.71117,"[-0.32571627 -0.4219731   1.47243178 -1.39495144 -1.71426931 -1.4278822
  0.5697683  -0.67353246  1.60476297  1.86648481  0.        ]",-0.408515690634
13,"[[  2.16815982  -1.5641128   -0.19946787  -0.16397572]
 [ 23.8756686   -1.64959512   0.           0.        ]]",[ 0.03895004  0.69277702],[-0.81273913 -0.55811954],[ 0.46364897  0.46920308],-1.45682,"[-0.91149561 -0.50745269  1.23256057 -1.39674807 -1.71426705 -1.42788074
  0.5976418  -0.39709681  1.24893894  2.02992985  0.        ]",-0.387565361232
14,"[[  2.64247622  -1.56922939  -0.19946787  -0.16397572]
 [ 23.55694028   1.1286661    0.           0.        ]]",[ 0.67231191 -0.43653648],[-0.81273913 -0.55811954],[ 0.34895194 -0.21389166],-0.974014,"[-1.34698561 -0.51680821  0.72209249 -1.39677368 -1.71426478 -1.42787928
  0.59288655  0.15835449  0.83547881  2.02581906  0.        ]",-0.349464437602
15,"[[  3.13563588  -1.56420106  -0.19946787  -0.16397572]
 [ 25.75177575  -0.61992553   0.           0.        ]]",[ 0.43337159 -0.64202017],[-0.81273913 -0.55811954],[ 0.26806879  0.08831196],-0.677648,"[-1.51532847 -0.50761363  0.02905853 -1.39674605 -1.71426251 -1.42787783
  0.62563015 -0.19123745  0.45066051  1.8051534   0.        ]",-0.292010647465
16,"[[  3.66277447  -1.60195482  -0.19946787  -0.16397572]
 [ 26.95815682  -3.14698085   0.           0.        ]]",[ 0.37501074  0.25850801],[-0.81273913 -0.55811954],[ 0.23564535  0.57323039],-0.572373,"[-1.33211249 -0.57663796 -0.70967329 -1.39615182 -1.71426025 -1.42787637
  0.64362737 -0.69646576  0.22235083  1.39328651  0.        ]",-0.219864336995
17,"[[  4.21148089  -1.65396859  -0.19946787  -0.16397572]
 [ 27.90928718  -2.0579867    0.           0.        ]]",[ 0.25388422  1.07981767],[-0.81273913 -0.55811954],[ 0.25047851  0.44627005],-0.587089,"[-0.79798575 -0.67158032 -1.26569314 -1.39235093 -1.71425798 -1.42787492
  0.6578166  -0.4787453   0.21467938  0.90995183  0.        ]",-0.149361544172
18,"[[  4.77420247  -1.65495829  -0.19946787  -0.16397572]
 [ 28.36120349   1.94569245   0.           0.        ]]",[ 0.77967637  0.08999055],[-0.81273913 -0.55811954],[ 0.25618494 -0.10508686],-0.557269,"[-0.04995533 -0.67338335 -1.44301141 -1.3922438  -1.71425572 -1.42787346
  0.66455825  0.32170178  0.42851658  0.45281581  0.        ]",-0.116586389824
19,"[[  5.36674981  -1.61282275  -0.19946787  -0.16397572]
 [ 30.88509292   2.2668989    0.           0.        ]]",[ 0.29661487  1.02500826],[-0.81273913 -0.55811954],[ 0.41161287 -0.1716336 ],-0.720421,"[ 0.7048124  -0.59649594 -1.14296075 -1.3956393  -1.71425345 -1.427872
  0.70221085  0.38591978  0.87201365  0.15873434  0.        ]",-0.171657570145
20,"[[  5.99008089  -1.52816621  -0.19946787  -0.16397572]
 [ 31.44592762   6.185719     0.           0.        ]]",[ 0.5519389  -1.47375479],[-0.81273913 -0.55811954],[ 0.48441482 -1.07529414],-0.659877,"[ 1.18606524 -0.44174485 -0.40327674 -1.39560525 -1.71425119 -1.42787055
  0.71057737  1.16940081  1.45200441  0.20496818  0.        ]",-0.269449118221
21,"[[  6.63466528  -1.44536705  -0.19946787  -0.16397572]
 [ 33.0075174    2.10785143   0.           0.        ]]",[ 0.64934833 -0.62333071],[-0.81273913 -0.55811954],[ 0.79526502 -0.36545706],-1.02376,"[ 1.16054922 -0.29092114  0.52510187 -1.38672035 -1.71424892 -1.42786909
  0.73387376  0.35412077  1.9030359   0.67426409  0.        ]",-0.358285659558
22,"[[  7.3140467   -1.42834738  -0.19946787  -0.16397572]
 [ 34.92436157  -0.39744306   0.           0.        ]]",[ 0.36422936  0.92313806],[-0.81273913 -0.55811954],[ 0.82781166  0.11223885],-1.60952,"[ 0.57428778 -0.26007915  1.27789662 -1.38381286 -1.71424665 -1.42786764
  0.76247004 -0.14675784  1.95324536  1.3668031   0.        ]",-0.408698747004
